sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_ReloadTime,Weapon_Projectile_Rate
572,Anomalous Injector,0.0,+1%,,
573,Cursed Splitter,0.059,,-2%,+3%
574,Rescued Neutraliser,0.333,+2%,,
575,Glassy Polariser,0.024,,-2%,
576,Haunted Accelerator,0.024,,-2%,
577,Rescued Splitter,0.076,+1%,-2%,+4%
578,Haunted De-limiter,0.018,,,+2%
579,Impossible Boundary Hunter,0.351,+2%,,+2%
580,Nanite-Marked Oscillator,0.018,,,+2%
581,Anointed Furnace,0.0,+1%,,
582,Glassy Refractor,0.059,+1%,-2%,+3%
583,Non-compliant Neutraliser,0.071,+1%,-4%,
584,Non-compliant Atomiser,0.048,,-3%,
585,Non-compliant Dynamo,0.048,,-3%,
586,Watery Accelerator,0.024,,-2%,
587,Forsaken Resonator,0.119,+1%,-6%,
588,Forsaken Obliterator,0.0,+1%,,
589,Non-compliant Amplifier,0.263,,,+16%
590,Doomed Resonator,0.024,+1%,-2%,
591,Impossible Atomiser,0.065,+1%,-3%,+2%
592,Polymorphous Obliterator,0.0,+1%,,
593,Doomed Atomiser,0.193,,,+12%
594,Impossible Gravitiser,0.316,+1%,,+19%
595,Nanite-Marked Resonator,0.094,+1%,-2%,+5%
596,Salvaged Refractor,0.024,+1%,-2%,
597,Polymorphous Resonator,0.024,,-2%,
598,Doomed Annihilator,0.252,,-2%,+14%
599,Rescued Annihilator,0.211,+1%,,+13%
600,Nanite-Marked De-limiter,0.024,,-2%,
601,Non-compliant Filament,0.024,,-2%,
602,Aeronic Furnace,0.035,,,+3%
603,Rescued Neutraliser,0.018,,,+2%
604,Glassy De-limiter,0.0,+1%,,
605,Impossible Dynamo,0.024,,-2%,
606,Salvaged Oscillator,0.0,+1%,,
607,Rescued Gravitiser,0.094,,-2%,+5%
608,Glassy Amplifier,0.105,,,+7%
609,Non-compliant Obliterator,0.024,+1%,-2%,
610,Impossible Boundary Hunter,0.0,+1%,,
611,Nanite-Marked Gravitiser,0.048,,-3%,
612,Anointed Neutraliser,0.018,+1%,,+2%
613,Non-compliant De-limiter,0.059,+1%,-2%,+3%
614,Haunted Mirror,0.018,,,+2%
615,Cursed Amplifier,0.0,+1%,,
616,Impossible Filament,0.19,,-9%,
617,Doomed Annihilator,0.119,,-6%,
618,Cursed Mirror,0.0,+1%,,
619,Anomalous Splitter,0.024,,-2%,
620,Watery Injector,0.123,,,+8%
621,Crimson Resonator,0.018,+1%,,+2%
622,Writhing Gravitiser,0.065,+1%,-3%,+2%
623,Haunted Filament,0.0,+1%,,
624,Watery Atomiser,0.333,+2%,,
625,Aeronic Splitter,0.0,+1%,,
626,Forsaken Filament,0.024,,-2%,
627,Glassy Polariser,0.277,+1%,-6%,+10%
628,Extinguished Capacitor,0.076,+1%,-2%,+4%
629,Salvaged Gravitiser,0.048,,-3%,
630,Salvaged Atomiser,0.0,+1%,,
631,Rescued Polariser,0.048,+1%,-3%,
632,Nanite-Marked Furnace,0.071,,-4%,
633,Extinguished Injector,0.0,+1%,,
634,Forsaken Filament,0.193,,,+12%
635,Relinquished Splitter,0.62,+2%,-2%,+16%
636,Forsaken Splitter,0.024,,-2%,
637,Anomalous Boundary Hunter,0.0,+1%,,
638,Released Splitter,0.333,+2%,,
639,Doomed Filament,0.14,,,+9%
640,Haunted De-limiter,0.0,+1%,,
641,Rescued De-limiter,0.018,,,+2%
642,Impossible Polariser,0.0,+1%,,
643,Writhing Resonator,0.252,+1%,-2%,+14%
644,Cursed Accelerator,0.024,,-2%,
645,Polymorphous Capacitor,0.024,+1%,-2%,
646,Impossible Obliterator,0.065,+1%,-3%,+2%
647,Doomed Furnace,0.143,,-7%,
648,Aeronic Atomiser,0.158,,,+10%
649,Forsaken Injector,0.053,,,+4%
650,Aeronic Boundary Hunter,0.0,+1%,,
651,Anointed Obliterator,0.123,,,+8%
652,Doomed De-limiter,0.0,+1%,,
653,Aeronic De-limiter,0.249,+1%,-10%,+3%
654,Salvaged Dynamo,0.024,,-2%,
655,Rescued Oscillator,0.024,,-2%,
656,Writhing Obliterator,0.143,,-7%,
657,Polymorphous Annihilator,0.059,+1%,-2%,+3%
658,Forsaken Refractor,0.024,,-2%,
659,Anomalous De-limiter,0.143,,-7%,
660,Anomalous Refractor,0.252,,-2%,+14%
661,Doomed Obliterator,0.018,+1%,,+2%
662,Nanite-Marked Injector,0.024,,-2%,
663,Haunted Splitter,0.018,,,+2%
664,Doomed Dynamo,0.024,,-2%,
665,Watery Obliterator,0.263,,,+16%
666,Extinguished Annihilator,0.053,,,+4%
667,Rescued Amplifier,0.0,+1%,,
668,Polymorphous Neutraliser,0.024,+1%,-2%,
669,Doomed Gravitiser,0.252,,-2%,+14%
670,Impossible Mirror,0.024,,-2%,
671,Relinquished Filament,0.333,,,+20%
672,Haunted Obliterator,0.0,+1%,,
673,Crimson Amplifier,0.041,,-2%,+2%
674,Rescued Dynamo,0.018,,,+2%
675,Relinquished Boundary Hunter,0.0,+1%,,
676,Impossible Polariser,0.333,,,+20%
677,Forsaken Mirror,0.0,+1%,,
678,Anointed Capacitor,0.024,,-2%,
679,Anomalous Injector,0.018,,,+2%
680,Non-compliant Gravitiser,0.305,+1%,-2%,+17%
681,Released Accelerator,0.053,,,+4%
682,Anointed Capacitor,0.0,+1%,,
683,Impossible De-limiter,0.0,+1%,,
684,Forsaken Gravitiser,0.018,,,+2%
685,Released Neutraliser,0.0,+1%,,
686,Haunted Capacitor,0.018,,,+2%
687,Crimson Resonator,0.094,,-2%,+5%
688,Crimson Mirror,0.053,+1%,-1%,+4%
689,Forsaken Injector,0.333,,-15%,
690,Writhing Furnace,0.024,,-2%,
691,Writhing Mirror,0.088,,,+6%
692,Relinquished Atomiser,0.436,,-9%,+15%
693,Nanite-Marked Furnace,0.018,+1%,,+2%
694,Anomalous Gravitiser,0.238,+1%,-11%,
695,Anomalous Annihilator,0.0,+1%,,
696,Cursed Polariser,0.065,+1%,-3%,+2%
697,Glassy Accelerator,0.018,,,+2%
698,Glassy Injector,0.182,+1%,-2%,+10%
699,Non-compliant Filament,0.076,,-2%,+4%
700,Extinguished Atomiser,0.43,+1%,-8%,+16%
701,Writhing Oscillator,0.212,+1%,-4%,+9%
702,Writhing Capacitor,0.018,,,+2%
703,Cursed Neutraliser,0.018,,,+2%
704,Doomed Injector,0.263,,,+16%
705,Anomalous Filament,0.526,+2%,,+12%
706,Glassy Accelerator,0.088,,,+6%
707,Polymorphous Gravitiser,0.362,,-14%,+4%
708,Watery Capacitor,0.184,+1%,-8%,+2%
709,Aeronic Polariser,0.51,+2%,-4%,+7%
710,Haunted Gravitiser,0.1,+1%,-3%,+4%
711,Extinguished Atomiser,0.167,,-8%,
712,Anomalous Annihilator,0.076,+1%,-2%,+4%
713,Non-compliant Atomiser,0.316,,,+19%
714,Anointed Gravitiser,0.095,,-5%,
715,Writhing Amplifier,0.018,+1%,,+2%
716,Released Resonator,0.071,,-4%,
717,Writhing Injector,0.048,,-3%,
718,Impossible Furnace,0.024,,-2%,
719,Doomed Dynamo,0.024,,-2%,
720,Cursed Annihilator,0.018,,,+2%
721,Writhing Injector,0.143,,-7%,
722,Watery Polariser,0.024,,-2%,
723,Salvaged Dynamo,0.018,,,+2%
724,Anomalous Splitter,0.095,,-5%,
725,Forsaken Resonator,0.316,,,+19%
726,Doomed Filament,0.076,+1%,-2%,+4%
727,Anointed Neutraliser,0.129,,-2%,+7%
728,Nanite-Marked Splitter,0.083,+1%,-3%,+3%
729,Polymorphous Obliterator,0.0,+1%,,
730,Extinguished Polariser,0.337,,-10%,+8%
731,Rescued Mirror,0.0,+1%,,
732,Impossible Injector,0.105,,,+7%
733,Released Filament,0.076,+1%,-2%,+4%
734,Polymorphous Capacitor,0.083,+1%,-3%,+3%
735,Cursed Capacitor,0.479,,-13%,+12%
736,Writhing De-limiter,0.211,+1%,,+13%
737,Salvaged Filament,0.024,,-2%,
738,Salvaged Mirror,0.041,+1%,-2%,+2%
739,Extinguished Oscillator,0.305,,-2%,+17%
740,Aeronic Resonator,0.0,+1%,,
741,Extinguished De-limiter,0.035,,,+3%
742,Glassy Accelerator,0.018,,,+2%
743,Rescued Amplifier,0.272,+1%,-8%,+7%
744,Aeronic Boundary Hunter,0.048,,-3%,
745,Relinquished Amplifier,0.143,+1%,-7%,
746,Non-compliant Amplifier,0.158,,,+10%
747,Writhing Splitter,0.041,+1%,-2%,+2%
748,Writhing Filament,0.095,,-5%,
749,Anomalous Refractor,0.158,,,+10%
750,Extinguished Resonator,0.071,,-4%,
751,Glassy Accelerator,0.439,+1%,-15%,+7%
752,Cursed Injector,0.643,+1%,-14%,+20%
753,Released Injector,0.095,,-5%,
754,Non-compliant Obliterator,0.024,+1%,-2%,
755,Extinguished Polariser,0.195,,-7%,+4%
756,Impossible Atomiser,0.024,+1%,-2%,
757,Glassy Obliterator,0.119,,-6%,
758,Glassy Capacitor,0.041,+1%,-2%,+2%
759,Relinquished Capacitor,0.0,+1%,,
760,Rescued Dynamo,0.018,+1%,,+2%
761,Rescued Obliterator,0.041,+1%,-2%,+2%
762,Writhing Boundary Hunter,0.024,,-2%,
763,Watery Capacitor,0.357,+1%,-2%,+20%
764,Forsaken Amplifier,0.305,,-2%,+17%
765,Doomed Filament,0.112,,-2%,+6%
766,Extinguished Annihilator,0.024,,-2%,
767,Impossible Splitter,0.0,+1%,,
768,Glassy Polariser,0.269,,-2%,+15%
769,Doomed Accelerator,0.07,+1%,,+5%
770,Crimson Capacitor,0.119,,-6%,
771,Anointed Amplifier,0.158,,,+10%
772,Released Capacitor,0.053,,,+4%
773,Nanite-Marked Accelerator,0.333,+2%,,
774,Anomalous Dynamo,0.065,+1%,-3%,+2%
775,Anointed Dynamo,0.048,,-3%,
776,Glassy Neutraliser,0.053,,,+4%
777,Glassy Oscillator,0.287,+1%,-2%,+16%
778,Watery Neutraliser,0.083,+1%,-3%,+3%
779,Non-compliant Amplifier,0.129,+1%,-2%,+7%
780,Watery Filament,0.123,,,+8%
781,Rescued Resonator,0.0,+1%,,
782,Nanite-Marked Gravitiser,0.147,+1%,-2%,+8%
783,Aeronic Filament,0.17,,-3%,+8%
784,Impossible Oscillator,0.048,,-3%,
785,Relinquished Furnace,0.059,,-2%,+3%
786,Anointed Dynamo,0.158,+1%,,+10%
787,Nanite-Marked Refractor,0.018,,,+2%
788,Rescued Amplifier,0.083,+1%,-3%,+3%
789,Polymorphous Polariser,0.0,+1%,,
790,Anomalous Splitter,0.024,,-2%,
791,Aeronic Oscillator,0.053,+1%,,+4%
792,Impossible Resonator,0.31,,-14%,
793,Cursed Oscillator,0.0,+1%,,
794,Writhing Filament,0.076,+1%,-2%,+4%
795,Extinguished Neutraliser,0.048,,-3%,
796,Doomed Atomiser,0.217,,-2%,+12%
797,Impossible Neutraliser,0.024,,-2%,
798,Doomed Furnace,0.112,+1%,-2%,+6%
799,Extinguished Annihilator,0.0,+1%,,
800,Writhing Amplifier,0.1,+1%,-3%,+4%
801,Aeronic Oscillator,0.048,,-3%,
802,Crimson Obliterator,0.035,,,+3%
803,Forsaken De-limiter,0.094,,-2%,+5%
804,Relinquished Capacitor,0.076,+1%,-2%,+4%
805,Anointed Resonator,0.31,,-14%,
806,Extinguished Boundary Hunter,0.0,+1%,,
807,Anomalous De-limiter,0.237,+1%,-8%,+5%
808,Anointed Dynamo,0.076,+1%,-2%,+4%
809,Released De-limiter,0.0,+1%,,
810,Polymorphous Obliterator,0.024,+1%,-2%,
811,Extinguished Splitter,0.0,+1%,,
812,Non-compliant Accelerator,0.252,+1%,-2%,+14%
813,Released De-limiter,0.024,,-2%,
814,Relinquished Capacitor,0.0,+1%,,
815,Crimson Mirror,0.0,+1%,,
816,Glassy Resonator,0.024,,-2%,
817,Rescued Annihilator,0.238,+1%,-11%,
818,Haunted Polariser,0.024,,-2%,
819,Doomed Boundary Hunter,0.0,+1%,,
820,Aeronic Gravitiser,0.041,+1%,-2%,+2%
821,Writhing Annihilator,0.228,,,+14%
822,Aeronic Refractor,0.024,,-2%,
823,Nanite-Marked Refractor,0.286,,-13%,
824,Anomalous Gravitiser,0.0,+1%,,
825,Nanite-Marked Gravitiser,0.024,+1%,-2%,
826,Watery Oscillator,0.273,+1%,-11%,+3%
827,Polymorphous Mirror,0.071,+1%,-4%,
828,Polymorphous Obliterator,0.024,,-2%,
829,Relinquished Polariser,0.083,+1%,-3%,+3%
830,Nanite-Marked Polariser,0.0,+1%,,
831,Forsaken Injector,0.167,+1%,-8%,
832,Watery Obliterator,0.0,+1%,,
833,Forsaken Polariser,0.041,+1%,-2%,+2%
834,Anomalous Injector,0.0,+1%,,
835,Impossible Oscillator,0.219,+1%,-8%,+4%
836,Aeronic Polariser,0.129,,-2%,+7%
837,Nanite-Marked Obliterator,0.0,+1%,,
838,Relinquished Mirror,0.0,+1%,,
839,Crimson Gravitiser,0.0,+1%,,
840,Crimson Injector,0.07,,,+5%
841,Writhing Filament,0.0,+1%,,
842,Salvaged Annihilator,0.024,+1%,-2%,
843,Non-compliant Boundary Hunter,0.024,,-2%,
844,Forsaken Furnace,0.024,,-2%,
845,Nanite-Marked De-limiter,0.246,,,+15%
846,Anomalous De-limiter,0.024,,-2%,
847,Impossible Injector,0.303,+1%,-13%,+2%
848,Polymorphous Annihilator,0.076,,-2%,+4%
849,Haunted Annihilator,0.0,+1%,,
850,Haunted Boundary Hunter,0.472,,-12%,+13%
851,Rescued Amplifier,0.0,+1%,,
852,Released Mirror,0.024,,-2%,
853,Forsaken Obliterator,0.107,+1%,-4%,+3%
854,Glassy Capacitor,0.018,,,+2%
855,Writhing Furnace,0.0,+1%,,
856,Doomed Oscillator,0.193,,,+12%
857,Aeronic Amplifier,0.0,+1%,,
858,Writhing Neutraliser,0.264,,-4%,+12%
859,Crimson Neutraliser,0.0,+1%,,
860,Watery Mirror,0.059,+1%,-2%,+3%
861,Rescued Polariser,0.024,,-2%,
862,Writhing Polariser,0.0,+1%,,
863,Forsaken Atomiser,0.059,+1%,-2%,+3%
864,Aeronic Splitter,0.524,,-9%,+20%
865,Crimson Gravitiser,0.041,,-2%,+2%
866,Crimson Furnace,0.071,,-4%,
867,Impossible Resonator,0.076,+1%,-2%,+4%
868,Released Gravitiser,0.263,,,+16%
869,Forsaken Oscillator,0.175,,,+11%
870,Non-compliant Refractor,0.024,,-2%,
871,Rescued Filament,0.281,+1%,,+17%
872,Watery Atomiser,0.024,,-2%,
873,Forsaken Splitter,0.14,,,+9%
874,Polymorphous Obliterator,0.0,+1%,,
875,Released Mirror,0.041,,-2%,+2%
876,Salvaged Accelerator,0.0,+1%,,
877,Non-compliant Accelerator,0.018,+1%,,+2%
878,Relinquished Injector,0.035,+1%,,+3%
879,Writhing Resonator,0.143,,-7%,
880,Glassy Annihilator,0.024,,-2%,
881,Aeronic Polariser,0.565,+2%,-10%,+2%
882,Relinquished Annihilator,0.193,,,+12%
883,Anointed Accelerator,0.0,+1%,,
884,Non-compliant Refractor,0.053,,,+4%
885,Writhing Boundary Hunter,0.059,+1%,-2%,+3%
886,Impossible Oscillator,0.095,,-5%,
887,Salvaged Furnace,0.69,+2%,-2%,+20%
888,Doomed Annihilator,0.105,+1%,,+7%
889,Crimson Filament,0.018,,,+2%
890,Released Refractor,0.0,+1%,,
891,Watery Resonator,0.113,+1%,-5%,+2%
892,Aeronic Accelerator,0.018,,,+2%
893,Cursed Atomiser,0.024,,-2%,
894,Aeronic Boundary Hunter,0.14,+1%,,+9%
895,Extinguished Gravitiser,0.13,,-5%,+3%
896,Polymorphous Amplifier,0.0,+1%,,
897,Rescued Injector,0.024,,-2%,
898,Anomalous Dynamo,0.211,,,+13%
899,Watery Gravitiser,0.059,+1%,-2%,+3%
900,Non-compliant Injector,0.1,+1%,-3%,+4%
901,Crimson Splitter,0.035,,,+3%
902,Anomalous Atomiser,0.07,,,+5%
903,Extinguished Dynamo,0.217,,-2%,+12%
904,Relinquished Neutraliser,0.123,+1%,,+8%
905,Doomed Capacitor,0.024,,-2%,
906,Released Resonator,0.159,+1%,-4%,+6%
907,Forsaken Gravitiser,0.167,,-8%,
908,Released Gravitiser,0.024,,-2%,
909,Salvaged Boundary Hunter,0.024,,-2%,
910,Rescued Furnace,0.167,+1%,-8%,
911,Anointed De-limiter,0.123,+1%,,+8%
912,Extinguished Annihilator,0.385,+1%,-12%,+8%
913,Extinguished Boundary Hunter,0.035,,,+3%
914,Salvaged Capacitor,0.333,+2%,,
915,Salvaged Gravitiser,0.372,,-10%,+10%
916,Writhing De-limiter,0.1,+1%,-3%,+4%
917,Relinquished Capacitor,0.119,,-6%,
918,Doomed Neutraliser,0.333,+1%,,+20%
919,Forsaken Filament,0.071,,-4%,
920,Polymorphous Capacitor,0.018,+1%,,+2%
921,Salvaged Mirror,0.123,+1%,,+8%
922,Impossible Neutraliser,0.0,+1%,,
923,Doomed Furnace,0.1,+1%,-3%,+4%
924,Aeronic Splitter,0.0,+1%,,
925,Relinquished Boundary Hunter,0.041,+1%,-2%,+2%
926,Glassy Filament,0.095,,-5%,
927,Haunted Dynamo,0.024,+1%,-2%,
928,Rescued De-limiter,0.105,,,+7%
929,Doomed Resonator,0.024,,-2%,
930,Relinquished Polariser,0.118,+1%,-3%,+5%
931,Nanite-Marked Furnace,0.366,+1%,-9%,+11%
932,Non-compliant Furnace,0.333,+2%,,
933,Rescued Obliterator,0.298,,,+18%
934,Polymorphous Amplifier,0.059,+1%,-2%,+3%
935,Forsaken Refractor,0.053,,,+4%
936,Extinguished Splitter,0.246,,,+15%
937,Polymorphous Mirror,0.357,+2%,-2%,
938,Glassy Refractor,0.167,+1%,-8%,
939,Polymorphous Polariser,0.175,+1%,,+11%
940,Impossible Oscillator,0.048,,-3%,
941,Glassy Obliterator,0.0,+1%,,
942,Aeronic Mirror,0.041,+1%,-2%,+2%
943,Released Oscillator,0.0,+1%,,
944,Impossible Atomiser,0.0,+1%,,
945,Watery Accelerator,0.175,+1%,,+11%
946,Anointed De-limiter,0.041,+1%,-2%,+2%
947,Polymorphous Resonator,0.33,+1%,-6%,+13%
948,Watery Filament,0.095,,-5%,
949,Writhing Filament,0.024,,-2%,
950,Nanite-Marked Refractor,0.059,,-2%,+3%
951,Cursed De-limiter,0.024,,-2%,
952,Extinguished Annihilator,0.439,+1%,-15%,+7%
953,Relinquished Dynamo,0.024,+1%,-2%,
954,Nanite-Marked Annihilator,0.112,+1%,-2%,+6%
955,Cursed Refractor,0.307,+1%,-8%,+9%
956,Impossible Gravitiser,0.018,+1%,,+2%
957,Impossible Filament,0.105,,,+7%
958,Relinquished Furnace,0.0,+1%,,
959,Anointed Boundary Hunter,0.137,,-6%,+2%
960,Nanite-Marked Neutraliser,0.333,+2%,,
961,Released Neutraliser,0.024,+1%,-2%,
962,Rescued Splitter,0.07,,,+5%
963,Watery Filament,0.238,,-11%,
964,Non-compliant Injector,0.113,+1%,-5%,+2%
965,Rescued Splitter,0.024,+1%,-2%,
966,Crimson Boundary Hunter,0.083,+1%,-3%,+3%
967,Released Refractor,0.059,+1%,-2%,+3%
968,Forsaken Obliterator,0.272,+1%,-8%,+7%
969,Anointed Capacitor,0.083,+1%,-3%,+3%
970,Anointed Filament,0.024,,-2%,
971,Crimson Resonator,0.065,+1%,-3%,+2%
972,Doomed Mirror,0.297,+1%,-12%,+3%
973,Writhing Atomiser,0.089,+1%,-4%,+2%
974,Non-compliant Capacitor,0.0,+1%,,
975,Anomalous Polariser,0.088,+1%,,+6%
976,Anointed Splitter,0.0,+1%,,
977,Anomalous Amplifier,0.024,,-2%,
978,Watery Capacitor,0.107,+1%,-4%,+3%
979,Released Obliterator,0.217,+1%,-2%,+12%
980,Impossible Neutraliser,0.024,,-2%,
981,Extinguished Dynamo,0.024,,-2%,
982,Non-compliant Refractor,0.31,,-14%,
983,Forsaken Atomiser,0.744,+2%,-5%,+19%
984,Released De-limiter,0.357,+2%,-2%,
985,Crimson Furnace,0.1,+1%,-3%,+4%
986,Impossible Furnace,0.024,+1%,-2%,
987,Forsaken Splitter,0.158,,,+10%
988,Aeronic Oscillator,0.018,,,+2%
989,Rescued Filament,0.083,+1%,-3%,+3%
990,Rescued Atomiser,0.246,,,+15%
991,Extinguished Injector,0.228,+1%,,+14%
992,Extinguished Capacitor,0.297,,-12%,+3%
993,Crimson Splitter,0.035,,,+3%
994,Polymorphous Furnace,0.035,,,+3%
995,Released Mirror,0.041,+1%,-2%,+2%
996,Crimson De-limiter,0.083,+1%,-3%,+3%
997,Doomed Gravitiser,0.158,,,+10%
998,Watery Boundary Hunter,0.0,+1%,,
999,Glassy Polariser,0.018,,,+2%
1000,Rescued Oscillator,0.105,,,+7%
1001,Polymorphous Atomiser,0.286,,-13%,
1002,Haunted Neutraliser,0.035,,,+3%
1003,Watery Annihilator,0.0,+1%,,
1004,Rescued Obliterator,0.0,+1%,,
1005,Nanite-Marked Oscillator,0.0,+1%,,
1006,Forsaken Atomiser,0.112,,-2%,+6%
1007,Extinguished Mirror,0.137,+1%,-6%,+2%
1008,Anomalous Annihilator,0.041,+1%,-2%,+2%
1009,Writhing Gravitiser,0.041,+1%,-2%,+2%
1010,Salvaged De-limiter,0.024,,-2%,
1011,Cursed Injector,0.065,+1%,-3%,+2%
1012,Glassy Injector,0.0,+1%,,
1013,Doomed Refractor,0.228,,,+14%
1014,Released Capacitor,0.297,+1%,-12%,+3%
1015,Doomed Oscillator,0.07,,,+5%
1016,Doomed Refractor,0.024,,-2%,
1017,Non-compliant Injector,0.322,+1%,-2%,+18%
1018,Crimson Amplifier,0.088,,,+6%
1019,Relinquished Polariser,0.059,,-2%,+3%
1020,Anointed Neutraliser,0.089,+1%,-4%,+2%
1021,Forsaken Refractor,0.024,,-2%,
1022,Relinquished Injector,0.083,+1%,-3%,+3%
1023,Nanite-Marked Filament,0.238,,-11%,
1024,Doomed Gravitiser,0.246,+1%,,+15%
1025,Doomed Injector,0.0,+1%,,
1026,Impossible Neutraliser,0.0,+1%,,
1027,Crimson Dynamo,0.048,,-3%,
1028,Anomalous Obliterator,0.018,,,+2%
1029,Crimson De-limiter,0.228,,,+14%
1030,Haunted Injector,0.076,+1%,-2%,+4%
1031,Salvaged Injector,0.167,,-8%,
1032,Impossible Injector,0.035,,,+3%
1033,Extinguished Obliterator,0.024,,-2%,
1034,Relinquished Neutraliser,0.158,,,+10%
1035,Nanite-Marked Neutraliser,0.083,+1%,-3%,+3%
1036,Watery Injector,0.0,+1%,,
1037,Forsaken Dynamo,0.018,,,+2%
1038,Rescued Filament,0.322,+1%,-2%,+18%
1039,Polymorphous Atomiser,0.024,,-2%,
1040,Released Atomiser,0.024,,-2%,
1041,Anomalous Refractor,0.048,,-3%,
1042,Nanite-Marked Accelerator,0.158,,,+10%
1043,Impossible Atomiser,0.0,+1%,,
1044,Anomalous De-limiter,0.175,,,+11%
1045,Doomed Injector,0.182,,-2%,+10%
1046,Crimson Dynamo,0.059,+1%,-2%,+3%
1047,Crimson Mirror,0.018,,,+2%
1048,Haunted De-limiter,0.059,+1%,-2%,+3%
1049,Anomalous Amplifier,0.0,+1%,,
1050,Extinguished Dynamo,0.065,+1%,-3%,+2%
1051,Forsaken Gravitiser,0.226,+1%,-9%,+3%
1052,Rescued Neutraliser,0.041,,-2%,+2%
1053,Salvaged Injector,0.217,,-2%,+12%
1054,Rescued Annihilator,0.316,,,+19%
1055,Impossible Resonator,0.158,+1%,,+10%
1056,Forsaken Amplifier,0.088,,,+6%
1057,Crimson Mirror,0.0,+1%,,
1058,Extinguished Filament,0.217,+1%,-2%,+12%
1059,Non-compliant Resonator,0.059,+1%,-2%,+3%
1060,Glassy Injector,0.041,+1%,-2%,+2%
1061,Cursed Annihilator,0.526,+2%,-1%,+12%
1062,Extinguished Accelerator,0.105,,,+7%
1063,Writhing Neutraliser,0.123,,,+8%
1064,Doomed Boundary Hunter,0.083,+1%,-3%,+3%
1065,Relinquished Mirror,0.035,,,+3%
1066,Haunted Resonator,0.035,,,+3%
1067,Glassy Boundary Hunter,0.16,+1%,-7%,+2%
1068,Cursed Boundary Hunter,0.076,+1%,-2%,+4%
1069,Forsaken Splitter,0.0,+1%,,
1070,Forsaken Accelerator,0.059,+1%,-2%,+3%
1071,Aeronic Gravitiser,0.088,,,+6%
1072,Nanite-Marked De-limiter,0.018,,,+2%
1073,Doomed Obliterator,0.024,+1%,-2%,
1074,Glassy Amplifier,0.0,+1%,,
1075,Released Oscillator,0.041,,-2%,+2%
1076,Extinguished Boundary Hunter,0.018,,,+2%
1077,Salvaged Capacitor,0.352,+1%,-4%,+17%
1078,Forsaken Splitter,0.024,,-2%,
1079,Relinquished Boundary Hunter,0.024,,-2%,
1080,Rescued Amplifier,0.065,+1%,-3%,+2%
1081,Nanite-Marked Resonator,0.024,,-2%,
1082,Watery Injector,0.228,,,+14%
1083,Released Neutraliser,0.07,+1%,,+5%
1084,Haunted Mirror,0.697,+2%,-3%,+19%
1085,Crimson Filament,0.024,,-2%,
1086,Watery Amplifier,0.167,,-8%,
1087,Writhing Accelerator,0.048,,-3%,
1088,Anointed Boundary Hunter,0.267,,-10%,+4%
1089,Cursed Accelerator,0.018,,,+2%
1090,Anointed De-limiter,0.164,+1%,-2%,+9%
1091,Salvaged Polariser,0.0,+1%,,
1092,Anomalous Injector,0.0,+1%,,
1093,Watery Resonator,0.0,+1%,,
1094,Anointed Polariser,0.0,+1%,,
1095,Salvaged Oscillator,0.217,+1%,-2%,+12%
1096,Rescued Neutraliser,0.322,+1%,-2%,+18%
1097,Relinquished Injector,0.345,,-14%,+3%
1098,Non-compliant Refractor,0.0,+1%,,
1099,Forsaken Refractor,0.281,,,+17%
1100,Crimson Boundary Hunter,0.053,+1%,,+4%
1101,Nanite-Marked Dynamo,0.129,+1%,-2%,+7%
1102,Released Splitter,0.279,+1%,-12%,+2%
1103,Crimson Refractor,0.041,+1%,-2%,+2%
1104,Crimson Mirror,0.0,,-1%,
1105,Salvaged Boundary Hunter,0.059,+1%,-2%,+3%
1106,Doomed Boundary Hunter,0.0,+1%,,
1107,Nanite-Marked Amplifier,0.0,+1%,,
1108,Impossible Obliterator,0.322,+1%,-2%,+18%
1109,Aeronic Atomiser,0.123,,,+8%
1110,Glassy Injector,0.041,+1%,-2%,+2%
1111,Watery Resonator,0.018,+1%,,+2%
1112,Anointed Atomiser,0.0,+1%,,
1113,Watery Dynamo,0.035,,,+3%
1114,Nanite-Marked Capacitor,0.14,+1%,-1%,+9%
1115,Extinguished Dynamo,0.246,+1%,,+15%
1116,Doomed Furnace,0.059,+1%,-2%,+3%
1117,Nanite-Marked Refractor,0.288,+1%,-5%,+12%
1118,Doomed Oscillator,0.214,,-10%,
1119,Nanite-Marked Gravitiser,0.071,,-4%,
1120,Anointed Mirror,0.105,,,+7%
1121,Impossible De-limiter,0.0,,-1%,
1122,Haunted Annihilator,0.024,,-2%,
1123,Haunted Boundary Hunter,0.024,,-2%,
1124,Forsaken Filament,0.071,,-4%,
1125,Salvaged Filament,0.0,+1%,,
1126,Anomalous Accelerator,0.14,,,+9%
1127,Cursed Mirror,0.041,+1%,-2%,+2%
1128,Watery Furnace,0.158,,,+10%
1129,Rescued Amplifier,0.0,+1%,,
1130,Cursed Amplifier,0.211,,,+13%
1131,Doomed Refractor,0.059,+1%,-2%,+3%
1132,Salvaged Annihilator,0.024,,-2%,
1133,Impossible Mirror,0.365,+1%,-6%,+15%
1134,Forsaken Mirror,0.281,+1%,,+17%
1135,Anointed Mirror,0.31,,-14%,
1136,Cursed Furnace,0.246,,,+15%
1137,Writhing Dynamo,0.143,,-7%,
1138,Aeronic Splitter,0.129,+1%,-2%,+7%
1139,Nanite-Marked Amplifier,0.177,,-4%,+7%
