sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_Rate,Weapon_Projectile_ClipSize
635,Ion Solidifier,0.5,+1%,+2%,
636,Beam Energiser,1.0,+1%,,+12.0
637,Ion Capture Cell,0.5,+1%,,
638,Ion Resonator,0.5,+1%,,
639,Infrared Capture Cell,0.312,,+7%,
640,Plasma Accelerator,0.5,,,+12.0
641,Infrared Resonator,0.5,,,+12.0
642,Sunlight Resonator,0.062,,+3%,
643,Sunlight Battery,0.062,,+3%,
644,Beam Projector,0.5,,,+12.0
645,Sunlight Projector,0.5,+1%,,
646,Sunlight Amplifier,0.5,+1%,,
647,Infrared Battery,0.0,,+2%,
648,Plasma Solidifier,0.5,,,+12.0
649,Beam Solidifier,0.0,,+2%,
650,Plasma Capture Cell,0.5,,,+12.0
651,Infrared Resonator,0.5,,,+12.0
652,Infrared Capture Cell,0.5,,,+12.0
653,Plasma Projector,0.5,+1%,,
654,Infrared Excitor,0.5,+1%,,
655,Infrared Injector,0.5,+1%,,
656,Sunlight Battery,0.5,,,+12.0
657,Sunlight Amplifier,0.5,,,+12.0
658,Beam Capture Cell,0.0,,+2%,
659,Ion Resonator,0.5,,+2%,+12.0
660,Ion Energiser,0.0,,+2%,
661,Infrared Solidifier,0.5,+1%,,
662,Beam Solidifier,1.0,+1%,,+12.0
663,Plasma Amplifier,0.0,,+2%,
664,Infrared Projector,0.5,,,+12.0
665,Sunlight Battery,0.5,,+2%,+12.0
666,Ion Resonator,0.375,,+8%,
667,Infrared Amplifier,0.125,,+4%,
668,Sunlight Battery,0.625,+1%,+4%,
669,Infrared Excitor,0.0,,+2%,
670,Sunlight Excitor,0.5,,,+12.0
671,Ion Amplifier,0.0,,+2%,
672,Plasma Battery,0.5,,,+12.0
673,Plasma Capture Cell,0.062,,+3%,
674,Infrared Amplifier,0.5,,,+12.0
675,Ion Solidifier,0.0,,+2%,
676,Sunlight Resonator,0.5,+1%,,
677,Beam Injector,0.5,,,+12.0
678,Infrared Battery,0.0,,+2%,
679,Ion Battery,0.5,,,+12.0
680,Beam Projector,0.0,,+2%,
681,Ion Excitor,0.5,,,+12.0
682,Infrared Resonator,0.5,+1%,,
683,Sunlight Capture Cell,0.5,,,+12.0
684,Beam Accelerator,0.5,,,+12.0
685,Ion Excitor,0.5,+1%,,
686,Plasma Solidifier,0.5,+1%,,
687,Plasma Projector,0.0,,+2%,
688,Plasma Projector,0.5,+1%,,
689,Beam Excitor,0.5,+1%,,
690,Sunlight Amplifier,0.5,,,+12.0
691,Sunlight Projector,0.062,,+3%,
692,Ion Capture Cell,0.5,,,+12.0
693,Beam Resonator,1.0,+1%,,+12.0
694,Ion Injector,0.5,+1%,,
695,Ion Capture Cell,0.5,,,+12.0
696,Beam Battery,0.5,+1%,,
697,Plasma Projector,0.0,,+2%,
698,Plasma Solidifier,0.5,+1%,+2%,
699,Beam Excitor,0.5,,+10%,
700,Ion Energiser,0.5,+1%,,
701,Sunlight Capture Cell,0.5,+1%,,
702,Sunlight Battery,0.062,,+3%,
703,Beam Projector,0.5,+1%,,
704,Infrared Accelerator,0.0,,+2%,
705,Ion Solidifier,0.5,+1%,,
706,Plasma Amplifier,0.0,,+2%,
707,Sunlight Amplifier,0.062,,+3%,
708,Sunlight Energiser,0.0,,+2%,
709,Plasma Amplifier,0.0,,+2%,
710,Plasma Resonator,0.5,+1%,,
711,Ion Resonator,0.0,,+2%,
712,Ion Injector,0.5,,,+12.0
713,Beam Energiser,0.5,,,+12.0
714,Infrared Energiser,0.0,,+2%,
715,Sunlight Accelerator,0.5,+1%,+2%,
716,Ion Amplifier,0.5,,,+12.0
717,Sunlight Resonator,0.5,,,+12.0
718,Sunlight Resonator,0.0,,+2%,
719,Infrared Battery,1.0,+1%,,+12.0
720,Beam Resonator,0.625,,+4%,+12.0
721,Sunlight Projector,0.0,,+2%,
722,Sunlight Projector,0.0,,+2%,
723,Infrared Solidifier,0.062,,+3%,
724,Ion Excitor,0.5,,+2%,+12.0
725,Beam Battery,1.0,+1%,,+12.0
726,Infrared Amplifier,0.5,,,+12.0
727,Infrared Energiser,0.0,,+2%,
728,Beam Solidifier,0.5,+1%,,
729,Sunlight Amplifier,0.5,,,+12.0
730,Ion Energiser,0.062,,+3%,
731,Infrared Solidifier,0.5,,+2%,+12.0
732,Sunlight Accelerator,0.5,,,+12.0
733,Ion Injector,0.5,,,+12.0
734,Sunlight Amplifier,0.5,,,+12.0
735,Beam Projector,0.0,,+2%,
736,Sunlight Accelerator,0.5,+1%,+2%,
737,Infrared Energiser,0.5,,,+12.0
738,Infrared Energiser,0.5,,,+12.0
739,Ion Accelerator,0.188,,+5%,
740,Plasma Accelerator,0.062,,+3%,
741,Ion Amplifier,0.188,,+5%,
742,Plasma Battery,0.5,,,+12.0
743,Infrared Capture Cell,0.0,,+2%,
744,Plasma Resonator,0.5,,,+12.0
745,Ion Projector,0.5,+1%,,
746,Beam Battery,1.0,+1%,,+12.0
747,Sunlight Amplifier,0.0,,+2%,
748,Sunlight Solidifier,0.5,+1%,,
749,Ion Excitor,0.0,,+2%,
750,Ion Battery,0.0,,+2%,
751,Plasma Projector,0.625,+1%,+4%,
752,Beam Accelerator,0.5,+1%,,
753,Ion Projector,0.5,,,+12.0
754,Beam Injector,0.5,+1%,+2%,
755,Ion Projector,0.125,,+4%,
756,Sunlight Excitor,0.5,+1%,,
757,Plasma Amplifier,0.5,+1%,,
758,Plasma Solidifier,0.0,,+2%,
759,Ion Excitor,0.5,+1%,,
760,Infrared Amplifier,0.5,+1%,,
761,Infrared Resonator,0.5,+1%,,
762,Sunlight Solidifier,1.0,+1%,,+12.0
763,Sunlight Amplifier,0.5,+1%,,
764,Beam Projector,0.0,,+2%,
765,Infrared Resonator,0.0,,+2%,
766,Ion Injector,0.5,+1%,,
767,Sunlight Solidifier,0.5,,,+12.0
768,Plasma Capture Cell,0.5,,,+12.0
769,Infrared Resonator,0.0,,+2%,
770,Plasma Injector,0.5,,,+12.0
771,Infrared Amplifier,0.0,,+2%,
772,Ion Injector,0.5,,,+12.0
773,Beam Excitor,0.5,,,+12.0
774,Ion Battery,0.5,+1%,,
775,Infrared Capture Cell,0.5,,,+12.0
776,Plasma Excitor,0.5,,+10%,
777,Plasma Resonator,0.062,,+3%,
778,Sunlight Injector,0.5,+1%,,
779,Beam Injector,0.5,+1%,,
780,Sunlight Energiser,0.5,,,+12.0
781,Infrared Amplifier,0.5,,,+12.0
782,Beam Accelerator,0.25,,+6%,
783,Plasma Excitor,0.0,,+2%,
784,Sunlight Battery,0.5,,+2%,+12.0
785,Ion Energiser,0.0,,+2%,
786,Infrared Battery,0.125,,+4%,
787,Beam Amplifier,0.5,+1%,,
788,Infrared Battery,0.5,+1%,,
789,Sunlight Resonator,0.5,+1%,,
790,Ion Projector,1.0,+1%,,+12.0
791,Plasma Amplifier,0.125,,+4%,
792,Sunlight Capture Cell,0.5,,,+12.0
793,Beam Battery,0.5,+1%,,
794,Sunlight Capture Cell,0.0,,+2%,
795,Ion Accelerator,0.0,,+2%,
796,Infrared Solidifier,0.0,,+2%,
797,Sunlight Excitor,0.5,,+2%,+12.0
798,Infrared Injector,1.0,+1%,+10%,
799,Ion Excitor,0.5,,,+12.0
800,Sunlight Battery,0.5,,,+12.0
801,Plasma Resonator,0.5,,,+12.0
802,Plasma Solidifier,0.5,,,+12.0
803,Beam Solidifier,0.0,,+2%,
804,Ion Capture Cell,0.5,,,+12.0
805,Infrared Solidifier,0.5,,,+12.0
806,Ion Amplifier,0.5,,,+12.0
807,Ion Resonator,0.062,,+3%,
808,Infrared Amplifier,0.5,+1%,,
809,Ion Solidifier,0.5,+1%,,
810,Sunlight Excitor,0.5,+1%,+2%,
811,Ion Solidifier,0.5,,,+12.0
812,Beam Battery,0.125,,+4%,
813,Ion Amplifier,0.5,,,+12.0
814,Ion Battery,0.5,,,+12.0
815,Plasma Energiser,0.5,,,+12.0
816,Plasma Projector,0.0,,+2%,
817,Infrared Capture Cell,0.5,+1%,,
818,Plasma Accelerator,0.5,,,+12.0
819,Infrared Injector,0.5,,,+12.0
820,Plasma Resonator,0.5,+1%,,
821,Sunlight Excitor,0.438,,+9%,
822,Plasma Energiser,0.5,,,+12.0
823,Beam Battery,1.0,+1%,,+12.0
824,Ion Solidifier,0.5,,,+12.0
825,Beam Injector,0.75,+1%,+6%,
826,Sunlight Projector,0.5,+1%,,
827,Sunlight Amplifier,0.5,+1%,,
828,Sunlight Solidifier,0.5,+1%,,
829,Ion Projector,0.0,,+2%,
830,Beam Solidifier,0.5,,+2%,+12.0
831,Beam Capture Cell,0.5,+1%,,
832,Sunlight Capture Cell,0.5,,,+12.0
833,Beam Energiser,0.5,,,+12.0
834,Ion Energiser,0.062,,+3%,
835,Sunlight Battery,0.5,+1%,,
836,Plasma Battery,0.5,+1%,+2%,
837,Beam Injector,0.5,,,+12.0
838,Ion Accelerator,0.5,,+2%,+12.0
839,Plasma Amplifier,0.5,,,+12.0
840,Plasma Capture Cell,0.5,,,+12.0
841,Sunlight Energiser,0.5,+1%,,
842,Infrared Accelerator,0.5,+1%,+2%,
843,Beam Excitor,0.5,+1%,,
844,Beam Energiser,0.5,+1%,,
845,Beam Injector,0.5,,,+12.0
846,Ion Solidifier,0.5,,,+12.0
847,Sunlight Energiser,0.5,+1%,,
848,Sunlight Accelerator,0.0,,+2%,
849,Plasma Energiser,0.5,,+2%,+12.0
850,Plasma Projector,0.0,,+2%,
851,Infrared Capture Cell,1.0,+1%,,+12.0
852,Ion Energiser,0.5,,,+12.0
853,Beam Amplifier,0.0,,+2%,
854,Plasma Excitor,0.0,,+2%,
855,Sunlight Battery,0.625,,+4%,+12.0
856,Infrared Injector,0.062,,+3%,
857,Plasma Accelerator,1.0,+1%,,+12.0
858,Sunlight Capture Cell,0.0,,+2%,
859,Plasma Projector,0.5,+1%,,
860,Sunlight Projector,0.5,,,+12.0
861,Infrared Solidifier,0.5,,,+12.0
862,Sunlight Capture Cell,0.5,+1%,,
863,Beam Battery,0.5,+1%,,
864,Plasma Amplifier,0.0,,+2%,
865,Plasma Injector,0.5,+1%,+2%,
866,Plasma Injector,1.0,+1%,,+12.0
867,Sunlight Solidifier,0.5,,,+12.0
868,Ion Battery,0.0,,+2%,
869,Beam Resonator,0.062,,+3%,
870,Beam Injector,0.5,+1%,,
871,Infrared Injector,0.5,+1%,,
872,Sunlight Accelerator,0.5,,,+12.0
873,Beam Excitor,0.0,,+2%,
874,Sunlight Excitor,0.312,,+7%,
875,Ion Excitor,0.0,,+2%,
876,Infrared Amplifier,1.0,+1%,,+12.0
877,Beam Amplifier,0.5,+1%,,
878,Ion Projector,0.5,+1%,,
879,Sunlight Injector,0.0,,+2%,
880,Plasma Battery,0.5,,+2%,+12.0
881,Plasma Projector,0.5,+1%,,
882,Ion Amplifier,0.062,,+3%,
883,Infrared Battery,0.5,+1%,,
884,Beam Injector,1.0,+1%,,+12.0
885,Sunlight Resonator,0.0,,+2%,
886,Sunlight Projector,0.5,,,+12.0
887,Infrared Capture Cell,0.5,+1%,,
888,Infrared Energiser,0.25,,+6%,
889,Plasma Capture Cell,0.5,,+2%,+12.0
890,Ion Projector,0.5,,,+12.0
891,Sunlight Resonator,0.938,+1%,+9%,
892,Plasma Accelerator,0.875,,+8%,+12.0
893,Beam Injector,0.5,,,+12.0
894,Plasma Battery,0.25,,+6%,
895,Ion Injector,0.375,,+8%,
896,Sunlight Amplifier,0.5,,,+12.0
897,Infrared Accelerator,1.0,+1%,,+12.0
898,Ion Amplifier,0.125,,+4%,
899,Sunlight Capture Cell,0.0,,+2%,
900,Beam Accelerator,0.0,,+2%,
901,Plasma Capture Cell,0.5,,,+12.0
902,Ion Amplifier,1.0,+1%,,+12.0
903,Ion Excitor,0.5,,,+12.0
904,Ion Projector,0.5,+1%,,
905,Infrared Energiser,0.0,,+2%,
906,Ion Battery,0.5,+1%,+2%,
907,Beam Resonator,0.0,,+2%,
908,Ion Injector,0.0,,+2%,
909,Infrared Battery,0.5,,,+12.0
910,Infrared Injector,0.5,+1%,+2%,
911,Infrared Amplifier,0.0,,+2%,
912,Ion Battery,0.438,,+9%,
913,Ion Energiser,0.5,,,+12.0
914,Infrared Capture Cell,0.938,,+9%,+12.0
915,Infrared Solidifier,0.0,,+2%,
916,Sunlight Solidifier,0.0,,+2%,
917,Ion Excitor,0.5,+1%,,
918,Infrared Resonator,0.312,,+7%,
919,Beam Amplifier,0.0,,+2%,
920,Sunlight Solidifier,0.5,+1%,,
921,Infrared Capture Cell,0.5,+1%,+2%,
922,Sunlight Projector,0.625,,+4%,+12.0
923,Infrared Projector,0.5,+1%,+2%,
924,Plasma Amplifier,0.5,+1%,,
925,Ion Resonator,0.5,+1%,,
926,Plasma Battery,0.5,,+2%,+12.0
927,Plasma Projector,0.5,+1%,,
928,Infrared Battery,0.0,,+2%,
929,Infrared Projector,0.0,,+2%,
930,Ion Energiser,0.5,+1%,,
931,Beam Capture Cell,0.5,+1%,,
932,Beam Resonator,0.5,,,+12.0
933,Infrared Amplifier,0.0,,+2%,
934,Sunlight Injector,0.5,+1%,,
935,Beam Accelerator,0.5,,,+12.0
936,Ion Accelerator,0.0,,+2%,
937,Sunlight Solidifier,0.688,+1%,+5%,
938,Plasma Resonator,0.5,+1%,,
939,Sunlight Projector,0.562,+1%,+3%,
940,Sunlight Resonator,0.5,,,+12.0
941,Plasma Accelerator,0.5,,,+12.0
942,Plasma Solidifier,0.5,+1%,,
943,Ion Accelerator,0.188,,+5%,
944,Sunlight Injector,0.5,,,+12.0
945,Sunlight Resonator,0.0,,+2%,
946,Infrared Solidifier,0.5,,,+12.0
947,Sunlight Amplifier,0.062,,+3%,
948,Sunlight Solidifier,1.0,+1%,,+12.0
949,Sunlight Injector,0.0,,+2%,
950,Beam Excitor,0.0,,+2%,
951,Beam Solidifier,0.5,,+2%,+12.0
952,Ion Projector,0.0,,+2%,
953,Ion Capture Cell,0.5,+1%,,
954,Beam Battery,0.5,+1%,,
955,Beam Projector,0.5,+1%,,
956,Sunlight Energiser,0.5,+1%,,
957,Sunlight Energiser,0.062,,+3%,
958,Ion Resonator,0.5,+1%,,
959,Infrared Accelerator,0.0,,+2%,
960,Beam Capture Cell,0.5,+1%,,
961,Ion Projector,0.5,+1%,,
962,Infrared Projector,0.5,,,+12.0
963,Sunlight Capture Cell,0.5,,,+12.0
964,Beam Solidifier,0.5,+1%,,
965,Infrared Solidifier,0.5,+1%,,
966,Plasma Amplifier,0.5,+1%,,
967,Ion Energiser,0.125,,+4%,
968,Beam Resonator,0.5,+1%,,
969,Infrared Resonator,0.5,,,+12.0
970,Infrared Resonator,0.0,,+2%,
971,Plasma Accelerator,0.5,+1%,,
972,Infrared Solidifier,0.0,,+2%,
973,Sunlight Amplifier,0.5,+1%,,
974,Beam Projector,1.0,+1%,,+12.0
975,Ion Excitor,0.5,+1%,+2%,
976,Infrared Solidifier,0.5,,+2%,+12.0
977,Ion Energiser,0.5,+1%,,
978,Sunlight Injector,0.5,+1%,,
979,Ion Capture Cell,0.5,+1%,,
980,Sunlight Capture Cell,0.5,,,+12.0
981,Ion Injector,0.5,,,+12.0
982,Beam Solidifier,0.0,,+2%,
983,Beam Resonator,0.5,+1%,+2%,
984,Ion Capture Cell,0.5,+1%,,
985,Plasma Excitor,0.5,,,+12.0
986,Sunlight Amplifier,0.5,+1%,,
987,Beam Battery,0.062,,+3%,
988,Plasma Amplifier,0.5,,,+12.0
989,Infrared Amplifier,0.5,,,+12.0
990,Infrared Capture Cell,0.5,,,+12.0
991,Ion Capture Cell,0.5,+1%,,
992,Ion Amplifier,0.0,,+2%,
993,Plasma Battery,0.5,,,+12.0
994,Sunlight Accelerator,0.5,,+2%,+12.0
995,Ion Energiser,0.0,,+2%,
996,Plasma Projector,0.5,,,+12.0
997,Infrared Energiser,0.5,,,+12.0
998,Sunlight Battery,0.5,+1%,,
999,Plasma Resonator,0.625,,+4%,+12.0
1000,Infrared Resonator,0.75,,+6%,+12.0
1001,Sunlight Excitor,1.0,+1%,,+12.0
1002,Plasma Capture Cell,0.5,,,+12.0
1003,Sunlight Projector,0.5,+1%,,
1004,Infrared Battery,0.5,+1%,,
1005,Beam Injector,0.5,,,+12.0
1006,Beam Energiser,0.0,,+2%,
1007,Ion Injector,0.25,,+6%,
1008,Ion Amplifier,0.5,+1%,,
1009,Sunlight Energiser,0.5,+1%,+2%,
1010,Infrared Capture Cell,0.0,,+2%,
1011,Beam Battery,0.5,+1%,,
1012,Plasma Amplifier,0.5,+1%,,
1013,Infrared Capture Cell,0.062,,+3%,
1014,Ion Accelerator,0.062,,+3%,
1015,Infrared Capture Cell,1.0,+1%,,+12.0
1016,Infrared Accelerator,0.5,,,+12.0
1017,Beam Accelerator,0.5,+1%,,
1018,Plasma Amplifier,0.5,+1%,,
1019,Ion Excitor,0.062,,+3%,
1020,Infrared Solidifier,0.5,+1%,,
1021,Beam Projector,0.5,+1%,,
1022,Ion Battery,0.0,,+2%,
1023,Beam Solidifier,0.5,,,+12.0
1024,Infrared Accelerator,0.5,+1%,,
1025,Infrared Capture Cell,0.5,,,+12.0
1026,Sunlight Solidifier,0.5,,+2%,+12.0
1027,Plasma Solidifier,0.5,,,+12.0
1028,Ion Accelerator,0.312,,+7%,
1029,Plasma Projector,0.5,,,+12.0
1030,Plasma Energiser,0.5,,,+12.0
1031,Infrared Injector,0.0,,+2%,
1032,Sunlight Injector,0.0,,+2%,
1033,Ion Resonator,0.0,,+2%,
1034,Ion Capture Cell,0.5,,,+12.0
1035,Beam Injector,0.0,,+2%,
1036,Sunlight Energiser,0.5,+1%,,
1037,Beam Amplifier,0.5,+1%,,
1038,Infrared Amplifier,0.5,+1%,,
1039,Sunlight Resonator,0.5,+1%,,
1040,Ion Resonator,1.0,+1%,,+12.0
1041,Ion Amplifier,0.5,+1%,,
1042,Beam Injector,0.0,,+2%,
1043,Sunlight Battery,0.5,+1%,,
1044,Ion Capture Cell,0.5,,,+12.0
1045,Infrared Projector,0.25,,+6%,
1046,Plasma Accelerator,0.0,,+2%,
1047,Plasma Energiser,1.0,+1%,,+12.0
1048,Plasma Solidifier,0.5,+1%,,
1049,Ion Excitor,0.5,+1%,,
1050,Ion Solidifier,0.0,,+2%,
1051,Beam Resonator,0.5,+1%,,
1052,Infrared Amplifier,0.5,+1%,+2%,
1053,Infrared Resonator,0.0,,+2%,
1054,Infrared Projector,1.0,+1%,,+12.0
1055,Sunlight Energiser,0.062,,+3%,
1056,Beam Projector,0.0,,+2%,
1057,Plasma Amplifier,0.5,+1%,,
1058,Ion Solidifier,0.0,,+2%,
1059,Beam Accelerator,0.5,+1%,,
1060,Plasma Capture Cell,0.5,+1%,,
1061,Beam Battery,0.5,+1%,+2%,
1062,Ion Projector,0.5,,,+12.0
1063,Sunlight Accelerator,0.5,,,+12.0
1064,Infrared Accelerator,0.125,,+4%,
1065,Ion Battery,0.5,,,+12.0
1066,Plasma Injector,0.5,,,+12.0
1067,Plasma Energiser,0.5,+1%,,
1068,Beam Amplifier,0.5,+1%,,
1069,Beam Injector,0.5,+1%,,
1070,Beam Solidifier,0.5,+1%,,
1071,Plasma Accelerator,0.0,,+2%,
1072,Beam Accelerator,0.5,,,+12.0
1073,Infrared Resonator,0.875,+1%,+8%,
1074,Plasma Capture Cell,0.188,,+5%,
1075,Ion Capture Cell,0.0,,+2%,
1076,Ion Excitor,0.0,,+2%,
1077,Infrared Projector,0.5,+1%,+2%,
1078,Beam Excitor,0.0,,+2%,
1079,Ion Resonator,0.5,,,+12.0
1080,Infrared Solidifier,0.188,,+5%,
1081,Beam Projector,0.0,,+2%,
1082,Sunlight Capture Cell,0.625,,+4%,+12.0
1083,Ion Capture Cell,0.0,,+2%,
1084,Plasma Battery,0.375,,+8%,
1085,Plasma Accelerator,0.0,,+2%,
1086,Sunlight Energiser,0.0,,+2%,
1087,Sunlight Resonator,0.5,,,+12.0
1088,Infrared Energiser,0.5,+1%,+2%,
1089,Beam Capture Cell,0.0,,+2%,
1090,Infrared Solidifier,0.562,+1%,+3%,
1091,Infrared Projector,1.0,+1%,,+12.0
1092,Ion Injector,0.5,+1%,,
1093,Sunlight Amplifier,0.5,,,+12.0
1094,Infrared Excitor,0.5,,,+12.0
1095,Infrared Capture Cell,0.5,+1%,+2%,
1096,Infrared Resonator,0.5,+1%,,
1097,Ion Battery,0.0,,+2%,
1098,Beam Accelerator,0.5,,,+12.0
1099,Beam Energiser,0.0,,+2%,
1100,Plasma Energiser,0.5,+1%,,
1101,Beam Resonator,0.0,,+2%,
1102,Ion Projector,0.5,+1%,+2%,
1103,Plasma Excitor,0.5,+1%,+2%,
1104,Plasma Injector,0.0,,+2%,
1105,Infrared Amplifier,0.0,,+2%,
1106,Infrared Capture Cell,0.5,,,+12.0
1107,Beam Solidifier,0.5,+1%,,
1108,Sunlight Accelerator,0.0,,+2%,
1109,Plasma Battery,0.5,,,+12.0
1110,Plasma Capture Cell,0.5,,,+12.0
1111,Sunlight Excitor,0.0,,+2%,
1112,Infrared Battery,0.5,+1%,,
1113,Sunlight Energiser,0.0,,+2%,
1114,Beam Amplifier,0.5,+1%,+2%,
1115,Ion Battery,0.5,+1%,,
1116,Infrared Excitor,0.0,,+2%,
1117,Beam Injector,0.0,,+2%,
1118,Infrared Amplifier,0.5,,,+12.0
1119,Beam Projector,0.5,+1%,,
1120,Infrared Projector,0.5,+1%,,
1121,Sunlight Solidifier,0.5,,,+12.0
1122,Plasma Capture Cell,0.5,,,+12.0
1123,Plasma Accelerator,0.0,,+2%,
1124,Beam Capture Cell,0.0,,+2%,
1125,Infrared Energiser,1.0,+1%,,+12.0
1126,Ion Battery,0.0,,+2%,
1127,Beam Energiser,0.5,+1%,,
1128,Sunlight Energiser,0.5,+1%,,
1129,Infrared Projector,0.5,,,+12.0
1130,Beam Accelerator,0.5,+1%,,
1131,Infrared Projector,0.0,,+2%,
1132,Infrared Capture Cell,1.0,+1%,,+12.0
1133,Sunlight Accelerator,0.5,+1%,+2%,
1134,Beam Energiser,0.5,,,+12.0
1135,Infrared Resonator,0.5,,,+12.0
1136,Beam Solidifier,0.0,,+2%,
1137,Sunlight Resonator,0.5,,,+12.0
1138,Plasma Battery,0.5,+1%,,
1139,Beam Solidifier,0.0,,+2%,
1140,Infrared Injector,0.5,+1%,,
1141,Beam Accelerator,0.5,+1%,,
1142,Sunlight Resonator,0.5,,,+12.0
1143,Infrared Capture Cell,0.5,,,+12.0
1144,Beam Accelerator,0.375,,+8%,
1145,Plasma Resonator,0.5,,,+12.0
1146,Sunlight Injector,0.5,+1%,,
1147,Beam Solidifier,0.5,,,+12.0
1148,Ion Battery,1.0,+1%,,+12.0
1149,Ion Projector,1.0,+1%,,+12.0
1150,Ion Battery,0.5,+1%,+2%,
1151,Beam Solidifier,0.0,,+2%,
1152,Sunlight Accelerator,0.5,,,+12.0
1153,Ion Energiser,0.5,,,+12.0
1154,Beam Amplifier,0.5,,,+12.0
1155,Ion Solidifier,0.5,,,+12.0
1156,Sunlight Solidifier,0.5,+1%,,
1157,Ion Solidifier,0.5,,,+12.0
1158,Beam Accelerator,0.812,+1%,+7%,
1159,Ion Projector,0.5,,,+12.0
1160,Ion Injector,0.0,,+2%,
1161,Beam Projector,0.188,,+5%,
1162,Infrared Injector,0.5,+1%,,
1163,Beam Amplifier,0.5,,,+12.0
1164,Ion Excitor,0.5,+1%,,
1165,Beam Battery,0.5,+1%,,
1166,Plasma Injector,0.5,+1%,+2%,
1167,Infrared Battery,0.375,,+8%,
1168,Sunlight Amplifier,0.5,,,+12.0
1169,Beam Accelerator,0.5,,,+12.0
1170,Sunlight Accelerator,0.5,,+2%,+12.0
1171,Plasma Amplifier,0.5,,,+12.0
1172,Infrared Capture Cell,0.062,,+3%,
1173,Infrared Excitor,0.062,,+3%,
1174,Sunlight Capture Cell,0.0,,+2%,
1175,Sunlight Injector,0.5,,,+12.0
1176,Sunlight Injector,0.5,+1%,,
1177,Ion Energiser,0.5,,+10%,
1178,Ion Capture Cell,0.0,,+2%,
1179,Sunlight Solidifier,0.0,,+2%,
1180,Plasma Projector,0.5,+1%,,
1181,Sunlight Resonator,1.0,+1%,,+12.0
1182,Beam Injector,0.5,+1%,,
1183,Ion Excitor,0.0,,+2%,
1184,Plasma Solidifier,0.5,,,+12.0
1185,Beam Capture Cell,0.5,,,+12.0
1186,Plasma Solidifier,0.5,,,+12.0
1187,Beam Energiser,0.5,,+2%,+12.0
1188,Ion Solidifier,0.125,,+4%,
1189,Plasma Injector,0.5,,,+12.0
1190,Sunlight Solidifier,0.25,,+6%,
1191,Beam Excitor,0.375,,+8%,
1192,Plasma Capture Cell,0.0,,+2%,
1193,Infrared Injector,0.062,,+3%,
1194,Beam Capture Cell,1.0,+1%,,+12.0
1195,Infrared Energiser,0.312,,+7%,
1196,Infrared Capture Cell,0.5,+1%,,
1197,Sunlight Projector,0.5,,,+12.0
1198,Ion Battery,0.5,+1%,,
1199,Beam Accelerator,0.062,,+3%,
1200,Sunlight Capture Cell,0.5,,,+12.0
1201,Ion Battery,0.5,+1%,,
1202,Infrared Battery,0.5,+1%,,
1203,Sunlight Energiser,0.0,,+2%,
1204,Beam Energiser,0.5,+1%,,
1205,Infrared Excitor,0.5,,,+12.0
1206,Infrared Projector,0.5,+1%,,
1207,Plasma Amplifier,0.0,,+2%,
1208,Ion Projector,0.5,+1%,,
1209,Plasma Resonator,0.5,+1%,,
1210,Ion Accelerator,0.5,+1%,,
1211,Sunlight Resonator,0.812,,+7%,+12.0
1212,Infrared Amplifier,1.0,+1%,,+12.0
1213,Infrared Capture Cell,0.062,,+3%,
1214,Plasma Capture Cell,0.5,,,+12.0
1215,Ion Projector,0.5,,+2%,+12.0
1216,Sunlight Energiser,0.438,,+9%,
1217,Beam Capture Cell,0.5,+1%,,
1218,Ion Capture Cell,0.562,+1%,+3%,
1219,Plasma Solidifier,0.5,,,+12.0
1220,Beam Energiser,0.5,+1%,,
1221,Sunlight Amplifier,0.5,+1%,,
1222,Infrared Injector,1.0,+1%,,+12.0
1223,Beam Excitor,1.0,+1%,,+12.0
1224,Ion Resonator,0.5,,,+12.0
1225,Ion Accelerator,0.5,+1%,,
1226,Infrared Projector,0.0,,+2%,
1227,Plasma Injector,0.5,+1%,,
1228,Sunlight Battery,0.5,,,+12.0
1229,Beam Resonator,0.0,,+2%,
1230,Sunlight Capture Cell,0.0,,+2%,
1231,Beam Projector,0.5,,,+12.0
1232,Sunlight Amplifier,0.5,+1%,,
1233,Infrared Solidifier,0.5,,,+12.0
1234,Beam Injector,0.5,+1%,,
1235,Sunlight Accelerator,0.5,+1%,,
1236,Sunlight Projector,0.5,+1%,,
1237,Plasma Injector,0.5,+1%,,
1238,Plasma Excitor,0.5,,,+12.0
1239,Ion Capture Cell,0.0,,+2%,
1240,Infrared Solidifier,0.5,+1%,,
1241,Infrared Resonator,0.5,,,+12.0
1242,Sunlight Capture Cell,0.5,,,+12.0
1243,Plasma Amplifier,0.5,+1%,,
1244,Ion Excitor,0.5,,,+12.0
1245,Beam Injector,0.5,+1%,+2%,
1246,Infrared Resonator,0.0,,+2%,
1247,Plasma Projector,0.5,+1%,,
1248,Beam Energiser,0.5,,,+12.0
1249,Plasma Excitor,0.5,,,+12.0
1250,Plasma Accelerator,0.0,,+2%,
1251,Beam Excitor,0.5,,,+12.0
1252,Infrared Excitor,0.5,+1%,,
1253,Plasma Energiser,0.5,,,+12.0
1254,Infrared Solidifier,0.5,+1%,,
1255,Beam Accelerator,0.438,,+9%,
1256,Ion Battery,0.0,,+2%,
1257,Plasma Resonator,0.5,+1%,,
1258,Ion Excitor,0.5,,,+12.0
1259,Infrared Accelerator,0.0,,+2%,
