Seed	Name	Perfection	Weapon_Projectile_Damage	Weapon_Projectile_ReloadTime	Weapon_Projectile_BurstCap
544	Enhanced Dynamo	0.67	+1%		+1.0
545	Copper Muzzle	0.67	+1%		+1.0
546	Copper Shells	0.67	+1%		+1.0
547	Reinforced Internals	0.67	+1%		+1.0
548	Enhanced Internals	0.67	+1%		+1.0
549	Copper Trigger	0.4	+1%	-6%
550	Enhanced Wiring	0.67	+1%		+1.0
551	Reinforced Dynamo	0.67	+1%		+1.0
552	Gold-Plated Muzzle	0.67	+1%		+1.0
553	Copper Muzzle	0.73	+1%	-6%	+1.0
554	Gold-Plated Compression Unit	0.47	+1%	-7%
555	Reinforced Shells	0.4	+1%	-6%
556	Pressurised Shells	0.47	+1%	-7%
557	Pressurised Dynamo	0.67	+1%		+1.0
558	Gold-Plated Barrel	0.47	+1%	-7%
559	Reinforced Barrel	0.73	+1%	-6%	+1.0
560	Copper Shells	0.87	+1%	-8%	+1.0
561	Copper Dynamo	0.87	+1%	-8%	+1.0
562	Copper Trigger	0.47	+1%	-7%
563	Reinforced Barrel	0.87	+1%	-8%	+1.0
564	Enhanced Compression Unit	0.67	+1%		+1.0
565	Pressurised Wiring	0.67	+1%		+1.0
566	Pressurised Heat Pump	0.47	+1%	-7%
567	Enhanced Shells	0.8	+1%	-7%	+1.0
568	Copper Heat Pump	0.67	+1%		+1.0
569	Gold-Plated Heat Pump	0.73	+1%	-6%	+1.0
570	Gold-Plated Muzzle	0.67	+1%		+1.0
571	Copper Muzzle	0.67	+1%		+1.0
572	Reinforced Muzzle	0.4	+1%	-6%
573	Pressurised Wiring	0.4	+1%	-6%
574	Copper Shells	0.67	+1%		+1.0
575	Gold-Plated Wiring	0.67	+1%		+1.0
576	Gold-Plated Muzzle	0.73	+1%	-6%	+1.0
577	Copper Muzzle	0.67	+1%		+1.0
578	Gold-Plated Trigger	0.4	+1%	-6%
579	Enhanced Trigger	0.47	+1%	-7%
580	Pressurised Shells	0.67	+1%		+1.0
581	Copper Wiring	0.4	+1%	-6%
582	Gold-Plated Compression Unit	0.4	+1%	-6%
583	Pressurised Compression Unit	0.4	+1%	-6%
584	Pressurised Trigger	0.67	+1%		+1.0
585	Pressurised Trigger	0.47	+1%	-7%
586	Enhanced Compression Unit	0.67	+1%		+1.0
587	Pressurised Compression Unit	0.53	+1%	-8%
588	Pressurised Heat Pump	0.4	+1%	-6%
589	Pressurised Barrel	0.4	+1%	-6%
590	Copper Heat Pump	0.53	+1%	-8%
591	Enhanced Muzzle	0.53	+1%	-8%
592	Enhanced Internals	0.67	+1%		+1.0
593	Copper Dynamo	0.67	+1%		+1.0
594	Enhanced Barrel	0.67	+1%	-10%
595	Pressurised Internals	0.4	+1%	-6%
596	Copper Muzzle	0.53	+1%	-8%
597	Enhanced Muzzle	0.47	+1%	-7%
598	Copper Dynamo	0.4	+1%	-6%
599	Copper Dynamo	0.4	+1%	-6%
600	Pressurised Muzzle	0.67	+1%		+1.0
601	Pressurised Dynamo	0.53	+1%	-8%
602	Gold-Plated Launch System	0.73	+1%	-6%	+1.0
603	Copper Shells	0.67	+1%		+1.0
604	Gold-Plated Barrel	0.67	+1%		+1.0
605	Enhanced Launch System	0.67	+1%		+1.0
606	Copper Launch System	0.67	+1%		+1.0
607	Copper Dynamo	0.73	+1%	-6%	+1.0
608	Gold-Plated Compression Unit	0.67	+1%		+1.0
609	Pressurised Heat Pump	0.6	+1%	-9%
610	Enhanced Compression Unit	0.67	+1%		+1.0
611	Pressurised Trigger	0.67	+1%		+1.0
612	Copper Dynamo	0.53	+1%	-8%
613	Pressurised Dynamo	0.67	+1%		+1.0
614	Gold-Plated Muzzle	0.67	+1%		+1.0
615	Pressurised Muzzle	0.4	+1%	-6%
616	Enhanced Muzzle	0.93	+1%	-9%	+1.0
617	Copper Trigger	0.67	+1%		+1.0
618	Pressurised Heat Pump	0.67	+1%		+1.0
619	Reinforced Dynamo	0.73	+1%	-6%	+1.0
620	Enhanced Wiring	0.73	+1%	-6%	+1.0
621	Gold-Plated Internals	0.73	+1%	-6%	+1.0
622	Enhanced Wiring	0.67	+1%		+1.0
623	Gold-Plated Trigger	0.4	+1%	-6%
624	Enhanced Barrel	0.67	+1%		+1.0
625	Gold-Plated Wiring	0.73	+1%	-6%	+1.0
626	Pressurised Internals	0.73	+1%	-6%	+1.0
627	Gold-Plated Wiring	0.6	+1%	-9%
628	Reinforced Wiring	0.67	+1%		+1.0
629	Copper Muzzle	0.67	+1%		+1.0
630	Copper Compression Unit	0.67	+1%		+1.0
631	Copper Dynamo	0.4	+1%	-6%
632	Pressurised Wiring	0.67	+1%		+1.0
633	Reinforced Dynamo	0.67	+1%		+1.0
634	Pressurised Dynamo	0.67	+1%		+1.0
635	Reinforced Wiring	0.87	+1%	-8%	+1.0
636	Pressurised Heat Pump	0.73	+1%	-6%	+1.0
637	Reinforced Launch System	0.67	+1%		+1.0
638	Reinforced Dynamo	0.67	+1%		+1.0
639	Copper Launch System	0.67	+1%		+1.0
640	Gold-Plated Trigger	0.67	+1%		+1.0
641	Copper Dynamo	0.67	+1%		+1.0
642	Enhanced Dynamo	0.67	+1%		+1.0
643	Enhanced Internals	0.4	+1%	-6%
644	Pressurised Compression Unit	0.67	+1%		+1.0
645	Enhanced Compression Unit	0.47	+1%	-7%
646	Enhanced Shells	0.4	+1%	-6%
647	Copper Internals	0.67	+1%		+1.0
648	Gold-Plated Wiring	0.67	+1%		+1.0
649	Pressurised Wiring	0.67	+1%		+1.0
650	Gold-Plated Launch System	0.67	+1%		+1.0
651	Copper Dynamo	0.6	+1%	-9%
652	Copper Launch System	0.67	+1%		+1.0
653	Gold-Plated Compression Unit	0.4	+1%	-6%
654	Copper Barrel	0.47	+1%	-7%
655	Copper Muzzle	0.67	+1%		+1.0
656	Enhanced Internals	0.67	+1%		+1.0
657	Enhanced Shells	0.4	+1%	-6%
658	Pressurised Launch System	0.67	+1%		+1.0
659	Reinforced Dynamo	0.87	+1%	-8%	+1.0
660	Reinforced Heat Pump	0.4	+1%	-6%
661	Copper Wiring	0.47	+1%	-7%
662	Pressurised Wiring	0.73	+1%	-6%	+1.0
663	Gold-Plated Shells	0.67	+1%		+1.0
664	Copper Compression Unit	0.67	+1%		+1.0
665	Enhanced Internals	0.73	+1%	-6%	+1.0
666	Reinforced Dynamo	0.67	+1%		+1.0
667	Copper Shells	0.67	+1%		+1.0
668	Enhanced Internals	0.93	+1%	-9%	+1.0
669	Copper Barrel	0.47	+1%	-7%
670	Enhanced Barrel	0.67	+1%		+1.0
671	Reinforced Shells	0.67	+1%		+1.0
672	Gold-Plated Internals	0.67	+1%		+1.0
673	Gold-Plated Launch System	0.4	+1%	-6%
674	Copper Shells	0.67	+1%		+1.0
675	Reinforced Wiring	0.67	+1%		+1.0
676	Enhanced Dynamo	0.6	+1%	-9%
677	Pressurised Muzzle	0.67	+1%		+1.0
678	Copper Internals	0.67	+1%		+1.0
679	Reinforced Internals	0.67	+1%		+1.0
680	Pressurised Compression Unit	0.67	+1%	-10%
681	Reinforced Barrel	0.53	+1%	-8%
682	Copper Dynamo	0.67	+1%		+1.0
683	Enhanced Launch System	0.67	+1%		+1.0
684	Pressurised Trigger	0.67	+1%		+1.0
685	Reinforced Barrel	0.4	+1%	-6%
686	Gold-Plated Wiring	0.53	+1%	-8%
687	Gold-Plated Compression Unit	0.67	+1%	-10%
688	Gold-Plated Compression Unit	0.67	+1%	-10%
689	Pressurised Barrel	0.67	+1%		+1.0
690	Enhanced Shells	0.53	+1%	-8%
691	Enhanced Compression Unit	0.67	+1%		+1.0
692	Reinforced Launch System	0.6	+1%	-9%
693	Pressurised Dynamo	0.93	+1%	-9%	+1.0
694	Reinforced Muzzle	0.47	+1%	-7%
695	Reinforced Launch System	0.67	+1%		+1.0
696	Pressurised Internals	0.67	+1%	-10%
697	Gold-Plated Compression Unit	0.67	+1%		+1.0
698	Gold-Plated Wiring	0.73	+1%	-6%	+1.0
699	Pressurised Barrel	0.4	+1%	-6%
700	Reinforced Heat Pump	0.4	+1%	-6%
701	Enhanced Launch System	0.4	+1%	-6%
702	Enhanced Internals	0.67	+1%		+1.0
703	Pressurised Compression Unit	0.67	+1%		+1.0
704	Copper Trigger	0.67	+1%		+1.0
705	Reinforced Wiring	0.67	+1%	-10%
706	Gold-Plated Shells	0.67	+1%		+1.0
707	Enhanced Shells	0.4	+1%	-6%
708	Enhanced Heat Pump	0.53	+1%	-8%
709	Gold-Plated Shells	0.6	+1%	-9%
710	Gold-Plated Dynamo	0.4	+1%	-6%
711	Reinforced Dynamo	0.67	+1%		+1.0
712	Reinforced Muzzle	0.67	+1%		+1.0
713	Pressurised Heat Pump	0.4	+1%	-6%
714	Copper Heat Pump	0.67	+1%		+1.0
715	Enhanced Trigger	1.0	+1%	-10%	+1.0
716	Reinforced Shells	0.67	+1%		+1.0
717	Enhanced Dynamo	0.67	+1%	-10%
718	Enhanced Dynamo	0.67	+1%		+1.0
719	Copper Internals	0.8	+1%	-7%	+1.0
720	Pressurised Dynamo	1.0	+1%	-10%	+1.0
721	Enhanced Compression Unit	0.67	+1%		+1.0
722	Enhanced Compression Unit	0.67	+1%		+1.0
723	Copper Wiring	0.67	+1%		+1.0
724	Reinforced Barrel	0.87	+1%	-8%	+1.0
725	Pressurised Internals	0.73	+1%	-6%	+1.0
726	Copper Shells	0.67	+1%		+1.0
727	Copper Heat Pump	0.53	+1%	-8%
728	Pressurised Wiring	0.47	+1%	-7%
729	Enhanced Shells	0.67	+1%		+1.0
730	Reinforced Heat Pump	0.4	+1%	-6%
731	Copper Wiring	0.93	+1%	-9%	+1.0
732	Enhanced Trigger	0.67	+1%		+1.0
733	Reinforced Muzzle	0.4	+1%	-6%
734	Enhanced Shells	0.47	+1%	-7%
735	Pressurised Compression Unit	0.67	+1%	-10%
736	Enhanced Trigger	0.93	+1%	-9%	+1.0
737	Copper Heat Pump	0.67	+1%		+1.0
738	Copper Heat Pump	0.53	+1%	-8%
739	Reinforced Trigger	0.4	+1%	-6%
740	Gold-Plated Trigger	0.67	+1%		+1.0
741	Reinforced Shells	0.67	+1%		+1.0
742	Gold-Plated Internals	0.67	+1%		+1.0
743	Copper Launch System	0.53	+1%	-8%
744	Gold-Plated Dynamo	0.67	+1%		+1.0
745	Reinforced Compression Unit	0.6	+1%	-9%
746	Pressurised Internals	0.73	+1%	-6%	+1.0
747	Enhanced Shells	0.4	+1%	-6%
748	Enhanced Wiring	0.47	+1%	-7%
749	Reinforced Barrel	0.67	+1%		+1.0
750	Reinforced Internals	0.67	+1%		+1.0
751	Gold-Plated Compression Unit	0.73	+1%	-6%	+1.0
752	Pressurised Trigger	0.6	+1%	-9%
753	Reinforced Compression Unit	0.67	+1%		+1.0
754	Pressurised Muzzle	0.8	+1%	-7%	+1.0
755	Reinforced Compression Unit	0.4	+1%	-6%
756	Enhanced Barrel	0.4	+1%	-6%
757	Gold-Plated Shells	0.67	+1%		+1.0
758	Gold-Plated Wiring	0.4	+1%	-6%
759	Reinforced Barrel	0.67	+1%		+1.0
760	Copper Shells	0.47	+1%	-7%
761	Copper Dynamo	0.67	+1%		+1.0
762	Enhanced Wiring	0.73	+1%	-6%	+1.0
763	Enhanced Shells	0.47	+1%	-7%
764	Pressurised Compression Unit	0.6	+1%	-9%
765	Copper Dynamo	0.67	+1%	-10%
766	Reinforced Muzzle	0.67	+1%		+1.0
767	Enhanced Wiring	0.67	+1%		+1.0
768	Gold-Plated Launch System	0.47	+1%	-7%
769	Copper Dynamo	0.53	+1%	-8%
770	Gold-Plated Muzzle	0.67	+1%		+1.0
771	Copper Shells	0.67	+1%		+1.0
772	Reinforced Muzzle	0.67	+1%		+1.0
773	Pressurised Barrel	0.4	+1%	-6%
774	Reinforced Internals	0.47	+1%	-7%
775	Copper Launch System	0.67	+1%		+1.0
776	Gold-Plated Barrel	0.67	+1%		+1.0
777	Gold-Plated Dynamo	0.4	+1%	-6%
778	Enhanced Muzzle	0.67	+1%		+1.0
779	Pressurised Muzzle	0.6	+1%	-9%
780	Enhanced Heat Pump	0.47	+1%	-7%
781	Copper Shells	0.67	+1%		+1.0
782	Pressurised Trigger	0.4	+1%	-6%
783	Gold-Plated Barrel	0.4	+1%	-6%
784	Enhanced Internals	0.8	+1%	-7%	+1.0
785	Reinforced Heat Pump	0.47	+1%	-7%
786	Copper Internals	0.4	+1%	-6%
787	Pressurised Shells	0.67	+1%		+1.0
788	Copper Internals	0.53	+1%	-8%
789	Enhanced Dynamo	0.67	+1%		+1.0
790	Reinforced Compression Unit	0.93	+1%	-9%	+1.0
791	Gold-Plated Shells	0.4	+1%	-6%
792	Enhanced Launch System	0.67	+1%		+1.0
793	Pressurised Internals	0.47	+1%	-7%
794	Enhanced Launch System	0.53	+1%	-8%
795	Reinforced Trigger	0.67	+1%		+1.0
796	Copper Wiring	0.53	+1%	-8%
797	Enhanced Barrel	0.73	+1%	-6%	+1.0
798	Copper Muzzle	0.73	+1%	-6%	+1.0
799	Reinforced Barrel	0.67	+1%		+1.0
800	Enhanced Internals	0.67	+1%		+1.0
801	Gold-Plated Dynamo	0.67	+1%		+1.0
802	Gold-Plated Wiring	0.67	+1%		+1.0
803	Pressurised Wiring	0.47	+1%	-7%
804	Reinforced Launch System	0.67	+1%		+1.0
805	Copper Wiring	0.67	+1%		+1.0
806	Reinforced Shells	0.67	+1%		+1.0
807	Reinforced Dynamo	0.4	+1%	-6%
808	Copper Shells	0.6	+1%	-9%
809	Reinforced Wiring	0.47	+1%	-7%
810	Enhanced Barrel	0.93	+1%	-9%	+1.0
811	Reinforced Wiring	0.67	+1%		+1.0
812	Pressurised Internals	0.4	+1%	-6%
813	Reinforced Shells	0.67	+1%		+1.0
814	Reinforced Internals	0.67	+1%		+1.0
815	Gold-Plated Heat Pump	0.67	+1%		+1.0
816	Gold-Plated Compression Unit	0.67	+1%		+1.0
817	Copper Launch System	0.67	+1%	-10%
818	Gold-Plated Trigger	0.67	+1%		+1.0
819	Copper Muzzle	0.67	+1%		+1.0
820	Gold-Plated Dynamo	0.4	+1%	-6%
821	Enhanced Barrel	0.67	+1%		+1.0
822	Gold-Plated Heat Pump	0.47	+1%	-7%
823	Pressurised Internals	1.0	+1%	-10%	+1.0
824	Reinforced Wiring	0.67	+1%		+1.0
825	Pressurised Muzzle	0.87	+1%	-8%	+1.0
826	Enhanced Compression Unit	0.53	+1%	-8%
827	Enhanced Shells	0.4	+1%	-6%
828	Enhanced Wiring	0.67	+1%		+1.0
829	Reinforced Compression Unit	0.67	+1%		+1.0
830	Pressurised Wiring	0.8	+1%	-7%	+1.0
831	Pressurised Launch System	0.47	+1%	-7%
832	Enhanced Launch System	0.67	+1%		+1.0
833	Pressurised Heat Pump	0.67	+1%		+1.0
834	Reinforced Heat Pump	0.67	+1%		+1.0
835	Enhanced Internals	0.47	+1%	-7%
836	Gold-Plated Internals	0.8	+1%	-7%	+1.0
837	Pressurised Muzzle	0.67	+1%		+1.0
838	Reinforced Trigger	0.87	+1%	-8%	+1.0
839	Gold-Plated Shells	0.67	+1%		+1.0
840	Gold-Plated Launch System	0.67	+1%		+1.0
841	Enhanced Heat Pump	0.67	+1%		+1.0
842	Copper Trigger	0.73	+1%	-6%	+1.0
843	Pressurised Barrel	0.6	+1%	-9%
844	Pressurised Heat Pump	0.67	+1%		+1.0
845	Pressurised Muzzle	0.67	+1%		+1.0
846	Reinforced Wiring	0.67	+1%		+1.0
847	Enhanced Heat Pump	0.4	+1%	-6%
848	Enhanced Trigger	0.6	+1%	-9%
849	Gold-Plated Heat Pump	1.0	+1%	-10%	+1.0
850	Gold-Plated Compression Unit	0.47	+1%	-7%
851	Copper Launch System	0.8	+1%	-7%	+1.0
852	Reinforced Heat Pump	0.67	+1%		+1.0
853	Pressurised Shells	0.47	+1%	-7%
854	Gold-Plated Barrel	0.67	+1%		+1.0
855	Enhanced Internals	0.73	+1%	-6%	+1.0
856	Copper Muzzle	0.67	+1%		+1.0
857	Gold-Plated Trigger	0.73	+1%	-6%	+1.0
858	Enhanced Launch System	0.47	+1%	-7%
859	Gold-Plated Compression Unit	0.4	+1%	-6%
860	Enhanced Compression Unit	0.67	+1%		+1.0
861	Copper Wiring	0.67	+1%		+1.0
862	Enhanced Launch System	0.67	+1%		+1.0
863	Pressurised Internals	0.47	+1%	-7%
864	Gold-Plated Shells	0.4	+1%	-6%
865	Gold-Plated Muzzle	1.0	+1%	-10%	+1.0
866	Gold-Plated Muzzle	0.93	+1%	-9%	+1.0
867	Enhanced Wiring	0.67	+1%		+1.0
868	Reinforced Internals	0.67	+1%		+1.0
869	Pressurised Dynamo	0.67	+1%		+1.0
870	Pressurised Muzzle	0.67	+1%		+1.0
871	Copper Muzzle	0.67	+1%	-10%
872	Enhanced Trigger	0.67	+1%		+1.0
873	Pressurised Barrel	0.67	+1%		+1.0
874	Enhanced Barrel	0.67	+1%		+1.0
875	Reinforced Barrel	0.67	+1%	-10%
876	Copper Shells	1.0	+1%	-10%	+1.0
877	Pressurised Shells	0.67	+1%	-10%
878	Reinforced Compression Unit	0.67	+1%	-10%
879	Enhanced Muzzle	0.67	+1%		+1.0
880	Gold-Plated Internals	0.73	+1%	-6%	+1.0
881	Gold-Plated Compression Unit	0.4	+1%	-6%
882	Reinforced Shells	0.67	+1%		+1.0
883	Copper Internals	0.4	+1%	-6%
884	Pressurised Muzzle	0.8	+1%	-7%	+1.0
885	Enhanced Dynamo	0.67	+1%	-10%
886	Enhanced Compression Unit	0.67	+1%	-10%
887	Copper Launch System	0.4	+1%	-6%
888	Copper Heat Pump	0.4	+1%	-6%
889	Gold-Plated Launch System	0.93	+1%	-9%	+1.0
890	Reinforced Compression Unit	0.67	+1%		+1.0
891	Enhanced Dynamo	0.73	+1%	-6%	+1.0
892	Gold-Plated Trigger	0.93	+1%	-9%	+1.0
893	Pressurised Muzzle	0.67	+1%		+1.0
894	Gold-Plated Internals	0.4	+1%	-6%
895	Reinforced Muzzle	0.4	+1%	-6%
896	Enhanced Shells	0.67	+1%		+1.0
897	Copper Trigger	0.87	+1%	-8%	+1.0
898	Reinforced Shells	0.67	+1%		+1.0
899	Enhanced Launch System	0.4	+1%	-6%
900	Pressurised Trigger	0.67	+1%	-10%
901	Gold-Plated Launch System	0.67	+1%		+1.0
902	Reinforced Shells	0.8	+1%	-7%	+1.0
903	Reinforced Barrel	0.4	+1%	-6%
904	Reinforced Compression Unit	0.4	+1%	-6%
905	Copper Heat Pump	0.67	+1%		+1.0
906	Reinforced Internals	0.8	+1%	-7%	+1.0
907	Pressurised Dynamo	0.67	+1%		+1.0
908	Reinforced Muzzle	0.67	+1%		+1.0
909	Copper Internals	0.67	+1%		+1.0
910	Copper Muzzle	1.0	+1%	-10%	+1.0
911	Copper Shells	0.4	+1%	-6%
912	Reinforced Internals	0.4	+1%	-6%
913	Reinforced Heat Pump	0.4	+1%	-6%
914	Copper Launch System	0.73	+1%	-6%	+1.0
915	Copper Wiring	0.67	+1%	-10%
916	Enhanced Wiring	0.67	+1%		+1.0
917	Reinforced Barrel	0.67	+1%		+1.0
918	Copper Dynamo	0.4	+1%	-6%
919	Pressurised Shells	0.67	+1%		+1.0
920	Enhanced Wiring	0.4	+1%	-6%
921	Copper Launch System	0.93	+1%	-9%	+1.0
922	Enhanced Compression Unit	0.73	+1%	-6%	+1.0
923	Copper Compression Unit	0.73	+1%	-6%	+1.0
924	Gold-Plated Shells	0.67	+1%		+1.0
925	Reinforced Dynamo	0.4	+1%	-6%
926	Gold-Plated Internals	0.87	+1%	-8%	+1.0
927	Gold-Plated Compression Unit	0.6	+1%	-9%
928	Copper Internals	0.67	+1%		+1.0
929	Copper Compression Unit	0.67	+1%		+1.0
930	Reinforced Heat Pump	0.47	+1%	-7%
931	Pressurised Launch System	0.4	+1%	-6%
932	Pressurised Dynamo	0.67	+1%		+1.0
933	Copper Shells	0.67	+1%		+1.0
934	Enhanced Muzzle	0.67	+1%	-10%
935	Pressurised Trigger	0.67	+1%		+1.0
936	Reinforced Trigger	0.67	+1%		+1.0
937	Enhanced Wiring	0.87	+1%	-8%	+1.0
938	Gold-Plated Dynamo	0.53	+1%	-8%
939	Enhanced Compression Unit	0.8	+1%	-7%	+1.0
940	Enhanced Dynamo	0.67	+1%		+1.0
941	Gold-Plated Trigger	0.67	+1%		+1.0
942	Gold-Plated Wiring	0.53	+1%	-8%
943	Reinforced Trigger	0.67	+1%		+1.0
944	Enhanced Muzzle	0.67	+1%		+1.0
945	Enhanced Dynamo	0.4	+1%	-6%
946	Copper Wiring	0.67	+1%		+1.0
947	Enhanced Shells	0.4	+1%	-6%
948	Enhanced Wiring	0.87	+1%	-8%	+1.0
949	Enhanced Muzzle	0.67	+1%		+1.0
950	Pressurised Barrel	0.6	+1%	-9%
951	Pressurised Wiring	0.8	+1%	-7%	+1.0
952	Reinforced Compression Unit	0.4	+1%	-6%
953	Reinforced Launch System	0.4	+1%	-6%
954	Pressurised Internals	0.47	+1%	-7%
955	Pressurised Compression Unit	0.53	+1%	-8%
956	Enhanced Heat Pump	0.47	+1%	-7%
957	Enhanced Heat Pump	0.67	+1%		+1.0
958	Reinforced Dynamo	0.4	+1%	-6%
959	Copper Trigger	0.47	+1%	-7%
960	Pressurised Launch System	0.67	+1%		+1.0
961	Reinforced Compression Unit	0.67	+1%	-10%
962	Copper Compression Unit	0.67	+1%		+1.0
963	Enhanced Launch System	0.67	+1%		+1.0
964	Pressurised Wiring	0.4	+1%	-6%
965	Copper Wiring	0.47	+1%	-7%
966	Gold-Plated Shells	0.67	+1%	-10%
967	Reinforced Heat Pump	0.4	+1%	-6%
968	Pressurised Dynamo	0.47	+1%	-7%
969	Copper Dynamo	0.67	+1%		+1.0
970	Copper Dynamo	0.67	+1%		+1.0
971	Gold-Plated Trigger	0.4	+1%	-6%
972	Copper Wiring	0.67	+1%	-10%
973	Enhanced Shells	0.53	+1%	-8%
974	Pressurised Compression Unit	1.0	+1%	-10%	+1.0
975	Reinforced Barrel	0.87	+1%	-8%	+1.0
976	Copper Wiring	0.8	+1%	-7%	+1.0
977	Reinforced Heat Pump	0.47	+1%	-7%
978	Enhanced Muzzle	0.47	+1%	-7%
979	Reinforced Launch System	0.4	+1%	-6%
980	Enhanced Launch System	0.67	+1%		+1.0
981	Reinforced Muzzle	0.67	+1%		+1.0
982	Pressurised Wiring	0.67	+1%		+1.0
983	Pressurised Dynamo	1.0	+1%	-10%	+1.0
984	Reinforced Launch System	0.4	+1%	-6%
985	Gold-Plated Barrel	0.67	+1%		+1.0
986	Enhanced Shells	0.4	+1%	-6%
987	Pressurised Internals	0.67	+1%		+1.0
988	Gold-Plated Shells	0.47	+1%	-7%
989	Copper Shells	0.67	+1%		+1.0
990	Copper Launch System	0.67	+1%		+1.0
991	Reinforced Launch System	0.6	+1%	-9%
992	Reinforced Shells	0.6	+1%	-9%
993	Gold-Plated Internals	0.67	+1%		+1.0
994	Enhanced Trigger	0.87	+1%	-8%	+1.0
995	Reinforced Heat Pump	0.53	+1%	-8%
996	Gold-Plated Compression Unit	0.53	+1%	-8%
997	Copper Heat Pump	0.67	+1%		+1.0
998	Enhanced Internals	0.67	+1%		+1.0
999	Gold-Plated Dynamo	1.0	+1%	-10%	+1.0
1000	Copper Dynamo	0.73	+1%	-6%	+1.0
1001	Enhanced Barrel	1.0	+1%	-10%	+1.0
1002	Gold-Plated Launch System	0.67	+1%		+1.0
1003	Enhanced Compression Unit	0.4	+1%	-6%
1004	Copper Internals	0.4	+1%	-6%
1005	Pressurised Muzzle	0.67	+1%		+1.0
1006	Pressurised Heat Pump	0.47	+1%	-7%
1007	Reinforced Muzzle	0.4	+1%	-6%
1008	Reinforced Shells	0.4	+1%	-6%
1009	Enhanced Heat Pump	0.73	+1%	-6%	+1.0
1010	Copper Launch System	0.67	+1%		+1.0
1011	Pressurised Internals	0.67	+1%		+1.0
1012	Gold-Plated Shells	0.67	+1%		+1.0
1013	Copper Launch System	0.67	+1%		+1.0
1014	Reinforced Trigger	0.4	+1%	-6%
1015	Copper Launch System	0.73	+1%	-6%	+1.0
1016	Copper Trigger	0.67	+1%		+1.0
1017	Pressurised Trigger	0.4	+1%	-6%
1018	Gold-Plated Shells	0.67	+1%		+1.0
1019	Reinforced Barrel	0.4	+1%	-6%
1020	Copper Wiring	0.4	+1%	-6%
1021	Pressurised Compression Unit	0.67	+1%		+1.0
1022	Reinforced Internals	0.67	+1%		+1.0
1023	Pressurised Wiring	0.6	+1%	-9%
1024	Copper Trigger	0.67	+1%	-10%
1025	Copper Launch System	0.67	+1%		+1.0
1026	Enhanced Wiring	1.0	+1%	-10%	+1.0
1027	Gold-Plated Wiring	0.67	+1%		+1.0
1028	Reinforced Trigger	0.67	+1%		+1.0
1029	Gold-Plated Compression Unit	0.67	+1%		+1.0
1030	Gold-Plated Heat Pump	0.67	+1%		+1.0
1031	Copper Muzzle	0.67	+1%		+1.0
1032	Enhanced Muzzle	0.67	+1%		+1.0
1033	Reinforced Dynamo	0.67	+1%		+1.0
1034	Reinforced Launch System	0.67	+1%		+1.0
1035	Pressurised Muzzle	0.67	+1%		+1.0
1036	Enhanced Heat Pump	0.67	+1%		+1.0
1037	Pressurised Shells	0.47	+1%	-7%
1038	Copper Shells	0.4	+1%	-6%
1039	Enhanced Dynamo	0.67	+1%	-10%
1040	Reinforced Dynamo	0.8	+1%	-7%	+1.0
1041	Reinforced Shells	0.67	+1%		+1.0
1042	Pressurised Muzzle	0.67	+1%		+1.0
1043	Enhanced Internals	0.4	+1%	-6%
1044	Reinforced Launch System	0.67	+1%		+1.0
1045	Copper Compression Unit	0.4	+1%	-6%
1046	Gold-Plated Trigger	0.67	+1%		+1.0
1047	Gold-Plated Heat Pump	1.0	+1%	-10%	+1.0
1048	Gold-Plated Wiring	0.53	+1%	-8%
1049	Reinforced Barrel	0.4	+1%	-6%
1050	Reinforced Wiring	0.67	+1%		+1.0
1051	Pressurised Dynamo	0.67	+1%	-10%
1052	Copper Shells	0.87	+1%	-8%	+1.0
1053	Copper Dynamo	0.4	+1%	-6%
1054	Copper Compression Unit	0.73	+1%	-6%	+1.0
1055	Enhanced Heat Pump	0.4	+1%	-6%
1056	Pressurised Compression Unit	0.67	+1%		+1.0
1057	Gold-Plated Shells	0.4	+1%	-6%
1058	Reinforced Wiring	0.6	+1%	-9%
1059	Pressurised Trigger	0.47	+1%	-7%
1060	Gold-Plated Launch System	0.6	+1%	-9%
1061	Pressurised Internals	0.73	+1%	-6%	+1.0
1062	Reinforced Compression Unit	0.53	+1%	-8%
1063	Enhanced Trigger	0.67	+1%		+1.0
1064	Copper Trigger	0.4	+1%	-6%
1065	Reinforced Internals	0.67	+1%		+1.0
1066	Gold-Plated Muzzle	0.4	+1%	-6%
1067	Gold-Plated Heat Pump	0.4	+1%	-6%
1068	Pressurised Shells	0.67	+1%	-10%
1069	Pressurised Muzzle	0.67	+1%		+1.0
1070	Pressurised Wiring	0.67	+1%	-10%
1071	Gold-Plated Trigger	0.67	+1%		+1.0
1072	Pressurised Trigger	0.67	+1%		+1.0
1073	Copper Dynamo	0.87	+1%	-8%	+1.0
1074	Gold-Plated Launch System	0.67	+1%		+1.0
1075	Reinforced Launch System	0.47	+1%	-7%
1076	Reinforced Barrel	0.67	+1%		+1.0
1077	Copper Compression Unit	0.73	+1%	-6%	+1.0
1078	Pressurised Barrel	0.67	+1%		+1.0
1079	Reinforced Dynamo	0.67	+1%		+1.0
1080	Copper Wiring	0.67	+1%		+1.0
1081	Pressurised Compression Unit	0.67	+1%		+1.0
1082	Enhanced Launch System	0.73	+1%	-6%	+1.0
1083	Reinforced Launch System	0.6	+1%	-9%
1084	Gold-Plated Internals	0.4	+1%	-6%
