sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_Rate,Weapon_Projectile_ReloadTime,Weapon_Projectile_ClipSize
532,Flow Capture Cell,0.333,,,-2%,+12.0
533,Waveform Battery,0.0,+1%,,-2%,
534,Waveform Resonator,0.667,+2%,,,+12.0
535,Overloaded Accelerator,0.333,+1%,,,+12.0
536,Waveform Injector,0.111,+1%,+4%,,
537,Atomic Resonator,0.0,+1%,,-2%,
538,Surge Energiser,0.407,+1%,+3%,,+12.0
539,Flow Injector,0.333,+1%,,,+12.0
540,Atomic Capture Cell,0.333,,,-2%,+12.0
541,Flow Excitor,0.333,,+10%,-2%,
542,Atomic Solidifier,0.431,,+7%,-7%,
543,Flow Battery,0.222,+1%,+7%,-2%,
544,Atomic Resonator,0.333,+1%,,,+12.0
545,Overloaded Injector,0.37,,+2%,,+12.0
546,Overloaded Amplifier,0.12,,+2%,-4%,
547,Flow Battery,0.333,,,-2%,+12.0
548,Atomic Battery,0.625,+2%,,-9%,
549,Overloaded Accelerator,0.37,,+2%,,+12.0
550,Atomic Solidifier,0.333,,,-2%,+12.0
551,Flow Resonator,0.19,,+5%,-3%,
552,Surge Injector,0.37,,+2%,,+12.0
553,Overloaded Injector,0.148,+1%,+5%,-2%,
554,Surge Projector,0.333,+1%,,,+12.0
555,Flow Amplifier,0.157,,+3%,-4%,
556,Waveform Amplifier,0.333,+1%,,,+12.0
557,Waveform Resonator,0.63,,+9%,,+12.0
558,Surge Excitor,0.296,+1%,+9%,,
559,Flow Excitor,0.12,+1%,+2%,-4%,
560,Overloaded Amplifier,0.333,+1%,,-2%,+12.0
561,Overloaded Resonator,0.079,+1%,+2%,-3%,
562,Overloaded Accelerator,0.556,,+7%,,+12.0
563,Flow Excitor,0.375,+1%,,-3%,+12.0
564,Atomic Projector,0.333,+1%,,,+12.0
565,Waveform Solidifier,0.333,,,-2%,+12.0
566,Waveform Energiser,0.333,+1%,,,+12.0
567,Atomic Amplifier,0.333,+1%,,-2%,+12.0
568,Overloaded Energiser,0.333,,,-2%,+12.0
569,Surge Energiser,0.407,,+3%,-2%,+12.0
570,Surge Injector,0.37,,+2%,,+12.0
571,Overloaded Injector,0.208,+1%,,-7%,
572,Flow Injector,0.333,+1%,,,+12.0
573,Waveform Solidifier,0.37,,+2%,,+12.0
574,Overloaded Amplifier,0.37,,+2%,,+12.0
575,Surge Solidifier,0.333,,,-2%,+12.0
576,Surge Injector,0.333,+1%,,-2%,+12.0
577,Overloaded Injector,0.333,,,-2%,+12.0
578,Surge Accelerator,0.37,,+2%,,+12.0
579,Atomic Accelerator,0.333,+1%,,,+12.0
580,Waveform Amplifier,0.269,,+6%,-4%,
581,Overloaded Solidifier,0.333,+1%,,,+12.0
582,Surge Projector,0.333,+1%,,,+12.0
583,Waveform Projector,0.037,+1%,+2%,,
584,Waveform Accelerator,0.333,+1%,,,+12.0
585,Waveform Accelerator,0.37,,+2%,,+12.0
586,Atomic Projector,0.481,,+5%,,+12.0
587,Waveform Projector,0.037,+1%,+2%,,
588,Waveform Energiser,0.333,+1%,,,+12.0
589,Waveform Excitor,0.481,,+5%,,+12.0
590,Overloaded Energiser,0.148,+1%,+5%,,
591,Atomic Injector,0.037,+1%,+2%,,
592,Atomic Battery,0.333,+1%,,,+12.0
593,Overloaded Resonator,0.333,,,-2%,+12.0
594,Atomic Excitor,0.0,+1%,,-2%,
595,Waveform Battery,0.185,,+6%,-2%,
596,Overloaded Injector,0.037,+1%,+2%,,
597,Atomic Injector,0.185,+1%,+6%,,
598,Overloaded Resonator,0.37,,+2%,,+12.0
599,Overloaded Resonator,0.333,+1%,,,+12.0
600,Waveform Injector,0.625,,,-9%,+12.0
601,Waveform Resonator,0.37,,+2%,,+12.0
602,Surge Capture Cell,0.37,+1%,+2%,,+12.0
603,Overloaded Amplifier,0.162,,+2%,-5%,
604,Surge Excitor,0.333,+1%,,,+12.0
605,Atomic Capture Cell,0.333,+1%,,,+12.0
606,Overloaded Capture Cell,0.0,+1%,,-2%,
607,Overloaded Resonator,0.407,+1%,+3%,,+12.0
608,Surge Projector,0.333,,,-2%,+12.0
609,Waveform Energiser,0.037,+1%,+2%,,
610,Atomic Projector,0.0,+1%,,-2%,
611,Waveform Accelerator,0.333,+1%,,,+12.0
612,Overloaded Resonator,0.333,+1%,,,+12.0
613,Waveform Resonator,0.167,+1%,,-6%,
614,Surge Injector,0.5,,,-6%,+12.0
615,Waveform Injector,0.333,+1%,,,+12.0
616,Atomic Injector,0.333,+1%,,-2%,+12.0
617,Overloaded Accelerator,0.333,+1%,,,+12.0
618,Waveform Energiser,0.333,+1%,,,+12.0
619,Flow Resonator,0.333,+1%,,-2%,+12.0
620,Atomic Solidifier,0.37,,+2%,-2%,+12.0
621,Surge Battery,0.245,+1%,+2%,-7%,
622,Atomic Solidifier,0.0,+1%,,-2%,
623,Surge Accelerator,0.333,+1%,,,+12.0
624,Atomic Excitor,0.37,,+2%,,+12.0
625,Surge Solidifier,0.37,+1%,+2%,,+12.0
626,Waveform Battery,0.523,,+5%,-3%,+12.0
627,Surge Solidifier,0.0,+1%,,-2%,
628,Flow Solidifier,0.037,,+2%,-2%,
629,Overloaded Injector,0.333,+1%,,,+12.0
630,Overloaded Projector,0.37,,+2%,,+12.0
631,Overloaded Resonator,0.037,+1%,+2%,,
632,Waveform Solidifier,0.37,,+2%,,+12.0
633,Flow Resonator,0.0,+1%,,-2%,
634,Waveform Resonator,0.333,,,-2%,+12.0
635,Flow Solidifier,0.37,+2%,+2%,-2%,
636,Waveform Energiser,0.333,+1%,,-2%,+12.0
637,Flow Capture Cell,0.333,+1%,,,+12.0
638,Flow Resonator,0.333,+1%,,,+12.0
639,Overloaded Capture Cell,0.037,,+2%,-2%,
640,Surge Accelerator,0.407,,+3%,,+12.0
641,Overloaded Resonator,0.25,+1%,,-8%,
642,Atomic Resonator,0.333,,,-2%,+12.0
643,Atomic Battery,0.0,+1%,,-2%,
644,Waveform Projector,0.417,,,-4%,+12.0
645,Atomic Projector,0.222,+1%,+7%,,
646,Atomic Amplifier,0.0,+1%,,-2%,
647,Overloaded Battery,0.037,,+2%,-2%,
648,Surge Solidifier,0.333,,,-2%,+12.0
649,Waveform Solidifier,0.333,,,-2%,+12.0
650,Surge Capture Cell,0.481,,+5%,,+12.0
651,Overloaded Resonator,0.333,+1%,,,+12.0
652,Overloaded Capture Cell,0.333,,,-2%,+12.0
653,Surge Projector,0.037,+1%,+2%,,
654,Overloaded Excitor,0.074,+1%,+3%,,
655,Overloaded Injector,0.333,+1%,,,+12.0
656,Atomic Battery,0.37,,+2%,,+12.0
657,Atomic Amplifier,0.333,+1%,,,+12.0
658,Waveform Capture Cell,0.375,,,-3%,+12.0
659,Flow Resonator,0.458,+1%,,-5%,+12.0
660,Flow Energiser,0.074,,+3%,-2%,
661,Overloaded Solidifier,0.333,+1%,,,+12.0
662,Waveform Solidifier,0.417,+1%,,-4%,+12.0
663,Surge Amplifier,0.625,,,-9%,+12.0
664,Overloaded Projector,0.481,,+5%,,+12.0
665,Atomic Battery,0.37,,+2%,-2%,+12.0
666,Flow Resonator,0.037,,+2%,-2%,
667,Overloaded Amplifier,0.5,,,-6%,+12.0
668,Atomic Battery,0.519,+1%,+6%,,+12.0
669,Overloaded Excitor,0.444,,+4%,,+12.0
670,Atomic Excitor,0.333,,,-2%,+12.0
671,Flow Amplifier,0.0,+1%,,-2%,
672,Surge Battery,0.333,+1%,,,+12.0
673,Surge Capture Cell,0.319,,+4%,-7%,
674,Overloaded Amplifier,0.375,,,-3%,+12.0
675,Flow Solidifier,0.0,+1%,,-2%,
676,Atomic Resonator,0.333,+1%,,,+12.0
677,Waveform Injector,0.593,,+8%,,+12.0
678,Overloaded Battery,0.074,,+3%,-2%,
679,Flow Battery,0.083,+1%,,-4%,
680,Waveform Projector,0.148,,+5%,-2%,
681,Flow Excitor,0.333,+1%,,,+12.0
682,Overloaded Resonator,0.0,+1%,,-2%,
683,Atomic Capture Cell,0.0,+1%,,-2%,
684,Waveform Accelerator,0.583,,,-8%,+12.0
685,Flow Excitor,0.037,+1%,+2%,,
686,Surge Solidifier,0.333,+1%,,,+12.0
687,Surge Projector,0.296,,+9%,-2%,
688,Surge Projector,0.0,+1%,,-2%,
689,Waveform Excitor,0.333,+1%,,,+12.0
690,Atomic Amplifier,0.481,,+5%,,+12.0
691,Atomic Projector,0.148,,+5%,-2%,
692,Flow Capture Cell,0.37,,+2%,,+12.0
693,Waveform Resonator,0.593,+1%,+8%,,+12.0
694,Flow Injector,0.037,+1%,+2%,,
695,Flow Capture Cell,0.167,+1%,,-6%,
696,Waveform Battery,0.333,+1%,,,+12.0
697,Surge Projector,0.329,,+2%,-9%,
698,Surge Solidifier,0.111,+1%,+4%,-2%,
699,Waveform Excitor,0.444,,+4%,,+12.0
700,Flow Energiser,0.037,+1%,+2%,,
701,Atomic Capture Cell,0.0,+1%,,-2%,
702,Atomic Battery,0.278,,+4%,-6%,
703,Waveform Projector,0.5,+2%,,-6%,
704,Overloaded Accelerator,0.037,,+2%,-2%,
705,Flow Solidifier,0.667,+2%,,,+12.0
706,Surge Amplifier,0.333,,,-2%,+12.0
707,Atomic Amplifier,0.37,,+2%,,+12.0
708,Atomic Energiser,0.208,+1%,,-7%,
709,Surge Amplifier,0.037,,+2%,-2%,
710,Surge Resonator,0.037,+1%,+2%,,
711,Flow Resonator,0.037,,+2%,-2%,
712,Flow Injector,0.333,,,-2%,+12.0
713,Waveform Energiser,0.407,,+3%,,+12.0
714,Overloaded Energiser,0.245,,+2%,-7%,
715,Atomic Accelerator,0.481,+1%,+5%,,+12.0
716,Flow Amplifier,0.37,,+2%,,+12.0
717,Atomic Resonator,0.37,,+2%,,+12.0
718,Atomic Resonator,0.347,,+7%,-5%,
719,Overloaded Battery,0.333,+1%,,-2%,+12.0
720,Waveform Resonator,0.625,+1%,,-9%,+12.0
721,Atomic Projector,0.079,,+2%,-3%,
722,Atomic Projector,0.361,,+4%,-8%,
723,Overloaded Solidifier,0.458,,,-5%,+12.0
724,Flow Excitor,0.37,,+2%,-2%,+12.0
725,Waveform Battery,0.333,+1%,,-2%,+12.0
726,Overloaded Amplifier,0.333,,,-2%,+12.0
727,Overloaded Energiser,0.37,,+2%,,+12.0
728,Waveform Solidifier,0.259,+1%,+8%,,
729,Atomic Amplifier,0.407,,+3%,,+12.0
730,Flow Energiser,0.037,,+2%,-2%,
731,Overloaded Solidifier,0.37,,+2%,-2%,+12.0
732,Atomic Accelerator,0.333,,,-2%,+12.0
733,Flow Injector,0.556,,+7%,,+12.0
734,Atomic Amplifier,0.37,,+2%,,+12.0
735,Waveform Projector,0.37,,+2%,,+12.0
736,Atomic Accelerator,0.037,+1%,+2%,-2%,
737,Overloaded Energiser,0.444,,+4%,,+12.0
738,Overloaded Energiser,0.333,+1%,,,+12.0
739,Flow Accelerator,0.185,,+6%,-2%,
740,Surge Accelerator,0.333,,,-2%,+12.0
741,Flow Amplifier,0.079,,+2%,-3%,
742,Surge Battery,0.5,,,-6%,+12.0
743,Overloaded Capture Cell,0.037,,+2%,-2%,
744,Surge Resonator,0.333,+1%,,,+12.0
745,Flow Projector,0.037,+1%,+2%,,
746,Waveform Battery,0.333,+1%,,-2%,+12.0
747,Atomic Amplifier,0.25,+1%,,-8%,
748,Atomic Solidifier,0.037,+1%,+2%,,
749,Flow Excitor,0.0,+1%,,-2%,
750,Flow Battery,0.5,,,-6%,+12.0
751,Surge Projector,0.0,+1%,+1%,-2%,
752,Waveform Accelerator,0.0,+1%,+1%,,
753,Flow Projector,0.333,,,-2%,+12.0
754,Waveform Injector,0.407,+1%,+3%,,+12.0
755,Flow Projector,0.37,,+2%,,+12.0
756,Atomic Excitor,0.148,+1%,+5%,,
757,Surge Amplifier,0.333,+1%,,,+12.0
758,Surge Solidifier,0.157,,+3%,-4%,
759,Flow Excitor,0.333,+1%,,,+12.0
760,Overloaded Amplifier,0.333,+1%,,,+12.0
761,Overloaded Resonator,0.333,+1%,,,+12.0
762,Atomic Solidifier,0.333,+1%,,-2%,+12.0
763,Atomic Amplifier,0.074,+1%,+3%,,
764,Waveform Projector,0.222,,+7%,-2%,
765,Overloaded Resonator,0.037,,+2%,-2%,
766,Flow Injector,0.333,+1%,,,+12.0
767,Atomic Solidifier,0.37,,+2%,,+12.0
768,Surge Capture Cell,0.444,,+4%,,+12.0
769,Overloaded Resonator,0.0,+1%,,-2%,
770,Surge Injector,0.37,,+2%,,+12.0
771,Overloaded Amplifier,0.037,,+2%,-2%,
772,Flow Injector,0.333,,,-2%,+12.0
773,Waveform Excitor,0.333,+1%,,,+12.0
774,Flow Battery,0.333,+1%,,,+12.0
775,Overloaded Capture Cell,0.333,,,-2%,+12.0
776,Surge Excitor,0.111,,+4%,-2%,
777,Surge Resonator,0.111,,+4%,-2%,
778,Atomic Injector,0.333,+1%,,,+12.0
779,Waveform Injector,0.074,+1%,+3%,,
780,Atomic Energiser,0.333,+1%,,,+12.0
781,Overloaded Amplifier,0.375,,,-3%,+12.0
782,Waveform Accelerator,0.074,,+3%,-2%,
783,Surge Excitor,0.37,,+2%,,+12.0
784,Atomic Battery,0.333,+1%,,-2%,+12.0
785,Flow Energiser,0.19,,+5%,-3%,
786,Overloaded Battery,0.0,+1%,,-2%,
787,Waveform Amplifier,0.333,+1%,,-10%,
788,Overloaded Battery,0.037,+1%,+2%,,
789,Atomic Resonator,0.333,+1%,,,+12.0
790,Flow Projector,0.556,+1%,+7%,,+12.0
791,Surge Amplifier,0.333,+1%,,,+12.0
792,Atomic Capture Cell,0.333,,,-2%,+12.0
793,Waveform Battery,0.074,+1%,+3%,,
794,Atomic Capture Cell,0.037,,+2%,-2%,
795,Flow Accelerator,0.375,,,-3%,+12.0
796,Overloaded Solidifier,0.37,,+2%,,+12.0
797,Atomic Excitor,0.625,+1%,,-9%,+12.0
798,Overloaded Injector,0.222,+1%,+7%,-2%,
799,Flow Excitor,0.37,,+2%,,+12.0
800,Atomic Battery,0.333,+1%,,,+12.0
801,Surge Resonator,0.37,,+2%,,+12.0
802,Surge Solidifier,0.375,,,-3%,+12.0
803,Waveform Solidifier,0.407,,+3%,,+12.0
804,Flow Capture Cell,0.0,+1%,,-2%,
805,Overloaded Solidifier,0.333,,,-2%,+12.0
806,Flow Amplifier,0.37,,+2%,,+12.0
807,Flow Resonator,0.0,+1%,,-2%,
808,Overloaded Amplifier,0.037,+1%,+2%,,
809,Flow Solidifier,0.037,+1%,+2%,,
810,Atomic Excitor,0.324,+1%,+3%,-8%,
811,Flow Solidifier,0.37,,+2%,,+12.0
812,Waveform Battery,0.0,+1%,,-2%,
813,Flow Amplifier,0.481,,+5%,,+12.0
814,Flow Battery,0.333,+1%,,,+12.0
815,Surge Energiser,0.333,+1%,,,+12.0
816,Surge Projector,0.111,,+4%,-2%,
817,Overloaded Capture Cell,0.037,+1%,+2%,,
818,Surge Accelerator,0.333,+1%,,,+12.0
819,Overloaded Injector,0.333,+1%,,,+12.0
820,Surge Resonator,0.111,+1%,+4%,,
821,Atomic Excitor,0.037,,+2%,-2%,
822,Surge Energiser,0.556,,+7%,,+12.0
823,Waveform Battery,0.333,+1%,,-2%,+12.0
824,Flow Solidifier,0.375,,,-3%,+12.0
825,Waveform Injector,0.556,+1%,+7%,,+12.0
826,Atomic Projector,0.037,+1%,+2%,,
827,Atomic Amplifier,0.037,+1%,+2%,,
828,Atomic Solidifier,0.333,+1%,,,+12.0
829,Flow Projector,0.333,,,-2%,+12.0
830,Waveform Solidifier,0.333,+1%,,-2%,+12.0
831,Waveform Capture Cell,0.037,+1%,+2%,,
832,Atomic Capture Cell,0.0,+1%,,-2%,
833,Waveform Energiser,0.37,,+2%,,+12.0
834,Flow Energiser,0.458,,,-5%,+12.0
835,Atomic Battery,0.0,+1%,,-2%,
836,Surge Battery,0.444,+1%,+4%,,+12.0
837,Waveform Injector,0.0,+1%,,-2%,
838,Flow Accelerator,0.412,,+2%,-3%,+12.0
839,Surge Amplifier,0.0,+1%,,-2%,
840,Surge Capture Cell,0.333,,,-2%,+12.0
841,Atomic Energiser,0.333,+1%,,,+12.0
842,Overloaded Accelerator,0.37,+1%,+2%,,+12.0
843,Waveform Excitor,0.111,+1%,+4%,,
844,Waveform Energiser,0.333,+1%,,,+12.0
845,Waveform Injector,0.0,+1%,,-2%,
846,Flow Solidifier,0.333,,,-2%,+12.0
847,Atomic Energiser,0.083,+1%,,-4%,
848,Atomic Accelerator,0.148,,+5%,-2%,
849,Surge Energiser,0.537,,+2%,-6%,+12.0
850,Surge Projector,0.37,,+2%,,+12.0
851,Overloaded Capture Cell,0.333,+1%,,-2%,+12.0
852,Flow Energiser,0.593,,+8%,,+12.0
853,Waveform Amplifier,0.042,+1%,,-3%,
854,Surge Excitor,0.417,,,-4%,+12.0
855,Atomic Battery,0.412,,+2%,-3%,+12.0
856,Overloaded Injector,0.037,,+2%,-2%,
857,Surge Accelerator,0.417,+1%,,-4%,+12.0
858,Atomic Capture Cell,0.037,,+2%,-2%,
859,Surge Projector,0.333,+1%,,,+12.0
860,Atomic Projector,0.63,,+9%,,+12.0
861,Overloaded Solidifier,0.375,,,-3%,+12.0
862,Atomic Capture Cell,0.0,+1%,,-2%,
863,Waveform Battery,0.0,+1%,,-2%,
864,Surge Amplifier,0.37,,+2%,,+12.0
865,Surge Injector,0.199,+1%,+3%,-5%,
866,Surge Injector,0.37,+1%,+2%,,+12.0
867,Atomic Solidifier,0.333,,,-2%,+12.0
868,Flow Battery,0.333,,,-2%,+12.0
869,Waveform Resonator,0.074,,+3%,-2%,
870,Waveform Injector,0.333,+1%,,,+12.0
871,Overloaded Injector,0.333,+1%,,,+12.0
872,Atomic Accelerator,0.333,+1%,,,+12.0
873,Waveform Excitor,0.111,,+4%,-2%,
874,Atomic Excitor,0.208,+1%,,-7%,
875,Flow Excitor,0.481,,+5%,,+12.0
876,Overloaded Amplifier,0.375,+1%,,-3%,+12.0
877,Waveform Amplifier,0.333,+1%,,,+12.0
878,Flow Projector,0.042,+1%,,-3%,
879,Atomic Injector,0.037,,+2%,-2%,
880,Surge Battery,0.63,,+9%,-2%,+12.0
881,Surge Projector,0.037,+1%,+2%,,
882,Flow Amplifier,0.259,,+8%,-2%,
883,Overloaded Battery,0.074,+1%,+3%,,
884,Waveform Injector,0.333,+1%,,-2%,+12.0
885,Atomic Resonator,0.083,+1%,,-4%,
886,Atomic Projector,0.37,,+2%,,+12.0
887,Overloaded Capture Cell,0.185,+1%,+6%,,
888,Overloaded Energiser,0.333,+1%,,,+12.0
889,Surge Capture Cell,0.611,,+4%,-6%,+12.0
890,Flow Projector,0.042,+1%,,-3%,
891,Atomic Resonator,0.12,+1%,+2%,-4%,
892,Surge Accelerator,0.449,,+3%,-3%,+12.0
893,Waveform Injector,0.333,+1%,,,+12.0
894,Surge Battery,0.333,+1%,,,+12.0
895,Flow Injector,0.079,,+2%,-3%,
896,Atomic Amplifier,0.333,,,-2%,+12.0
897,Overloaded Accelerator,0.63,+1%,+9%,,+12.0
898,Flow Amplifier,0.0,,+1%,-2%,
899,Atomic Capture Cell,0.042,+1%,,-3%,
900,Waveform Accelerator,0.37,,+2%,,+12.0
901,Surge Capture Cell,0.375,,,-3%,+12.0
902,Flow Amplifier,0.333,+1%,,-2%,+12.0
903,Flow Excitor,0.444,,+4%,,+12.0
904,Flow Projector,0.333,+1%,,,+12.0
905,Overloaded Energiser,0.333,,,-2%,+12.0
906,Flow Battery,0.037,+1%,+2%,-2%,
907,Waveform Resonator,0.037,,+2%,-2%,
908,Flow Injector,0.333,,,-2%,+12.0
909,Overloaded Battery,0.519,,+6%,,+12.0
910,Overloaded Injector,0.37,+1%,+2%,,+12.0
911,Overloaded Amplifier,0.0,+1%,,-2%,
912,Flow Battery,0.037,,+2%,-2%,
913,Flow Energiser,0.37,,+2%,,+12.0
914,Overloaded Capture Cell,0.37,,+2%,-2%,+12.0
915,Overloaded Solidifier,0.037,,+2%,-2%,
916,Atomic Solidifier,0.074,,+3%,-2%,
917,Flow Excitor,0.333,+1%,,,+12.0
918,Overloaded Resonator,0.0,+1%,,-2%,
919,Waveform Amplifier,0.329,,+2%,-9%,
920,Atomic Solidifier,0.125,+1%,,-5%,
921,Overloaded Capture Cell,0.37,+1%,+2%,,+12.0
922,Atomic Projector,0.593,,+8%,-2%,+12.0
923,Overloaded Projector,0.037,+1%,+2%,-2%,
924,Surge Amplifier,0.333,+1%,,,+12.0
925,Flow Resonator,0.296,+1%,+9%,,
926,Surge Battery,0.37,,+2%,-2%,+12.0
927,Surge Projector,0.111,+1%,+4%,,
928,Overloaded Battery,0.037,,+2%,-2%,
929,Overloaded Projector,0.157,,+3%,-4%,
930,Flow Energiser,0.0,+1%,,-2%,
931,Waveform Capture Cell,0.037,+1%,+2%,,
932,Waveform Resonator,0.25,+1%,,-8%,
933,Overloaded Amplifier,0.333,,,-2%,+12.0
934,Atomic Injector,0.037,+1%,+2%,,
935,Waveform Accelerator,0.333,,,-2%,+12.0
936,Flow Accelerator,0.037,,+2%,-2%,
937,Atomic Solidifier,0.556,+2%,+7%,-2%,
938,Surge Resonator,0.037,+1%,+2%,,
939,Atomic Projector,0.37,+1%,+2%,,+12.0
940,Atomic Resonator,0.37,,+2%,,+12.0
941,Surge Accelerator,0.407,,+3%,,+12.0
942,Surge Solidifier,0.296,+1%,+9%,,
943,Flow Accelerator,0.583,,,-8%,+12.0
944,Atomic Injector,0.333,,,-2%,+12.0
945,Atomic Resonator,0.0,+1%,,-2%,
946,Overloaded Solidifier,0.625,,,-9%,+12.0
947,Atomic Amplifier,0.037,,+2%,-2%,
948,Atomic Solidifier,0.333,+1%,,-2%,+12.0
949,Atomic Injector,0.259,,+8%,-2%,
950,Waveform Excitor,0.116,,+3%,-3%,
951,Waveform Solidifier,0.5,+1%,,-6%,+12.0
952,Flow Projector,0.0,+1%,,-2%,
953,Flow Capture Cell,0.111,+1%,+4%,,
954,Waveform Battery,0.0,+1%,,-2%,
955,Waveform Projector,0.0,+1%,,-2%,
956,Atomic Energiser,0.333,+1%,,,+12.0
957,Atomic Energiser,0.185,,+6%,-2%,
958,Flow Resonator,0.333,+1%,,,+12.0
959,Overloaded Accelerator,0.37,,+2%,,+12.0
960,Waveform Capture Cell,0.333,+1%,,,+12.0
961,Flow Projector,0.333,+1%,+10%,,
962,Overloaded Projector,0.333,,,-2%,+12.0
963,Atomic Capture Cell,0.37,,+2%,,+12.0
964,Waveform Solidifier,0.037,+1%,+2%,,
965,Overloaded Solidifier,0.185,+1%,+6%,,
966,Surge Amplifier,0.037,+1%,+2%,,
967,Flow Energiser,0.116,,+3%,-3%,
968,Waveform Resonator,0.037,+1%,+2%,,
969,Overloaded Resonator,0.458,,,-5%,+12.0
970,Overloaded Resonator,0.074,,+3%,-2%,
971,Surge Accelerator,0.333,+1%,,,+12.0
972,Overloaded Solidifier,0.042,+1%,,-3%,
973,Atomic Amplifier,0.037,+1%,+2%,,
974,Waveform Projector,0.5,+1%,,-6%,+12.0
975,Flow Excitor,0.037,+1%,+2%,-2%,
976,Overloaded Solidifier,0.37,,+2%,-2%,+12.0
977,Flow Energiser,0.037,+1%,+2%,,
978,Atomic Injector,0.296,+1%,+9%,,
979,Flow Capture Cell,0.0,+1%,,-2%,
980,Atomic Capture Cell,0.481,,+5%,,+12.0
981,Flow Injector,0.458,,,-5%,+12.0
982,Waveform Solidifier,0.083,,+1%,-4%,
983,Waveform Resonator,0.037,+1%,+2%,-2%,
984,Flow Capture Cell,0.037,+1%,+2%,,
985,Surge Excitor,0.417,,,-4%,+12.0
986,Atomic Amplifier,0.074,+1%,+3%,,
987,Waveform Battery,0.037,,+2%,-2%,
988,Surge Amplifier,0.667,+2%,,,+12.0
989,Overloaded Amplifier,0.583,,,-8%,+12.0
990,Overloaded Capture Cell,0.0,+1%,,-2%,
991,Flow Capture Cell,0.333,+1%,,,+12.0
992,Flow Amplifier,0.37,,+2%,,+12.0
993,Surge Battery,0.375,,,-3%,+12.0
994,Atomic Accelerator,0.375,+1%,,-3%,+12.0
995,Flow Energiser,0.125,+1%,,-5%,
996,Surge Projector,0.333,+1%,,,+12.0
997,Overloaded Energiser,0.0,+1%,,-2%,
998,Atomic Battery,0.25,+1%,,-8%,
999,Surge Resonator,0.625,+1%,,-9%,+12.0
1000,Overloaded Resonator,0.333,+1%,,-2%,+12.0
1001,Atomic Excitor,0.333,+1%,,-2%,+12.0
1002,Surge Capture Cell,0.375,,,-3%,+12.0
1003,Atomic Projector,0.037,+1%,+2%,,
1004,Overloaded Battery,0.333,+1%,,,+12.0
1005,Waveform Injector,0.042,+1%,,-3%,
1006,Waveform Energiser,0.37,,+2%,,+12.0
1007,Flow Injector,0.287,,+2%,-8%,
1008,Flow Amplifier,0.037,+1%,+2%,,
1009,Atomic Energiser,0.319,+1%,+4%,-7%,
1010,Overloaded Capture Cell,0.296,,+9%,-2%,
1011,Waveform Battery,0.333,+1%,,,+12.0
1012,Surge Amplifier,0.333,+1%,,,+12.0
1013,Overloaded Capture Cell,0.037,,+2%,-2%,
1014,Flow Accelerator,0.042,+1%,,-3%,
1015,Overloaded Capture Cell,0.519,+1%,+6%,,+12.0
1016,Overloaded Accelerator,0.556,,+7%,,+12.0
1017,Waveform Accelerator,0.037,+1%,+2%,,
1018,Surge Amplifier,0.0,+1%,,-2%,
1019,Flow Excitor,0.63,,+9%,,+12.0
1020,Overloaded Solidifier,0.037,+1%,+2%,,
1021,Waveform Projector,0.333,+1%,,,+12.0
1022,Flow Battery,0.236,,+4%,-5%,
1023,Waveform Solidifier,0.37,,+2%,,+12.0
1024,Overloaded Accelerator,0.333,+1%,,,+12.0
1025,Overloaded Capture Cell,0.583,,,-8%,+12.0
1026,Atomic Solidifier,0.333,+1%,,-2%,+12.0
1027,Surge Solidifier,0.37,,+2%,,+12.0
1028,Flow Accelerator,0.458,,,-5%,+12.0
1029,Surge Projector,0.0,+1%,,-2%,
1030,Surge Energiser,0.37,,+2%,,+12.0
1031,Overloaded Injector,0.037,,+2%,-2%,
1032,Atomic Injector,0.079,,+2%,-3%,
1033,Flow Resonator,0.079,,+2%,-3%,
1034,Flow Capture Cell,0.333,,,-2%,+12.0
1035,Waveform Injector,0.0,+1%,,-2%,
1036,Atomic Energiser,0.333,+1%,,,+12.0
1037,Waveform Amplifier,0.333,+1%,,,+12.0
1038,Overloaded Amplifier,0.037,+1%,+2%,,
1039,Atomic Resonator,0.037,+1%,+2%,,
1040,Flow Resonator,0.333,+1%,,-2%,+12.0
1041,Flow Amplifier,0.333,+1%,,,+12.0
1042,Waveform Injector,0.333,,,-2%,+12.0
1043,Atomic Battery,0.333,+1%,,,+12.0
1044,Flow Capture Cell,0.333,,,-2%,+12.0
1045,Overloaded Projector,0.074,,+3%,-2%,
1046,Surge Accelerator,0.333,,,-2%,+12.0
1047,Surge Energiser,0.625,+1%,,-9%,+12.0
1048,Surge Solidifier,0.074,+1%,+3%,,
1049,Flow Excitor,0.037,+1%,+2%,,
1050,Flow Solidifier,0.185,,+6%,-2%,
1051,Waveform Resonator,0.037,+1%,+2%,,
1052,Overloaded Amplifier,0.444,+1%,+4%,,+12.0
1053,Overloaded Resonator,0.37,,+2%,,+12.0
1054,Overloaded Projector,0.333,+1%,,-2%,+12.0
1055,Atomic Energiser,0.333,+1%,,,+12.0
1056,Waveform Projector,0.333,,,-2%,+12.0
1057,Surge Amplifier,0.259,+1%,+8%,,
1058,Flow Solidifier,0.074,,+3%,-2%,
1059,Waveform Accelerator,0.037,+1%,+2%,,
1060,Surge Capture Cell,0.111,+1%,+4%,,
1061,Waveform Battery,0.333,+1%,+10%,-2%,
1062,Flow Projector,0.333,+1%,,,+12.0
