Seed	Name	Perfection	Weapon_Scan_Radius	Weapon_Scan_Discovery_Creature	Weapon_Scan_Discovery_Flora
624	Precision Siphon	0.351			+1,701%
625	Low-Heat Detector	0.414			+1,827%
626	Overclocked Visualiser	0.423		+1,660%	+1,186%
627	Low-Heat Detector	0.015		+1,030%	
628	Analog Detector	0.096		+1,191%	
629	Waveform Processor	0.1	+6%		
630	Waveform Sweep Ray	0.151			+1,302%
631	Waveform Scope	0.4	+9%		
632	Overclocked Detector	0.005			+1,009%
633	Analog Scope	0.259			+1,518%
634	Overclocked Scope	0.0		+1,000%	
635	Analog Detector	0.427	+9%	+1,053%	
636	Overclocked Prediction Unit	0.547	+6%		+1,893%
637	Analog Probe	0.2	+7%		
638	Analog Scope	0.3	+8%		
639	Waveform Probe	0.421		+1,841%	
640	Low-Heat Computer	0.252			+1,504%
641	Waveform Scope	0.109			+1,217%
642	Precision Scope	0.27		+1,540%	
643	Precision Visualiser	0.283		+1,566%	
644	Overclocked Sweep Ray	0.086			+1,171%
645	Precision Sweep Ray	0.1	+6%		
646	Precision Analysis Unit	0.4	+9%		
647	Waveform Visualiser	0.0		+1,000%	
648	Low-Heat Detector	0.413			+1,825%
649	Overclocked Detector	0.06		+1,119%	
650	Low-Heat Probe	0.39			+1,780%
651	Waveform Scope	0.025			+1,050%
652	Waveform Probe	0.254			+1,507%
653	Low-Heat Sweep Ray	0.5	+10%		
654	Waveform Siphon	0.1	+6%		
655	Waveform Processor	0.1	+6%		
656	Precision Visualiser	0.069			+1,137%
657	Precision Analysis Unit	0.31			+1,620%
658	Overclocked Probe	0.064		+1,127%	
659	Analog Scope	0.096		+1,192%	
660	Analog Prediction Unit	0.227		+1,454%	
661	Waveform Detector	0.2	+7%		
662	Overclocked Detector	0.4	+9%		+1,000%
663	Low-Heat Analysis Unit	0.114		+1,228%	
664	Waveform Sweep Ray	0.081			+1,162%
665	Precision Visualiser	0.063		+1,125%	
666	Analog Scope	0.448		+1,896%	
667	Waveform Analysis Unit	0.337		+1,674%	
668	Precision Visualiser	0.452	+6%	+1,704%	
669	Waveform Siphon	0.11		+1,219%	
670	Precision Siphon	0.0			+1,000%
671	Analog Analysis Unit	0.051		+1,102%	
672	Low-Heat Visualiser	0.419			+1,837%
673	Low-Heat Probe	0.259		+1,518%	
674	Waveform Analysis Unit	0.125			+1,250%
675	Analog Detector	0.227		+1,454%	
676	Precision Scope	0.1	+6%		
677	Overclocked Processor	0.334			+1,668%
678	Waveform Visualiser	0.04		+1,079%	
679	Analog Visualiser	0.019			+1,038%
680	Overclocked Sweep Ray	0.004		+1,007%	
681	Analog Siphon	0.051			+1,102%
682	Waveform Scope	0.3	+8%		
683	Precision Probe	0.232			+1,463%
684	Overclocked Computer	0.276			+1,552%
685	Analog Siphon	0.2	+7%		
686	Low-Heat Detector	0.1	+6%		
687	Low-Heat Sweep Ray	0.002		+1,004%	
688	Low-Heat Sweep Ray	0.1	+6%		
689	Overclocked Siphon	0.1	+6%		
690	Precision Analysis Unit	0.062			+1,124%
691	Precision Sweep Ray	0.247		+1,494%	
692	Analog Probe	0.016			+1,032%
693	Overclocked Scope	0.111	+6%		+1,021%
694	Analog Processor	0.2	+7%		
695	Analog Probe	0.315			+1,630%
696	Overclocked Visualiser	0.1	+6%		
697	Low-Heat Sweep Ray	0.217		+1,434%	
698	Low-Heat Detector	0.3	+8%		
699	Overclocked Siphon	0.496		+1,992%	
700	Analog Prediction Unit	0.2	+7%		
701	Precision Probe	0.5	+10%		
702	Precision Visualiser	0.245		+1,489%	
703	Overclocked Sweep Ray	0.1	+6%		
704	Waveform Computer	0.201		+1,401%	
705	Analog Detector	0.1	+6%		
706	Low-Heat Analysis Unit	0.115		+1,230%	
707	Precision Analysis Unit	0.299		+1,598%	
708	Precision Prediction Unit	0.05		+1,099%	
709	Low-Heat Analysis Unit	0.011		+1,021%	
710	Low-Heat Scope	0.5	+10%		
711	Analog Scope	0.121		+1,241%	
712	Analog Processor	0.318			+1,635%
713	Overclocked Prediction Unit	0.49			+1,980%
714	Waveform Prediction Unit	0.056		+1,111%	
715	Precision Computer	0.1	+6%	+1,000%	
716	Analog Analysis Unit	0.1			+1,200%
717	Precision Scope	0.002			+1,004%
718	Precision Scope	0.086		+1,171%	
719	Waveform Visualiser	0.1	+6%		
720	Overclocked Scope	0.327		+1,654%	+1,000%
721	Precision Sweep Ray	0.11		+1,220%	
722	Precision Sweep Ray	0.009		+1,017%	
723	Waveform Detector	0.276		+1,552%	
724	Analog Siphon	0.052		+1,021%	+1,082%
725	Overclocked Visualiser	0.737	+10%		+1,473%
726	Waveform Analysis Unit	0.0			+1,000%
727	Waveform Prediction Unit	0.043		+1,086%	
728	Overclocked Detector	0.1	+6%		
729	Precision Analysis Unit	0.433			+1,866%
730	Analog Prediction Unit	0.246		+1,492%	
731	Waveform Detector	0.318			+1,635%
732	Precision Computer	0.081			+1,161%
733	Analog Processor	0.361			+1,722%
734	Precision Analysis Unit	0.088			+1,175%
735	Overclocked Sweep Ray	0.0		+1,000%	
736	Precision Computer	0.022		+1,044%	
737	Waveform Prediction Unit	0.098			+1,195%
738	Waveform Prediction Unit	0.057			+1,114%
739	Analog Computer	0.383		+1,765%	
740	Low-Heat Computer	0.306		+1,612%	
741	Analog Analysis Unit	0.357		+1,714%	
742	Low-Heat Visualiser	0.384			+1,768%
743	Waveform Probe	0.054		+1,108%	
744	Low-Heat Scope	0.125			+1,249%
745	Analog Sweep Ray	0.1	+6%		
746	Overclocked Visualiser	0.614	+8%		+1,628%
747	Precision Analysis Unit	0.164		+1,328%	
748	Precision Detector	0.1	+6%		
749	Analog Siphon	0.056		+1,111%	
750	Analog Visualiser	0.049		+1,097%	
751	Low-Heat Sweep Ray	0.352		+1,703%	
752	Overclocked Computer	0.1	+6%		
753	Analog Sweep Ray	0.07			+1,139%
754	Overclocked Processor	0.414	+7%	+1,428%	
755	Analog Sweep Ray	0.339		+1,678%	
756	Precision Siphon	0.3	+8%		
757	Low-Heat Analysis Unit	0.1	+6%		
758	Low-Heat Detector	0.161		+1,322%	
759	Analog Siphon	0.5	+10%		
760	Waveform Analysis Unit	0.1	+6%		
761	Waveform Scope	0.3	+8%		
762	Precision Detector	0.391	+6%		+1,582%
763	Precision Analysis Unit	0.2	+7%		
764	Overclocked Sweep Ray	0.012		+1,024%	
765	Waveform Scope	0.003		+1,006%	
766	Analog Processor	0.1	+6%		
767	Precision Detector	0.211			+1,421%
768	Low-Heat Probe	0.075			+1,149%
769	Waveform Scope	0.031		+1,062%	
770	Low-Heat Processor	0.028			+1,055%
771	Waveform Analysis Unit	0.141		+1,281%	
772	Analog Processor	0.195			+1,389%
773	Overclocked Siphon	0.3			+1,600%
774	Analog Visualiser	0.2	+7%		
775	Waveform Probe	0.032			+1,064%
776	Low-Heat Siphon	0.499		+1,997%	
777	Low-Heat Scope	0.295		+1,589%	
778	Precision Processor	0.3	+8%		
779	Overclocked Processor	0.1	+6%		
780	Precision Prediction Unit	0.085			+1,169%
781	Waveform Analysis Unit	0.176			+1,352%
782	Overclocked Computer	0.41		+1,820%	
783	Low-Heat Siphon	0.18		+1,360%	
784	Precision Visualiser	0.146		+1,141%	+1,150%
785	Analog Prediction Unit	0.143		+1,285%	
786	Waveform Visualiser	0.313		+1,626%	
787	Overclocked Analysis Unit	0.1	+6%		
788	Waveform Visualiser	0.1	+6%		
789	Precision Scope	0.5	+10%		
790	Analog Sweep Ray	0.408	+9%		+1,016%
791	Low-Heat Analysis Unit	0.316		+1,631%	
792	Precision Probe	0.001			+1,002%
793	Overclocked Visualiser	0.2	+7%		
794	Precision Probe	0.048		+1,096%	
795	Analog Computer	0.008		+1,015%	
796	Waveform Detector	0.04		+1,080%	
797	Precision Siphon	0.005		+1,009%	
798	Waveform Processor	0.694	+7%	+1,987%	
799	Analog Siphon	0.194			+1,387%
800	Precision Visualiser	0.317			+1,634%
801	Low-Heat Scope	0.08			+1,159%
802	Low-Heat Detector	0.295			+1,590%
803	Overclocked Detector	0.084		+1,167%	
804	Analog Probe	0.082			+1,163%
805	Waveform Detector	0.08			+1,159%
806	Analog Analysis Unit	0.48			+1,960%
807	Analog Scope	0.27		+1,539%	
808	Waveform Analysis Unit	0.1	+6%		
809	Analog Detector	0.2	+7%		
810	Precision Siphon	0.326	+6%	+1,451%	
811	Analog Detector	0.328			+1,655%
812	Overclocked Visualiser	0.343		+1,686%	
813	Analog Analysis Unit	0.005			+1,010%
814	Analog Visualiser	0.331			+1,661%
815	Low-Heat Prediction Unit	0.14			+1,280%
816	Low-Heat Sweep Ray	0.056		+1,112%	
817	Waveform Probe	0.1	+6%		
818	Low-Heat Computer	0.118			+1,236%
819	Waveform Processor	0.45			+1,899%
820	Low-Heat Scope	0.2	+7%		
821	Precision Siphon	0.477		+1,953%	
822	Low-Heat Prediction Unit	0.092			+1,183%
823	Overclocked Visualiser	0.101	+6%		+1,002%
824	Analog Detector	0.274			+1,548%
825	Overclocked Processor	0.493	+6%	+1,785%	
826	Precision Sweep Ray	0.1	+6%		
827	Precision Analysis Unit	0.2	+7%		
828	Precision Detector	0.1	+6%		
829	Analog Sweep Ray	0.012		+1,024%	
830	Overclocked Detector	0.36		+1,209%	+1,510%
831	Overclocked Probe	0.2	+7%		
832	Precision Probe	0.362			+1,723%
833	Overclocked Prediction Unit	0.216			+1,432%
834	Analog Prediction Unit	0.3		+1,600%	
835	Precision Visualiser	0.2	+7%		
836	Low-Heat Visualiser	0.424	+8%	+1,247%	
837	Overclocked Processor	0.157			+1,313%
838	Analog Computer	0.273			+1,546%
839	Low-Heat Analysis Unit	0.362			+1,724%
840	Low-Heat Probe	0.458			+1,916%
841	Precision Prediction Unit	0.2	+7%		
842	Waveform Computer	0.3	+8%		
843	Overclocked Siphon	0.1	+6%		
844	Overclocked Prediction Unit	0.1	+6%		
845	Overclocked Processor	0.024			+1,048%
846	Analog Detector	0.001			+1,002%
847	Precision Prediction Unit	0.5	+10%		
848	Precision Computer	0.023		+1,045%	
849	Low-Heat Prediction Unit	0.208		+1,416%	+1,000%
850	Low-Heat Sweep Ray	0.133		+1,265%	
851	Waveform Probe	0.395	+8%		+1,189%
852	Analog Prediction Unit	0.044			+1,088%
853	Overclocked Analysis Unit	0.128		+1,255%	
854	Low-Heat Siphon	0.011		+1,021%	
855	Precision Visualiser	0.503		+1,682%	+1,322%
856	Waveform Processor	0.294		+1,588%	
857	Low-Heat Computer	0.745	+9%		+1,690%
858	Precision Probe	0.108		+1,215%	
859	Low-Heat Sweep Ray	0.2	+7%		
860	Precision Sweep Ray	0.136			+1,271%
861	Waveform Detector	0.009			+1,018%
862	Precision Probe	0.3	+8%		
863	Overclocked Visualiser	0.1	+6%		
864	Low-Heat Analysis Unit	0.187		+1,374%	
865	Low-Heat Processor	0.201	+7%	+1,002%	
866	Low-Heat Processor	0.169	+6%		+1,138%
867	Precision Detector	0.004			+1,008%
868	Analog Visualiser	0.008		+1,015%	
869	Overclocked Scope	0.249		+1,497%	
870	Overclocked Processor	0.1	+6%		
871	Waveform Processor	0.1	+6%		
872	Precision Computer	0.095			+1,189%
873	Overclocked Siphon	0.172		+1,344%	
874	Precision Siphon	0.437		+1,873%	
875	Analog Siphon	0.0		+1,000%	
876	Waveform Analysis Unit	0.3	+8%		
877	Overclocked Analysis Unit	0.1	+6%		
878	Analog Sweep Ray	0.1	+6%		
879	Precision Processor	0.072		+1,144%	
880	Low-Heat Visualiser	0.011		+1,021%	
881	Low-Heat Sweep Ray	0.2	+7%		
882	Analog Analysis Unit	0.281		+1,562%	
883	Waveform Visualiser	0.4	+9%		
884	Overclocked Processor	0.074			+1,148%
885	Precision Scope	0.001		+1,001%	
886	Precision Sweep Ray	0.001			+1,001%
887	Waveform Probe	0.3	+8%		
888	Waveform Prediction Unit	0.396		+1,791%	
889	Low-Heat Probe	0.022		+1,011%	+1,032%
890	Analog Sweep Ray	0.346			+1,691%
891	Precision Scope	0.575	+6%	+1,950%	
892	Low-Heat Computer	0.454		+1,907%	
893	Overclocked Processor	0.065			+1,130%
894	Low-Heat Visualiser	0.393		+1,785%	
895	Analog Processor	0.45		+1,900%	
896	Precision Analysis Unit	0.348			+1,695%
897	Waveform Computer	0.561	+6%		+1,922%
898	Analog Analysis Unit	0.315		+1,630%	
899	Precision Probe	0.202		+1,403%	
900	Overclocked Computer	0.0		+1,000%	
901	Low-Heat Probe	0.191			+1,381%
902	Analog Analysis Unit	0.101			+1,202%
903	Analog Siphon	0.241			+1,482%
904	Analog Sweep Ray	0.3	+8%		
905	Waveform Prediction Unit	0.109		+1,217%	
906	Analog Visualiser	0.184	+6%	+1,167%	
907	Overclocked Scope	0.002		+1,004%	
908	Analog Processor	0.0		+1,000%	
909	Waveform Visualiser	0.004			+1,007%
910	Waveform Processor	0.113	+6%	+1,026%	
911	Waveform Analysis Unit	0.171		+1,342%	
912	Analog Visualiser	0.471		+1,942%	
913	Analog Prediction Unit	0.433			+1,865%
914	Waveform Probe	0.782		+1,940%	+1,622%
915	Waveform Detector	0.004		+1,008%	
916	Precision Detector	0.044		+1,087%	
917	Analog Siphon	0.1	+6%		
918	Waveform Scope	0.43		+1,860%	
919	Overclocked Analysis Unit	0.024		+1,047%	
920	Precision Detector	0.5	+10%		
921	Waveform Probe	0.279	+6%	+1,358%	
922	Precision Sweep Ray	0.428			+1,856%
923	Waveform Sweep Ray	0.538	+9%	+1,275%	
924	Low-Heat Analysis Unit	0.3	+8%		
925	Analog Scope	0.5	+10%		
926	Low-Heat Visualiser	0.071		+1,079%	+1,063%
927	Low-Heat Sweep Ray	0.1	+6%		
928	Waveform Visualiser	0.137		+1,273%	
929	Waveform Sweep Ray	0.001		+1,001%	
930	Analog Prediction Unit	0.1	+6%		
931	Overclocked Probe	0.4	+9%		
932	Overclocked Scope	0.238			+1,475%
933	Waveform Analysis Unit	0.023		+1,045%	
934	Precision Processor	0.1	+6%		
935	Overclocked Computer	0.333			+1,665%
936	Analog Computer	0.174		+1,347%	
937	Precision Detector	0.1	+6%		
938	Low-Heat Scope	0.1	+6%		
939	Precision Sweep Ray	0.34	+6%	+1,480%	
940	Precision Scope	0.056			+1,112%
941	Low-Heat Computer	0.181			+1,362%
942	Low-Heat Detector	0.1	+6%		
943	Analog Computer	0.371		+1,742%	
944	Precision Processor	0.3			+1,600%
945	Precision Scope	0.193		+1,385%	
946	Waveform Detector	0.062			+1,124%
947	Precision Analysis Unit	0.301		+1,601%	
948	Precision Detector	0.1	+6%		
949	Precision Processor	0.021		+1,042%	
950	Overclocked Siphon	0.009		+1,017%	
951	Overclocked Detector	0.157		+1,305%	+1,008%
952	Analog Sweep Ray	0.228		+1,455%	
953	Analog Probe	0.2	+7%		
954	Overclocked Visualiser	0.2	+7%		
955	Overclocked Sweep Ray	0.1	+6%		
956	Precision Prediction Unit	0.2	+7%		
957	Precision Prediction Unit	0.288		+1,575%	
958	Analog Scope	0.4	+9%		
959	Waveform Computer	0.143		+1,286%	
960	Overclocked Probe	0.2	+7%		
961	Analog Sweep Ray	0.1	+6%		
962	Waveform Sweep Ray	0.422			+1,844%
963	Precision Probe	0.017			+1,033%
964	Overclocked Detector	0.5	+10%		
965	Waveform Detector	0.1	+6%		
966	Low-Heat Analysis Unit	0.1	+6%		
967	Analog Prediction Unit	0.31		+1,619%	
968	Overclocked Scope	0.1	+6%		
969	Waveform Scope	0.054			+1,107%
970	Waveform Scope	0.031		+1,061%	
971	Low-Heat Computer	0.5	+10%		
972	Waveform Detector	0.001		+1,002%	
973	Precision Analysis Unit	0.1	+6%		
974	Overclocked Sweep Ray	0.271	+6%		+1,341%
975	Analog Siphon	0.026		+1,051%	
976	Waveform Detector	0.287		+1,211%	+1,362%
977	Analog Prediction Unit	0.1	+6%		
978	Precision Processor	0.2	+7%		
979	Analog Probe	0.4	+9%		
980	Precision Probe	0.022			+1,044%
981	Analog Processor	0.022			+1,043%
982	Overclocked Detector	0.094		+1,187%	
983	Overclocked Scope	0.1	+6%		
984	Analog Probe	0.3	+8%		
985	Low-Heat Siphon	0.144			+1,287%
986	Precision Analysis Unit	0.3	+8%		
987	Overclocked Visualiser	0.303		+1,606%	
988	Low-Heat Analysis Unit	0.121			+1,241%
989	Waveform Analysis Unit	0.497			+1,993%
990	Waveform Probe	0.002			+1,004%
991	Analog Probe	0.1	+6%		
992	Analog Analysis Unit	0.024		+1,047%	
993	Low-Heat Visualiser	0.044			+1,088%
994	Precision Computer	0.033		+1,065%	
995	Analog Prediction Unit	0.061		+1,122%	
996	Low-Heat Sweep Ray	0.03			+1,060%
997	Waveform Prediction Unit	0.02			+1,040%
998	Precision Visualiser	0.3	+8%		
999	Low-Heat Scope	0.352		+1,704%	+1,000%
1000	Waveform Scope	0.391		+1,781%	
1001	Precision Siphon	0.211	+6%		+1,222%
1002	Low-Heat Probe	0.002			+1,004%
1003	Precision Sweep Ray	0.3	+8%		
1004	Waveform Visualiser	0.3	+8%		
1005	Overclocked Processor	0.356			+1,711%
1006	Overclocked Prediction Unit	0.124		+1,248%	
1007	Analog Processor	0.414		+1,828%	
1008	Analog Analysis Unit	0.5	+10%		
1009	Precision Prediction Unit	0.509	+10%	+1,017%	
1010	Waveform Probe	0.016		+1,032%	
1011	Overclocked Visualiser	0.3	+8%		
1012	Low-Heat Analysis Unit	0.2	+7%		
1013	Waveform Probe	0.243		+1,486%	
1014	Analog Computer	0.303		+1,605%	
1015	Waveform Probe	0.343			+1,685%
1016	Waveform Computer	0.073			+1,145%
1017	Overclocked Computer	0.2	+7%		
1018	Low-Heat Analysis Unit	0.1	+6%		
1019	Analog Siphon	0.29		+1,580%	
1020	Waveform Detector	0.5	+10%		
1021	Overclocked Sweep Ray	0.1	+6%		
1022	Analog Visualiser	0.099		+1,198%	
1023	Overclocked Detector	0.006			+1,012%
1024	Waveform Computer	0.1	+6%		
1025	Waveform Probe	0.469			+1,937%
1026	Precision Detector	0.408		+1,000%	+1,815%
1027	Low-Heat Detector	0.024			+1,047%
1028	Analog Computer	0.442		+1,883%	
1029	Low-Heat Sweep Ray	0.059			+1,117%
1030	Low-Heat Prediction Unit	0.012			+1,024%
1031	Waveform Processor	0.096		+1,191%	
1032	Precision Processor	0.187		+1,374%	
1033	Analog Scope	0.108		+1,215%	
1034	Analog Probe	0.248			+1,495%
1035	Overclocked Processor	0.0		+1,000%	
1036	Precision Prediction Unit	0.4	+9%		
1037	Overclocked Analysis Unit	0.1	+6%		
1038	Waveform Analysis Unit	0.3	+8%		
1039	Precision Scope	0.1	+6%		
1040	Analog Scope	0.239	+7%		+1,077%
1041	Analog Analysis Unit	0.1	+6%		
1042	Overclocked Processor	0.006		+1,011%	
1043	Precision Visualiser	0.5	+10%		
1044	Analog Probe	0.405			+1,809%
1045	Waveform Sweep Ray	0.394		+1,788%	
1046	Low-Heat Computer	0.022		+1,044%	
1047	Low-Heat Prediction Unit	0.1	+6%		
1048	Low-Heat Detector	0.1	+6%		
1049	Analog Siphon	0.4	+9%		
1050	Analog Detector	0.075		+1,149%	
1051	Overclocked Scope	0.1	+6%		
1052	Waveform Analysis Unit	0.337	+8%	+1,073%	
1053	Waveform Scope	0.227		+1,453%	
1054	Waveform Sweep Ray	0.556	+6%		+1,912%
1055	Precision Prediction Unit	0.277		+1,554%	
1056	Overclocked Sweep Ray	0.025		+1,049%	
1057	Low-Heat Analysis Unit	0.4	+9%		
1058	Analog Detector	0.023		+1,046%	
1059	Overclocked Computer	0.1	+6%		
1060	Low-Heat Probe	0.1	+6%		
1061	Overclocked Visualiser	0.5	+8%	+1,400%	
1062	Analog Sweep Ray	0.049			+1,098%
1063	Precision Computer	0.154			+1,307%
1064	Waveform Computer	0.343		+1,685%	
1065	Analog Visualiser	0.048			+1,095%
1066	Low-Heat Processor	0.293			+1,586%
1067	Low-Heat Prediction Unit	0.5	+10%		
1068	Overclocked Analysis Unit	0.1	+6%		
1069	Overclocked Processor	0.2	+7%		
1070	Overclocked Detector	0.1	+6%		
1071	Low-Heat Computer	0.05		+1,099%	
1072	Overclocked Computer	0.043			+1,086%
1073	Waveform Scope	0.1	+6%		
1074	Low-Heat Probe	0.364		+1,728%	
1075	Analog Probe	0.07		+1,139%	
1076	Analog Siphon	0.049		+1,097%	
1077	Waveform Sweep Ray	0.294	+7%	+1,188%	
1078	Overclocked Siphon	0.1		+1,200%	
1079	Analog Scope	0.058			+1,116%
1080	Waveform Detector	0.362		+1,723%	
1081	Overclocked Sweep Ray	0.061		+1,122%	
1082	Precision Probe	0.04			+1,080%
1083	Analog Probe	0.01		+1,020%	
1084	Low-Heat Visualiser	0.463		+1,925%	
1085	Low-Heat Computer	0.098		+1,195%	
1086	Precision Prediction Unit	0.079		+1,158%	
1087	Precision Scope	0.004			+1,008%
1088	Waveform Prediction Unit	0.011		+1,021%	
1089	Overclocked Probe	0.095		+1,189%	
1090	Waveform Detector	0.4	+9%		
1091	Waveform Sweep Ray	0.333	+7%		+1,266%
1092	Analog Processor	0.4	+9%		
1093	Precision Analysis Unit	0.461			+1,922%
1094	Waveform Siphon	0.17			+1,340%
1095	Waveform Probe	0.351	+8%	+1,101%	
1096	Waveform Scope	0.1	+6%		
1097	Analog Visualiser	0.023		+1,045%	
1098	Overclocked Computer	0.241			+1,481%
1099	Overclocked Prediction Unit	0.003		+1,006%	
1100	Low-Heat Prediction Unit	0.4	+9%		
1101	Overclocked Scope	0.2		+1,399%	
1102	Analog Sweep Ray	0.2	+7%		
1103	Low-Heat Siphon	0.3	+8%		
1104	Low-Heat Processor	0.095		+1,189%	
1105	Waveform Analysis Unit	0.057		+1,114%	
1106	Waveform Probe	0.287			+1,573%
1107	Overclocked Detector	0.5	+10%		
1108	Precision Computer	0.04		+1,080%	
1109	Low-Heat Visualiser	0.336			+1,672%
1110	Low-Heat Probe	0.075			+1,150%
1111	Precision Siphon	0.001		+1,001%	
1112	Waveform Visualiser	0.2	+7%		
1113	Precision Prediction Unit	0.031		+1,062%	
1114	Overclocked Analysis Unit	0.008		+1,016%	
1115	Analog Visualiser	0.4	+9%		
1116	Waveform Siphon	0.042		+1,084%	
1117	Overclocked Processor	0.024		+1,048%	
1118	Waveform Analysis Unit	0.006			+1,012%
1119	Overclocked Sweep Ray	0.1	+6%		
1120	Waveform Sweep Ray	0.1	+6%		
1121	Precision Detector	0.009			+1,017%
1122	Low-Heat Probe	0.025			+1,050%
1123	Low-Heat Computer	0.0		+1,000%	
1124	Overclocked Probe	0.016		+1,031%	
1125	Waveform Prediction Unit	0.183			+1,365%
1126	Analog Visualiser	0.097		+1,193%	
1127	Overclocked Prediction Unit	0.1	+6%		
1128	Precision Prediction Unit	0.1	+6%		
1129	Waveform Sweep Ray	0.179			+1,357%
1130	Overclocked Computer	0.1	+6%		
1131	Waveform Sweep Ray	0.001		+1,002%	
1132	Waveform Probe	0.353	+6%		+1,506%
1133	Precision Computer	0.135	+6%	+1,069%	
1134	Overclocked Prediction Unit	0.024			+1,047%
1135	Waveform Scope	0.004			+1,008%
1136	Overclocked Detector	0.129		+1,257%	
1137	Precision Scope	0.053			+1,106%
1138	Low-Heat Visualiser	0.4	+9%		
1139	Overclocked Detector	0.065		+1,129%	
1140	Waveform Processor	0.1	+6%		
1141	Overclocked Computer	0.4	+9%		
1142	Precision Scope	0.083			+1,165%
1143	Waveform Probe	0.439			+1,878%
1144	Overclocked Computer	0.444		+1,887%	
1145	Low-Heat Scope	0.497			+1,993%
1146	Precision Processor	0.3	+8%		
1147	Overclocked Detector	0.063			+1,126%
1148	Analog Visualiser	0.304	+8%		+1,007%
1149	Analog Sweep Ray	0.443	+7%		+1,486%
1150	Analog Visualiser	0.087		+1,174%	
1151	Overclocked Detector	0.055		+1,109%	
1152	Precision Computer	0.28			+1,560%
1153	Analog Prediction Unit	0.016			+1,031%
1154	Overclocked Analysis Unit	0.228			+1,455%
1155	Analog Detector	0.057			+1,114%
