sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunRate
565,Efficient Liquid Ignitors,0.5,,+2%
566,Efficient Hyperthermal Pump,0.0,+1%,
567,Well-Made Sonic Batteries,0.5,,+2%
568,Reinforced Hyperthermal Pump,0.5,,+2%
569,Uncorroded Hyperthermal Pump,0.5,,+2%
570,Uncorroded Saline Beam,0.5,,+2%
571,Reinforced Saline Beam,0.5,,+2%
572,Re-sealed Saline Beam,0.5,+2%,
573,Efficient Liquid Ignitors,0.0,+1%,
574,Reinforced Sonic Batteries,0.5,,+2%
575,Uncorroded Liquid Ignitors,1.0,,+3%
576,Uncorroded Saline Beam,0.5,,+2%
577,Reinforced Saline Beam,1.0,,+3%
578,Uncorroded Ion Coils,0.0,+1%,
579,Well-Made Ion Coils,0.5,+2%,
580,Efficient Sonic Batteries,1.0,,+3%
581,Reinforced Liquid Ignitors,0.5,+2%,
582,Uncorroded Lux Stabiliser,0.0,+1%,
583,Efficient Lux Stabiliser,0.5,+2%,
584,Efficient Ion Coils,0.5,,+2%
585,Efficient Ion Coils,0.0,+1%,
586,Well-Made Lux Stabiliser,0.0,,+1%
587,Efficient Lux Stabiliser,0.5,+2%,
588,Efficient Hyperthermal Pump,0.5,+2%,
589,Efficient Sonar Array,0.0,+1%,
590,Reinforced Hyperthermal Pump,0.5,+2%,
591,Well-Made Saline Beam,0.5,+2%,
592,Well-Made Pressure Nozzle,0.5,,+2%
593,Reinforced Purifier Unit,0.5,,+2%
594,Well-Made Sonar Array,0.5,+2%,
595,Efficient Pressure Nozzle,0.0,+1%,
596,Reinforced Saline Beam,1.0,+3%,
597,Well-Made Saline Beam,1.0,+3%,
598,Reinforced Purifier Unit,0.0,+1%,
599,Reinforced Purifier Unit,0.0,+1%,
600,Efficient Saline Beam,1.0,,+3%
601,Efficient Purifier Unit,0.0,+1%,
602,Uncorroded Power Array,0.0,+1%,
603,Reinforced Sonic Batteries,1.0,,+3%
604,Uncorroded Sonar Array,0.5,,+2%
605,Well-Made Power Array,0.5,,+2%
606,Reinforced Power Array,0.5,,+2%
607,Reinforced Purifier Unit,0.0,+1%,
608,Uncorroded Lux Stabiliser,1.0,,+3%
609,Efficient Hyperthermal Pump,1.0,+3%,
610,Well-Made Lux Stabiliser,0.5,,+2%
611,Efficient Ion Coils,0.5,,+2%
612,Reinforced Purifier Unit,0.5,+2%,
613,Efficient Purifier Unit,0.5,,+2%
614,Uncorroded Saline Beam,0.5,,+2%
615,Efficient Saline Beam,0.5,+2%,
616,Well-Made Saline Beam,1.0,,+3%
617,Reinforced Ion Coils,0.5,,+2%
618,Efficient Hyperthermal Pump,0.5,,+2%
619,Re-sealed Purifier Unit,1.0,,+3%
620,Well-Made Liquid Ignitors,1.0,,+3%
621,Uncorroded Pressure Nozzle,0.0,+1%,
622,Well-Made Liquid Ignitors,0.5,,+2%
623,Uncorroded Ion Coils,0.0,+1%,
624,Well-Made Sonar Array,0.5,,+2%
625,Uncorroded Liquid Ignitors,0.0,+1%,
626,Efficient Pressure Nozzle,0.0,,+1%
627,Uncorroded Liquid Ignitors,0.0,+1%,
628,Re-sealed Liquid Ignitors,1.0,,+3%
629,Reinforced Saline Beam,0.5,,+2%
630,Reinforced Lux Stabiliser,0.5,,+2%
631,Reinforced Purifier Unit,0.5,+2%,
632,Efficient Liquid Ignitors,0.5,,+2%
633,Re-sealed Purifier Unit,0.5,,+2%
634,Efficient Purifier Unit,0.5,,+2%
635,Re-sealed Liquid Ignitors,0.0,+1%,
636,Efficient Hyperthermal Pump,0.5,,+2%
637,Re-sealed Power Array,0.5,,+2%
638,Re-sealed Purifier Unit,0.5,,+2%
639,Reinforced Power Array,1.0,,+3%
640,Uncorroded Ion Coils,0.5,,+2%
641,Reinforced Purifier Unit,0.5,,+2%
642,Well-Made Purifier Unit,0.5,,+2%
643,Well-Made Pressure Nozzle,0.0,+1%,
644,Efficient Lux Stabiliser,1.0,,+3%
645,Well-Made Lux Stabiliser,0.5,+2%,
646,Well-Made Sonic Batteries,0.0,+1%,
647,Reinforced Pressure Nozzle,1.0,,+3%
648,Uncorroded Liquid Ignitors,0.5,,+2%
649,Efficient Liquid Ignitors,0.5,,+2%
650,Uncorroded Power Array,0.5,,+2%
651,Reinforced Purifier Unit,0.0,+1%,
652,Reinforced Power Array,0.5,,+2%
653,Uncorroded Lux Stabiliser,0.5,+2%,
654,Reinforced Sonar Array,0.5,+2%,
655,Reinforced Saline Beam,0.5,,+2%
656,Well-Made Pressure Nozzle,0.5,,+2%
657,Well-Made Sonic Batteries,0.0,+1%,
658,Efficient Power Array,1.0,,+3%
659,Re-sealed Purifier Unit,0.5,,+2%
660,Re-sealed Hyperthermal Pump,0.0,+1%,
661,Reinforced Liquid Ignitors,0.5,+2%,
662,Efficient Liquid Ignitors,0.5,,+2%
663,Uncorroded Sonic Batteries,0.5,,+2%
664,Reinforced Lux Stabiliser,0.5,,+2%
665,Well-Made Pressure Nozzle,0.5,,+2%
666,Re-sealed Purifier Unit,1.0,,+3%
667,Reinforced Sonic Batteries,0.5,,+2%
668,Well-Made Pressure Nozzle,0.5,+2%,
669,Reinforced Sonar Array,0.0,+1%,
670,Well-Made Sonar Array,1.0,,+3%
671,Re-sealed Sonic Batteries,0.5,,+2%
672,Uncorroded Pressure Nozzle,0.5,,+2%
673,Uncorroded Power Array,0.0,+1%,
674,Reinforced Sonic Batteries,1.0,,+3%
675,Re-sealed Liquid Ignitors,0.5,,+2%
676,Well-Made Purifier Unit,0.5,+2%,
677,Efficient Saline Beam,0.5,,+2%
678,Reinforced Pressure Nozzle,0.5,,+2%
679,Re-sealed Pressure Nozzle,0.5,,+2%
680,Efficient Lux Stabiliser,0.0,+1%,
681,Re-sealed Sonar Array,0.0,+1%,
682,Reinforced Purifier Unit,0.5,,+2%
683,Well-Made Power Array,0.5,,+2%
684,Efficient Ion Coils,1.0,,+3%
685,Re-sealed Sonar Array,1.0,+3%,
686,Uncorroded Liquid Ignitors,0.5,+2%,
687,Uncorroded Lux Stabiliser,0.0,+1%,
688,Uncorroded Lux Stabiliser,0.0,+1%,
689,Efficient Sonar Array,0.5,,+2%
690,Well-Made Sonic Batteries,0.0,+1%,
691,Well-Made Lux Stabiliser,0.5,,+2%
692,Re-sealed Power Array,0.0,+1%,
693,Efficient Purifier Unit,0.5,+2%,
694,Re-sealed Saline Beam,0.5,+2%,
695,Re-sealed Power Array,0.5,,+2%
696,Efficient Pressure Nozzle,0.5,+2%,
697,Uncorroded Lux Stabiliser,0.5,,+2%
698,Uncorroded Liquid Ignitors,1.0,+3%,
699,Efficient Sonar Array,0.0,+1%,
700,Re-sealed Hyperthermal Pump,0.5,+2%,
701,Well-Made Power Array,0.5,+2%,
702,Well-Made Pressure Nozzle,0.5,,+2%
703,Efficient Lux Stabiliser,0.5,,+2%
704,Reinforced Ion Coils,1.0,,+3%
705,Re-sealed Liquid Ignitors,0.5,+2%,
706,Uncorroded Sonic Batteries,0.5,,+2%
707,Well-Made Sonic Batteries,0.0,+1%,
708,Well-Made Hyperthermal Pump,0.0,+1%,
709,Uncorroded Sonic Batteries,0.0,+1%,
710,Uncorroded Purifier Unit,0.5,+2%,
711,Re-sealed Purifier Unit,0.5,,+2%
712,Re-sealed Saline Beam,0.5,,+2%
713,Efficient Hyperthermal Pump,0.0,+1%,
714,Reinforced Hyperthermal Pump,1.0,,+3%
715,Well-Made Ion Coils,0.0,+1%,
716,Re-sealed Sonic Batteries,0.0,,+1%
717,Well-Made Purifier Unit,0.0,+1%,
718,Well-Made Purifier Unit,0.5,,+2%
719,Reinforced Pressure Nozzle,0.5,,+2%
720,Efficient Purifier Unit,1.0,,+3%
721,Well-Made Lux Stabiliser,1.0,,+3%
722,Well-Made Lux Stabiliser,1.0,,+3%
723,Reinforced Liquid Ignitors,0.5,,+2%
724,Re-sealed Sonar Array,1.0,,+3%
725,Efficient Pressure Nozzle,1.0,,+3%
726,Reinforced Sonic Batteries,0.5,,+2%
727,Reinforced Hyperthermal Pump,0.0,+1%,
728,Efficient Liquid Ignitors,0.5,+2%,
729,Well-Made Sonic Batteries,0.5,,+2%
730,Re-sealed Hyperthermal Pump,0.0,+1%,
731,Reinforced Liquid Ignitors,0.0,,+1%
732,Well-Made Ion Coils,0.5,,+2%
733,Re-sealed Saline Beam,0.0,+1%,
734,Well-Made Sonic Batteries,0.0,+1%,
735,Efficient Lux Stabiliser,0.0,+1%,
736,Well-Made Ion Coils,0.0,+1%,
737,Reinforced Hyperthermal Pump,0.5,,+2%
738,Reinforced Hyperthermal Pump,0.0,+1%,
739,Re-sealed Ion Coils,0.0,+1%,
740,Uncorroded Ion Coils,0.5,,+2%
741,Re-sealed Sonic Batteries,0.5,,+2%
742,Uncorroded Pressure Nozzle,0.5,,+2%
743,Reinforced Power Array,0.0,+1%,
744,Uncorroded Purifier Unit,0.5,,+2%
745,Re-sealed Lux Stabiliser,0.5,+2%,
746,Efficient Pressure Nozzle,1.0,,+3%
747,Well-Made Sonic Batteries,0.0,+1%,
748,Well-Made Liquid Ignitors,0.5,+2%,
749,Re-sealed Sonar Array,0.5,,+2%
750,Re-sealed Pressure Nozzle,1.0,,+3%
751,Uncorroded Lux Stabiliser,0.0,+1%,
752,Efficient Ion Coils,0.5,+2%,
753,Re-sealed Lux Stabiliser,0.5,,+2%
754,Efficient Saline Beam,0.5,+2%,
755,Re-sealed Lux Stabiliser,0.0,+1%,
756,Well-Made Sonar Array,0.5,+2%,
757,Uncorroded Sonic Batteries,0.5,,+2%
758,Uncorroded Liquid Ignitors,0.0,+1%,
759,Re-sealed Sonar Array,0.5,,+2%
760,Reinforced Sonic Batteries,0.5,+2%,
761,Reinforced Purifier Unit,0.5,,+2%
762,Well-Made Liquid Ignitors,0.5,,+2%
763,Well-Made Sonic Batteries,0.5,+2%,
764,Efficient Lux Stabiliser,0.0,+1%,
765,Reinforced Purifier Unit,0.0,+1%,
766,Re-sealed Saline Beam,0.5,,+2%
767,Well-Made Liquid Ignitors,0.5,,+2%
768,Uncorroded Power Array,0.0,+1%,
769,Reinforced Purifier Unit,0.0,+1%,
770,Uncorroded Saline Beam,0.5,,+2%
771,Reinforced Sonic Batteries,1.0,,+3%
772,Re-sealed Saline Beam,0.5,,+2%
773,Efficient Sonar Array,0.0,+1%,
774,Re-sealed Pressure Nozzle,0.5,+2%,
775,Reinforced Power Array,1.0,,+3%
776,Uncorroded Sonar Array,0.5,,+2%
777,Uncorroded Purifier Unit,0.0,+1%,
778,Well-Made Saline Beam,0.5,,+2%
779,Efficient Saline Beam,1.0,+3%,
780,Well-Made Hyperthermal Pump,0.0,+1%,
781,Reinforced Sonic Batteries,0.5,,+2%
782,Efficient Ion Coils,0.0,+1%,
783,Uncorroded Sonar Array,0.0,+1%,
784,Well-Made Pressure Nozzle,0.5,,+2%
785,Re-sealed Hyperthermal Pump,0.0,+1%,
786,Reinforced Pressure Nozzle,0.0,+1%,
787,Efficient Sonic Batteries,0.5,,+2%
788,Reinforced Pressure Nozzle,0.5,+2%,
789,Well-Made Purifier Unit,0.0,,+1%
790,Re-sealed Lux Stabiliser,0.0,+1%,
791,Uncorroded Sonic Batteries,0.0,+1%,
792,Well-Made Power Array,0.5,,+2%
793,Efficient Pressure Nozzle,0.5,+2%,
794,Well-Made Power Array,0.0,+1%,
795,Re-sealed Ion Coils,1.0,,+3%
796,Reinforced Liquid Ignitors,0.0,+1%,
797,Well-Made Sonar Array,1.0,,+3%
798,Reinforced Saline Beam,0.0,+1%,
799,Re-sealed Sonar Array,0.0,,+1%
800,Well-Made Pressure Nozzle,0.5,,+2%
801,Uncorroded Purifier Unit,0.5,,+2%
802,Uncorroded Liquid Ignitors,0.5,,+2%
803,Efficient Liquid Ignitors,0.0,+1%,
804,Re-sealed Power Array,0.5,,+2%
805,Reinforced Liquid Ignitors,0.5,,+2%
806,Re-sealed Sonic Batteries,0.0,,+1%
807,Re-sealed Purifier Unit,0.0,+1%,
808,Reinforced Sonic Batteries,0.5,+2%,
809,Re-sealed Liquid Ignitors,0.5,+2%,
810,Well-Made Sonar Array,1.0,+3%,
811,Re-sealed Liquid Ignitors,0.5,,+2%
812,Efficient Pressure Nozzle,0.0,+1%,
813,Re-sealed Sonic Batteries,0.5,,+2%
814,Re-sealed Pressure Nozzle,0.5,,+2%
815,Uncorroded Hyperthermal Pump,0.5,,+2%
816,Uncorroded Lux Stabiliser,1.0,,+3%
817,Reinforced Power Array,0.5,+2%,
818,Uncorroded Ion Coils,0.5,,+2%
819,Reinforced Saline Beam,0.5,,+2%
820,Uncorroded Purifier Unit,1.0,+3%,
821,Well-Made Sonar Array,0.5,,+2%
822,Uncorroded Hyperthermal Pump,0.0,+1%,
823,Efficient Pressure Nozzle,0.5,,+2%
824,Re-sealed Liquid Ignitors,0.5,,+2%
825,Efficient Saline Beam,0.5,+2%,
826,Well-Made Lux Stabiliser,0.5,+2%,
827,Well-Made Sonic Batteries,0.5,+2%,
828,Well-Made Liquid Ignitors,0.5,,+2%
829,Re-sealed Lux Stabiliser,0.5,,+2%
830,Efficient Liquid Ignitors,0.5,,+2%
831,Efficient Power Array,0.5,+2%,
832,Well-Made Power Array,0.5,,+2%
833,Efficient Hyperthermal Pump,0.5,,+2%
834,Re-sealed Hyperthermal Pump,0.5,,+2%
835,Well-Made Pressure Nozzle,0.5,+2%,
836,Uncorroded Pressure Nozzle,0.0,+1%,
837,Efficient Saline Beam,0.5,,+2%
838,Re-sealed Ion Coils,0.5,,+2%
839,Uncorroded Sonic Batteries,0.5,,+2%
840,Uncorroded Power Array,1.0,,+3%
841,Well-Made Hyperthermal Pump,0.5,,+2%
842,Reinforced Ion Coils,1.0,+3%,
843,Efficient Sonar Array,0.5,+2%,
844,Efficient Hyperthermal Pump,0.5,,+2%
845,Efficient Saline Beam,0.5,,+2%
846,Re-sealed Liquid Ignitors,1.0,,+3%
847,Well-Made Hyperthermal Pump,0.0,+1%,
848,Well-Made Ion Coils,0.0,+1%,
849,Uncorroded Hyperthermal Pump,0.5,,+2%
850,Uncorroded Lux Stabiliser,0.0,+1%,
851,Reinforced Power Array,0.0,,+1%
852,Re-sealed Hyperthermal Pump,0.5,,+2%
853,Efficient Sonic Batteries,0.0,+1%,
854,Uncorroded Sonar Array,0.5,,+2%
855,Well-Made Pressure Nozzle,0.5,,+2%
856,Reinforced Saline Beam,1.0,,+3%
857,Uncorroded Ion Coils,0.5,,+2%
858,Well-Made Power Array,0.0,+1%,
859,Uncorroded Lux Stabiliser,0.5,+2%,
860,Well-Made Lux Stabiliser,0.5,,+2%
861,Reinforced Liquid Ignitors,0.5,,+2%
862,Well-Made Power Array,0.5,,+2%
863,Efficient Pressure Nozzle,0.0,+1%,
864,Uncorroded Sonic Batteries,0.0,+1%,
865,Uncorroded Saline Beam,0.0,+1%,
866,Uncorroded Saline Beam,0.5,+2%,
867,Well-Made Liquid Ignitors,0.5,,+2%
868,Re-sealed Pressure Nozzle,0.5,,+2%
869,Efficient Purifier Unit,1.0,,+3%
870,Efficient Saline Beam,0.5,,+2%
871,Reinforced Saline Beam,0.5,+2%,
872,Well-Made Ion Coils,0.0,,+1%
873,Efficient Sonar Array,0.5,,+2%
874,Well-Made Sonar Array,0.5,,+2%
875,Re-sealed Sonar Array,0.0,+1%,
876,Reinforced Sonic Batteries,0.5,,+2%
877,Efficient Sonic Batteries,0.5,+2%,
878,Re-sealed Lux Stabiliser,0.5,+2%,
879,Well-Made Saline Beam,1.0,,+3%
880,Uncorroded Pressure Nozzle,0.5,,+2%
881,Uncorroded Lux Stabiliser,0.5,+2%,
882,Re-sealed Sonic Batteries,1.0,,+3%
883,Reinforced Pressure Nozzle,0.5,+2%,
884,Efficient Saline Beam,0.5,,+2%
885,Well-Made Purifier Unit,0.0,+1%,
886,Well-Made Lux Stabiliser,0.0,+1%,
887,Reinforced Power Array,0.5,+2%,
888,Reinforced Hyperthermal Pump,0.0,+1%,
889,Uncorroded Power Array,0.5,,+2%
890,Re-sealed Lux Stabiliser,0.5,,+2%
891,Well-Made Purifier Unit,0.0,+1%,
892,Uncorroded Ion Coils,0.5,,+2%
893,Efficient Saline Beam,0.5,,+2%
894,Uncorroded Pressure Nozzle,0.0,+1%,
895,Re-sealed Saline Beam,0.0,+1%,
896,Well-Made Sonic Batteries,0.5,,+2%
897,Reinforced Ion Coils,0.5,+2%,
898,Re-sealed Sonic Batteries,0.5,,+2%
899,Well-Made Power Array,0.0,+1%,
900,Efficient Ion Coils,0.0,+1%,
901,Uncorroded Power Array,0.5,,+2%
902,Re-sealed Sonic Batteries,0.5,,+2%
903,Re-sealed Sonar Array,0.0,+1%,
904,Re-sealed Lux Stabiliser,0.0,+1%,
905,Reinforced Hyperthermal Pump,0.5,,+2%
906,Re-sealed Pressure Nozzle,0.0,+1%,
907,Efficient Purifier Unit,0.5,,+2%
908,Re-sealed Saline Beam,1.0,,+3%
909,Reinforced Pressure Nozzle,0.5,,+2%
910,Reinforced Saline Beam,0.5,+2%,
911,Reinforced Sonic Batteries,0.0,+1%,
912,Re-sealed Pressure Nozzle,0.0,+1%,
913,Re-sealed Hyperthermal Pump,0.0,+1%,
914,Reinforced Power Array,0.5,,+2%
915,Reinforced Liquid Ignitors,0.0,+1%,
916,Well-Made Liquid Ignitors,0.5,,+2%
917,Re-sealed Sonar Array,0.5,,+2%
918,Reinforced Purifier Unit,0.0,+1%,
919,Efficient Sonic Batteries,0.5,,+2%
920,Well-Made Liquid Ignitors,0.5,+2%,
921,Reinforced Power Array,0.5,+2%,
922,Well-Made Lux Stabiliser,0.5,,+2%
923,Reinforced Lux Stabiliser,0.5,+2%,
924,Uncorroded Sonic Batteries,0.5,,+2%
925,Re-sealed Purifier Unit,1.0,+3%,
926,Uncorroded Pressure Nozzle,0.5,,+2%
927,Uncorroded Lux Stabiliser,0.5,+2%,
928,Reinforced Pressure Nozzle,0.5,,+2%
929,Reinforced Lux Stabiliser,0.5,,+2%
930,Re-sealed Hyperthermal Pump,0.5,+2%,
931,Efficient Power Array,0.5,+2%,
932,Efficient Purifier Unit,0.5,,+2%
933,Reinforced Sonic Batteries,0.5,,+2%
934,Well-Made Saline Beam,0.5,+2%,
935,Efficient Ion Coils,0.5,,+2%
936,Re-sealed Ion Coils,1.0,,+3%
937,Well-Made Liquid Ignitors,0.5,+2%,
938,Uncorroded Purifier Unit,0.5,+2%,
939,Well-Made Lux Stabiliser,0.0,+1%,
940,Well-Made Purifier Unit,0.5,,+2%
941,Uncorroded Ion Coils,0.5,,+2%
942,Uncorroded Liquid Ignitors,0.5,+2%,
943,Re-sealed Ion Coils,0.5,,+2%
944,Well-Made Saline Beam,0.5,,+2%
945,Well-Made Purifier Unit,0.0,+1%,
946,Reinforced Liquid Ignitors,0.5,,+2%
947,Well-Made Sonic Batteries,0.0,+1%,
948,Well-Made Liquid Ignitors,0.5,,+2%
949,Well-Made Saline Beam,0.5,,+2%
950,Efficient Sonar Array,0.0,+1%,
951,Efficient Liquid Ignitors,0.5,,+2%
952,Re-sealed Lux Stabiliser,0.0,+1%,
953,Re-sealed Power Array,0.5,+2%,
954,Efficient Pressure Nozzle,0.5,+2%,
955,Efficient Lux Stabiliser,0.5,+2%,
956,Well-Made Hyperthermal Pump,0.0,+1%,
957,Well-Made Hyperthermal Pump,1.0,,+3%
958,Re-sealed Purifier Unit,0.0,+1%,
959,Reinforced Ion Coils,0.0,+1%,
960,Efficient Power Array,0.5,,+2%
961,Re-sealed Lux Stabiliser,0.5,+2%,
962,Reinforced Lux Stabiliser,1.0,,+3%
963,Well-Made Power Array,0.5,,+2%
964,Efficient Liquid Ignitors,0.5,+2%,
965,Reinforced Liquid Ignitors,0.5,+2%,
966,Uncorroded Sonic Batteries,1.0,+3%,
967,Re-sealed Hyperthermal Pump,0.0,+1%,
968,Efficient Purifier Unit,0.5,+2%,
969,Reinforced Purifier Unit,0.5,,+2%
970,Reinforced Purifier Unit,0.5,,+2%
971,Uncorroded Ion Coils,0.5,+2%,
972,Reinforced Liquid Ignitors,0.0,+1%,
973,Well-Made Sonic Batteries,0.5,+2%,
974,Efficient Lux Stabiliser,0.5,,+2%
975,Re-sealed Sonar Array,0.0,+1%,
976,Reinforced Liquid Ignitors,0.5,,+2%
977,Re-sealed Hyperthermal Pump,0.5,+2%,
978,Well-Made Saline Beam,0.5,+2%,
979,Re-sealed Power Array,0.5,+2%,
980,Well-Made Power Array,0.5,,+2%
981,Re-sealed Saline Beam,0.5,,+2%
982,Efficient Liquid Ignitors,0.5,,+2%
983,Efficient Purifier Unit,0.5,+2%,
984,Re-sealed Power Array,0.5,+2%,
985,Uncorroded Sonar Array,0.5,,+2%
986,Well-Made Sonic Batteries,0.5,+2%,
987,Efficient Pressure Nozzle,1.0,,+3%
988,Uncorroded Sonic Batteries,0.0,+1%,
989,Reinforced Sonic Batteries,0.5,,+2%
990,Reinforced Power Array,0.5,,+2%
991,Re-sealed Power Array,0.5,+2%,
992,Re-sealed Sonic Batteries,0.0,+1%,
993,Uncorroded Pressure Nozzle,0.5,,+2%
994,Well-Made Ion Coils,0.5,,+2%
995,Re-sealed Hyperthermal Pump,0.0,+1%,
996,Uncorroded Lux Stabiliser,0.0,+1%,
997,Reinforced Hyperthermal Pump,0.5,,+2%
998,Well-Made Pressure Nozzle,0.5,,+2%
999,Uncorroded Purifier Unit,1.0,,+3%
1000,Reinforced Purifier Unit,0.5,,+2%
1001,Well-Made Sonar Array,0.5,,+2%
1002,Uncorroded Power Array,0.5,,+2%
1003,Well-Made Lux Stabiliser,0.5,+2%,
1004,Reinforced Pressure Nozzle,0.5,+2%,
1005,Efficient Saline Beam,0.5,,+2%
1006,Efficient Hyperthermal Pump,0.0,+1%,
1007,Re-sealed Saline Beam,0.0,+1%,
1008,Re-sealed Sonic Batteries,0.5,+2%,
1009,Well-Made Hyperthermal Pump,0.5,+2%,
1010,Reinforced Power Array,1.0,,+3%
1011,Efficient Pressure Nozzle,0.5,,+2%
1012,Uncorroded Sonic Batteries,0.5,,+2%
1013,Reinforced Power Array,0.5,,+2%
1014,Re-sealed Ion Coils,0.0,+1%,
1015,Reinforced Power Array,0.0,+1%,
1016,Reinforced Ion Coils,0.5,,+2%
1017,Efficient Ion Coils,0.5,+2%,
1018,Uncorroded Sonic Batteries,0.5,,+2%
1019,Re-sealed Sonar Array,0.0,+1%,
1020,Reinforced Liquid Ignitors,0.5,+2%,
1021,Efficient Lux Stabiliser,0.5,,+2%
1022,Re-sealed Pressure Nozzle,1.0,,+3%
1023,Efficient Liquid Ignitors,0.0,+1%,
1024,Reinforced Ion Coils,0.5,+2%,
1025,Reinforced Power Array,0.5,,+2%
1026,Well-Made Liquid Ignitors,0.5,,+2%
1027,Uncorroded Liquid Ignitors,0.5,,+2%
1028,Re-sealed Ion Coils,0.5,,+2%
1029,Uncorroded Lux Stabiliser,0.5,,+2%
1030,Uncorroded Hyperthermal Pump,0.5,,+2%
1031,Reinforced Saline Beam,0.5,,+2%
1032,Well-Made Saline Beam,0.5,,+2%
1033,Re-sealed Purifier Unit,1.0,,+3%
1034,Re-sealed Power Array,1.0,,+3%
1035,Efficient Saline Beam,0.5,,+2%
1036,Well-Made Hyperthermal Pump,0.5,,+2%
1037,Efficient Sonic Batteries,0.5,+2%,
1038,Reinforced Sonic Batteries,0.5,+2%,
1039,Well-Made Purifier Unit,0.5,+2%,
1040,Re-sealed Purifier Unit,0.5,,+2%
1041,Re-sealed Sonic Batteries,0.5,,+2%
1042,Efficient Saline Beam,0.5,,+2%
1043,Well-Made Pressure Nozzle,0.5,+2%,
1044,Re-sealed Power Array,1.0,,+3%
1045,Reinforced Lux Stabiliser,0.0,+1%,
1046,Uncorroded Ion Coils,0.5,,+2%
1047,Uncorroded Hyperthermal Pump,0.5,,+2%
1048,Uncorroded Liquid Ignitors,0.5,+2%,
1049,Re-sealed Sonar Array,1.0,+3%,
1050,Re-sealed Liquid Ignitors,1.0,,+3%
1051,Efficient Purifier Unit,0.5,+2%,
1052,Reinforced Sonic Batteries,0.0,+1%,
1053,Reinforced Purifier Unit,0.0,+1%,
1054,Reinforced Lux Stabiliser,0.5,,+2%
1055,Well-Made Hyperthermal Pump,0.0,+1%,
1056,Efficient Lux Stabiliser,0.5,,+2%
1057,Uncorroded Sonic Batteries,0.5,+2%,
1058,Re-sealed Liquid Ignitors,0.0,+1%,
1059,Efficient Ion Coils,0.5,+2%,
1060,Uncorroded Power Array,0.5,+2%,
1061,Efficient Pressure Nozzle,0.0,+1%,
1062,Re-sealed Lux Stabiliser,0.0,+1%,
1063,Well-Made Ion Coils,1.0,,+3%
1064,Reinforced Ion Coils,0.0,+1%,
1065,Re-sealed Pressure Nozzle,0.5,,+2%
1066,Uncorroded Saline Beam,0.0,+1%,
1067,Uncorroded Hyperthermal Pump,0.0,+1%,
1068,Efficient Sonic Batteries,1.0,+3%,
1069,Efficient Saline Beam,0.5,,+2%
1070,Efficient Liquid Ignitors,0.5,+2%,
1071,Uncorroded Ion Coils,0.5,,+2%
1072,Efficient Ion Coils,0.5,,+2%
1073,Reinforced Purifier Unit,0.5,+2%,
1074,Uncorroded Power Array,0.5,,+2%
1075,Re-sealed Power Array,0.0,+1%,
1076,Re-sealed Sonar Array,0.5,,+2%
1077,Reinforced Lux Stabiliser,0.5,+2%,
1078,Efficient Sonar Array,1.0,,+3%
1079,Re-sealed Purifier Unit,0.5,,+2%
1080,Reinforced Liquid Ignitors,0.5,,+2%
1081,Efficient Lux Stabiliser,0.5,,+2%
1082,Well-Made Power Array,0.5,,+2%
1083,Re-sealed Power Array,0.0,+1%,
1084,Uncorroded Pressure Nozzle,0.0,+1%,
1085,Uncorroded Ion Coils,1.0,,+3%
1086,Well-Made Hyperthermal Pump,0.5,,+2%
1087,Well-Made Purifier Unit,0.5,,+2%
1088,Reinforced Hyperthermal Pump,0.0,+1%,
1089,Efficient Power Array,0.5,,+2%
1090,Reinforced Liquid Ignitors,0.5,+2%,
1091,Reinforced Lux Stabiliser,0.5,,+2%
1092,Re-sealed Saline Beam,0.5,+2%,
1093,Well-Made Sonic Batteries,0.5,,+2%
1094,Reinforced Sonar Array,0.5,,+2%
1095,Reinforced Power Array,0.0,+1%,
1096,Reinforced Purifier Unit,0.5,+2%,
1097,Re-sealed Pressure Nozzle,0.0,+1%,
1098,Efficient Ion Coils,0.5,,+2%
1099,Efficient Hyperthermal Pump,0.5,,+2%
1100,Uncorroded Hyperthermal Pump,0.5,+2%,
1101,Efficient Purifier Unit,0.0,+1%,
1102,Re-sealed Lux Stabiliser,0.5,+2%,
1103,Uncorroded Sonar Array,1.0,+3%,
1104,Uncorroded Saline Beam,1.0,,+3%
1105,Reinforced Sonic Batteries,0.0,+1%,
1106,Reinforced Power Array,0.5,,+2%
1107,Efficient Liquid Ignitors,0.5,,+2%
1108,Well-Made Ion Coils,0.0,+1%,
1109,Uncorroded Pressure Nozzle,0.0,+1%,
1110,Uncorroded Power Array,0.5,,+2%
1111,Well-Made Sonar Array,0.0,+1%,
1112,Reinforced Pressure Nozzle,0.5,+2%,
1113,Well-Made Hyperthermal Pump,0.5,,+2%
1114,Efficient Sonic Batteries,0.0,+1%,
1115,Re-sealed Pressure Nozzle,0.5,+2%,
1116,Reinforced Sonar Array,0.0,+1%,
1117,Efficient Saline Beam,0.0,+1%,
1118,Reinforced Sonic Batteries,0.0,+1%,
1119,Efficient Lux Stabiliser,0.5,+2%,
1120,Reinforced Lux Stabiliser,0.0,+1%,
1121,Well-Made Liquid Ignitors,0.5,,+2%
1122,Uncorroded Power Array,1.0,,+3%
1123,Uncorroded Ion Coils,1.0,,+3%
1124,Efficient Power Array,0.5,,+2%
1125,Reinforced Hyperthermal Pump,0.0,+1%,
