sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunHeatTime,Vehicle_GunRate
624,Well-Made Accelerator,0.25,,,+2%
625,Copper Recycler,0.25,+1%,,+2%
626,Backup Magnets,0.344,,+2%,+2%
627,Copper Recycler,0.375,,+4%,
628,Additional Recycler,0.25,,+3%,
629,Reinforced Plating,0.0,+1%,,
630,Reinforced Stabiliser,0.25,,,+2%
631,Reinforced Core,0.25,+2%,,
632,Backup Recycler,0.688,,+3%,+3%
633,Additional Core,0.25,,,+2%
634,Backup Core,0.5,,+5%,
635,Additional Recycler,0.656,+2%,+4%,
636,Backup Generator Unit,0.25,+1%,,+2%
637,Additional Capacitors,0.25,+2%,,
638,Additional Core,0.25,+2%,,
639,Reinforced Capacitors,0.125,,+2%,
640,Copper Injectors,0.25,,,+2%
641,Reinforced Core,0.25,,,+2%
642,Well-Made Core,0.125,,+2%,
643,Well-Made Magnets,0.125,,+2%,
644,Backup Stabiliser,0.25,,,+2%
645,Well-Made Stabiliser,0.25,+1%,,+2%
646,Well-Made Mass Chamber,0.25,+2%,,
647,Reinforced Magnets,0.5,,+5%,
648,Copper Recycler,0.25,,,+2%
649,Backup Recycler,0.5,,+3%,+2%
650,Copper Capacitors,0.25,,,+2%
651,Reinforced Core,0.5,,,+3%
652,Reinforced Capacitors,0.25,,,+2%
653,Copper Stabiliser,0.5,+2%,+3%,
654,Reinforced Accelerator,0.0,+1%,,
655,Reinforced Plating,0.0,+1%,,
656,Well-Made Magnets,0.25,,,+2%
657,Well-Made Mass Chamber,0.25,,,+2%
658,Backup Capacitors,0.25,,+3%,
659,Additional Core,0.688,,+3%,+3%
660,Additional Generator Unit,0.125,,+2%,
661,Reinforced Recycler,0.0,+1%,,
662,Backup Recycler,0.75,+2%,,+3%
663,Copper Mass Chamber,0.25,,+3%,
664,Reinforced Stabiliser,0.25,,,+2%
665,Well-Made Magnets,0.5,,+3%,+2%
666,Additional Core,0.125,,+2%,
667,Reinforced Mass Chamber,0.125,,+2%,
668,Well-Made Magnets,0.156,+1%,+2%,
669,Reinforced Accelerator,0.25,,+3%,
670,Well-Made Accelerator,0.5,,,+3%
671,Additional Mass Chamber,0.25,,+3%,
672,Copper Magnets,0.25,,,+2%
673,Copper Capacitors,0.125,,+2%,
674,Reinforced Mass Chamber,0.25,,,+2%
675,Additional Recycler,0.125,,+2%,
676,Well-Made Core,0.0,+1%,,
677,Backup Plating,0.25,,,+2%
678,Reinforced Magnets,0.375,,+4%,
679,Additional Magnets,0.5,,,+3%
680,Backup Stabiliser,0.5,,+5%,
681,Additional Accelerator,0.25,,,+2%
682,Reinforced Core,0.75,+2%,,+3%
683,Well-Made Capacitors,0.25,,,+2%
684,Backup Injectors,0.25,,,+2%
685,Additional Accelerator,0.25,+2%,,
686,Copper Recycler,0.5,+1%,,+3%
687,Copper Stabiliser,0.5,,+5%,
688,Copper Stabiliser,0.0,+1%,,
689,Backup Accelerator,0.0,+1%,,
690,Well-Made Mass Chamber,0.25,,,+2%
691,Well-Made Stabiliser,0.125,,+2%,
692,Additional Capacitors,0.5,+1%,,+3%
693,Backup Core,0.5,+1%,,+3%
694,Additional Plating,0.625,+1%,+5%,
695,Additional Capacitors,0.25,,,+2%
696,Backup Magnets,0.0,+1%,,
697,Copper Stabiliser,0.125,,+2%,
698,Copper Recycler,0.5,+2%,+3%,
699,Backup Accelerator,0.125,,+2%,
700,Additional Generator Unit,0.25,+2%,,
701,Well-Made Capacitors,0.25,+2%,,
702,Well-Made Magnets,0.125,,+2%,
703,Backup Stabiliser,0.0,+1%,,
704,Reinforced Injectors,0.125,,+2%,
705,Additional Recycler,0.0,+1%,,
706,Copper Mass Chamber,0.25,,+3%,
707,Well-Made Mass Chamber,0.125,,+2%,
708,Well-Made Generator Unit,0.25,,+3%,
709,Copper Mass Chamber,0.375,,+4%,
710,Copper Core,0.25,+2%,,
711,Additional Core,0.25,,+3%,
712,Additional Plating,0.25,,,+2%
713,Backup Generator Unit,0.25,,,+2%
714,Reinforced Generator Unit,0.5,,+3%,+2%
715,Well-Made Injectors,0.625,+1%,+5%,
716,Additional Mass Chamber,0.25,,,+2%
717,Well-Made Core,0.5,,,+3%
718,Well-Made Core,0.25,,+3%,
719,Reinforced Magnets,0.25,+1%,,+2%
720,Backup Core,0.531,,+2%,+3%
721,Well-Made Stabiliser,0.25,,+3%,
722,Well-Made Stabiliser,0.812,,+5%,+2%
723,Reinforced Recycler,0.125,,+2%,
724,Additional Accelerator,0.844,,+4%,+3%
725,Backup Magnets,0.5,+2%,,+2%
726,Reinforced Mass Chamber,0.5,,,+3%
727,Reinforced Generator Unit,0.25,,+3%,
728,Backup Recycler,0.0,+1%,,
729,Well-Made Mass Chamber,0.25,,,+2%
730,Additional Generator Unit,0.125,,+2%,
731,Reinforced Recycler,0.812,,+5%,+2%
732,Well-Made Injectors,0.344,,+2%,+2%
733,Additional Plating,0.25,,,+2%
734,Well-Made Mass Chamber,0.25,,,+2%
735,Backup Stabiliser,0.5,,+5%,
736,Well-Made Injectors,0.656,+2%,+4%,
737,Reinforced Generator Unit,0.25,,,+2%
738,Reinforced Generator Unit,0.25,,,+2%
739,Additional Injectors,0.125,,+2%,
740,Copper Injectors,0.125,,+2%,
741,Additional Mass Chamber,0.125,,+2%,
742,Copper Magnets,0.25,,,+2%
743,Reinforced Capacitors,0.25,,+3%,
744,Copper Core,0.25,,,+2%
745,Additional Stabiliser,0.0,+1%,,
746,Backup Magnets,0.5,+2%,,+2%
747,Well-Made Mass Chamber,0.125,,+2%,
748,Well-Made Recycler,0.0,+1%,,
749,Additional Accelerator,0.25,,+3%,
750,Additional Magnets,0.25,,+3%,
751,Copper Stabiliser,0.344,+2%,+2%,
752,Backup Injectors,0.0,+1%,,
753,Additional Stabiliser,0.25,+1%,,+2%
754,Backup Plating,0.156,+1%,+2%,
755,Additional Stabiliser,0.125,,+2%,
756,Well-Made Accelerator,0.25,+2%,,
757,Copper Mass Chamber,0.0,+1%,,
758,Copper Recycler,0.125,,+2%,
759,Additional Accelerator,0.25,+2%,,
760,Reinforced Mass Chamber,0.0,+1%,,
761,Reinforced Core,0.25,+2%,,
762,Well-Made Recycler,0.25,+1%,,+2%
763,Well-Made Mass Chamber,0.25,+2%,,
764,Backup Stabiliser,0.375,,+4%,
765,Reinforced Core,0.812,+2%,+5%,
766,Additional Plating,0.25,+1%,,+2%
767,Well-Made Recycler,0.25,,,+2%
768,Copper Capacitors,0.25,,,+2%
769,Reinforced Core,0.375,,+4%,
770,Copper Plating,0.5,,,+3%
771,Reinforced Mass Chamber,0.125,,+2%,
772,Additional Plating,0.25,+1%,,+2%
773,Backup Accelerator,0.25,,,+2%
774,Additional Magnets,0.0,+1%,,
775,Reinforced Capacitors,0.5,,,+3%
776,Copper Accelerator,0.125,,+2%,
777,Copper Core,0.125,,+2%,
778,Well-Made Plating,0.25,+2%,,
779,Backup Plating,0.0,+1%,,
780,Well-Made Generator Unit,0.25,,,+2%
781,Reinforced Mass Chamber,0.25,,,+2%
782,Backup Injectors,0.125,,+2%,
783,Copper Accelerator,0.125,,+2%,
784,Well-Made Magnets,0.5,,+3%,+2%
785,Additional Generator Unit,0.125,,+2%,
786,Reinforced Magnets,0.125,,+2%,
787,Backup Mass Chamber,0.0,+1%,,
788,Reinforced Magnets,0.0,+1%,,
789,Well-Made Core,1.0,+3%,,+3%
790,Additional Stabiliser,0.75,+2%,,+3%
791,Copper Mass Chamber,0.125,,+2%,
792,Well-Made Capacitors,0.5,,,+3%
793,Backup Magnets,0.25,+2%,,
794,Well-Made Capacitors,0.25,,+3%,
795,Additional Injectors,0.812,,+5%,+2%
796,Reinforced Recycler,0.656,+2%,+4%,
797,Well-Made Accelerator,0.812,,+5%,+2%
798,Reinforced Plating,0.156,+1%,+2%,
799,Additional Accelerator,0.25,,,+2%
800,Well-Made Magnets,0.25,,,+2%
801,Copper Core,0.25,,,+2%
802,Copper Recycler,0.25,,,+2%
803,Backup Recycler,0.25,,+3%,
804,Additional Capacitors,0.25,,,+2%
805,Reinforced Recycler,0.25,,,+2%
806,Additional Mass Chamber,0.25,,,+2%
807,Additional Core,0.125,,+2%,
808,Reinforced Mass Chamber,0.0,+1%,,
809,Additional Recycler,0.25,+2%,,
810,Well-Made Accelerator,0.156,+1%,+2%,
811,Additional Recycler,0.5,,+3%,+2%
812,Backup Magnets,0.125,,+2%,
813,Additional Mass Chamber,0.5,,,+3%
814,Additional Magnets,0.25,,,+2%
815,Copper Generator Unit,0.25,,,+2%
816,Copper Stabiliser,0.5,,+3%,+2%
817,Reinforced Capacitors,0.625,+1%,+5%,
818,Copper Injectors,0.25,,,+2%
819,Reinforced Plating,0.25,,,+2%
820,Copper Core,0.25,+2%,,
821,Well-Made Accelerator,0.125,,+2%,
822,Copper Generator Unit,0.25,,,+2%
823,Backup Magnets,0.5,+1%,,+3%
824,Additional Recycler,0.25,,,+2%
825,Backup Plating,0.156,+1%,+2%,
826,Well-Made Stabiliser,0.0,+1%,,
827,Well-Made Mass Chamber,0.25,+2%,,
828,Well-Made Recycler,0.25,+1%,,+2%
829,Additional Stabiliser,0.375,,+4%,
830,Backup Recycler,0.5,,+3%,+2%
831,Backup Capacitors,0.0,+1%,,
832,Well-Made Capacitors,0.25,,,+2%
833,Backup Generator Unit,0.25,,,+2%
834,Additional Generator Unit,0.125,,+2%,
835,Well-Made Magnets,0.0,+1%,,
836,Copper Magnets,0.5,+2%,+3%,
837,Backup Plating,0.5,+2%,,+2%
838,Additional Injectors,0.5,,+3%,+2%
839,Copper Mass Chamber,0.25,,,+2%
840,Copper Capacitors,0.25,,,+2%
841,Well-Made Generator Unit,0.25,+2%,,
842,Reinforced Injectors,0.656,+2%,+4%,
843,Backup Accelerator,0.25,+1%,,+2%
844,Backup Generator Unit,0.0,+1%,,
845,Backup Plating,0.5,,,+3%
846,Additional Recycler,0.5,,,+3%
847,Well-Made Generator Unit,0.25,+2%,,
848,Well-Made Injectors,0.375,,+4%,
849,Copper Generator Unit,0.531,,+2%,+3%
850,Copper Stabiliser,0.125,,+2%,
851,Reinforced Capacitors,0.5,+2%,,+2%
852,Additional Generator Unit,0.25,,,+2%
853,Backup Mass Chamber,0.156,+1%,+2%,
854,Copper Accelerator,0.375,,+4%,
855,Well-Made Magnets,0.344,,+2%,+2%
856,Reinforced Plating,0.125,,+2%,
857,Copper Injectors,0.5,+2%,,+2%
858,Well-Made Capacitors,0.25,,+3%,
859,Copper Stabiliser,0.25,+2%,,
860,Well-Made Stabiliser,0.25,,,+2%
861,Reinforced Recycler,0.5,,,+3%
862,Well-Made Capacitors,0.25,+2%,,
863,Backup Magnets,0.0,+1%,,
864,Copper Mass Chamber,0.125,,+2%,
865,Copper Plating,0.812,+2%,+5%,
866,Copper Plating,0.25,+1%,,+2%
867,Well-Made Recycler,0.5,,,+3%
868,Additional Magnets,0.812,,+5%,+2%
869,Backup Core,0.125,,+2%,
870,Backup Plating,0.25,+1%,,+2%
871,Reinforced Plating,0.0,+1%,,
872,Well-Made Injectors,0.25,,,+2%
873,Backup Accelerator,0.125,,+2%,
874,Well-Made Accelerator,0.125,,+2%,
875,Additional Accelerator,0.5,,+5%,
876,Reinforced Mass Chamber,0.75,+2%,,+3%
877,Backup Mass Chamber,0.0,+1%,,
878,Additional Stabiliser,0.0,+1%,,
879,Well-Made Plating,0.25,,+3%,
880,Copper Magnets,0.656,,+4%,+2%
881,Copper Stabiliser,0.25,+2%,,
882,Additional Mass Chamber,0.125,,+2%,
883,Reinforced Magnets,0.25,+2%,,
884,Backup Plating,0.25,+1%,,+2%
885,Well-Made Core,0.5,,+5%,
886,Well-Made Stabiliser,0.5,,,+3%
887,Reinforced Capacitors,0.25,+2%,,
888,Reinforced Generator Unit,0.125,,+2%,
889,Copper Capacitors,1.0,,+5%,+3%
890,Additional Stabiliser,0.25,,,+2%
891,Well-Made Core,0.156,+1%,+2%,
892,Copper Injectors,0.531,,+2%,+3%
893,Backup Plating,0.25,,,+2%
894,Copper Magnets,0.344,+2%,+2%,
895,Additional Plating,0.125,,+2%,
896,Well-Made Mass Chamber,0.25,,,+2%
897,Reinforced Injectors,0.25,+1%,,+2%
898,Additional Mass Chamber,0.125,,+2%,
899,Well-Made Capacitors,0.156,+1%,+2%,
900,Backup Injectors,0.5,,+5%,
901,Copper Capacitors,0.25,,,+2%
902,Additional Mass Chamber,0.25,+1%,,+2%
903,Additional Accelerator,0.25,,,+2%
904,Additional Stabiliser,0.25,+2%,,
905,Reinforced Generator Unit,0.5,,+3%,+2%
906,Additional Magnets,0.312,+1%,+3%,
907,Backup Core,1.0,,+5%,+3%
908,Additional Plating,0.5,,+5%,
909,Reinforced Magnets,0.5,,,+3%
910,Reinforced Plating,0.469,+1%,+4%,
911,Reinforced Mass Chamber,0.125,,+2%,
912,Additional Magnets,0.125,,+2%,
913,Additional Generator Unit,0.25,,,+2%
914,Reinforced Capacitors,0.344,,+2%,+2%
915,Reinforced Recycler,0.5,,+5%,
916,Well-Made Recycler,0.25,,+3%,
917,Additional Accelerator,0.5,+1%,,+3%
918,Reinforced Core,0.156,+1%,+2%,
919,Backup Mass Chamber,0.656,,+4%,+2%
920,Well-Made Recycler,0.5,+3%,,
921,Reinforced Capacitors,0.156,+1%,+2%,
922,Well-Made Stabiliser,0.344,,+2%,+2%
923,Reinforced Stabiliser,0.344,+2%,+2%,
924,Copper Mass Chamber,0.25,+2%,,
925,Additional Core,0.844,+3%,+4%,
926,Copper Magnets,0.844,,+4%,+3%
927,Copper Stabiliser,0.0,+1%,,
928,Reinforced Magnets,0.125,,+2%,
929,Reinforced Stabiliser,0.5,,+5%,
930,Additional Generator Unit,0.0,+1%,,
931,Backup Capacitors,0.344,+2%,+2%,
932,Backup Core,0.25,,,+2%
933,Reinforced Mass Chamber,0.656,,+4%,+2%
934,Well-Made Plating,0.0,+1%,,
935,Backup Injectors,0.25,,,+2%
936,Additional Injectors,0.125,,+2%,
937,Well-Made Recycler,0.156,+1%,+2%,
938,Copper Core,0.0,+1%,,
939,Well-Made Stabiliser,0.156,+1%,+2%,
940,Well-Made Core,0.25,,,+2%
941,Copper Injectors,0.25,,,+2%
942,Copper Recycler,0.0,+1%,,
943,Additional Injectors,0.125,,+2%,
944,Well-Made Plating,0.656,,+4%,+2%
945,Well-Made Core,0.125,,+2%,
946,Reinforced Recycler,0.25,,,+2%
947,Well-Made Mass Chamber,0.125,,+2%,
948,Well-Made Recycler,0.25,+1%,,+2%
949,Well-Made Plating,0.375,,+4%,
950,Backup Accelerator,0.5,,+5%,
951,Backup Recycler,0.531,,+2%,+3%
952,Additional Stabiliser,0.125,,+2%,
953,Additional Capacitors,0.25,+2%,,
954,Backup Magnets,0.0,+1%,,
955,Backup Stabiliser,0.156,+1%,+2%,
956,Well-Made Generator Unit,0.0,+1%,,
957,Well-Made Generator Unit,0.344,,+2%,+2%
958,Additional Core,0.5,+2%,,+2%
959,Reinforced Injectors,0.125,,+2%,
960,Backup Capacitors,0.25,+2%,,
961,Additional Stabiliser,0.0,+1%,,
962,Reinforced Stabiliser,0.25,,,+2%
963,Well-Made Capacitors,0.5,,,+3%
964,Backup Recycler,0.5,+3%,,
965,Reinforced Recycler,0.0,+1%,,
966,Copper Mass Chamber,0.0,+1%,,
967,Additional Generator Unit,0.156,+1%,+2%,
968,Backup Core,0.0,+1%,,
969,Reinforced Core,0.25,,,+2%
970,Reinforced Core,0.375,,+4%,
971,Copper Injectors,0.5,+3%,,
972,Reinforced Recycler,0.5,,+5%,
973,Well-Made Mass Chamber,0.0,+1%,,
974,Backup Stabiliser,0.25,+1%,,+2%
975,Additional Accelerator,0.469,+1%,+4%,
976,Reinforced Recycler,0.5,,+3%,+2%
977,Additional Generator Unit,0.0,+1%,,
978,Well-Made Plating,0.0,+1%,,
979,Additional Capacitors,0.25,+2%,,
980,Well-Made Capacitors,0.5,,,+3%
981,Additional Plating,0.5,+1%,,+3%
982,Backup Recycler,0.25,,+3%,
983,Backup Core,0.469,+1%,+4%,
984,Additional Capacitors,0.344,+2%,+2%,
985,Copper Accelerator,0.25,,,+2%
986,Well-Made Mass Chamber,0.25,+2%,,
987,Backup Magnets,0.125,,+2%,
988,Copper Mass Chamber,0.25,,,+2%
989,Reinforced Mass Chamber,0.25,,,+2%
990,Reinforced Capacitors,0.5,,,+3%
991,Additional Capacitors,0.0,+1%,,
992,Additional Mass Chamber,0.375,,+4%,
993,Copper Magnets,0.656,,+4%,+2%
994,Well-Made Injectors,0.844,,+4%,+3%
995,Additional Generator Unit,0.25,,+3%,
996,Copper Stabiliser,0.5,,,+3%
997,Reinforced Generator Unit,0.5,,,+3%
998,Well-Made Magnets,0.25,+2%,,
999,Copper Core,0.531,,+2%,+3%
1000,Reinforced Core,0.344,,+2%,+2%
1001,Well-Made Accelerator,0.25,+1%,,+2%
1002,Copper Capacitors,0.5,,,+3%
1003,Well-Made Stabiliser,0.75,+2%,,+3%
1004,Reinforced Magnets,0.25,+2%,,
1005,Backup Plating,0.25,,,+2%
1006,Backup Generator Unit,0.25,,+3%,
1007,Additional Plating,0.125,,+2%,
1008,Additional Mass Chamber,0.25,+2%,,
1009,Well-Made Generator Unit,1.0,+3%,+5%,
1010,Reinforced Capacitors,0.375,,+4%,
1011,Backup Magnets,0.25,+2%,,
1012,Copper Mass Chamber,0.25,+2%,,
1013,Reinforced Capacitors,0.125,,+2%,
1014,Additional Injectors,0.125,,+2%,
1015,Reinforced Capacitors,0.25,+1%,,+2%
1016,Reinforced Injectors,0.25,,,+2%
1017,Backup Injectors,0.25,+2%,,
1018,Copper Mass Chamber,0.0,+1%,,
1019,Additional Accelerator,0.125,,+2%,
1020,Reinforced Recycler,0.5,+3%,,
1021,Backup Stabiliser,0.25,+1%,,+2%
1022,Additional Magnets,0.25,,+3%,
1023,Backup Recycler,0.5,,,+3%
1024,Reinforced Injectors,0.0,+1%,,
1025,Reinforced Capacitors,0.344,,+2%,+2%
1026,Well-Made Recycler,0.812,,+5%,+2%
1027,Copper Recycler,0.5,,,+3%
1028,Additional Injectors,0.125,,+2%,
1029,Copper Stabiliser,0.25,,,+2%
1030,Copper Generator Unit,0.5,,,+3%
1031,Reinforced Plating,0.25,,+3%,
1032,Well-Made Plating,0.125,,+2%,
1033,Additional Core,0.25,,+3%,
1034,Additional Capacitors,0.25,,,+2%
1035,Backup Plating,0.5,,+5%,
1036,Well-Made Generator Unit,0.25,+2%,,
1037,Backup Mass Chamber,0.0,+1%,,
1038,Reinforced Mass Chamber,0.656,+2%,+4%,
1039,Well-Made Core,0.0,+1%,,
1040,Additional Core,0.75,+2%,,+3%
1041,Additional Mass Chamber,0.0,+1%,,
1042,Backup Plating,0.812,,+5%,+2%
1043,Well-Made Magnets,0.5,+3%,,
1044,Additional Capacitors,0.25,,,+2%
1045,Reinforced Stabiliser,0.344,+2%,+2%,
1046,Copper Injectors,0.375,,+4%,
1047,Copper Generator Unit,0.5,+1%,,+3%
1048,Copper Recycler,0.0,+1%,,
1049,Additional Accelerator,0.25,+2%,,
1050,Additional Recycler,0.25,,+3%,
1051,Backup Core,0.0,+1%,,
1052,Reinforced Mass Chamber,0.656,+2%,+4%,
1053,Reinforced Core,0.125,,+2%,
1054,Reinforced Stabiliser,0.25,+1%,,+2%
1055,Well-Made Generator Unit,0.125,,+2%,
1056,Backup Stabiliser,0.375,,+4%,
1057,Copper Mass Chamber,0.25,+2%,,
1058,Additional Recycler,0.375,,+4%,
1059,Backup Injectors,0.0,+1%,,
1060,Copper Capacitors,0.0,+1%,,
1061,Backup Magnets,0.344,+2%,+2%,
1062,Additional Stabiliser,0.5,+2%,,+2%
1063,Well-Made Injectors,0.25,,,+2%
1064,Reinforced Injectors,0.125,,+2%,
1065,Additional Magnets,0.25,,,+2%
1066,Copper Plating,0.25,+1%,,+2%
1067,Copper Generator Unit,0.5,+2%,+3%,
1068,Backup Mass Chamber,0.0,+1%,,
1069,Backup Plating,0.25,+2%,,
1070,Backup Recycler,0.0,+1%,,
1071,Copper Injectors,0.5,,+3%,+2%
1072,Backup Injectors,0.25,,,+2%
1073,Reinforced Core,0.156,+1%,+2%,
1074,Copper Capacitors,0.125,,+2%,
1075,Additional Capacitors,0.25,,+3%,
1076,Additional Accelerator,0.25,,+3%,
1077,Reinforced Stabiliser,0.5,+2%,+3%,
1078,Backup Accelerator,0.25,,+3%,
1079,Additional Core,0.344,,+2%,+2%
1080,Reinforced Recycler,0.125,,+2%,
1081,Backup Stabiliser,0.25,,+3%,
1082,Well-Made Capacitors,0.531,,+2%,+3%
1083,Additional Capacitors,0.375,,+4%,
1084,Copper Magnets,0.531,+3%,+2%,
1085,Copper Injectors,0.25,,+3%,
1086,Well-Made Generator Unit,0.25,,+3%,
1087,Well-Made Core,0.688,,+3%,+3%
1088,Reinforced Generator Unit,0.469,+1%,+4%,
1089,Backup Capacitors,0.25,,+3%,
1090,Reinforced Recycler,0.344,+2%,+2%,
1091,Reinforced Stabiliser,0.5,+2%,,+2%
1092,Additional Plating,0.5,+2%,,+2%
1093,Well-Made Mass Chamber,0.25,,,+2%
1094,Reinforced Accelerator,0.25,,,+2%
1095,Reinforced Capacitors,0.5,+2%,+3%,
1096,Reinforced Core,0.0,+1%,,
1097,Additional Magnets,0.375,,+4%,
1098,Backup Injectors,0.25,,,+2%
1099,Backup Generator Unit,0.5,,+5%,
1100,Copper Generator Unit,0.5,+2%,+3%,
1101,Backup Core,0.125,,+2%,
1102,Additional Stabiliser,0.344,+2%,+2%,
1103,Copper Accelerator,0.812,+2%,+5%,
1104,Copper Plating,0.25,,+3%,
1105,Reinforced Mass Chamber,0.25,,+3%,
1106,Reinforced Capacitors,0.25,,,+2%
1107,Backup Recycler,0.25,+2%,,
1108,Well-Made Injectors,0.375,,+4%,
1109,Copper Magnets,0.25,,,+2%
1110,Copper Capacitors,0.25,,,+2%
1111,Well-Made Accelerator,0.5,,+5%,
1112,Reinforced Magnets,0.25,+2%,,
1113,Well-Made Generator Unit,0.375,,+4%,
1114,Backup Mass Chamber,0.812,+2%,+5%,
1115,Additional Magnets,0.5,+2%,,+2%
1116,Reinforced Accelerator,0.375,,+4%,
1117,Backup Plating,0.375,,+4%,
1118,Reinforced Mass Chamber,0.5,,,+3%
1119,Backup Stabiliser,0.0,+1%,,
1120,Reinforced Stabiliser,0.0,+1%,,
1121,Well-Made Recycler,0.5,,,+3%
1122,Copper Capacitors,0.5,,,+3%
1123,Copper Injectors,0.812,,+5%,+2%
1124,Backup Capacitors,0.375,,+4%,
1125,Reinforced Generator Unit,0.25,+1%,,+2%
1126,Additional Magnets,0.5,,+3%,+2%
1127,Backup Generator Unit,0.0,+1%,,
1128,Well-Made Generator Unit,0.0,+1%,,
1129,Reinforced Stabiliser,0.25,,,+2%
1130,Backup Injectors,0.0,+1%,,
1131,Reinforced Stabiliser,0.5,,+5%,
1132,Reinforced Capacitors,0.25,+1%,,+2%
1133,Well-Made Injectors,0.469,+1%,+4%,
1134,Backup Generator Unit,0.5,,,+3%
1135,Reinforced Core,0.5,,,+3%
1136,Backup Recycler,0.125,,+2%,
1137,Well-Made Core,0.25,,,+2%
1138,Copper Magnets,0.25,+2%,,
1139,Backup Recycler,0.312,+1%,+3%,
1140,Reinforced Plating,0.0,+1%,,
1141,Backup Injectors,0.344,+2%,+2%,
1142,Well-Made Core,0.25,,,+2%
1143,Reinforced Capacitors,0.25,,,+2%
1144,Backup Injectors,0.125,,+2%,
1145,Copper Core,0.25,,,+2%
1146,Well-Made Plating,0.344,+2%,+2%,
1147,Backup Recycler,0.25,+1%,,+2%
1148,Additional Magnets,0.75,+2%,,+3%
1149,Additional Stabiliser,0.5,+2%,,+2%
1150,Additional Magnets,0.5,+2%,+3%,
1151,Backup Recycler,0.25,,+3%,
1152,Well-Made Injectors,0.25,,,+2%
1153,Additional Generator Unit,0.5,,,+3%
1154,Backup Mass Chamber,0.25,,,+2%
1155,Additional Recycler,0.25,,,+2%
1156,Well-Made Recycler,0.5,+3%,,
1157,Additional Recycler,0.5,,,+3%
1158,Backup Injectors,0.344,+2%,+2%,
1159,Additional Stabiliser,0.5,,,+3%
1160,Additional Plating,0.25,,+3%,
1161,Backup Stabiliser,0.125,,+2%,
1162,Reinforced Plating,0.0,+1%,,
1163,Backup Mass Chamber,0.5,,,+3%
1164,Additional Accelerator,0.25,+2%,,
1165,Backup Magnets,0.25,+2%,,
1166,Copper Plating,0.312,+1%,+3%,
1167,Reinforced Magnets,0.125,,+2%,
1168,Well-Made Mass Chamber,0.25,,,+2%
1169,Backup Injectors,0.25,,,+2%
1170,Well-Made Injectors,1.0,,+5%,+3%
1171,Copper Mass Chamber,0.25,,,+2%
1172,Reinforced Capacitors,0.125,,+2%,
1173,Reinforced Accelerator,0.125,,+2%,
1174,Well-Made Capacitors,0.125,,+2%,
1175,Well-Made Plating,0.5,,,+3%
1176,Well-Made Plating,0.0,+1%,,
1177,Additional Generator Unit,0.125,,+2%,
1178,Additional Capacitors,0.125,,+2%,
1179,Well-Made Recycler,0.156,+1%,+2%,
1180,Copper Stabiliser,0.25,+2%,,
1181,Well-Made Core,0.5,+1%,,+3%
1182,Backup Plating,0.25,+2%,,
1183,Additional Accelerator,0.5,,+5%,
1184,Copper Recycler,0.25,,,+2%
1185,Backup Capacitors,0.25,,,+2%
1186,Copper Recycler,0.25,,,+2%
1187,Backup Generator Unit,0.344,,+2%,+2%
1188,Additional Recycler,0.125,,+2%,
1189,Copper Plating,0.25,,,+2%
1190,Well-Made Recycler,0.125,,+2%,
1191,Backup Accelerator,0.125,,+2%,
1192,Copper Capacitors,0.5,,+5%,
1193,Reinforced Plating,0.125,,+2%,
1194,Backup Capacitors,0.5,+2%,,+2%
1195,Reinforced Generator Unit,0.125,,+2%,
1196,Reinforced Capacitors,0.0,+1%,,
1197,Well-Made Stabiliser,0.5,,,+3%
1198,Additional Magnets,0.25,+2%,,
1199,Backup Injectors,0.125,,+2%,
1200,Well-Made Capacitors,0.25,,,+2%
1201,Additional Magnets,0.0,+1%,,
1202,Reinforced Magnets,0.0,+1%,,
1203,Well-Made Generator Unit,0.25,,+3%,
1204,Backup Generator Unit,0.0,+1%,,
1205,Reinforced Accelerator,0.25,,,+2%
1206,Reinforced Stabiliser,0.0,+1%,,
1207,Copper Mass Chamber,0.125,,+2%,
1208,Additional Stabiliser,0.5,+3%,,
1209,Copper Core,0.25,+2%,,
1210,Additional Injectors,0.25,+2%,,
1211,Well-Made Core,0.344,,+2%,+2%
1212,Reinforced Mass Chamber,0.5,+2%,,+2%
1213,Reinforced Capacitors,0.125,,+2%,
1214,Copper Capacitors,0.25,,,+2%
1215,Additional Stabiliser,0.844,,+4%,+3%
1216,Well-Made Generator Unit,0.125,,+2%,
1217,Backup Capacitors,0.5,+2%,,+2%
1218,Additional Capacitors,0.156,+1%,+2%,
1219,Copper Recycler,0.25,,,+2%
1220,Backup Generator Unit,0.25,+2%,,
1221,Well-Made Mass Chamber,0.0,+1%,,
1222,Reinforced Plating,0.25,+1%,,+2%
1223,Backup Accelerator,0.25,+1%,,+2%
1224,Additional Core,0.25,,,+2%
1225,Additional Injectors,0.344,+2%,+2%,
1226,Reinforced Stabiliser,0.344,+2%,+2%,
1227,Copper Plating,0.25,+2%,,
1228,Well-Made Magnets,0.5,,,+3%
1229,Backup Core,0.5,,+5%,
1230,Well-Made Capacitors,0.375,,+4%,
1231,Backup Stabiliser,0.5,,,+3%
1232,Well-Made Mass Chamber,0.0,+1%,,
1233,Reinforced Recycler,0.5,+2%,,+2%
1234,Backup Plating,0.75,+2%,,+3%
1235,Well-Made Injectors,0.25,+1%,,+2%
1236,Well-Made Stabiliser,0.25,+2%,,
