Seed,Name,Perfection,Vehicle_LaserDamage,Vehicle_LaserHeatTime
617,Enhanced Lens Optics,0.25,,+2%
618,Efficient Light Filter,0.25,,+2%
619,Boosted Cooling System,1.0,,+5%
620,Additional Photon Mirror,0.75,,+4%
621,Retuned Diode Battery,0.167,+7%,
622,Additional Photon Mirror,0.25,,+2%
623,Retuned Lens Optics,0.167,+7%,
624,Additional Beam Amplifier,0.25,,+2%
625,Retuned Photon Mirror,0.167,+7%,
626,Efficient Diode Battery,0.25,,+2%
627,Retuned Photon Mirror,0.167,+7%,
628,Boosted Photon Mirror,0.75,,+4%
629,Enhanced Emission Chamber,0.25,,+2%
630,Enhanced Output Coupler,0.25,,+2%
631,Enhanced Cooling System,0.5,+9%,
632,Efficient Photon Mirror,0.25,,+2%
633,Boosted Cooling System,0.5,,+3%
634,Efficient Cooling System,0.5,,+3%
635,Boosted Photon Mirror,0.167,+7%,
636,Efficient Light Filter,0.25,,+2%
637,Boosted Reflector Glass,0.25,,+2%
638,Boosted Cooling System,0.25,,+2%
639,Enhanced Reflector Glass,1.0,,+5%
640,Retuned Lens Optics,0.25,,+2%
641,Enhanced Cooling System,0.25,,+2%
642,Additional Cooling System,0.5,,+3%
643,Additional Diode Battery,0.167,+7%,
644,Efficient Output Coupler,1.0,,+5%
645,Additional Output Coupler,0.667,+10%,
646,Additional Beam Capacitor,0.167,+7%,
647,Enhanced Diode Battery,1.0,,+5%
648,Retuned Photon Mirror,0.75,,+4%
649,Efficient Photon Mirror,0.5,,+3%
650,Retuned Reflector Glass,0.25,,+2%
651,Enhanced Cooling System,0.167,+7%,
652,Enhanced Reflector Glass,0.25,,+2%
653,Retuned Output Coupler,0.667,+10%,
654,Enhanced Beam Amplifier,0.5,+9%,
655,Enhanced Emission Chamber,0.25,,+2%
656,Additional Diode Battery,0.25,,+2%
657,Additional Beam Capacitor,0.0,+6%,
658,Efficient Reflector Glass,1.0,,+5%
659,Boosted Cooling System,0.75,,+4%
660,Boosted Light Filter,0.0,+6%,
661,Enhanced Photon Mirror,0.333,+8%,
662,Efficient Photon Mirror,0.75,,+4%
663,Retuned Beam Capacitor,0.5,,+3%
664,Enhanced Output Coupler,0.25,,+2%
665,Additional Diode Battery,0.5,,+3%
666,Boosted Cooling System,1.0,,+5%
667,Enhanced Beam Capacitor,0.5,,+3%
668,Additional Diode Battery,0.667,+10%,
669,Enhanced Beam Amplifier,0.0,+6%,
670,Additional Beam Amplifier,1.0,,+5%
671,Boosted Beam Capacitor,0.5,,+3%
672,Retuned Diode Battery,0.25,,+2%
673,Retuned Reflector Glass,0.0,+6%,
674,Enhanced Beam Capacitor,1.0,,+5%
675,Boosted Photon Mirror,0.5,,+3%
676,Additional Cooling System,0.333,+8%,
677,Efficient Emission Chamber,0.25,,+2%
678,Enhanced Diode Battery,0.75,,+4%
679,Boosted Diode Battery,0.25,,+2%
680,Efficient Output Coupler,0.0,+6%,
681,Boosted Beam Amplifier,0.0,+6%,
682,Enhanced Cooling System,0.25,,+2%
683,Additional Reflector Glass,0.5,,+3%
684,Efficient Lens Optics,1.0,,+5%
685,Boosted Beam Amplifier,1.0,+12%,
686,Retuned Photon Mirror,0.333,+8%,
687,Retuned Output Coupler,0.0,+6%,
688,Retuned Output Coupler,0.167,+7%,
689,Efficient Beam Amplifier,0.25,,+2%
690,Additional Beam Capacitor,0.0,+6%,
691,Additional Output Coupler,0.75,,+4%
692,Boosted Reflector Glass,0.0,+6%,
693,Efficient Cooling System,0.333,+8%,
694,Boosted Emission Chamber,0.667,+10%,
695,Boosted Reflector Glass,0.25,,+2%
696,Efficient Diode Battery,0.333,+8%,
697,Retuned Output Coupler,0.5,,+3%
698,Retuned Photon Mirror,1.0,+12%,
699,Efficient Beam Amplifier,0.0,+6%,
700,Boosted Light Filter,0.833,+11%,
701,Additional Reflector Glass,0.333,+8%,
702,Additional Diode Battery,0.75,,+4%
703,Efficient Output Coupler,0.25,,+2%
704,Enhanced Lens Optics,1.0,,+5%
705,Boosted Photon Mirror,0.333,+8%,
706,Retuned Beam Capacitor,0.5,,+3%
707,Additional Beam Capacitor,0.0,+6%,
708,Additional Light Filter,0.167,+7%,
709,Retuned Beam Capacitor,0.0,+6%,
710,Retuned Cooling System,0.5,+9%,
711,Boosted Cooling System,0.75,,+4%
712,Boosted Emission Chamber,0.75,,+4%
713,Efficient Light Filter,0.0,+6%,
714,Enhanced Light Filter,0.75,,+4%
715,Additional Lens Optics,0.167,+7%,
716,Boosted Beam Capacitor,0.25,,+2%
717,Additional Cooling System,0.0,+6%,
718,Additional Cooling System,0.75,,+4%
719,Enhanced Diode Battery,0.25,,+2%
720,Efficient Cooling System,1.0,,+5%
721,Additional Output Coupler,1.0,,+5%
722,Additional Output Coupler,1.0,,+5%
723,Enhanced Photon Mirror,0.75,,+4%
724,Boosted Beam Amplifier,1.0,,+5%
725,Efficient Diode Battery,1.0,,+5%
726,Enhanced Beam Capacitor,0.25,,+2%
727,Enhanced Light Filter,0.0,+6%,
728,Efficient Photon Mirror,0.833,+11%,
729,Additional Beam Capacitor,0.25,,+2%
730,Boosted Light Filter,0.0,+6%,
731,Enhanced Photon Mirror,0.25,,+2%
732,Additional Lens Optics,0.25,,+2%
733,Boosted Emission Chamber,0.0,+6%,
734,Additional Beam Capacitor,0.0,+6%,
735,Efficient Output Coupler,0.0,+6%,
736,Additional Lens Optics,0.167,+7%,
737,Enhanced Light Filter,0.25,,+2%
738,Enhanced Light Filter,0.167,+7%,
739,Boosted Lens Optics,0.0,+6%,
740,Retuned Lens Optics,0.5,,+3%
741,Boosted Beam Capacitor,0.5,,+3%
742,Retuned Diode Battery,0.5,,+3%
743,Enhanced Reflector Glass,0.0,+6%,
744,Retuned Cooling System,0.25,,+2%
745,Boosted Output Coupler,0.667,+10%,
746,Efficient Diode Battery,1.0,,+5%
747,Additional Beam Capacitor,0.167,+7%,
748,Additional Photon Mirror,0.667,+10%,
749,Boosted Beam Amplifier,0.5,,+3%
750,Boosted Diode Battery,1.0,,+5%
751,Retuned Output Coupler,0.167,+7%,
752,Efficient Lens Optics,0.5,+9%,
753,Boosted Output Coupler,0.75,,+4%
754,Efficient Emission Chamber,0.667,+10%,
755,Boosted Output Coupler,0.0,+6%,
756,Additional Beam Amplifier,0.5,+9%,
757,Retuned Beam Capacitor,0.25,,+2%
758,Retuned Photon Mirror,0.0,+6%,
759,Boosted Beam Amplifier,0.25,,+2%
760,Enhanced Beam Capacitor,0.333,+8%,
761,Enhanced Cooling System,0.25,,+2%
762,Additional Photon Mirror,0.25,,+2%
763,Additional Beam Capacitor,0.5,+9%,
764,Efficient Output Coupler,0.0,+6%,
765,Enhanced Cooling System,0.0,+6%,
766,Boosted Emission Chamber,0.25,,+2%
767,Additional Photon Mirror,0.25,,+2%
768,Retuned Reflector Glass,0.0,+6%,
769,Enhanced Cooling System,0.167,+7%,
770,Retuned Emission Chamber,0.25,,+2%
771,Enhanced Beam Capacitor,1.0,,+5%
772,Boosted Emission Chamber,0.75,,+4%
773,Efficient Beam Amplifier,0.167,+7%,
774,Boosted Diode Battery,0.333,+8%,
775,Enhanced Reflector Glass,1.0,,+5%
776,Retuned Beam Amplifier,0.75,,+4%
777,Retuned Cooling System,0.0,+6%,
778,Additional Emission Chamber,0.25,,+2%
779,Efficient Emission Chamber,1.0,+12%,
780,Additional Light Filter,0.167,+7%,
781,Enhanced Beam Capacitor,0.25,,+2%
782,Efficient Lens Optics,0.0,+6%,
783,Retuned Beam Amplifier,0.0,+6%,
784,Additional Diode Battery,0.75,,+4%
785,Boosted Light Filter,0.0,+6%,
786,Enhanced Diode Battery,0.167,+7%,
787,Efficient Beam Capacitor,0.25,,+2%
788,Enhanced Diode Battery,0.667,+10%,
789,Additional Cooling System,0.25,,+2%
790,Boosted Output Coupler,0.0,+6%,
791,Retuned Beam Capacitor,0.167,+7%,
792,Additional Reflector Glass,0.75,,+4%
793,Efficient Diode Battery,0.667,+10%,
794,Additional Reflector Glass,0.0,+6%,
795,Boosted Lens Optics,1.0,,+5%
796,Enhanced Photon Mirror,0.0,+6%,
797,Additional Beam Amplifier,1.0,,+5%
798,Enhanced Emission Chamber,0.0,+6%,
799,Boosted Beam Amplifier,0.25,,+2%
800,Additional Diode Battery,0.25,,+2%
801,Retuned Cooling System,0.25,,+2%
802,Retuned Photon Mirror,0.5,,+3%
803,Efficient Photon Mirror,0.0,+6%,
804,Boosted Reflector Glass,0.5,,+3%
805,Enhanced Photon Mirror,0.5,,+3%
806,Boosted Beam Capacitor,0.25,,+2%
807,Boosted Cooling System,0.167,+7%,
808,Enhanced Beam Capacitor,0.5,+9%,
809,Boosted Photon Mirror,0.5,+9%,
810,Additional Beam Amplifier,1.0,+12%,
811,Boosted Photon Mirror,0.25,,+2%
812,Efficient Diode Battery,0.167,+7%,
813,Boosted Beam Capacitor,0.25,,+2%
814,Boosted Diode Battery,0.25,,+2%
815,Retuned Light Filter,0.25,,+2%
816,Retuned Output Coupler,1.0,,+5%
817,Enhanced Reflector Glass,0.667,+10%,
818,Retuned Lens Optics,0.25,,+2%
819,Enhanced Emission Chamber,0.25,,+2%
820,Retuned Cooling System,1.0,+12%,
821,Additional Beam Amplifier,0.75,,+4%
822,Retuned Light Filter,0.0,+6%,
823,Efficient Diode Battery,0.25,,+2%
824,Boosted Photon Mirror,0.25,,+2%
825,Efficient Emission Chamber,0.5,+9%,
826,Additional Output Coupler,0.667,+10%,
827,Additional Beam Capacitor,0.5,+9%,
828,Additional Photon Mirror,0.25,,+2%
829,Boosted Output Coupler,0.5,,+3%
830,Efficient Photon Mirror,0.25,,+2%
831,Efficient Reflector Glass,0.667,+10%,
832,Additional Reflector Glass,0.5,,+3%
833,Efficient Light Filter,0.25,,+2%
834,Boosted Light Filter,0.5,,+3%
835,Additional Diode Battery,0.333,+8%,
836,Retuned Diode Battery,0.0,+6%,
837,Efficient Emission Chamber,0.5,,+3%
838,Boosted Lens Optics,0.25,,+2%
839,Retuned Beam Capacitor,0.25,,+2%
840,Retuned Reflector Glass,1.0,,+5%
841,Additional Light Filter,0.25,,+2%
842,Enhanced Lens Optics,1.0,+12%,
843,Efficient Beam Amplifier,0.833,+11%,
844,Efficient Light Filter,0.25,,+2%
845,Efficient Emission Chamber,0.25,,+2%
846,Boosted Photon Mirror,0.75,,+4%
847,Additional Light Filter,0.167,+7%,
848,Additional Lens Optics,0.0,+6%,
849,Retuned Light Filter,0.5,,+3%
850,Retuned Output Coupler,0.0,+6%,
851,Enhanced Reflector Glass,0.25,,+2%
852,Boosted Light Filter,0.25,,+2%
853,Efficient Beam Capacitor,0.167,+7%,
854,Retuned Beam Amplifier,0.5,,+3%
855,Additional Diode Battery,0.25,,+2%
856,Enhanced Emission Chamber,1.0,,+5%
857,Retuned Lens Optics,0.25,,+2%
858,Additional Reflector Glass,0.0,+6%,
859,Retuned Output Coupler,0.333,+8%,
860,Additional Output Coupler,0.25,,+2%
861,Enhanced Photon Mirror,0.75,,+4%
862,Additional Reflector Glass,0.25,,+2%
863,Efficient Diode Battery,0.167,+7%,
864,Retuned Beam Capacitor,0.0,+6%,
865,Retuned Emission Chamber,0.0,+6%,
866,Retuned Emission Chamber,0.5,+9%,
867,Additional Photon Mirror,0.75,,+4%
868,Boosted Diode Battery,0.5,,+3%
869,Efficient Cooling System,1.0,,+5%
870,Efficient Emission Chamber,0.25,,+2%
871,Enhanced Emission Chamber,0.333,+8%,
872,Additional Lens Optics,0.25,,+2%
873,Efficient Beam Amplifier,0.75,,+4%
874,Additional Beam Amplifier,0.5,,+3%
875,Boosted Beam Amplifier,0.0,+6%,
876,Enhanced Beam Capacitor,0.25,,+2%
877,Efficient Beam Capacitor,0.5,+9%,
878,Boosted Output Coupler,0.333,+8%,
879,Additional Emission Chamber,1.0,,+5%
880,Retuned Diode Battery,0.75,,+4%
881,Retuned Output Coupler,0.833,+11%,
882,Boosted Beam Capacitor,1.0,,+5%
883,Enhanced Diode Battery,0.667,+10%,
884,Efficient Emission Chamber,0.5,,+3%
885,Additional Cooling System,0.167,+7%,
886,Additional Output Coupler,0.0,+6%,
887,Enhanced Reflector Glass,0.5,+9%,
888,Enhanced Light Filter,0.167,+7%,
889,Retuned Reflector Glass,0.25,,+2%
890,Boosted Output Coupler,0.5,,+3%
891,Additional Cooling System,0.167,+7%,
892,Retuned Lens Optics,0.75,,+4%
893,Efficient Emission Chamber,0.25,,+2%
894,Retuned Diode Battery,0.167,+7%,
895,Boosted Emission Chamber,0.0,+6%,
896,Additional Beam Capacitor,0.25,,+2%
897,Enhanced Lens Optics,0.5,+9%,
898,Boosted Beam Capacitor,0.75,,+4%
899,Additional Reflector Glass,0.167,+7%,
900,Efficient Lens Optics,0.0,+6%,
901,Retuned Reflector Glass,0.75,,+4%
902,Boosted Beam Capacitor,0.5,,+3%
903,Boosted Beam Amplifier,0.0,+6%,
904,Boosted Output Coupler,0.167,+7%,
905,Enhanced Light Filter,0.75,,+4%
906,Boosted Diode Battery,0.0,+6%,
907,Efficient Cooling System,0.75,,+4%
908,Boosted Emission Chamber,0.75,,+4%
909,Enhanced Diode Battery,0.25,,+2%
910,Enhanced Emission Chamber,0.833,+11%,
911,Enhanced Beam Capacitor,0.167,+7%,
912,Boosted Diode Battery,0.0,+6%,
913,Boosted Light Filter,0.0,+6%,
914,Enhanced Reflector Glass,0.25,,+2%
915,Enhanced Photon Mirror,0.0,+6%,
916,Additional Photon Mirror,0.5,,+3%
917,Boosted Beam Amplifier,0.25,,+2%
918,Enhanced Cooling System,0.167,+7%,
919,Efficient Beam Capacitor,0.75,,+4%
920,Additional Photon Mirror,0.333,+8%,
921,Enhanced Reflector Glass,0.333,+8%,
922,Additional Output Coupler,0.25,,+2%
923,Enhanced Output Coupler,0.333,+8%,
924,Retuned Beam Capacitor,0.25,,+2%
925,Boosted Cooling System,1.0,+12%,
926,Retuned Diode Battery,0.25,,+2%
927,Retuned Output Coupler,0.5,+9%,
928,Enhanced Diode Battery,0.75,,+4%
929,Enhanced Output Coupler,0.75,,+4%
930,Boosted Light Filter,0.333,+8%,
931,Efficient Reflector Glass,0.833,+11%,
932,Efficient Cooling System,0.5,,+3%
933,Enhanced Beam Capacitor,0.5,,+3%
934,Additional Emission Chamber,0.667,+10%,
935,Efficient Lens Optics,0.75,,+4%
936,Boosted Lens Optics,1.0,,+5%
937,Additional Photon Mirror,0.5,+9%,
938,Retuned Cooling System,0.5,+9%,
939,Additional Output Coupler,0.167,+7%,
940,Additional Cooling System,0.25,,+2%
941,Retuned Lens Optics,0.25,,+2%
942,Retuned Photon Mirror,0.667,+10%,
943,Boosted Lens Optics,0.5,,+3%
944,Additional Emission Chamber,0.25,,+2%
945,Additional Cooling System,0.0,+6%,
946,Enhanced Photon Mirror,0.25,,+2%
947,Additional Beam Capacitor,0.0,+6%,
948,Additional Photon Mirror,0.25,,+2%
949,Additional Emission Chamber,0.75,,+4%
950,Efficient Beam Amplifier,0.0,+6%,
951,Efficient Photon Mirror,0.25,,+2%
952,Boosted Output Coupler,0.167,+7%,
953,Boosted Reflector Glass,0.833,+11%,
954,Efficient Diode Battery,0.333,+8%,
955,Efficient Output Coupler,0.333,+8%,
956,Additional Light Filter,0.167,+7%,
957,Additional Light Filter,0.75,,+4%
958,Boosted Cooling System,0.167,+7%,
959,Enhanced Lens Optics,0.0,+6%,
960,Efficient Reflector Glass,0.25,,+2%
961,Boosted Output Coupler,0.667,+10%,
962,Enhanced Output Coupler,1.0,,+5%
963,Additional Reflector Glass,0.25,,+2%
964,Efficient Photon Mirror,0.667,+10%,
965,Enhanced Photon Mirror,0.833,+11%,
966,Retuned Beam Capacitor,1.0,+12%,
967,Boosted Light Filter,0.0,+6%,
968,Efficient Cooling System,0.667,+10%,
969,Enhanced Cooling System,0.75,,+4%
970,Enhanced Cooling System,0.75,,+4%
971,Retuned Lens Optics,0.333,+8%,
972,Enhanced Photon Mirror,0.167,+7%,
973,Additional Beam Capacitor,0.833,+11%,
974,Efficient Output Coupler,0.5,,+3%
975,Boosted Beam Amplifier,0.0,+6%,
976,Enhanced Photon Mirror,0.25,,+2%
977,Boosted Light Filter,0.833,+11%,
978,Additional Emission Chamber,0.5,+9%,
979,Boosted Reflector Glass,0.333,+8%,
980,Additional Reflector Glass,0.25,,+2%
981,Boosted Emission Chamber,0.75,,+4%
982,Efficient Photon Mirror,0.5,,+3%
983,Efficient Cooling System,0.667,+10%,
984,Boosted Reflector Glass,0.667,+10%,
985,Retuned Beam Amplifier,0.25,,+2%
986,Additional Beam Capacitor,0.667,+10%,
987,Efficient Diode Battery,1.0,,+5%
988,Retuned Beam Capacitor,0.167,+7%,
989,Enhanced Beam Capacitor,0.25,,+2%
990,Enhanced Reflector Glass,0.5,,+3%
991,Boosted Reflector Glass,0.5,+9%,
992,Boosted Beam Capacitor,0.0,+6%,
993,Retuned Diode Battery,0.25,,+2%
994,Additional Lens Optics,0.5,,+3%
995,Boosted Light Filter,0.167,+7%,
996,Retuned Output Coupler,0.167,+7%,
997,Enhanced Light Filter,0.5,,+3%
998,Additional Diode Battery,0.25,,+2%
999,Retuned Cooling System,0.75,,+4%
1000,Enhanced Cooling System,0.75,,+4%
1001,Additional Beam Amplifier,0.75,,+4%
1002,Retuned Reflector Glass,0.25,,+2%
1003,Additional Output Coupler,0.5,+9%,
1004,Enhanced Diode Battery,0.333,+8%,
1005,Efficient Emission Chamber,0.5,,+3%
1006,Efficient Light Filter,0.0,+6%,
1007,Boosted Emission Chamber,0.0,+6%,
1008,Boosted Beam Capacitor,0.5,+9%,
1009,Additional Light Filter,0.333,+8%,
1010,Enhanced Reflector Glass,1.0,,+5%
1011,Efficient Diode Battery,0.25,,+2%
1012,Retuned Beam Capacitor,0.25,,+2%
1013,Enhanced Reflector Glass,0.75,,+4%
1014,Boosted Lens Optics,0.167,+7%,
1015,Enhanced Reflector Glass,0.0,+6%,
1016,Enhanced Lens Optics,0.25,,+2%
1017,Efficient Lens Optics,0.667,+10%,
1018,Retuned Beam Capacitor,0.25,,+2%
1019,Boosted Beam Amplifier,0.0,+6%,
1020,Enhanced Photon Mirror,0.5,+9%,
1021,Efficient Output Coupler,0.25,,+2%
1022,Boosted Diode Battery,1.0,,+5%
1023,Efficient Photon Mirror,0.0,+6%,
1024,Enhanced Lens Optics,0.333,+8%,
1025,Enhanced Reflector Glass,0.25,,+2%
1026,Additional Photon Mirror,0.25,,+2%
1027,Retuned Photon Mirror,0.25,,+2%
1028,Boosted Lens Optics,0.75,,+4%
1029,Retuned Output Coupler,0.25,,+2%
1030,Retuned Light Filter,0.25,,+2%
1031,Enhanced Emission Chamber,0.75,,+4%
1032,Additional Emission Chamber,0.75,,+4%
1033,Boosted Cooling System,0.75,,+4%
1034,Boosted Reflector Glass,1.0,,+5%
1035,Efficient Emission Chamber,0.5,,+3%
1036,Additional Light Filter,0.25,,+2%
1037,Efficient Beam Capacitor,0.333,+8%,
1038,Enhanced Beam Capacitor,0.667,+10%,
1039,Additional Cooling System,0.667,+10%,
1040,Boosted Cooling System,0.5,,+3%
1041,Boosted Beam Capacitor,0.25,,+2%
1042,Efficient Emission Chamber,0.5,,+3%
1043,Additional Diode Battery,0.333,+8%,
1044,Boosted Reflector Glass,0.75,,+4%
1045,Enhanced Output Coupler,0.0,+6%,
1046,Retuned Lens Optics,0.75,,+4%
1047,Retuned Light Filter,0.25,,+2%
1048,Retuned Photon Mirror,0.667,+10%,
1049,Boosted Beam Amplifier,1.0,+12%,
1050,Boosted Photon Mirror,0.75,,+4%
1051,Efficient Cooling System,0.5,+9%,
1052,Enhanced Beam Capacitor,0.0,+6%,
1053,Enhanced Cooling System,0.0,+6%,
1054,Enhanced Output Coupler,0.25,,+2%
1055,Additional Light Filter,0.167,+7%,
1056,Efficient Output Coupler,0.5,,+3%
1057,Retuned Beam Capacitor,0.5,+9%,
1058,Boosted Photon Mirror,0.0,+6%,
1059,Efficient Lens Optics,0.833,+11%,
1060,Retuned Reflector Glass,0.833,+11%,
1061,Efficient Diode Battery,0.0,+6%,
1062,Boosted Output Coupler,0.167,+7%,
1063,Additional Lens Optics,1.0,,+5%
1064,Enhanced Lens Optics,0.0,+6%,
1065,Boosted Diode Battery,0.5,,+3%
1066,Retuned Emission Chamber,0.0,+6%,
1067,Retuned Light Filter,0.167,+7%,
1068,Efficient Beam Capacitor,1.0,+12%,
1069,Efficient Emission Chamber,0.25,,+2%
1070,Efficient Photon Mirror,0.667,+10%,
1071,Retuned Lens Optics,0.5,,+3%
1072,Efficient Lens Optics,0.25,,+2%
1073,Enhanced Cooling System,0.5,+9%,
1074,Retuned Reflector Glass,0.5,,+3%
1075,Boosted Reflector Glass,0.0,+6%,
1076,Boosted Beam Amplifier,0.5,,+3%
1077,Enhanced Output Coupler,0.333,+8%,
1078,Efficient Beam Amplifier,1.0,,+5%
1079,Boosted Cooling System,0.25,,+2%
1080,Enhanced Photon Mirror,0.5,,+3%
1081,Efficient Output Coupler,0.75,,+4%
1082,Additional Reflector Glass,0.25,,+2%
1083,Boosted Reflector Glass,0.167,+7%,
1084,Retuned Diode Battery,0.0,+6%,
1085,Retuned Lens Optics,1.0,,+5%
1086,Additional Light Filter,0.75,,+4%
1087,Additional Cooling System,0.25,,+2%
1088,Enhanced Light Filter,0.0,+6%,
1089,Efficient Reflector Glass,0.5,,+3%
1090,Enhanced Photon Mirror,0.5,+9%,
1091,Enhanced Output Coupler,0.25,,+2%
1092,Boosted Emission Chamber,0.667,+10%,
1093,Additional Beam Capacitor,0.25,,+2%
1094,Enhanced Beam Amplifier,0.25,,+2%
1095,Enhanced Reflector Glass,0.167,+7%,
1096,Enhanced Cooling System,0.833,+11%,
1097,Boosted Diode Battery,0.0,+6%,
1098,Efficient Lens Optics,0.25,,+2%
1099,Efficient Light Filter,0.5,,+3%
1100,Retuned Light Filter,0.333,+8%,
1101,Efficient Cooling System,0.167,+7%,
1102,Boosted Output Coupler,0.333,+8%,
1103,Retuned Beam Amplifier,1.0,+12%,
1104,Retuned Emission Chamber,0.75,,+4%
1105,Enhanced Beam Capacitor,0.0,+6%,
1106,Enhanced Reflector Glass,0.25,,+2%
1107,Efficient Photon Mirror,0.25,,+2%
1108,Additional Lens Optics,0.0,+6%,
1109,Retuned Diode Battery,0.0,+6%,
1110,Retuned Reflector Glass,0.25,,+2%
1111,Additional Beam Amplifier,0.167,+7%,
1112,Enhanced Diode Battery,0.333,+8%,
1113,Additional Light Filter,0.5,,+3%
1114,Efficient Beam Capacitor,0.167,+7%,
1115,Boosted Diode Battery,0.333,+8%,
1116,Enhanced Beam Amplifier,0.0,+6%,
1117,Efficient Emission Chamber,0.167,+7%,
1118,Enhanced Beam Capacitor,0.0,+6%,
1119,Efficient Output Coupler,0.667,+10%,
1120,Enhanced Output Coupler,0.167,+7%,
1121,Additional Photon Mirror,0.25,,+2%
1122,Retuned Reflector Glass,1.0,,+5%
1123,Retuned Lens Optics,1.0,,+5%
1124,Efficient Reflector Glass,0.75,,+4%
1125,Enhanced Light Filter,0.167,+7%,
1126,Boosted Diode Battery,0.5,,+3%
1127,Efficient Light Filter,0.333,+8%,
1128,Additional Light Filter,0.333,+8%,
1129,Enhanced Output Coupler,0.5,,+3%
1130,Efficient Lens Optics,0.167,+7%,
1131,Enhanced Output Coupler,0.0,+6%,
1132,Enhanced Reflector Glass,0.25,,+2%
1133,Additional Lens Optics,0.5,+9%,
1134,Efficient Light Filter,0.167,+7%,
1135,Enhanced Cooling System,0.25,,+2%
1136,Efficient Photon Mirror,0.75,,+4%
1137,Additional Cooling System,0.25,,+2%
1138,Retuned Diode Battery,0.5,+9%,
1139,Efficient Photon Mirror,0.0,+6%,
1140,Enhanced Emission Chamber,0.25,,+2%
1141,Efficient Lens Optics,0.333,+8%,
1142,Additional Cooling System,0.25,,+2%
1143,Enhanced Reflector Glass,0.25,,+2%
1144,Efficient Lens Optics,1.0,,+5%
1145,Retuned Cooling System,0.25,,+2%
1146,Additional Emission Chamber,0.5,+9%,
1147,Efficient Photon Mirror,0.5,,+3%
1148,Boosted Diode Battery,0.167,+7%,
1149,Boosted Output Coupler,0.0,+6%,
1150,Boosted Diode Battery,0.167,+7%,
1151,Efficient Photon Mirror,0.75,,+4%
1152,Additional Lens Optics,0.25,,+2%
1153,Boosted Light Filter,0.5,,+3%
1154,Efficient Beam Capacitor,0.75,,+4%
1155,Boosted Photon Mirror,0.5,,+3%
1156,Additional Photon Mirror,0.667,+10%,
1157,Boosted Photon Mirror,0.25,,+2%
1158,Efficient Lens Optics,0.167,+7%,
