sep=,
Seed,Name,Perfection,Ship_Weapons_Lasers_HeatTime,Ship_Weapons_Lasers_Damage
684,Fissured Aperture,0.0,,+12%
685,Leaking Lens,0.5,+35%,
686,Nervous Cornea,0.167,+19%,
687,Nervous Projector,0.0,+11%,
688,Nervous Projector,0.125,+17%,
689,Fissured Lens,0.333,,+14%
690,Stretched Iris,0.021,+12%,
691,Stretched Projector,0.0,,+12%
692,Leaking Reflector,0.042,+13%,
693,Fissured Fluids,0.167,+19%,+12%
694,Leaking Retina,0.312,+26%,
695,Leaking Reflector,0.167,,+13%
696,Fissured Pupil,0.146,+18%,
697,Nervous Projector,0.0,,+12%
698,Nervous Cornea,0.667,+35%,+13%
699,Fissured Lens,0.021,+12%,
700,Leaking Mirror,0.417,+31%,
701,Stretched Reflector,0.167,+19%,
702,Stretched Pupil,0.0,,+12%
703,Fissured Projector,0.167,,+13%
704,Fidgety Aperture,0.0,,+12%
705,Leaking Cornea,0.167,+19%,
706,Nervous Iris,0.0,,+12%
707,Stretched Iris,0.0,+11%,
708,Stretched Mirror,0.125,+17%,
709,Nervous Iris,0.021,+12%,
710,Nervous Fluids,0.271,+24%,
711,Leaking Fluids,0.0,,+12%
712,Leaking Retina,0.0,,+12%
713,Fissured Mirror,0.042,+13%,
714,Fidgety Mirror,0.0,,+12%
715,Stretched Aperture,0.104,+16%,+12%
716,Leaking Iris,0.5,,+15%
717,Stretched Fluids,0.0,+11%,
718,Stretched Fluids,0.0,,+12%
719,Fidgety Pupil,0.5,+11%,+15%
720,Fissured Fluids,0.333,+27%,+12%
721,Stretched Projector,0.0,,+12%
722,Stretched Projector,0.0,,+12%
723,Fidgety Cornea,0.0,,+12%
724,Leaking Lens,0.0,+11%,+12%
725,Fissured Pupil,0.229,+22%,+12%
726,Fidgety Iris,0.167,,+13%
727,Fidgety Mirror,0.0,+11%,
728,Fissured Cornea,0.438,+32%,
729,Stretched Iris,0.5,,+15%
730,Leaking Mirror,0.021,+12%,
731,Fidgety Cornea,0.812,+26%,+15%
732,Stretched Aperture,0.167,,+13%
733,Leaking Retina,0.042,+13%,
734,Stretched Iris,0.0,+11%,
735,Fissured Projector,0.0,+11%,
736,Stretched Aperture,0.062,+14%,+12%
737,Fidgety Mirror,0.333,,+14%
738,Fidgety Mirror,0.083,+15%,
739,Leaking Aperture,0.021,+12%,
740,Nervous Aperture,0.0,,+12%
741,Leaking Iris,0.0,,+12%
742,Nervous Pupil,0.0,,+12%
743,Fidgety Reflector,0.021,+12%,
744,Nervous Fluids,0.333,,+14%
745,Leaking Projector,0.375,+29%,
746,Fissured Pupil,0.312,+26%,+12%
747,Stretched Iris,0.083,+15%,
748,Stretched Cornea,0.354,+28%,
749,Leaking Lens,0.0,,+12%
750,Leaking Pupil,0.0,,+12%
751,Nervous Projector,0.396,+14%,+14%
752,Fissured Aperture,0.229,+22%,
753,Leaking Projector,0.0,,+12%
754,Fissured Retina,0.312,+26%,+12%
755,Leaking Projector,0.0,+11%,
756,Stretched Lens,0.229,+22%,
757,Nervous Iris,0.333,,+14%
758,Nervous Cornea,0.0,+11%,
759,Leaking Lens,0.333,,+14%
760,Fidgety Iris,0.146,+18%,
761,Fidgety Fluids,0.5,,+15%
762,Stretched Cornea,0.521,+12%,+15%
763,Stretched Iris,0.271,+24%,
764,Fissured Projector,0.0,+11%,
765,Fidgety Fluids,0.042,+13%,
766,Leaking Retina,0.333,,+14%
767,Stretched Cornea,0.333,,+14%
768,Nervous Reflector,0.0,+11%,
769,Fidgety Fluids,0.062,+14%,
770,Nervous Retina,0.333,,+14%
771,Fidgety Iris,0.0,,+12%
772,Leaking Retina,0.0,,+12%
773,Fissured Lens,0.125,+17%,
774,Leaking Pupil,0.146,+18%,
775,Fidgety Reflector,0.0,,+12%
776,Nervous Lens,0.0,,+12%
777,Nervous Fluids,0.042,+13%,
778,Stretched Retina,0.333,,+14%
779,Fissured Retina,0.479,+34%,
780,Stretched Mirror,0.104,+16%,
781,Fidgety Iris,0.167,,+13%
782,Fissured Aperture,0.0,+11%,
783,Nervous Lens,0.0,+11%,
784,Stretched Pupil,0.062,+14%,+12%
785,Leaking Mirror,0.0,+11%,
786,Fidgety Pupil,0.083,+15%,
787,Fissured Iris,0.167,,+13%
788,Fidgety Pupil,0.354,+28%,
789,Stretched Fluids,0.5,,+15%
790,Leaking Projector,0.0,+11%,+12%
791,Nervous Iris,0.083,+15%,
792,Stretched Reflector,0.0,,+12%
793,Fissured Pupil,0.375,+29%,
794,Stretched Reflector,0.0,+11%,
795,Leaking Aperture,0.0,,+12%
796,Fidgety Cornea,0.042,+13%,
797,Stretched Lens,0.0,+11%,+12%
798,Fidgety Retina,0.5,+11%,+15%
799,Leaking Lens,0.5,,+15%
800,Stretched Pupil,0.5,,+15%
801,Nervous Fluids,0.167,,+13%
802,Nervous Cornea,0.0,,+12%
803,Fissured Cornea,0.021,+12%,
804,Leaking Reflector,0.0,,+12%
805,Fidgety Cornea,0.0,,+12%
806,Leaking Iris,0.5,,+15%
807,Leaking Fluids,0.062,+14%,
808,Fidgety Iris,0.25,+23%,
809,Leaking Cornea,0.229,+22%,
810,Stretched Lens,0.479,+34%,+12%
811,Leaking Cornea,0.333,,+14%
812,Fissured Pupil,0.104,+16%,
813,Leaking Iris,0.333,,+14%
814,Leaking Pupil,0.333,,+14%
815,Nervous Mirror,0.333,,+14%
816,Nervous Projector,0.0,,+12%
817,Fidgety Reflector,0.354,+28%,
818,Nervous Aperture,0.167,,+13%
819,Fidgety Retina,0.333,,+14%
820,Nervous Fluids,0.479,+34%,
821,Stretched Lens,0.0,,+12%
822,Nervous Mirror,0.0,+11%,
823,Fissured Pupil,0.5,+11%,+15%
824,Leaking Cornea,0.167,,+13%
825,Fissured Retina,0.25,+23%,+12%
826,Stretched Projector,0.354,+28%,
827,Stretched Iris,0.292,+25%,
828,Stretched Cornea,0.167,,+13%
829,Leaking Projector,0.0,,+12%
830,Fissured Cornea,0.417,+23%,+13%
831,Fissured Reflector,0.375,+29%,
832,Stretched Reflector,0.0,,+12%
833,Fissured Mirror,0.5,,+15%
834,Leaking Mirror,0.0,,+12%
835,Stretched Pupil,0.188,+20%,
836,Nervous Pupil,0.021,+12%,+12%
837,Fissured Retina,0.0,,+12%
838,Leaking Aperture,0.438,+24%,+13%
839,Nervous Iris,0.167,,+13%
840,Nervous Reflector,0.0,,+12%
841,Stretched Mirror,0.333,,+14%
842,Fidgety Aperture,0.667,+35%,+13%
843,Fissured Lens,0.438,+32%,
844,Fissured Mirror,0.167,,+13%
845,Fissured Retina,0.167,,+13%
846,Leaking Cornea,0.0,,+12%
847,Stretched Mirror,0.125,+17%,
848,Stretched Aperture,0.0,+11%,
849,Nervous Mirror,0.208,+21%,+12%
850,Nervous Projector,0.0,+11%,
851,Fidgety Reflector,0.708,+21%,+15%
852,Leaking Mirror,0.333,,+14%
853,Fissured Iris,0.062,+14%,
854,Nervous Lens,0.0,,+12%
855,Stretched Pupil,0.333,+19%,+13%
856,Fidgety Retina,0.0,,+12%
857,Nervous Aperture,0.667,+27%,+14%
858,Stretched Reflector,0.0,+11%,
859,Nervous Projector,0.208,+21%,
860,Stretched Projector,0.5,,+15%
861,Fidgety Cornea,0.0,,+12%
862,Stretched Reflector,0.167,,+13%
863,Fissured Pupil,0.125,+17%,
864,Nervous Iris,0.0,+11%,
865,Nervous Retina,0.0,+11%,+12%
866,Nervous Retina,0.25,+23%,+12%
867,Stretched Cornea,0.0,,+12%
868,Leaking Pupil,0.0,,+12%
869,Fissured Fluids,0.0,,+12%
870,Fissured Retina,0.333,,+14%
871,Fidgety Retina,0.188,+20%,
872,Stretched Aperture,0.5,,+15%
873,Fissured Lens,0.0,,+12%
874,Stretched Lens,0.0,,+12%
875,Leaking Lens,0.0,+11%,
876,Fidgety Iris,0.458,+25%,+13%
877,Fissured Iris,0.229,+22%,
878,Leaking Projector,0.188,+20%,
879,Stretched Retina,0.0,,+12%
880,Nervous Pupil,0.0,+11%,+12%
881,Nervous Projector,0.417,+31%,
882,Leaking Iris,0.0,,+12%
883,Fidgety Pupil,0.375,+29%,
884,Fissured Retina,0.062,+14%,+12%
885,Stretched Fluids,0.104,+16%,
886,Stretched Projector,0.0,+11%,
887,Fidgety Reflector,0.271,+24%,
888,Fidgety Mirror,0.062,+14%,
889,Nervous Reflector,0.167,+11%,+13%
890,Leaking Projector,0.0,,+12%
891,Stretched Fluids,0.562,+14%,+15%
892,Nervous Aperture,0.458,+33%,+12%
893,Fissured Retina,0.333,,+14%
894,Nervous Pupil,0.062,+14%,
895,Leaking Retina,0.0,+11%,
896,Stretched Iris,0.167,,+13%
897,Fidgety Aperture,0.292,+25%,+12%
898,Leaking Iris,0.0,,+12%
899,Stretched Reflector,0.125,+17%,
900,Fissured Aperture,0.0,+11%,
901,Nervous Reflector,0.0,,+12%
902,Leaking Iris,0.104,+16%,+12%
903,Leaking Lens,0.042,+13%,
904,Leaking Projector,0.125,+17%,
905,Fidgety Mirror,0.0,,+12%
906,Leaking Pupil,0.021,+12%,+12%
907,Fissured Fluids,0.0,,+12%
908,Leaking Retina,0.0,,+12%
909,Fidgety Pupil,0.5,,+15%
910,Fidgety Retina,0.417,+31%,+12%
911,Fidgety Iris,0.083,+15%,
912,Leaking Pupil,0.021,+12%,
913,Leaking Mirror,0.0,+11%,
914,Fidgety Reflector,0.479,+26%,+13%
915,Fidgety Cornea,0.042,+13%,
916,Stretched Cornea,0.0,,+12%
917,Leaking Lens,0.167,,+13%
918,Fidgety Fluids,0.083,+15%,
919,Fissured Iris,0.0,,+12%
920,Stretched Cornea,0.167,+19%,
921,Fidgety Reflector,0.146,+18%,+12%
922,Stretched Projector,0.938,+32%,+15%
923,Fidgety Projector,0.542,+21%,+14%
924,Nervous Iris,0.333,,+14%
925,Leaking Fluids,0.479,+34%,
926,Nervous Pupil,0.521,+12%,+15%
927,Nervous Projector,0.25,+23%,
928,Fidgety Pupil,0.0,,+12%
929,Fidgety Projector,0.0,,+12%
930,Leaking Mirror,0.188,+20%,
931,Fissured Reflector,0.396,+30%,
932,Fissured Fluids,0.0,,+12%
933,Fidgety Iris,0.0,,+12%
934,Stretched Retina,0.333,+27%,
935,Fissured Aperture,0.0,,+12%
936,Leaking Aperture,0.0,,+12%
937,Stretched Cornea,0.229,+22%,+12%
938,Nervous Fluids,0.25,+23%,
939,Stretched Projector,0.125,+17%,+12%
940,Stretched Fluids,0.333,,+14%
941,Nervous Aperture,0.333,,+14%
942,Nervous Cornea,0.375,+29%,
943,Leaking Aperture,0.0,,+12%
944,Stretched Retina,0.167,,+13%
945,Stretched Fluids,0.042,+13%,
946,Fidgety Cornea,0.167,,+13%
947,Stretched Iris,0.0,+11%,
948,Stretched Cornea,0.583,+15%,+15%
949,Stretched Retina,0.0,,+12%
950,Fissured Lens,0.0,+11%,
951,Fissured Cornea,0.333,+11%,+14%
952,Leaking Projector,0.062,+14%,
953,Leaking Reflector,0.438,+32%,
954,Fissured Pupil,0.208,+21%,
955,Fissured Projector,0.146,+18%,
956,Stretched Mirror,0.125,+17%,
957,Stretched Mirror,0.0,,+12%
958,Leaking Fluids,0.125,+17%,
959,Fidgety Aperture,0.021,+12%,
960,Fissured Reflector,0.333,,+14%
961,Leaking Projector,0.354,+28%,
962,Fidgety Projector,0.0,,+12%
963,Stretched Reflector,0.5,,+15%
964,Fissured Cornea,0.312,+26%,
965,Fidgety Cornea,0.396,+30%,
966,Nervous Iris,0.5,+35%,
967,Leaking Mirror,0.021,+12%,
968,Fissured Fluids,0.375,+29%,
969,Fidgety Fluids,0.0,,+12%
970,Fidgety Fluids,0.0,,+12%
971,Nervous Aperture,0.146,+18%,
972,Fidgety Cornea,0.104,+16%,
973,Stretched Iris,0.396,+30%,
974,Fissured Projector,0.167,+19%,+12%
975,Leaking Lens,0.042,+13%,+12%
976,Fidgety Cornea,0.688,+20%,+15%
977,Leaking Mirror,0.438,+32%,
978,Stretched Retina,0.229,+22%,
979,Leaking Reflector,0.208,+21%,
980,Stretched Reflector,0.333,,+14%
981,Leaking Retina,0.0,,+12%
982,Fissured Cornea,0.0,,+12%
983,Fissured Fluids,0.312,+26%,+12%
984,Leaking Reflector,0.354,+28%,
985,Nervous Lens,0.167,,+13%
986,Stretched Iris,0.375,+29%,
987,Fissured Pupil,0.0,,+12%
988,Nervous Iris,0.083,+15%,
989,Fidgety Iris,0.167,,+13%
990,Fidgety Reflector,0.0,,+12%
991,Leaking Reflector,0.229,+22%,
992,Leaking Iris,0.0,+11%,
993,Nervous Pupil,0.167,,+13%
994,Stretched Aperture,0.021,+12%,+12%
995,Leaking Mirror,0.104,+16%,
996,Nervous Projector,0.062,+14%,
997,Fidgety Mirror,0.0,,+12%
998,Stretched Pupil,0.167,,+13%
999,Nervous Fluids,0.354,+28%,+12%
1000,Fidgety Fluids,0.396,+30%,+12%
1001,Stretched Lens,0.104,+16%,+12%
1002,Nervous Reflector,0.167,,+13%
1003,Stretched Projector,0.229,+22%,
1004,Fidgety Pupil,0.146,+18%,
1005,Fissured Retina,0.0,,+12%
1006,Fissured Mirror,0.0,+11%,
1007,Leaking Retina,0.0,+11%,
1008,Leaking Iris,0.25,+23%,
1009,Stretched Mirror,0.667,+19%,+15%
1010,Fidgety Reflector,0.0,,+12%
1011,Fissured Pupil,0.333,,+14%
1012,Nervous Iris,0.167,,+13%
1013,Fidgety Reflector,0.0,,+12%
1014,Leaking Aperture,0.083,+15%,
1015,Fidgety Reflector,0.333,+11%,+14%
1016,Fidgety Aperture,0.333,,+14%
1017,Fissured Aperture,0.312,+26%,
1018,Nervous Iris,0.167,,+13%
1019,Leaking Lens,0.0,+11%,
1020,Fidgety Cornea,0.25,+23%,
1021,Fissured Projector,0.333,,+14%
1022,Leaking Pupil,0.0,,+12%
1023,Fissured Cornea,0.042,+13%,
1024,Fidgety Aperture,0.146,+18%,
1025,Fidgety Reflector,0.167,,+13%
1026,Stretched Cornea,0.583,+31%,+13%
1027,Nervous Cornea,0.5,,+15%
1028,Leaking Aperture,0.0,,+12%
1029,Nervous Projector,0.167,,+13%
1030,Nervous Mirror,0.333,,+14%
1031,Fidgety Retina,0.0,,+12%
1032,Stretched Retina,0.0,,+12%
1033,Leaking Fluids,0.0,,+12%
1034,Leaking Reflector,0.0,,+12%
1035,Fissured Retina,0.0,,+12%
1036,Stretched Mirror,0.333,,+14%
1037,Fissured Iris,0.167,+19%,
1038,Fidgety Iris,0.312,+26%,
1039,Stretched Fluids,0.354,+28%,
1040,Leaking Fluids,0.021,+12%,+12%
1041,Leaking Iris,0.5,,+15%
1042,Fissured Retina,0.0,,+12%
1043,Stretched Pupil,0.208,+21%,
1044,Leaking Reflector,0.0,,+12%
1045,Fidgety Projector,0.021,+12%,
1046,Nervous Aperture,0.0,,+12%
1047,Nervous Mirror,0.167,+11%,+13%
1048,Nervous Cornea,0.312,+26%,
1049,Leaking Lens,0.5,+35%,
1050,Leaking Cornea,0.0,,+12%
1051,Fissured Fluids,0.271,+24%,
1052,Fidgety Iris,0.042,+13%,+12%
1053,Fidgety Fluids,0.021,+12%,
1054,Fidgety Projector,0.167,+11%,+13%
1055,Stretched Mirror,0.083,+15%,
1056,Fissured Projector,0.0,,+12%
1057,Nervous Iris,0.25,+23%,
1058,Leaking Cornea,0.021,+12%,
1059,Fissured Aperture,0.458,+33%,
1060,Nervous Reflector,0.396,+30%,
1061,Fissured Pupil,0.167,+11%,+13%
1062,Leaking Projector,0.083,+15%,
1063,Stretched Aperture,0.0,,+12%
1064,Fidgety Aperture,0.021,+12%,
1065,Leaking Pupil,0.0,,+12%
1066,Nervous Retina,0.0,+11%,
1067,Nervous Mirror,0.125,+17%,
1068,Fissured Iris,0.479,+34%,
1069,Fissured Retina,0.167,,+13%
1070,Fissured Cornea,0.354,+28%,
1071,Nervous Aperture,0.0,,+12%
1072,Fissured Aperture,0.167,,+13%
1073,Fidgety Fluids,0.25,+23%,+12%
1074,Nervous Reflector,0.0,,+12%
1075,Leaking Reflector,0.0,+11%,
1076,Leaking Lens,0.0,,+12%
1077,Fidgety Projector,0.375,+21%,+13%
1078,Fissured Lens,0.0,,+12%
1079,Leaking Fluids,0.333,,+14%
1080,Fidgety Cornea,0.0,,+12%
1081,Fissured Projector,0.0,,+12%
1082,Stretched Reflector,0.208,+13%,+13%
1083,Leaking Reflector,0.062,+14%,
1084,Nervous Pupil,0.0,+11%,
1085,Nervous Aperture,0.0,,+12%
1086,Stretched Mirror,0.0,,+12%
1087,Stretched Fluids,0.333,,+14%
1088,Fidgety Mirror,0.021,+12%,+12%
1089,Fissured Reflector,0.0,,+12%
1090,Fidgety Cornea,0.562,+22%,+14%
1091,Fidgety Projector,0.312,+18%,+13%
1092,Leaking Retina,0.375,+29%,
1093,Stretched Iris,0.333,,+14%
1094,Fidgety Lens,0.333,,+14%
1095,Fidgety Reflector,0.062,+14%,+12%
1096,Fidgety Fluids,0.458,+33%,
1097,Leaking Pupil,0.0,+11%,
1098,Fissured Aperture,0.167,,+13%
1099,Fissured Mirror,0.0,,+12%
1100,Nervous Mirror,0.208,+21%,
1101,Fissured Fluids,0.083,+15%,
1102,Leaking Projector,0.375,+21%,+13%
1103,Nervous Lens,0.833,+35%,+14%
1104,Nervous Retina,0.0,,+12%
1105,Fidgety Iris,0.0,+11%,
1106,Fidgety Reflector,0.167,,+13%
1107,Fissured Cornea,0.5,,+15%
1108,Stretched Aperture,0.042,+13%,
1109,Nervous Pupil,0.0,+11%,
1110,Nervous Reflector,0.167,,+13%
1111,Stretched Lens,0.083,+15%,
1112,Fidgety Pupil,0.208,+21%,
1113,Stretched Mirror,0.0,,+12%
1114,Fissured Iris,0.104,+16%,+12%
1115,Leaking Pupil,0.208,+21%,
1116,Fidgety Lens,0.0,+11%,
1117,Fissured Retina,0.062,+14%,
1118,Fidgety Iris,0.021,+12%,
1119,Fissured Projector,0.312,+26%,
1120,Fidgety Projector,0.125,+17%,
1121,Stretched Cornea,0.333,,+14%
1122,Nervous Reflector,0.0,,+12%
1123,Nervous Aperture,0.0,,+12%
1124,Fissured Reflector,0.0,,+12%
1125,Fidgety Mirror,0.25,+15%,+13%
1126,Leaking Pupil,0.0,,+12%
1127,Fissured Mirror,0.188,+20%,
1128,Stretched Mirror,0.188,+20%,
1129,Fidgety Projector,0.0,,+12%
1130,Fissured Aperture,0.125,+17%,
1131,Fidgety Projector,0.0,+11%,
1132,Fidgety Reflector,0.354,+12%,+14%
1133,Stretched Aperture,0.271,+24%,+12%
1134,Fissured Mirror,0.062,+14%,
1135,Fidgety Fluids,0.5,,+15%
1136,Fissured Cornea,0.0,,+12%
1137,Stretched Fluids,0.5,,+15%
1138,Nervous Pupil,0.292,+25%,
1139,Fissured Cornea,0.042,+13%,
1140,Fidgety Retina,0.167,,+13%
1141,Fissured Aperture,0.146,+18%,
1142,Stretched Fluids,0.5,,+15%
1143,Fidgety Reflector,0.5,,+15%
1144,Fissured Aperture,0.0,,+12%
1145,Nervous Fluids,0.5,,+15%
1146,Stretched Retina,0.25,+23%,
1147,Fissured Cornea,0.0,,+12%
1148,Leaking Pupil,0.083,+15%,+12%
1149,Leaking Projector,0.167,+11%,+13%
1150,Leaking Pupil,0.104,+16%,+12%
1151,Fissured Cornea,0.0,,+12%
1152,Stretched Aperture,0.167,,+13%
1153,Leaking Mirror,0.0,,+12%
1154,Fissured Iris,0.0,,+12%
1155,Leaking Cornea,0.0,,+12%
1156,Stretched Cornea,0.312,+26%,
1157,Leaking Cornea,0.333,,+14%
1158,Fissured Aperture,0.458,+17%,+14%
1159,Leaking Projector,0.0,+11%,
1160,Leaking Retina,0.0,,+12%
1161,Fissured Projector,0.0,,+12%
1162,Fidgety Retina,0.333,,+14%
1163,Fissured Iris,0.333,,+14%
1164,Leaking Lens,0.188,+20%,
1165,Fissured Pupil,0.333,,+14%
1166,Nervous Retina,0.333,+27%,+12%
1167,Fidgety Pupil,0.042,+13%,
1168,Stretched Iris,0.167,,+13%
1169,Fissured Aperture,0.021,+12%,
1170,Stretched Aperture,0.0,+11%,+12%
1171,Nervous Iris,0.333,,+14%
1172,Fidgety Reflector,0.0,,+12%
1173,Fidgety Lens,0.104,+16%,
1174,Stretched Reflector,0.0,+11%,
1175,Stretched Retina,0.333,,+14%
1176,Stretched Retina,0.146,+18%,
1177,Leaking Mirror,0.062,+14%,
1178,Leaking Reflector,0.042,+13%,
1179,Stretched Cornea,0.062,+14%,
1180,Nervous Projector,0.25,+23%,
1181,Stretched Fluids,0.021,+12%,+12%
1182,Fissured Retina,0.271,+24%,
1183,Leaking Lens,0.0,,+12%
1184,Nervous Cornea,0.167,,+13%
1185,Fissured Reflector,0.5,,+15%
1186,Nervous Cornea,0.167,,+13%
1187,Fissured Mirror,0.875,+29%,+15%
1188,Leaking Cornea,0.0,,+12%
1189,Nervous Retina,0.333,,+14%
1190,Stretched Cornea,0.104,+16%,
1191,Fissured Lens,0.042,+13%,
1192,Nervous Reflector,0.0,,+12%
1193,Fidgety Retina,0.0,+11%,
1194,Fissured Reflector,0.375,+21%,+13%
1195,Fidgety Mirror,0.125,+17%,
1196,Fidgety Reflector,0.188,+20%,
1197,Stretched Projector,0.167,,+13%
1198,Leaking Pupil,0.312,+26%,
1199,Fissured Aperture,0.0,+11%,
1200,Stretched Reflector,0.333,,+14%
1201,Leaking Pupil,0.146,+18%,
1202,Fidgety Pupil,0.167,,+13%
1203,Stretched Mirror,0.0,,+12%
1204,Fissured Mirror,0.333,+27%,
1205,Fidgety Lens,0.167,,+13%
1206,Fidgety Projector,0.229,+22%,
1207,Nervous Iris,0.0,,+12%
1208,Leaking Projector,0.208,+21%,
1209,Nervous Fluids,0.167,+19%,
1210,Leaking Aperture,0.167,,+13%
1211,Stretched Fluids,0.604,+16%,+15%
1212,Fidgety Iris,0.646,+26%,+14%
1213,Fidgety Reflector,0.0,,+12%
1214,Nervous Reflector,0.5,,+15%
1215,Leaking Projector,0.333,+11%,+14%
1216,Stretched Mirror,0.0,,+12%
1217,Fissured Reflector,0.167,,+13%
1218,Leaking Reflector,0.208,+21%,+12%
1219,Nervous Cornea,0.0,,+12%
1220,Fissured Mirror,0.25,+23%,
1221,Stretched Iris,0.5,,+15%
1222,Fidgety Retina,0.562,+14%,+15%
1223,Fissured Lens,0.5,+11%,+15%
1224,Leaking Fluids,0.167,,+13%
1225,Leaking Aperture,0.354,+28%,
1226,Fidgety Projector,0.0,+11%,
1227,Nervous Retina,0.479,+34%,
1228,Stretched Pupil,0.0,,+12%
1229,Fissured Fluids,0.0,+11%,
1230,Stretched Reflector,0.0,,+12%
1231,Fissured Projector,0.5,,+15%
1232,Stretched Iris,0.417,+31%,
1233,Fidgety Cornea,0.0,,+12%
1234,Fissured Retina,0.479,+34%,
1235,Stretched Aperture,0.333,,+14%
1236,Stretched Projector,0.312,+26%,
1237,Nervous Retina,0.396,+30%,
1238,Nervous Lens,0.333,,+14%
1239,Leaking Reflector,0.0,,+12%
1240,Fidgety Cornea,0.438,+32%,
1241,Fidgety Fluids,0.083,+15%,
1242,Stretched Reflector,0.0,,+12%
1243,Nervous Iris,0.5,,+15%
1244,Leaking Lens,0.5,,+15%
1245,Fissured Retina,0.104,+16%,+12%
1246,Fidgety Fluids,0.0,,+12%
1247,Nervous Projector,0.396,+30%,
1248,Fissured Mirror,0.021,+12%,
1249,Nervous Lens,0.5,,+15%
1250,Nervous Aperture,0.042,+13%,
1251,Fissured Lens,0.0,,+12%
1252,Fidgety Lens,0.333,+27%,
1253,Nervous Mirror,0.0,,+12%
1254,Fidgety Cornea,0.312,+26%,
1255,Fissured Aperture,0.0,+11%,
1256,Leaking Pupil,0.0,+11%,
1257,Nervous Fluids,0.417,+31%,
1258,Leaking Lens,0.042,+13%,
1259,Fidgety Aperture,0.0,,+12%
1260,Fidgety Pupil,0.0,+11%,
1261,Nervous Pupil,0.0,+11%,+12%
1262,Stretched Projector,0.0,,+12%
1263,Stretched Pupil,0.0,,+12%
1264,Fissured Retina,0.167,,+13%
1265,Fissured Cornea,0.0,+11%,+12%
1266,Nervous Iris,0.0,+11%,
1267,Stretched Mirror,0.167,,+13%
1268,Leaking Lens,0.229,+22%,
1269,Fissured Iris,0.417,+15%,+14%
1270,Stretched Reflector,0.333,+27%,
1271,Stretched Pupil,0.438,+32%,
1272,Fissured Cornea,0.25,+23%,+12%
1273,Nervous Lens,0.167,,+13%
1274,Fidgety Cornea,0.167,,+13%
1275,Leaking Lens,0.5,,+15%
1276,Leaking Cornea,0.167,,+13%
1277,Stretched Aperture,0.042,+13%,
1278,Stretched Iris,0.0,,+12%
1279,Stretched Mirror,0.167,,+13%
1280,Leaking Iris,0.167,+19%,
1281,Fidgety Pupil,0.0,+11%,
1282,Leaking Pupil,0.0,,+12%
1283,Fissured Reflector,0.125,+17%,
1284,Leaking Aperture,0.083,+15%,
1285,Fissured Lens,0.167,,+13%
1286,Leaking Reflector,0.042,+13%,
1287,Leaking Iris,0.042,+13%,
1288,Fidgety Pupil,0.167,+19%,
1289,Fissured Iris,0.25,+23%,+12%
1290,Leaking Retina,0.0,+11%,
1291,Leaking Lens,0.5,,+15%
1292,Leaking Mirror,0.292,+25%,+12%
1293,Leaking Aperture,0.0,,+12%
1294,Fidgety Reflector,0.0,,+12%
1295,Nervous Cornea,0.25,+23%,
1296,Fidgety Reflector,0.5,,+15%
1297,Stretched Lens,0.5,,+15%
1298,Leaking Iris,0.5,,+15%
1299,Fissured Pupil,0.0,+11%,
1300,Nervous Pupil,0.062,+14%,
1301,Stretched Reflector,0.083,+15%,
1302,Fissured Retina,0.0,,+12%
1303,Nervous Reflector,0.125,+17%,+12%
1304,Stretched Fluids,0.333,,+14%
1305,Stretched Reflector,0.333,,+14%
1306,Leaking Lens,0.0,+11%,+12%
1307,Leaking Fluids,0.0,,+12%
1308,Fidgety Mirror,0.0,,+12%
1309,Leaking Iris,0.25,+23%,
1310,Nervous Reflector,0.0,,+12%
1311,Fissured Retina,0.167,,+13%
1312,Fissured Reflector,0.333,+19%,+13%
1313,Nervous Pupil,0.167,+19%,
1314,Fissured Lens,0.042,+13%,
1315,Leaking Projector,0.0,,+12%
1316,Fissured Projector,0.438,+32%,
1317,Fissured Lens,0.062,+14%,
1318,Stretched Mirror,0.083,+15%,
1319,Stretched Retina,0.104,+16%,
1320,Fidgety Cornea,0.167,,+13%
1321,Leaking Mirror,0.0,,+12%
1322,Stretched Lens,0.312,+26%,
1323,Stretched Projector,0.146,+18%,
1324,Stretched Iris,0.0,,+12%
1325,Leaking Iris,0.104,+16%,
1326,Nervous Cornea,0.5,,+15%
1327,Nervous Cornea,0.167,,+13%
1328,Fidgety Retina,0.312,+26%,+12%
1329,Nervous Aperture,0.167,+11%,+13%
1330,Fidgety Mirror,0.0,,+12%
1331,Fissured Retina,0.0,,+12%
1332,Fissured Reflector,0.167,,+13%
1333,Nervous Mirror,0.062,+14%,+12%
1334,Stretched Aperture,0.167,,+13%
1335,Leaking Reflector,0.479,+26%,+13%
1336,Nervous Mirror,0.0,,+12%
1337,Fissured Pupil,0.354,+12%,+14%
1338,Leaking Mirror,0.167,,+13%
1339,Nervous Projector,0.062,+14%,
1340,Leaking Pupil,0.0,,+12%
1341,Fidgety Iris,0.5,,+15%
1342,Leaking Aperture,0.25,+23%,
1343,Stretched Lens,0.0,,+12%
1344,Nervous Fluids,0.5,,+15%
1345,Stretched Mirror,0.5,+27%,+13%
1346,Fissured Retina,0.062,+14%,
1347,Stretched Reflector,0.167,+19%,+12%
1348,Nervous Reflector,0.0,+11%,+12%
1349,Leaking Lens,0.271,+24%,
1350,Stretched Lens,0.0,+11%,
1351,Nervous Fluids,0.167,,+13%
1352,Fidgety Retina,0.5,,+15%
