Seed	Name	Perfection	Ship_Hyperdrive_JumpDistance
607	Fragile Bio-Reality Generator	0.44	72 ly
608	Clammy Lobe Actuator	0.22	61 ly
609	Gooey Neural Matrix	0.44	72 ly
610	Moistened Lobe Actuator	0.08	54 ly
611	Gooey Memory Calculus	0.08	54 ly
612	Fragile Bio-Reality Generator	0.52	76 ly
613	Gooey Bio-Reality Generator	0.14	57 ly
614	Clammy Emotal Core	0.2	60 ly
615	Gooey Emotal Core	0.38	69 ly
616	Moistened Emotal Core	0.22	61 ly
617	Fragile Memory Calculus	0.16	58 ly
618	Gooey Neural Matrix	0.12	56 ly
619	Threaded Bio-Reality Generator	0.24	62 ly
620	Moistened Stellar Processor	0.0	50 ly
621	Clammy Hive Stem	0.66	83 ly
622	Moistened Stellar Processor	0.16	58 ly
623	Clammy Memory Calculus	0.36	68 ly
624	Moistened Cluster Stem	0.0	50 ly
625	Clammy Stellar Processor	0.34	67 ly
626	Gooey Hive Stem	0.02	51 ly
627	Clammy Stellar Processor	0.98	99 ly
628	Threaded Stellar Processor	0.0	50 ly
629	Fragile Emotal Core	0.14	57 ly
630	Fragile Lobe Actuator	0.0	50 ly
631	Fragile Bio-Reality Generator	0.46	73 ly
632	Gooey Stellar Processor	0.04	52 ly
633	Threaded Bio-Reality Generator	0.14	57 ly
634	Gooey Bio-Reality Generator	0.02	51 ly
635	Threaded Stellar Processor	0.88	94 ly
636	Gooey Neural Matrix	0.22	61 ly
637	Threaded Sensory Veil	0.22	61 ly
638	Threaded Bio-Reality Generator	0.2	60 ly
639	Fragile Sensory Veil	0.06	53 ly
640	Clammy Memory Calculus	0.04	52 ly
641	Fragile Bio-Reality Generator	0.08	54 ly
642	Moistened Bio-Reality Generator	0.04	52 ly
643	Moistened Hive Stem	0.94	97 ly
644	Gooey Lobe Actuator	0.16	58 ly
645	Moistened Lobe Actuator	0.42	71 ly
646	Moistened Lobes	0.78	89 ly
647	Fragile Hive Stem	0.02	51 ly
648	Clammy Stellar Processor	0.18	59 ly
649	Gooey Stellar Processor	0.0	50 ly
650	Clammy Sensory Veil	0.04	52 ly
651	Fragile Bio-Reality Generator	0.28	64 ly
652	Fragile Sensory Veil	0.02	51 ly
653	Clammy Lobe Actuator	0.76	88 ly
654	Fragile Cluster Stem	0.34	67 ly
655	Fragile Emotal Core	0.18	59 ly
656	Moistened Hive Stem	0.02	51 ly
657	Moistened Lobes	0.26	63 ly
658	Gooey Sensory Veil	0.1	55 ly
659	Threaded Bio-Reality Generator	0.08	54 ly
660	Threaded Neural Matrix	0.68	84 ly
661	Fragile Stellar Processor	0.56	78 ly
662	Gooey Stellar Processor	0.18	59 ly
663	Clammy Lobes	0.04	52 ly
664	Fragile Lobe Actuator	0.02	51 ly
665	Moistened Hive Stem	0.04	52 ly
666	Threaded Bio-Reality Generator	0.02	51 ly
667	Fragile Lobes	0.02	51 ly
668	Moistened Hive Stem	0.54	77 ly
669	Fragile Cluster Stem	0.46	73 ly
670	Moistened Cluster Stem	0.14	57 ly
671	Threaded Lobes	0.1	55 ly
672	Clammy Hive Stem	0.08	54 ly
673	Clammy Sensory Veil	0.66	83 ly
674	Fragile Lobes	0.24	62 ly
675	Threaded Stellar Processor	0.08	54 ly
676	Moistened Bio-Reality Generator	0.4	70 ly
677	Gooey Emotal Core	0.0	50 ly
678	Fragile Hive Stem	0.06	53 ly
679	Threaded Hive Stem	0.06	53 ly
680	Gooey Lobe Actuator	0.88	94 ly
681	Threaded Cluster Stem	0.32	66 ly
682	Fragile Bio-Reality Generator	0.18	59 ly
683	Moistened Sensory Veil	0.14	57 ly
684	Gooey Memory Calculus	0.22	61 ly
685	Threaded Cluster Stem	0.3	65 ly
686	Clammy Stellar Processor	0.4	70 ly
687	Clammy Lobe Actuator	0.56	78 ly
688	Clammy Lobe Actuator	0.94	97 ly
689	Gooey Cluster Stem	0.24	62 ly
690	Moistened Lobes	0.3	65 ly
691	Moistened Lobe Actuator	0.04	52 ly
692	Threaded Sensory Veil	0.42	71 ly
693	Gooey Bio-Reality Generator	0.42	71 ly
694	Threaded Emotal Core	0.6	80 ly
695	Threaded Sensory Veil	0.08	54 ly
696	Gooey Hive Stem	0.44	72 ly
697	Clammy Lobe Actuator	0.0	50 ly
698	Clammy Stellar Processor	0.76	88 ly
699	Gooey Cluster Stem	0.48	74 ly
700	Threaded Neural Matrix	0.82	91 ly
701	Moistened Sensory Veil	0.78	89 ly
702	Moistened Hive Stem	0.02	51 ly
703	Gooey Lobe Actuator	0.18	59 ly
704	Fragile Memory Calculus	0.04	52 ly
705	Threaded Stellar Processor	0.42	71 ly
706	Clammy Lobes	0.02	51 ly
707	Moistened Lobes	0.52	76 ly
708	Moistened Neural Matrix	0.98	99 ly
709	Clammy Lobes	0.86	93 ly
710	Clammy Bio-Reality Generator	0.9	95 ly
711	Threaded Bio-Reality Generator	0.02	51 ly
712	Threaded Emotal Core	0.22	61 ly
713	Gooey Neural Matrix	0.36	68 ly
714	Fragile Neural Matrix	0.0	50 ly
715	Moistened Memory Calculus	0.52	76 ly
716	Threaded Lobes	0.04	52 ly
717	Moistened Bio-Reality Generator	0.32	66 ly
718	Moistened Bio-Reality Generator	0.0	50 ly
719	Fragile Hive Stem	0.14	57 ly
720	Gooey Bio-Reality Generator	0.08	54 ly
721	Moistened Lobe Actuator	0.0	50 ly
722	Moistened Lobe Actuator	0.04	52 ly
723	Fragile Stellar Processor	0.1	55 ly
724	Threaded Cluster Stem	0.0	50 ly
725	Gooey Hive Stem	0.16	58 ly
726	Fragile Lobes	0.04	52 ly
727	Fragile Neural Matrix	0.54	77 ly
728	Gooey Stellar Processor	1.0	100 ly
729	Moistened Lobes	0.02	51 ly
730	Threaded Neural Matrix	0.7	85 ly
731	Fragile Stellar Processor	0.04	52 ly
732	Moistened Memory Calculus	0.04	52 ly
733	Threaded Emotal Core	0.36	68 ly
734	Moistened Lobes	0.4	70 ly
735	Gooey Lobe Actuator	0.52	76 ly
736	Moistened Memory Calculus	0.64	82 ly
737	Fragile Neural Matrix	0.04	52 ly
738	Fragile Neural Matrix	0.38	69 ly
739	Threaded Memory Calculus	0.66	83 ly
740	Clammy Memory Calculus	0.04	52 ly
741	Threaded Lobes	0.06	53 ly
742	Clammy Hive Stem	0.18	59 ly
743	Fragile Sensory Veil	0.88	94 ly
744	Clammy Bio-Reality Generator	0.08	54 ly
745	Threaded Lobe Actuator	0.42	71 ly
746	Gooey Hive Stem	0.16	58 ly
747	Moistened Lobes	0.72	86 ly
748	Moistened Stellar Processor	0.32	66 ly
749	Threaded Cluster Stem	0.1	55 ly
750	Threaded Hive Stem	0.1	55 ly
751	Clammy Lobe Actuator	1.0	100 ly
752	Gooey Memory Calculus	0.96	98 ly
753	Threaded Lobe Actuator	0.12	56 ly
754	Gooey Emotal Core	0.5	75 ly
755	Threaded Lobe Actuator	0.48	74 ly
756	Moistened Cluster Stem	0.58	79 ly
757	Clammy Lobes	0.14	57 ly
758	Clammy Stellar Processor	0.88	94 ly
759	Threaded Cluster Stem	0.18	59 ly
760	Fragile Lobes	0.54	77 ly
761	Fragile Bio-Reality Generator	0.2	60 ly
762	Moistened Stellar Processor	0.14	57 ly
763	Moistened Lobes	0.78	89 ly
764	Gooey Lobe Actuator	0.7	85 ly
765	Fragile Bio-Reality Generator	0.64	82 ly
766	Threaded Emotal Core	0.12	56 ly
767	Moistened Stellar Processor	0.0	50 ly
768	Clammy Sensory Veil	0.4	70 ly
769	Fragile Bio-Reality Generator	0.58	79 ly
770	Clammy Emotal Core	0.0	50 ly
771	Fragile Lobes	0.02	51 ly
772	Threaded Emotal Core	0.14	57 ly
773	Gooey Cluster Stem	0.28	64 ly
774	Threaded Hive Stem	0.3	65 ly
775	Fragile Sensory Veil	0.18	59 ly
776	Clammy Cluster Stem	0.02	51 ly
777	Clammy Bio-Reality Generator	0.78	89 ly
778	Moistened Emotal Core	0.18	59 ly
779	Gooey Emotal Core	0.8	90 ly
780	Moistened Neural Matrix	0.36	68 ly
781	Fragile Lobes	0.02	51 ly
782	Gooey Memory Calculus	0.88	94 ly
783	Clammy Cluster Stem	0.44	72 ly
784	Moistened Hive Stem	0.08	54 ly
785	Threaded Neural Matrix	0.66	83 ly
786	Fragile Hive Stem	0.6	80 ly
787	Gooey Lobes	0.18	59 ly
788	Fragile Hive Stem	0.42	71 ly
789	Moistened Bio-Reality Generator	0.22	61 ly
790	Threaded Lobe Actuator	0.34	67 ly
791	Clammy Lobes	0.56	78 ly
792	Moistened Sensory Veil	0.14	57 ly
793	Gooey Hive Stem	0.32	66 ly
794	Moistened Sensory Veil	0.72	86 ly
795	Threaded Memory Calculus	0.08	54 ly
796	Fragile Stellar Processor	0.54	77 ly
797	Moistened Cluster Stem	0.1	55 ly
798	Fragile Emotal Core	0.96	98 ly
799	Threaded Cluster Stem	0.02	51 ly
800	Moistened Hive Stem	0.1	55 ly
801	Clammy Bio-Reality Generator	0.04	52 ly
802	Clammy Stellar Processor	0.22	61 ly
803	Gooey Stellar Processor	0.54	77 ly
804	Threaded Sensory Veil	0.2	60 ly
805	Fragile Stellar Processor	0.14	57 ly
806	Threaded Lobes	0.02	51 ly
807	Threaded Bio-Reality Generator	0.74	87 ly
808	Fragile Lobes	0.76	88 ly
809	Threaded Stellar Processor	0.32	66 ly
810	Moistened Cluster Stem	0.58	79 ly
811	Threaded Stellar Processor	0.0	50 ly
812	Gooey Hive Stem	0.76	88 ly
813	Threaded Lobes	0.0	50 ly
814	Threaded Hive Stem	0.08	54 ly
815	Clammy Neural Matrix	0.1	55 ly
816	Clammy Lobe Actuator	0.06	53 ly
817	Fragile Sensory Veil	0.5	75 ly
818	Clammy Memory Calculus	0.06	53 ly
819	Fragile Emotal Core	0.1	55 ly
820	Clammy Bio-Reality Generator	0.54	77 ly
821	Moistened Cluster Stem	0.04	52 ly
822	Clammy Neural Matrix	0.3	65 ly
823	Gooey Hive Stem	0.24	62 ly
824	Threaded Stellar Processor	0.0	50 ly
825	Gooey Emotal Core	0.46	73 ly
826	Moistened Lobe Actuator	0.72	86 ly
827	Moistened Lobes	0.46	73 ly
828	Moistened Stellar Processor	0.24	62 ly
829	Threaded Lobe Actuator	0.02	51 ly
830	Gooey Stellar Processor	0.08	54 ly
831	Gooey Sensory Veil	0.68	84 ly
832	Moistened Sensory Veil	0.16	58 ly
833	Gooey Neural Matrix	0.04	52 ly
834	Threaded Neural Matrix	0.0	50 ly
835	Moistened Hive Stem	0.94	97 ly
836	Clammy Hive Stem	0.5	75 ly
837	Gooey Emotal Core	0.14	57 ly
838	Threaded Memory Calculus	0.0	50 ly
839	Clammy Lobes	0.1	55 ly
840	Clammy Sensory Veil	0.16	58 ly
841	Moistened Neural Matrix	0.14	57 ly
842	Fragile Memory Calculus	0.5	75 ly
843	Gooey Cluster Stem	0.3	65 ly
844	Gooey Neural Matrix	0.14	57 ly
845	Gooey Emotal Core	0.06	53 ly
846	Threaded Stellar Processor	0.24	62 ly
847	Moistened Neural Matrix	0.86	93 ly
848	Moistened Memory Calculus	0.6	80 ly
849	Clammy Neural Matrix	0.04	52 ly
850	Clammy Lobe Actuator	0.5	75 ly
851	Fragile Sensory Veil	0.16	58 ly
852	Threaded Neural Matrix	0.0	50 ly
853	Gooey Lobes	0.88	94 ly
854	Clammy Cluster Stem	0.0	50 ly
855	Moistened Hive Stem	0.02	51 ly
856	Fragile Emotal Core	0.02	51 ly
857	Clammy Memory Calculus	0.16	58 ly
858	Moistened Sensory Veil	0.62	81 ly
859	Clammy Lobe Actuator	0.38	69 ly
860	Moistened Lobe Actuator	0.02	51 ly
861	Fragile Stellar Processor	0.22	61 ly
862	Moistened Sensory Veil	0.18	59 ly
863	Gooey Hive Stem	0.88	94 ly
864	Clammy Lobes	0.46	73 ly
865	Clammy Emotal Core	0.7	85 ly
866	Clammy Emotal Core	0.28	64 ly
867	Moistened Stellar Processor	0.22	61 ly
868	Threaded Hive Stem	0.0	50 ly
869	Gooey Bio-Reality Generator	0.0	50 ly
870	Gooey Emotal Core	0.24	62 ly
871	Fragile Emotal Core	0.54	77 ly
872	Moistened Memory Calculus	0.08	54 ly
873	Gooey Cluster Stem	0.02	51 ly
874	Moistened Cluster Stem	0.08	54 ly
875	Threaded Cluster Stem	0.46	73 ly
876	Fragile Lobes	0.16	58 ly
877	Gooey Lobes	0.46	73 ly
878	Threaded Lobe Actuator	0.68	84 ly
879	Moistened Emotal Core	0.0	50 ly
880	Clammy Hive Stem	0.06	53 ly
881	Clammy Lobe Actuator	0.74	87 ly
882	Threaded Lobes	0.02	51 ly
883	Fragile Hive Stem	0.36	68 ly
884	Gooey Emotal Core	0.2	60 ly
885	Moistened Bio-Reality Generator	0.9	95 ly
886	Moistened Lobe Actuator	0.26	63 ly
887	Fragile Sensory Veil	0.8	90 ly
888	Fragile Neural Matrix	0.52	76 ly
889	Clammy Sensory Veil	0.02	51 ly
890	Threaded Lobe Actuator	0.14	57 ly
891	Moistened Bio-Reality Generator	0.98	99 ly
892	Clammy Memory Calculus	0.06	53 ly
893	Gooey Emotal Core	0.1	55 ly
894	Clammy Hive Stem	0.52	76 ly
895	Threaded Emotal Core	0.7	85 ly
896	Moistened Lobes	0.04	52 ly
897	Fragile Memory Calculus	0.26	63 ly
898	Threaded Lobes	0.04	52 ly
899	Moistened Sensory Veil	0.84	92 ly
900	Gooey Memory Calculus	0.48	74 ly
901	Clammy Sensory Veil	0.24	62 ly
902	Threaded Lobes	0.2	60 ly
903	Threaded Cluster Stem	0.44	72 ly
904	Threaded Lobe Actuator	0.56	78 ly
905	Fragile Neural Matrix	0.1	55 ly
906	Threaded Hive Stem	0.7	85 ly
907	Gooey Bio-Reality Generator	0.02	51 ly
908	Threaded Emotal Core	0.08	54 ly
909	Fragile Hive Stem	0.02	51 ly
910	Fragile Emotal Core	0.54	77 ly
911	Fragile Lobes	0.62	81 ly
912	Threaded Hive Stem	0.88	94 ly
913	Threaded Neural Matrix	0.36	68 ly
914	Fragile Sensory Veil	0.04	52 ly
915	Fragile Stellar Processor	0.58	79 ly
916	Moistened Stellar Processor	0.04	52 ly
917	Threaded Cluster Stem	0.12	56 ly
918	Fragile Bio-Reality Generator	0.64	82 ly
919	Gooey Lobes	0.0	50 ly
920	Moistened Stellar Processor	0.7	85 ly
921	Fragile Sensory Veil	0.54	77 ly
922	Moistened Lobe Actuator	0.02	51 ly
923	Fragile Lobe Actuator	0.78	89 ly
924	Clammy Lobes	0.2	60 ly
925	Threaded Bio-Reality Generator	0.88	94 ly
926	Clammy Hive Stem	0.0	50 ly
927	Clammy Lobe Actuator	0.52	76 ly
928	Fragile Hive Stem	0.06	53 ly
929	Fragile Lobe Actuator	0.04	52 ly
930	Threaded Neural Matrix	0.94	97 ly
931	Gooey Sensory Veil	0.88	94 ly
932	Gooey Bio-Reality Generator	0.16	58 ly
933	Fragile Lobes	0.0	50 ly
934	Moistened Emotal Core	0.44	72 ly
935	Gooey Memory Calculus	0.22	61 ly
936	Threaded Memory Calculus	0.02	51 ly
937	Moistened Stellar Processor	0.62	81 ly
938	Clammy Bio-Reality Generator	0.5	75 ly
939	Moistened Lobe Actuator	0.5	75 ly
940	Moistened Bio-Reality Generator	0.0	50 ly
941	Clammy Memory Calculus	0.0	50 ly
942	Clammy Stellar Processor	0.84	92 ly
943	Threaded Memory Calculus	0.04	52 ly
944	Moistened Emotal Core	0.02	51 ly
945	Moistened Bio-Reality Generator	0.62	81 ly
946	Fragile Stellar Processor	0.02	51 ly
947	Moistened Lobes	0.88	94 ly
948	Moistened Stellar Processor	0.22	61 ly
949	Moistened Emotal Core	0.0	50 ly
950	Gooey Cluster Stem	0.66	83 ly
951	Gooey Stellar Processor	0.1	55 ly
952	Threaded Lobe Actuator	0.94	97 ly
953	Threaded Sensory Veil	0.42	71 ly
954	Gooey Hive Stem	0.78	89 ly
955	Gooey Lobe Actuator	0.74	87 ly
956	Moistened Neural Matrix	0.46	73 ly
957	Moistened Neural Matrix	0.04	52 ly
958	Threaded Bio-Reality Generator	0.3	65 ly
959	Fragile Memory Calculus	0.54	77 ly
960	Gooey Sensory Veil	0.14	57 ly
961	Threaded Lobe Actuator	0.54	77 ly
962	Fragile Lobe Actuator	0.16	58 ly
963	Moistened Sensory Veil	0.06	53 ly
964	Gooey Stellar Processor	0.74	87 ly
965	Fragile Stellar Processor	0.62	81 ly
966	Clammy Lobes	0.9	95 ly
967	Threaded Neural Matrix	1.0	100 ly
968	Gooey Bio-Reality Generator	0.72	86 ly
969	Fragile Bio-Reality Generator	0.22	61 ly
970	Fragile Bio-Reality Generator	0.0	50 ly
971	Clammy Memory Calculus	0.3	65 ly
972	Fragile Stellar Processor	0.88	94 ly
973	Moistened Lobes	0.88	94 ly
974	Gooey Lobe Actuator	0.24	62 ly
975	Threaded Cluster Stem	0.66	83 ly
976	Fragile Stellar Processor	0.0	50 ly
977	Threaded Neural Matrix	0.32	66 ly
978	Moistened Emotal Core	0.28	64 ly
979	Threaded Sensory Veil	0.96	98 ly
980	Moistened Sensory Veil	0.02	51 ly
981	Threaded Emotal Core	0.22	61 ly
982	Gooey Stellar Processor	0.04	52 ly
983	Gooey Bio-Reality Generator	0.74	87 ly
984	Threaded Sensory Veil	0.52	76 ly
985	Clammy Cluster Stem	0.0	50 ly
986	Moistened Lobes	0.6	80 ly
987	Gooey Hive Stem	0.04	52 ly
988	Clammy Lobes	0.3	65 ly
989	Fragile Lobes	0.04	52 ly
990	Fragile Sensory Veil	0.16	58 ly
991	Threaded Sensory Veil	0.52	76 ly
992	Threaded Lobes	0.48	74 ly
993	Clammy Hive Stem	0.02	51 ly
994	Moistened Memory Calculus	0.1	55 ly
995	Threaded Neural Matrix	0.94	97 ly
996	Clammy Lobe Actuator	0.26	63 ly
997	Fragile Neural Matrix	0.16	58 ly
998	Moistened Hive Stem	0.14	57 ly
999	Clammy Bio-Reality Generator	0.06	53 ly
1000	Fragile Bio-Reality Generator	0.1	55 ly
1001	Moistened Cluster Stem	0.18	59 ly
1002	Clammy Sensory Veil	0.0	50 ly
1003	Moistened Lobe Actuator	0.32	66 ly
1004	Fragile Hive Stem	0.38	69 ly
1005	Gooey Emotal Core	0.18	59 ly
1006	Gooey Neural Matrix	0.5	75 ly
1007	Threaded Emotal Core	0.74	87 ly
1008	Threaded Lobes	0.56	78 ly
1009	Moistened Neural Matrix	0.76	88 ly
1010	Fragile Sensory Veil	0.06	53 ly
1011	Gooey Hive Stem	0.22	61 ly
1012	Clammy Lobes	0.22	61 ly
1013	Fragile Sensory Veil	0.02	51 ly
1014	Threaded Memory Calculus	0.94	97 ly
1015	Fragile Sensory Veil	0.32	66 ly
1016	Fragile Memory Calculus	0.0	50 ly
1017	Gooey Memory Calculus	0.86	93 ly
1018	Clammy Lobes	0.16	58 ly
1019	Threaded Cluster Stem	0.52	76 ly
1020	Fragile Stellar Processor	0.74	87 ly
1021	Gooey Lobe Actuator	0.2	60 ly
1022	Threaded Hive Stem	0.02	51 ly
1023	Gooey Stellar Processor	0.38	69 ly
1024	Fragile Memory Calculus	0.5	75 ly
1025	Fragile Sensory Veil	0.0	50 ly
1026	Moistened Stellar Processor	0.08	54 ly
1027	Clammy Stellar Processor	0.0	50 ly
1028	Threaded Memory Calculus	0.08	54 ly
1029	Clammy Lobe Actuator	0.08	54 ly
1030	Clammy Neural Matrix	0.02	51 ly
1031	Fragile Emotal Core	0.06	53 ly
1032	Moistened Emotal Core	0.04	52 ly
1033	Threaded Bio-Reality Generator	0.04	52 ly
1034	Threaded Sensory Veil	0.14	57 ly
1035	Gooey Emotal Core	0.1	55 ly
1036	Moistened Neural Matrix	0.16	58 ly
1037	Gooey Lobes	0.26	63 ly
1038	Fragile Lobes	0.88	94 ly
1039	Moistened Bio-Reality Generator	0.36	68 ly
1040	Threaded Bio-Reality Generator	0.18	59 ly
1041	Threaded Lobes	0.2	60 ly
1042	Gooey Emotal Core	0.0	50 ly
1043	Moistened Hive Stem	0.26	63 ly
1044	Threaded Sensory Veil	0.18	59 ly
1045	Fragile Lobe Actuator	0.58	79 ly
1046	Clammy Memory Calculus	0.08	54 ly
1047	Clammy Neural Matrix	0.14	57 ly
1048	Clammy Stellar Processor	0.74	87 ly
1049	Threaded Cluster Stem	0.36	68 ly
1050	Threaded Stellar Processor	0.06	53 ly
1051	Gooey Bio-Reality Generator	0.88	94 ly
1052	Fragile Lobes	0.52	76 ly
1053	Fragile Bio-Reality Generator	0.48	74 ly
1054	Fragile Lobe Actuator	0.12	56 ly
1055	Moistened Neural Matrix	0.54	77 ly
1056	Gooey Lobe Actuator	0.0	50 ly
1057	Clammy Lobes	0.3	65 ly
1058	Threaded Stellar Processor	0.72	86 ly
1059	Gooey Memory Calculus	0.74	87 ly
1060	Clammy Sensory Veil	0.88	94 ly
1061	Gooey Hive Stem	0.94	97 ly
1062	Threaded Lobe Actuator	0.28	64 ly
1063	Moistened Memory Calculus	0.14	57 ly
1064	Fragile Memory Calculus	0.72	86 ly
1065	Threaded Hive Stem	0.12	56 ly
1066	Clammy Emotal Core	0.28	64 ly
1067	Clammy Neural Matrix	0.84	92 ly
1068	Gooey Lobes	0.76	88 ly
1069	Gooey Emotal Core	0.24	62 ly
1070	Gooey Stellar Processor	0.58	79 ly
1071	Clammy Memory Calculus	0.02	51 ly
1072	Gooey Memory Calculus	0.02	51 ly
1073	Fragile Bio-Reality Generator	0.5	75 ly
1074	Clammy Sensory Veil	0.1	55 ly
1075	Threaded Sensory Veil	0.58	79 ly
1076	Threaded Cluster Stem	0.06	53 ly
1077	Fragile Lobe Actuator	0.76	88 ly
1078	Gooey Cluster Stem	0.0	50 ly
1079	Threaded Bio-Reality Generator	0.04	52 ly
1080	Fragile Stellar Processor	0.0	50 ly
1081	Gooey Lobe Actuator	0.02	51 ly
1082	Moistened Sensory Veil	0.0	50 ly
1083	Threaded Sensory Veil	0.5	75 ly
1084	Clammy Hive Stem	0.88	94 ly
1085	Clammy Memory Calculus	0.1	55 ly
1086	Moistened Neural Matrix	0.02	51 ly
1087	Moistened Bio-Reality Generator	0.12	56 ly
1088	Fragile Neural Matrix	0.6	80 ly
1089	Gooey Sensory Veil	0.02	51 ly
1090	Fragile Stellar Processor	0.94	97 ly
1091	Fragile Lobe Actuator	0.14	57 ly
1092	Threaded Emotal Core	0.26	63 ly
1093	Moistened Lobes	0.0	50 ly
1094	Fragile Cluster Stem	0.0	50 ly
1095	Fragile Sensory Veil	0.76	88 ly
1096	Fragile Bio-Reality Generator	0.94	97 ly
1097	Threaded Hive Stem	0.68	84 ly
1098	Gooey Memory Calculus	0.04	52 ly
1099	Gooey Neural Matrix	0.1	55 ly
1100	Clammy Neural Matrix	0.58	79 ly
1101	Gooey Bio-Reality Generator	0.92	96 ly
1102	Threaded Lobe Actuator	0.96	98 ly
1103	Clammy Cluster Stem	0.9	95 ly
1104	Clammy Emotal Core	0.08	54 ly
1105	Fragile Lobes	0.92	96 ly
1106	Fragile Sensory Veil	0.02	51 ly
1107	Gooey Stellar Processor	0.24	62 ly
1108	Moistened Memory Calculus	0.96	98 ly
1109	Clammy Hive Stem	0.28	64 ly
1110	Clammy Sensory Veil	0.06	53 ly
1111	Moistened Cluster Stem	0.46	73 ly
1112	Fragile Hive Stem	0.26	63 ly
1113	Moistened Neural Matrix	0.1	55 ly
1114	Gooey Lobes	0.84	92 ly
1115	Threaded Hive Stem	0.42	71 ly
1116	Fragile Cluster Stem	1.0	100 ly
1117	Gooey Emotal Core	0.76	88 ly
1118	Fragile Lobes	0.3	65 ly
1119	Gooey Lobe Actuator	0.26	63 ly
1120	Fragile Lobe Actuator	0.38	69 ly
1121	Moistened Stellar Processor	0.02	51 ly
1122	Clammy Sensory Veil	0.18	59 ly
1123	Clammy Memory Calculus	0.1	55 ly
1124	Gooey Sensory Veil	0.02	51 ly
1125	Fragile Neural Matrix	0.38	69 ly
1126	Threaded Hive Stem	0.02	51 ly
1127	Gooey Neural Matrix	0.5	75 ly
1128	Moistened Neural Matrix	0.36	68 ly
1129	Fragile Lobe Actuator	0.2	60 ly
1130	Gooey Memory Calculus	0.32	66 ly
1131	Fragile Lobe Actuator	0.94	97 ly
1132	Fragile Sensory Veil	0.14	57 ly
1133	Moistened Memory Calculus	0.9	95 ly
1134	Gooey Neural Matrix	0.42	71 ly
1135	Fragile Bio-Reality Generator	0.08	54 ly
1136	Gooey Stellar Processor	0.0	50 ly
1137	Moistened Bio-Reality Generator	0.02	51 ly
1138	Clammy Hive Stem	0.76	88 ly
1139	Gooey Stellar Processor	0.6	80 ly
1140	Fragile Emotal Core	0.12	56 ly
1141	Gooey Memory Calculus	0.48	74 ly
1142	Moistened Bio-Reality Generator	0.06	53 ly
1143	Fragile Sensory Veil	0.02	51 ly
1144	Gooey Memory Calculus	0.06	53 ly
1145	Clammy Bio-Reality Generator	0.1	55 ly
1146	Moistened Emotal Core	0.62	81 ly
1147	Gooey Stellar Processor	0.16	58 ly
1148	Threaded Hive Stem	0.38	69 ly
1149	Threaded Lobe Actuator	0.34	67 ly
1150	Threaded Hive Stem	0.82	91 ly
1151	Gooey Stellar Processor	0.02	51 ly
1152	Moistened Memory Calculus	0.0	50 ly
1153	Threaded Neural Matrix	0.24	62 ly
1154	Gooey Lobes	0.22	61 ly
1155	Threaded Stellar Processor	0.2	60 ly
1156	Moistened Stellar Processor	0.78	89 ly
1157	Threaded Stellar Processor	0.08	54 ly
1158	Gooey Memory Calculus	0.74	87 ly
1159	Threaded Lobe Actuator	0.42	71 ly
1160	Threaded Emotal Core	0.06	53 ly
1161	Gooey Lobe Actuator	0.04	52 ly
1162	Fragile Emotal Core	0.22	61 ly
1163	Gooey Lobes	0.0	50 ly
1164	Threaded Cluster Stem	0.84	92 ly
1165	Gooey Hive Stem	0.16	58 ly
1166	Clammy Emotal Core	0.7	85 ly
1167	Fragile Hive Stem	0.58	79 ly
1168	Moistened Lobes	0.1	55 ly
1169	Gooey Memory Calculus	0.3	65 ly
1170	Moistened Memory Calculus	0.02	51 ly
1171	Clammy Lobes	0.1	55 ly
1172	Fragile Sensory Veil	0.0	50 ly
1173	Fragile Cluster Stem	0.66	83 ly
1174	Moistened Sensory Veil	0.58	79 ly
1175	Moistened Emotal Core	0.08	54 ly
1176	Moistened Emotal Core	0.68	84 ly
1177	Threaded Neural Matrix	0.62	81 ly
1178	Threaded Sensory Veil	0.66	83 ly
1179	Moistened Stellar Processor	0.58	79 ly
1180	Clammy Lobe Actuator	0.76	88 ly
1181	Moistened Bio-Reality Generator	0.42	71 ly
1182	Gooey Emotal Core	0.42	71 ly
1183	Threaded Cluster Stem	0.0	50 ly
1184	Clammy Stellar Processor	0.06	53 ly
1185	Gooey Sensory Veil	0.0	50 ly
1186	Clammy Stellar Processor	0.06	53 ly
1187	Gooey Neural Matrix	0.04	52 ly
1188	Threaded Stellar Processor	0.08	54 ly
1189	Clammy Emotal Core	0.06	53 ly
1190	Moistened Stellar Processor	0.74	87 ly
