Seed,Name,Perfection,Ship_Hyperdrive_JumpDistance,Ship_Hyperdrive_JumpsPerCell
587,Glorious Lobe Actuator,0.52,176 ly,
588,Glorious Neural Matrix,0.4,170 ly,
589,Glorious Cluster Stem,0.08,154 ly,
590,Tremendous Neural Matrix,0.6,180 ly,
591,Beloved Emotal Core,0.46,173 ly,
592,Beloved Hive Stem,1.0,,+100%
593,Tremendous Bio-Reality Generator,1.0,,+100%
594,Beloved Cluster Stem,0.38,169 ly,
595,Glorious Hive Stem,0.02,151 ly,
596,Tremendous Emotal Core,1.0,200 ly,
597,Beloved Emotal Core,0.92,196 ly,
598,Tremendous Bio-Reality Generator,0.0,150 ly,
599,Tremendous Bio-Reality Generator,0.24,162 ly,
600,Glorious Emotal Core,1.0,,+100%
601,Glorious Bio-Reality Generator,0.06,153 ly,
602,Engorged Sensory Veil,0.08,154 ly,
603,Tremendous Lobes,1.0,,+100%
604,Engorged Cluster Stem,1.0,,+100%
605,Beloved Sensory Veil,1.0,,+100%
606,Tremendous Sensory Veil,1.0,,+100%
607,Tremendous Bio-Reality Generator,0.02,151 ly,
608,Engorged Lobe Actuator,1.0,,+100%
609,Glorious Neural Matrix,0.96,198 ly,
610,Beloved Lobe Actuator,1.0,,+100%
611,Glorious Memory Calculus,1.0,,+100%
612,Tremendous Bio-Reality Generator,0.44,172 ly,
613,Glorious Bio-Reality Generator,1.0,,+100%
614,Engorged Emotal Core,1.0,,+100%
615,Glorious Emotal Core,0.36,168 ly,
616,Beloved Emotal Core,1.0,,+100%
617,Tremendous Memory Calculus,1.0,,+100%
618,Glorious Neural Matrix,1.0,,+100%
619,Glassy Bio-Reality Generator,1.0,,+100%
620,Beloved Stellar Processor,1.0,,+100%
621,Engorged Hive Stem,0.16,158 ly,
622,Beloved Stellar Processor,1.0,,+100%
623,Engorged Memory Calculus,0.2,160 ly,
624,Beloved Cluster Stem,1.0,,+100%
625,Engorged Stellar Processor,0.24,162 ly,
626,Glorious Hive Stem,1.0,,+100%
627,Engorged Stellar Processor,0.24,162 ly,
628,Glassy Stellar Processor,1.0,,+100%
629,Tremendous Emotal Core,1.0,,+100%
630,Tremendous Lobe Actuator,1.0,,+100%
631,Tremendous Bio-Reality Generator,0.52,176 ly,
632,Glorious Stellar Processor,1.0,,+100%
633,Glassy Bio-Reality Generator,1.0,,+100%
634,Glorious Bio-Reality Generator,1.0,,+100%
635,Glassy Stellar Processor,0.18,159 ly,
636,Glorious Neural Matrix,1.0,,+100%
637,Glassy Sensory Veil,1.0,,+100%
638,Glassy Bio-Reality Generator,1.0,,+100%
639,Tremendous Sensory Veil,1.0,,+100%
640,Engorged Memory Calculus,1.0,,+100%
641,Tremendous Bio-Reality Generator,1.0,,+100%
642,Beloved Bio-Reality Generator,1.0,,+100%
643,Beloved Hive Stem,0.12,156 ly,
644,Glorious Lobe Actuator,1.0,,+100%
645,Beloved Lobe Actuator,0.68,184 ly,
646,Beloved Lobes,0.26,163 ly,
647,Tremendous Hive Stem,1.0,,+100%
648,Engorged Stellar Processor,1.0,,+100%
649,Glorious Stellar Processor,1.0,,+100%
650,Engorged Sensory Veil,1.0,,+100%
651,Tremendous Bio-Reality Generator,0.14,157 ly,
652,Tremendous Sensory Veil,1.0,,+100%
653,Engorged Lobe Actuator,0.76,188 ly,
654,Tremendous Cluster Stem,0.56,178 ly,
655,Tremendous Emotal Core,1.0,,+100%
656,Beloved Hive Stem,1.0,,+100%
657,Beloved Lobes,0.12,156 ly,
658,Glorious Sensory Veil,1.0,,+100%
659,Glassy Bio-Reality Generator,1.0,,+100%
660,Glassy Neural Matrix,0.0,150 ly,
661,Tremendous Stellar Processor,0.38,169 ly,
662,Glorious Stellar Processor,1.0,,+100%
663,Engorged Lobes,1.0,,+100%
664,Tremendous Lobe Actuator,1.0,,+100%
665,Beloved Hive Stem,1.0,,+100%
666,Glassy Bio-Reality Generator,1.0,,+100%
667,Tremendous Lobes,1.0,,+100%
668,Beloved Hive Stem,0.72,186 ly,
669,Tremendous Cluster Stem,0.1,155 ly,
670,Beloved Cluster Stem,1.0,,+100%
671,Glassy Lobes,1.0,,+100%
672,Engorged Hive Stem,1.0,,+100%
673,Engorged Sensory Veil,0.0,150 ly,
674,Tremendous Lobes,1.0,,+100%
675,Glassy Stellar Processor,1.0,,+100%
676,Beloved Bio-Reality Generator,0.38,169 ly,
677,Glorious Emotal Core,1.0,,+100%
678,Tremendous Hive Stem,1.0,,+100%
679,Glassy Hive Stem,1.0,,+100%
680,Glorious Lobe Actuator,0.06,153 ly,
681,Glassy Cluster Stem,0.12,156 ly,
682,Tremendous Bio-Reality Generator,1.0,,+100%
683,Beloved Sensory Veil,1.0,,+100%
684,Glorious Memory Calculus,1.0,,+100%
685,Glassy Cluster Stem,0.96,198 ly,
686,Engorged Stellar Processor,0.36,168 ly,
687,Engorged Lobe Actuator,0.02,151 ly,
688,Engorged Lobe Actuator,0.26,163 ly,
689,Glorious Cluster Stem,1.0,,+100%
690,Beloved Lobes,0.04,152 ly,
691,Beloved Lobe Actuator,1.0,,+100%
692,Glassy Sensory Veil,0.1,155 ly,
693,Glorious Bio-Reality Generator,0.36,168 ly,
694,Glassy Emotal Core,0.62,181 ly,
695,Glassy Sensory Veil,1.0,,+100%
696,Glorious Hive Stem,0.3,165 ly,
697,Engorged Lobe Actuator,1.0,,+100%
698,Engorged Stellar Processor,0.98,199 ly,
699,Glorious Cluster Stem,0.06,153 ly,
700,Glassy Neural Matrix,0.84,192 ly,
701,Beloved Sensory Veil,0.34,167 ly,
702,Beloved Hive Stem,1.0,,+100%
703,Glorious Lobe Actuator,1.0,,+100%
704,Tremendous Memory Calculus,1.0,,+100%
705,Glassy Stellar Processor,0.34,167 ly,
706,Engorged Lobes,1.0,,+100%
707,Beloved Lobes,0.04,152 ly,
708,Beloved Neural Matrix,0.24,162 ly,
709,Engorged Lobes,0.08,154 ly,
710,Engorged Bio-Reality Generator,0.54,177 ly,
711,Glassy Bio-Reality Generator,1.0,,+100%
712,Glassy Emotal Core,1.0,,+100%
713,Glorious Neural Matrix,0.08,154 ly,
714,Tremendous Neural Matrix,1.0,,+100%
715,Beloved Memory Calculus,0.22,161 ly,
716,Glassy Lobes,1.0,,+100%
717,Beloved Bio-Reality Generator,0.02,151 ly,
718,Beloved Bio-Reality Generator,1.0,,+100%
719,Tremendous Hive Stem,1.0,,+100%
720,Glorious Bio-Reality Generator,1.0,,+100%
721,Beloved Lobe Actuator,1.0,,+100%
722,Beloved Lobe Actuator,1.0,,+100%
723,Tremendous Stellar Processor,1.0,,+100%
724,Glassy Cluster Stem,1.0,,+100%
725,Glorious Hive Stem,1.0,,+100%
726,Tremendous Lobes,1.0,,+100%
727,Tremendous Neural Matrix,0.02,151 ly,
728,Glorious Stellar Processor,0.86,193 ly,
729,Beloved Lobes,1.0,,+100%
730,Glassy Neural Matrix,0.06,153 ly,
731,Tremendous Stellar Processor,1.0,,+100%
732,Beloved Memory Calculus,1.0,,+100%
733,Glassy Emotal Core,0.08,154 ly,
734,Beloved Lobes,0.0,150 ly,
735,Glorious Lobe Actuator,0.02,151 ly,
736,Beloved Memory Calculus,0.12,156 ly,
737,Tremendous Neural Matrix,1.0,,+100%
738,Tremendous Neural Matrix,0.18,159 ly,
739,Glassy Memory Calculus,0.06,153 ly,
740,Engorged Memory Calculus,1.0,,+100%
741,Glassy Lobes,1.0,,+100%
742,Engorged Hive Stem,1.0,,+100%
743,Tremendous Sensory Veil,0.04,152 ly,
744,Engorged Bio-Reality Generator,1.0,,+100%
745,Glassy Lobe Actuator,0.76,188 ly,
746,Glorious Hive Stem,1.0,,+100%
747,Beloved Lobes,0.18,159 ly,
748,Beloved Stellar Processor,0.72,186 ly,
749,Glassy Cluster Stem,1.0,,+100%
750,Glassy Hive Stem,1.0,,+100%
751,Engorged Lobe Actuator,0.12,156 ly,
752,Glorious Memory Calculus,0.46,173 ly,
753,Glassy Lobe Actuator,1.0,,+100%
754,Glorious Emotal Core,0.62,181 ly,
755,Glassy Lobe Actuator,0.0,150 ly,
756,Beloved Cluster Stem,0.46,173 ly,
757,Engorged Lobes,1.0,,+100%
758,Engorged Stellar Processor,0.0,150 ly,
759,Glassy Cluster Stem,1.0,,+100%
760,Tremendous Lobes,0.28,164 ly,
761,Tremendous Bio-Reality Generator,1.0,,+100%
762,Beloved Stellar Processor,1.0,,+100%
763,Beloved Lobes,0.54,177 ly,
764,Glorious Lobe Actuator,0.02,151 ly,
765,Tremendous Bio-Reality Generator,0.1,155 ly,
766,Glassy Emotal Core,1.0,,+100%
767,Beloved Stellar Processor,1.0,,+100%
768,Engorged Sensory Veil,0.0,150 ly,
769,Tremendous Bio-Reality Generator,0.12,156 ly,
770,Engorged Emotal Core,1.0,,+100%
771,Tremendous Lobes,1.0,,+100%
772,Glassy Emotal Core,1.0,,+100%
773,Glorious Cluster Stem,0.24,162 ly,
774,Glassy Hive Stem,0.28,164 ly,
775,Tremendous Sensory Veil,1.0,,+100%
776,Engorged Cluster Stem,1.0,,+100%
777,Engorged Bio-Reality Generator,0.1,155 ly,
778,Beloved Emotal Core,1.0,,+100%
779,Glorious Emotal Core,0.94,197 ly,
780,Beloved Neural Matrix,0.22,161 ly,
781,Tremendous Lobes,1.0,,+100%
782,Glorious Memory Calculus,0.0,150 ly,
783,Engorged Cluster Stem,0.02,151 ly,
784,Beloved Hive Stem,1.0,,+100%
785,Glassy Neural Matrix,0.0,150 ly,
786,Tremendous Hive Stem,0.16,158 ly,
787,Glorious Lobes,1.0,,+100%
788,Tremendous Hive Stem,0.7,185 ly,
789,Beloved Bio-Reality Generator,1.0,,+100%
790,Glassy Lobe Actuator,0.02,151 ly,
791,Engorged Lobes,0.18,159 ly,
792,Beloved Sensory Veil,1.0,,+100%
793,Glorious Hive Stem,0.74,187 ly,
794,Beloved Sensory Veil,0.02,151 ly,
795,Glassy Memory Calculus,1.0,,+100%
796,Tremendous Stellar Processor,0.1,155 ly,
797,Beloved Cluster Stem,1.0,,+100%
798,Tremendous Emotal Core,0.0,150 ly,
799,Glassy Cluster Stem,1.0,,+100%
800,Beloved Hive Stem,1.0,,+100%
801,Engorged Bio-Reality Generator,1.0,,+100%
802,Engorged Stellar Processor,1.0,,+100%
803,Glorious Stellar Processor,0.06,153 ly,
804,Glassy Sensory Veil,1.0,,+100%
805,Tremendous Stellar Processor,1.0,,+100%
806,Glassy Lobes,1.0,,+100%
807,Glassy Bio-Reality Generator,0.16,158 ly,
808,Tremendous Lobes,0.48,174 ly,
809,Glassy Stellar Processor,0.48,174 ly,
810,Beloved Cluster Stem,0.94,197 ly,
811,Glassy Stellar Processor,1.0,,+100%
812,Glorious Hive Stem,0.24,162 ly,
813,Glassy Lobes,1.0,,+100%
814,Glassy Hive Stem,1.0,,+100%
815,Engorged Neural Matrix,1.0,,+100%
816,Engorged Lobe Actuator,1.0,,+100%
817,Tremendous Sensory Veil,0.7,185 ly,
818,Engorged Memory Calculus,1.0,,+100%
819,Tremendous Emotal Core,1.0,,+100%
820,Engorged Bio-Reality Generator,0.92,196 ly,
821,Beloved Cluster Stem,1.0,,+100%
822,Engorged Neural Matrix,0.0,150 ly,
823,Glorious Hive Stem,1.0,,+100%
824,Glassy Stellar Processor,1.0,,+100%
825,Glorious Emotal Core,0.5,175 ly,
826,Beloved Lobe Actuator,0.68,184 ly,
827,Beloved Lobes,0.58,179 ly,
828,Beloved Stellar Processor,1.0,,+100%
829,Glassy Lobe Actuator,1.0,,+100%
830,Glorious Stellar Processor,1.0,,+100%
831,Glorious Sensory Veil,0.74,187 ly,
832,Beloved Sensory Veil,1.0,,+100%
833,Glorious Neural Matrix,1.0,,+100%
834,Glassy Neural Matrix,1.0,,+100%
835,Beloved Hive Stem,0.36,168 ly,
836,Engorged Hive Stem,0.08,154 ly,
837,Glorious Emotal Core,1.0,,+100%
838,Glassy Memory Calculus,1.0,,+100%
839,Engorged Lobes,1.0,,+100%
840,Engorged Sensory Veil,1.0,,+100%
841,Beloved Neural Matrix,1.0,,+100%
842,Tremendous Memory Calculus,0.96,198 ly,
843,Glorious Cluster Stem,0.84,192 ly,
844,Glorious Neural Matrix,1.0,,+100%
845,Glorious Emotal Core,1.0,,+100%
846,Glassy Stellar Processor,1.0,,+100%
847,Beloved Neural Matrix,0.28,164 ly,
848,Beloved Memory Calculus,0.0,150 ly,
849,Engorged Neural Matrix,1.0,,+100%
850,Engorged Lobe Actuator,0.0,150 ly,
851,Tremendous Sensory Veil,1.0,,+100%
852,Glassy Neural Matrix,1.0,,+100%
853,Glorious Lobes,0.14,157 ly,
854,Engorged Cluster Stem,1.0,,+100%
855,Beloved Hive Stem,1.0,,+100%
856,Tremendous Emotal Core,1.0,,+100%
857,Engorged Memory Calculus,1.0,,+100%
858,Beloved Sensory Veil,0.02,151 ly,
859,Engorged Lobe Actuator,0.42,171 ly,
860,Beloved Lobe Actuator,1.0,,+100%
861,Tremendous Stellar Processor,1.0,,+100%
862,Beloved Sensory Veil,1.0,,+100%
863,Glorious Hive Stem,0.26,163 ly,
864,Engorged Lobes,0.02,151 ly,
865,Engorged Emotal Core,0.02,151 ly,
866,Engorged Emotal Core,0.48,174 ly,
867,Beloved Stellar Processor,1.0,,+100%
868,Glassy Hive Stem,1.0,,+100%
869,Glorious Bio-Reality Generator,1.0,,+100%
870,Glorious Emotal Core,1.0,,+100%
871,Tremendous Emotal Core,0.36,168 ly,
872,Beloved Memory Calculus,1.0,,+100%
873,Glorious Cluster Stem,1.0,,+100%
874,Beloved Cluster Stem,1.0,,+100%
875,Glassy Cluster Stem,0.02,151 ly,
876,Tremendous Lobes,1.0,,+100%
877,Glorious Lobes,0.44,172 ly,
878,Glassy Lobe Actuator,0.4,170 ly,
879,Beloved Emotal Core,1.0,,+100%
880,Engorged Hive Stem,1.0,,+100%
881,Engorged Lobe Actuator,0.82,191 ly,
882,Glassy Lobes,1.0,,+100%
883,Tremendous Hive Stem,0.74,187 ly,
884,Glorious Emotal Core,1.0,,+100%
885,Beloved Bio-Reality Generator,0.2,160 ly,
886,Beloved Lobe Actuator,0.02,151 ly,
887,Tremendous Sensory Veil,0.52,176 ly,
888,Tremendous Neural Matrix,0.16,158 ly,
889,Engorged Sensory Veil,1.0,,+100%
890,Glassy Lobe Actuator,1.0,,+100%
891,Beloved Bio-Reality Generator,0.14,157 ly,
892,Engorged Memory Calculus,1.0,,+100%
893,Glorious Emotal Core,1.0,,+100%
894,Engorged Hive Stem,0.16,158 ly,
895,Glassy Emotal Core,0.0,150 ly,
896,Beloved Lobes,1.0,,+100%
897,Tremendous Memory Calculus,0.56,178 ly,
898,Glassy Lobes,1.0,,+100%
899,Beloved Sensory Veil,0.24,162 ly,
900,Glorious Memory Calculus,0.0,150 ly,
901,Engorged Sensory Veil,1.0,,+100%
902,Glassy Lobes,1.0,,+100%
903,Glassy Cluster Stem,0.1,155 ly,
904,Glassy Lobe Actuator,0.26,163 ly,
905,Tremendous Neural Matrix,1.0,,+100%
906,Glassy Hive Stem,0.08,154 ly,
907,Glorious Bio-Reality Generator,1.0,,+100%
908,Glassy Emotal Core,1.0,,+100%
909,Tremendous Hive Stem,1.0,,+100%
910,Tremendous Emotal Core,0.8,190 ly,
911,Tremendous Lobes,0.16,158 ly,
912,Glassy Hive Stem,0.06,153 ly,
913,Glassy Neural Matrix,0.02,151 ly,
914,Tremendous Sensory Veil,1.0,,+100%
915,Tremendous Stellar Processor,0.08,154 ly,
916,Beloved Stellar Processor,1.0,,+100%
917,Glassy Cluster Stem,1.0,,+100%
918,Tremendous Bio-Reality Generator,0.18,159 ly,
919,Glorious Lobes,1.0,,+100%
920,Beloved Stellar Processor,0.32,166 ly,
921,Tremendous Sensory Veil,0.28,164 ly,
922,Beloved Lobe Actuator,1.0,,+100%
923,Tremendous Lobe Actuator,0.44,172 ly,
924,Engorged Lobes,1.0,,+100%
925,Glassy Bio-Reality Generator,0.94,197 ly,
926,Engorged Hive Stem,1.0,,+100%
927,Engorged Lobe Actuator,0.5,175 ly,
928,Tremendous Hive Stem,1.0,,+100%
929,Tremendous Lobe Actuator,1.0,,+100%
930,Glassy Neural Matrix,0.36,168 ly,
931,Glorious Sensory Veil,0.8,190 ly,
932,Glorious Bio-Reality Generator,1.0,,+100%
933,Tremendous Lobes,1.0,,+100%
934,Beloved Emotal Core,0.66,183 ly,
935,Glorious Memory Calculus,1.0,,+100%
936,Glassy Memory Calculus,1.0,,+100%
937,Beloved Stellar Processor,0.48,174 ly,
938,Engorged Bio-Reality Generator,0.52,176 ly,
939,Beloved Lobe Actuator,0.28,164 ly,
940,Beloved Bio-Reality Generator,1.0,,+100%
941,Engorged Memory Calculus,1.0,,+100%
942,Engorged Stellar Processor,0.74,187 ly,
943,Glassy Memory Calculus,1.0,,+100%
944,Beloved Emotal Core,1.0,,+100%
945,Beloved Bio-Reality Generator,0.12,156 ly,
946,Tremendous Stellar Processor,1.0,,+100%
947,Beloved Lobes,0.02,151 ly,
948,Beloved Stellar Processor,1.0,,+100%
949,Beloved Emotal Core,1.0,,+100%
950,Glorious Cluster Stem,0.0,150 ly,
951,Glorious Stellar Processor,1.0,,+100%
952,Glassy Lobe Actuator,0.14,157 ly,
953,Glassy Sensory Veil,0.86,193 ly,
954,Glorious Hive Stem,0.44,172 ly,
955,Glorious Lobe Actuator,0.3,165 ly,
956,Beloved Neural Matrix,0.26,163 ly,
957,Beloved Neural Matrix,1.0,,+100%
958,Glassy Bio-Reality Generator,0.26,163 ly,
959,Tremendous Memory Calculus,0.06,153 ly,
960,Glorious Sensory Veil,1.0,,+100%
961,Glassy Lobe Actuator,0.7,185 ly,
962,Tremendous Lobe Actuator,1.0,,+100%
963,Beloved Sensory Veil,1.0,,+100%
964,Glorious Stellar Processor,0.64,182 ly,
965,Tremendous Stellar Processor,0.78,189 ly,
966,Engorged Lobes,0.96,198 ly,
967,Glassy Neural Matrix,0.04,152 ly,
968,Glorious Bio-Reality Generator,0.76,188 ly,
969,Tremendous Bio-Reality Generator,1.0,,+100%
970,Tremendous Bio-Reality Generator,1.0,,+100%
971,Engorged Memory Calculus,0.32,166 ly,
972,Tremendous Stellar Processor,0.22,161 ly,
973,Beloved Lobes,0.78,189 ly,
974,Glorious Lobe Actuator,1.0,,+100%
975,Glassy Cluster Stem,0.12,156 ly,
976,Tremendous Stellar Processor,1.0,,+100%
977,Glassy Neural Matrix,0.84,192 ly,
978,Beloved Emotal Core,0.44,172 ly,
979,Glassy Sensory Veil,0.42,171 ly,
980,Beloved Sensory Veil,1.0,,+100%
981,Glassy Emotal Core,1.0,,+100%
982,Glorious Stellar Processor,1.0,,+100%
983,Glorious Bio-Reality Generator,0.62,181 ly,
984,Glassy Sensory Veil,0.72,186 ly,
985,Engorged Cluster Stem,1.0,,+100%
986,Beloved Lobes,0.74,187 ly,
987,Glorious Hive Stem,1.0,,+100%
988,Engorged Lobes,0.16,158 ly,
989,Tremendous Lobes,1.0,,+100%
990,Tremendous Sensory Veil,1.0,,+100%
991,Glassy Sensory Veil,0.44,172 ly,
992,Glassy Lobes,0.0,150 ly,
993,Engorged Hive Stem,1.0,,+100%
994,Beloved Memory Calculus,1.0,,+100%
995,Glassy Neural Matrix,0.2,160 ly,
996,Engorged Lobe Actuator,0.12,156 ly,
997,Tremendous Neural Matrix,1.0,,+100%
998,Beloved Hive Stem,1.0,,+100%
999,Engorged Bio-Reality Generator,1.0,,+100%
1000,Tremendous Bio-Reality Generator,1.0,,+100%
1001,Beloved Cluster Stem,1.0,,+100%
1002,Engorged Sensory Veil,1.0,,+100%
1003,Beloved Lobe Actuator,0.48,174 ly,
1004,Tremendous Hive Stem,0.32,166 ly,
1005,Glorious Emotal Core,1.0,,+100%
1006,Glorious Neural Matrix,0.02,151 ly,
1007,Glassy Emotal Core,0.02,151 ly,
1008,Glassy Lobes,0.5,175 ly,
1009,Beloved Neural Matrix,0.34,167 ly,
1010,Tremendous Sensory Veil,1.0,,+100%
1011,Glorious Hive Stem,1.0,,+100%
1012,Engorged Lobes,1.0,,+100%
1013,Tremendous Sensory Veil,1.0,,+100%
1014,Glassy Memory Calculus,0.18,159 ly,
1015,Tremendous Sensory Veil,0.0,150 ly,
1016,Tremendous Memory Calculus,1.0,,+100%
1017,Glorious Memory Calculus,0.62,181 ly,
1018,Engorged Lobes,1.0,,+100%
1019,Glassy Cluster Stem,0.02,151 ly,
1020,Tremendous Stellar Processor,0.52,176 ly,
1021,Glorious Lobe Actuator,1.0,,+100%
1022,Glassy Hive Stem,1.0,,+100%
1023,Glorious Stellar Processor,0.1,155 ly,
1024,Tremendous Memory Calculus,0.28,164 ly,
1025,Tremendous Sensory Veil,1.0,,+100%
1026,Beloved Stellar Processor,1.0,,+100%
1027,Engorged Stellar Processor,1.0,,+100%
1028,Glassy Memory Calculus,1.0,,+100%
1029,Engorged Lobe Actuator,1.0,,+100%
1030,Engorged Neural Matrix,1.0,,+100%
1031,Tremendous Emotal Core,1.0,,+100%
1032,Beloved Emotal Core,1.0,,+100%
1033,Glassy Bio-Reality Generator,1.0,,+100%
1034,Glassy Sensory Veil,1.0,,+100%
1035,Glorious Emotal Core,1.0,,+100%
1036,Beloved Neural Matrix,1.0,,+100%
1037,Glorious Lobes,0.34,167 ly,
1038,Tremendous Lobes,0.62,181 ly,
1039,Beloved Bio-Reality Generator,0.7,185 ly,
1040,Glassy Bio-Reality Generator,1.0,,+100%
1041,Glassy Lobes,1.0,,+100%
1042,Glorious Emotal Core,1.0,,+100%
1043,Beloved Hive Stem,0.42,171 ly,
1044,Glassy Sensory Veil,1.0,,+100%
1045,Tremendous Lobe Actuator,0.06,153 ly,
1046,Engorged Memory Calculus,1.0,,+100%
1047,Engorged Neural Matrix,1.0,,+100%
1048,Engorged Stellar Processor,0.62,181 ly,
1049,Glassy Cluster Stem,0.96,198 ly,
1050,Glassy Stellar Processor,1.0,,+100%
1051,Glorious Bio-Reality Generator,0.54,177 ly,
1052,Tremendous Lobes,0.08,154 ly,
1053,Tremendous Bio-Reality Generator,0.04,152 ly,
1054,Tremendous Lobe Actuator,1.0,,+100%
1055,Beloved Neural Matrix,0.16,158 ly,
1056,Glorious Lobe Actuator,1.0,,+100%
1057,Engorged Lobes,0.5,175 ly,
1058,Glassy Stellar Processor,0.04,152 ly,
1059,Glorious Memory Calculus,0.9,195 ly,
1060,Engorged Sensory Veil,0.78,189 ly,
1061,Glorious Hive Stem,0.02,151 ly,
1062,Glassy Lobe Actuator,0.16,158 ly,
1063,Beloved Memory Calculus,1.0,,+100%
1064,Tremendous Memory Calculus,0.04,152 ly,
1065,Glassy Hive Stem,1.0,,+100%
1066,Engorged Emotal Core,0.0,150 ly,
1067,Engorged Neural Matrix,0.26,163 ly,
1068,Glorious Lobes,0.94,197 ly,
1069,Glorious Emotal Core,1.0,,+100%
1070,Glorious Stellar Processor,0.7,185 ly,
1071,Engorged Memory Calculus,1.0,,+100%
1072,Glorious Memory Calculus,1.0,,+100%
1073,Tremendous Bio-Reality Generator,0.52,176 ly,
1074,Engorged Sensory Veil,1.0,,+100%
1075,Glassy Sensory Veil,0.02,151 ly,
1076,Glassy Cluster Stem,1.0,,+100%
1077,Tremendous Lobe Actuator,0.42,171 ly,
1078,Glorious Cluster Stem,1.0,,+100%
1079,Glassy Bio-Reality Generator,1.0,,+100%
1080,Tremendous Stellar Processor,1.0,,+100%
1081,Glorious Lobe Actuator,1.0,,+100%
1082,Beloved Sensory Veil,1.0,,+100%
1083,Glassy Sensory Veil,0.16,158 ly,
1084,Engorged Hive Stem,0.04,152 ly,
1085,Engorged Memory Calculus,1.0,,+100%
1086,Beloved Neural Matrix,1.0,,+100%
1087,Beloved Bio-Reality Generator,1.0,,+100%
1088,Tremendous Neural Matrix,0.06,153 ly,
1089,Glorious Sensory Veil,1.0,,+100%
1090,Tremendous Stellar Processor,0.44,172 ly,
1091,Tremendous Lobe Actuator,1.0,,+100%
1092,Glassy Emotal Core,0.74,187 ly,
1093,Beloved Lobes,1.0,,+100%
1094,Tremendous Cluster Stem,1.0,,+100%
1095,Tremendous Sensory Veil,0.12,156 ly,
1096,Tremendous Bio-Reality Generator,0.9,195 ly,
1097,Glassy Hive Stem,0.02,151 ly,
1098,Glorious Memory Calculus,1.0,,+100%
1099,Glorious Neural Matrix,1.0,,+100%
1100,Engorged Neural Matrix,0.4,170 ly,
1101,Glorious Bio-Reality Generator,0.2,160 ly,
1102,Glassy Lobe Actuator,0.42,171 ly,
1103,Engorged Cluster Stem,0.96,198 ly,
1104,Engorged Emotal Core,1.0,,+100%
1105,Tremendous Lobes,0.0,150 ly,
1106,Tremendous Sensory Veil,1.0,,+100%
1107,Glorious Stellar Processor,1.0,,+100%
1108,Beloved Memory Calculus,0.1,155 ly,
1109,Engorged Hive Stem,0.02,151 ly,
1110,Engorged Sensory Veil,1.0,,+100%
1111,Beloved Cluster Stem,0.18,159 ly,
1112,Tremendous Hive Stem,0.4,170 ly,
1113,Beloved Neural Matrix,1.0,,+100%
1114,Glorious Lobes,0.24,162 ly,
1115,Glassy Hive Stem,0.42,171 ly,
1116,Tremendous Cluster Stem,0.02,151 ly,
1117,Glorious Emotal Core,0.16,158 ly,
1118,Tremendous Lobes,0.06,153 ly,
1119,Glorious Lobe Actuator,0.64,182 ly,
1120,Tremendous Lobe Actuator,0.28,164 ly,
1121,Beloved Stellar Processor,1.0,,+100%
1122,Engorged Sensory Veil,1.0,,+100%
1123,Engorged Memory Calculus,1.0,,+100%
1124,Glorious Sensory Veil,1.0,,+100%
1125,Tremendous Neural Matrix,0.18,159 ly,
1126,Glassy Hive Stem,1.0,,+100%
1127,Glorious Neural Matrix,0.38,169 ly,
1128,Beloved Neural Matrix,0.36,168 ly,
1129,Tremendous Lobe Actuator,1.0,,+100%
1130,Glorious Memory Calculus,0.26,163 ly,
1131,Tremendous Lobe Actuator,0.04,152 ly,
1132,Tremendous Sensory Veil,1.0,,+100%
1133,Beloved Memory Calculus,0.54,177 ly,
