Seed,Name,Perfection,Ship_PulseDrive_MiniJumpFuelSpending,Ship_Boost,Ship_BoostManeuverability
554,Growing Blood Pump,0.4,+11%,+9%,
555,Writhing Vessel,0.1,+11%,+6%,
556,Germinated Vessel,0.181,+12%,,+2%
557,Germinated Aorta,0.944,,+10%,+9%
558,Growing Heart Lump,0.5,+11%,+10%,
559,Writhing Heart Lump,0.1,+11%,+6%,
560,Twitching Vessel,0.306,+13%,,+2%
561,Twitching Aorta,0.1,+11%,+6%,
562,Twitching Chamber,0.333,+11%,,+7%
563,Writhing Heart Lump,0.361,+13%,,+3%
564,Wriggling Blood Pump,0.597,+14%,,+5%
565,Germinated Thorax,0.422,,+7%,+5%
566,Germinated Ventricle,0.486,+14%,,+3%
567,Wriggling Vessel,0.181,+12%,,+2%
568,Twitching Ventricle,0.556,,+10%,+2%
569,Growing Ventricle,0.322,,+6%,+5%
570,Growing Blood Sac,0.7,,+7%,+10%
571,Twitching Blood Sac,0.556,+15%,,+2%
572,Writhing Blood Sac,0.056,+11%,,+2%
573,Germinated Thorax,0.181,+12%,,+2%
574,Twitching Vessel,0.6,,+6%,+10%
575,Growing Thorax,0.789,,+9%,+8%
576,Growing Blood Sac,0.367,,+7%,+4%
577,Twitching Blood Sac,0.056,+11%,,+2%
578,Growing Chamber,0.25,+13%,,+1%
579,Wriggling Chamber,0.1,+11%,+6%,
580,Germinated Vessel,0.378,,+6%,+6%
581,Twitching Thorax,0.722,+15%,,+5%
582,Growing Blood Pump,0.225,+12%,+6%,
583,Germinated Blood Pump,0.1,+11%,+6%,
584,Germinated Chamber,0.556,,+10%,+2%
585,Germinated Chamber,0.056,+11%,,+2%
586,Wriggling Blood Pump,0.322,,+6%,+5%
587,Germinated Blood Pump,0.75,+13%,+10%,
588,Germinated Ventricle,0.556,+15%,,+2%
589,Germinated Heart Lump,0.333,+11%,,+7%
590,Twitching Ventricle,0.1,+11%,+6%,
591,Wriggling Blood Sac,0.425,+12%,+8%,
592,Wriggling Trunk Tissue,0.181,+12%,,+2%
593,Twitching Aorta,0.356,,+8%,+2%
594,Wriggling Heart Lump,0.1,+11%,+6%,
595,Germinated Trunk Tissue,0.1,+11%,+6%,
596,Twitching Blood Sac,0.181,+12%,,+2%
597,Wriggling Blood Sac,0.056,+11%,,+2%
598,Twitching Aorta,0.525,+12%,+9%,
599,Twitching Aorta,0.3,+11%,+8%,
600,Germinated Blood Sac,0.2,,+7%,+1%
601,Germinated Aorta,0.056,+11%,,+2%
602,Growing Muscle,0.556,+15%,,+2%
603,Twitching Vessel,0.156,,+6%,+2%
604,Growing Heart Lump,0.542,+14%,,+4%
605,Wriggling Muscle,0.056,+11%,,+2%
606,Twitching Muscle,0.056,+11%,,+2%
607,Twitching Aorta,0.056,+11%,,+2%
608,Growing Blood Pump,0.056,+11%,,+2%
609,Germinated Ventricle,0.347,+12%,,+5%
610,Wriggling Blood Pump,0.211,,+6%,+3%
611,Germinated Chamber,0.156,,+6%,+2%
612,Twitching Aorta,0.475,+14%,+6%,
613,Germinated Aorta,0.778,+15%,,+6%
614,Growing Blood Sac,0.431,+14%,,+2%
615,Germinated Blood Sac,0.819,+14%,,+9%
616,Wriggling Blood Sac,0.056,+11%,,+2%
617,Twitching Chamber,0.306,+13%,,+2%
618,Germinated Ventricle,0.653,+14%,,+6%
619,Writhing Aorta,0.111,+11%,,+3%
620,Wriggling Thorax,0.256,,+7%,+2%
621,Growing Trunk Tissue,0.6,+15%,+6%,
622,Wriggling Thorax,0.111,+11%,,+3%
623,Growing Chamber,0.556,+15%,,+2%
624,Wriggling Heart Lump,0.7,,+7%,+10%
625,Growing Thorax,0.056,+11%,,+2%
626,Germinated Trunk Tissue,0.322,,+6%,+5%
627,Growing Thorax,0.425,+12%,+8%,
628,Writhing Thorax,0.211,,+6%,+3%
629,Twitching Blood Sac,0.292,+12%,,+4%
630,Twitching Blood Pump,0.256,,+7%,+2%
631,Twitching Aorta,0.1,+11%,+6%,
632,Germinated Thorax,0.356,,+8%,+2%
633,Writhing Aorta,0.056,+11%,,+2%
634,Germinated Aorta,0.522,,+8%,+5%
635,Writhing Thorax,0.4,+11%,+9%,
636,Germinated Ventricle,0.444,+11%,,+9%
637,Writhing Muscle,0.361,+13%,,+3%
638,Writhing Aorta,0.056,+11%,,+2%
639,Twitching Muscle,0.256,,+7%,+2%
640,Growing Chamber,0.356,,+8%,+2%
641,Twitching Aorta,0.356,,+8%,+2%
642,Wriggling Aorta,0.156,,+6%,+2%
643,Wriggling Trunk Tissue,0.3,+11%,+8%,
644,Germinated Blood Pump,0.486,+14%,,+3%
645,Wriggling Blood Pump,0.222,+11%,,+5%
646,Wriggling Vessel,0.575,+14%,+7%,
647,Twitching Trunk Tissue,0.211,,+6%,+3%
648,Growing Thorax,0.111,+11%,,+3%
649,Germinated Thorax,0.156,,+6%,+2%
650,Growing Muscle,0.522,,+8%,+5%
651,Twitching Aorta,0.236,+12%,,+3%
652,Twitching Muscle,0.489,,+6%,+8%
653,Growing Blood Pump,0.35,+13%,+6%,
654,Twitching Heart Lump,0.167,+11%,,+4%
655,Twitching Blood Sac,0.181,+12%,,+2%
656,Wriggling Trunk Tissue,0.556,,+10%,+2%
657,Wriggling Vessel,0.056,+11%,,+2%
658,Germinated Muscle,0.556,,+10%,+2%
659,Writhing Aorta,0.156,,+6%,+2%
660,Writhing Ventricle,0.4,+11%,+9%,
661,Twitching Thorax,0.35,+13%,+6%,
662,Germinated Thorax,0.597,+14%,,+5%
663,Growing Vessel,0.156,,+6%,+2%
664,Twitching Blood Pump,0.422,,+7%,+5%
665,Wriggling Trunk Tissue,0.678,,+9%,+6%
666,Writhing Aorta,0.156,,+6%,+2%
667,Twitching Vessel,0.456,,+9%,+2%
668,Wriggling Trunk Tissue,0.1,+11%,+6%,
669,Twitching Heart Lump,0.3,+11%,+8%,
670,Wriggling Heart Lump,0.222,+11%,,+5%
671,Writhing Vessel,0.611,,+10%,+3%
672,Growing Trunk Tissue,0.156,,+6%,+2%
673,Growing Muscle,0.1,+11%,+6%,
674,Twitching Vessel,0.306,+13%,,+2%
675,Writhing Thorax,0.744,,+8%,+9%
676,Wriggling Aorta,0.278,+11%,,+6%
677,Germinated Blood Sac,0.556,,+10%,+2%
678,Twitching Trunk Tissue,0.367,,+7%,+4%
679,Writhing Trunk Tissue,0.156,,+6%,+2%
680,Germinated Blood Pump,0.4,+11%,+9%,
681,Writhing Heart Lump,0.556,+15%,,+2%
682,Twitching Aorta,0.611,+15%,,+3%
683,Wriggling Muscle,0.347,+12%,,+5%
684,Germinated Chamber,0.431,+14%,,+2%
685,Writhing Heart Lump,0.556,+15%,,+2%
686,Growing Thorax,0.542,+14%,,+4%
687,Growing Blood Pump,0.625,+12%,+10%,
688,Growing Blood Pump,0.225,+12%,+6%,
689,Germinated Heart Lump,0.556,+15%,,+2%
690,Wriggling Vessel,0.222,+11%,,+5%
691,Wriggling Blood Pump,0.422,,+7%,+5%
692,Writhing Muscle,0.056,+11%,,+2%
693,Germinated Aorta,0.431,+14%,,+2%
694,Writhing Blood Sac,0.8,+15%,+8%,
695,Writhing Muscle,0.211,,+6%,+3%
696,Germinated Trunk Tissue,0.556,+15%,,+2%
697,Growing Blood Pump,0.156,,+6%,+2%
698,Growing Thorax,0.55,+13%,+8%,
699,Germinated Heart Lump,0.1,+11%,+6%,
700,Writhing Ventricle,0.35,+13%,+6%,
701,Wriggling Muscle,0.7,+15%,+7%,
702,Wriggling Trunk Tissue,0.267,,+6%,+4%
703,Germinated Blood Pump,0.875,+14%,,+10%
704,Twitching Chamber,0.456,,+9%,+2%
705,Writhing Thorax,0.5,+11%,,+10%
706,Growing Vessel,0.589,,+7%,+8%
707,Wriggling Vessel,0.6,+15%,+6%,
708,Wriggling Ventricle,0.35,+13%,+6%,
709,Growing Vessel,0.225,+12%,+6%,
710,Growing Aorta,0.35,+13%,+6%,
711,Writhing Aorta,0.156,,+6%,+2%
712,Writhing Blood Sac,0.056,+11%,,+2%
713,Germinated Ventricle,0.5,+11%,,+10%
714,Twitching Ventricle,0.156,,+6%,+2%
715,Wriggling Chamber,0.1,+11%,+6%,
716,Writhing Vessel,0.356,,+8%,+2%
717,Wriggling Aorta,0.056,+11%,,+2%
718,Wriggling Aorta,0.456,,+9%,+2%
719,Twitching Trunk Tissue,0.181,+12%,,+2%
720,Germinated Aorta,0.156,,+6%,+2%
721,Wriggling Blood Pump,0.156,,+6%,+2%
722,Wriggling Blood Pump,0.356,,+8%,+2%
723,Twitching Thorax,0.156,,+6%,+2%
724,Writhing Heart Lump,0.6,,+6%,+10%
725,Germinated Trunk Tissue,0.819,+14%,,+9%
726,Twitching Vessel,0.411,,+8%,+3%
727,Twitching Ventricle,0.325,+12%,+7%,
728,Germinated Thorax,0.1,+11%,+6%,
729,Wriggling Vessel,0.256,,+7%,+2%
730,Writhing Ventricle,0.575,+14%,+7%,
731,Twitching Thorax,0.256,,+7%,+2%
732,Wriggling Chamber,0.156,,+6%,+2%
733,Writhing Blood Sac,0.056,+11%,,+2%
734,Wriggling Vessel,0.181,+12%,,+2%
735,Germinated Blood Pump,0.1,+11%,+6%,
736,Wriggling Chamber,0.4,+11%,+9%,
737,Twitching Ventricle,0.367,,+7%,+4%
738,Twitching Ventricle,0.556,+15%,,+2%
739,Writhing Chamber,0.4,+11%,+9%,
740,Growing Chamber,0.356,,+8%,+2%
741,Writhing Vessel,0.156,,+6%,+2%
742,Growing Trunk Tissue,0.181,+12%,,+2%
743,Twitching Muscle,0.1,+11%,+6%,
744,Growing Aorta,0.156,,+6%,+2%
745,Writhing Blood Pump,0.486,+14%,,+3%
746,Germinated Trunk Tissue,0.486,+14%,,+3%
747,Wriggling Vessel,1.0,+15%,+10%,
748,Wriggling Thorax,0.306,+13%,,+2%
749,Writhing Heart Lump,0.633,,+8%,+7%
750,Writhing Trunk Tissue,0.156,,+6%,+2%
751,Growing Blood Pump,0.425,+12%,+8%,
752,Germinated Chamber,0.9,+15%,+9%,
753,Writhing Blood Pump,0.306,+13%,,+2%
754,Germinated Blood Sac,0.4,+11%,+9%,
755,Writhing Blood Pump,0.475,+14%,+6%,
756,Wriggling Heart Lump,0.775,+14%,+9%,
757,Growing Vessel,0.417,+13%,,+4%
758,Growing Thorax,0.1,+11%,+6%,
759,Writhing Heart Lump,0.181,+12%,,+2%
760,Twitching Vessel,0.475,+14%,+6%,
761,Twitching Aorta,0.306,+13%,,+2%
762,Wriggling Thorax,0.333,+11%,,+7%
763,Wriggling Vessel,0.3,+11%,+8%,
764,Germinated Blood Pump,0.5,+11%,+10%,
765,Twitching Aorta,0.325,+12%,+7%,
766,Writhing Blood Sac,0.236,+12%,,+3%
767,Wriggling Thorax,0.256,,+7%,+2%
768,Growing Muscle,0.167,+11%,,+4%
769,Twitching Aorta,0.1,+11%,+6%,
770,Growing Blood Sac,0.356,,+8%,+2%
771,Twitching Vessel,0.356,,+8%,+2%
772,Writhing Blood Sac,0.056,+11%,,+2%
773,Germinated Heart Lump,0.625,+12%,,+10%
774,Writhing Trunk Tissue,0.056,+11%,,+2%
775,Twitching Muscle,0.056,+11%,,+2%
776,Growing Heart Lump,0.267,,+6%,+4%
777,Growing Aorta,0.4,+11%,+9%,
778,Wriggling Blood Sac,0.583,+13%,,+7%
779,Germinated Blood Sac,0.1,+11%,+6%,
780,Wriggling Ventricle,0.611,+15%,,+3%
781,Twitching Vessel,0.156,,+6%,+2%
782,Germinated Chamber,0.2,+11%,+7%,
783,Growing Heart Lump,0.325,+12%,+7%,
784,Wriggling Trunk Tissue,0.267,,+6%,+4%
785,Writhing Ventricle,0.1,+11%,+6%,
786,Twitching Trunk Tissue,0.4,+11%,+9%,
787,Germinated Vessel,0.556,+15%,,+2%
788,Twitching Trunk Tissue,0.431,+14%,,+2%
789,Wriggling Aorta,0.472,+13%,,+5%
790,Writhing Blood Pump,0.583,+13%,,+7%
791,Growing Vessel,0.45,+13%,+7%,
792,Wriggling Muscle,0.056,+11%,,+2%
793,Germinated Trunk Tissue,0.111,+11%,,+3%
794,Wriggling Muscle,0.1,+11%,+6%,
795,Writhing Chamber,0.156,,+6%,+2%
796,Twitching Thorax,0.2,+11%,+7%,
797,Wriggling Heart Lump,0.256,,+7%,+2%
798,Twitching Blood Sac,0.2,+11%,+7%,
799,Writhing Heart Lump,0.322,,+6%,+5%
800,Wriggling Trunk Tissue,0.322,,+6%,+5%
801,Growing Aorta,0.256,,+7%,+2%
802,Growing Thorax,0.056,+11%,,+2%
803,Germinated Thorax,0.425,+12%,+8%,
804,Writhing Muscle,0.056,+11%,,+2%
805,Twitching Thorax,0.306,+13%,,+2%
806,Writhing Vessel,0.256,,+7%,+2%
807,Writhing Aorta,0.225,+12%,+6%,
808,Twitching Vessel,0.625,+12%,+10%,
809,Writhing Thorax,0.306,+13%,,+2%
810,Wriggling Heart Lump,0.1,+11%,+6%,
811,Writhing Thorax,0.156,,+6%,+2%
812,Germinated Trunk Tissue,0.4,+11%,+9%,
813,Writhing Vessel,0.522,,+8%,+5%
814,Writhing Trunk Tissue,0.156,,+6%,+2%
815,Growing Ventricle,0.256,,+7%,+2%
816,Growing Blood Pump,0.356,,+8%,+2%
817,Twitching Muscle,0.6,+15%,+6%,
818,Growing Chamber,0.478,,+7%,+6%
819,Twitching Blood Sac,0.667,,+10%,+4%
820,Growing Aorta,0.8,+15%,+8%,
821,Wriggling Heart Lump,0.456,,+9%,+2%
822,Growing Ventricle,0.458,+12%,,+7%
823,Germinated Trunk Tissue,0.556,+15%,,+2%
824,Writhing Thorax,0.433,,+6%,+7%
825,Germinated Blood Sac,0.1,+11%,+6%,
826,Wriggling Blood Pump,0.6,+15%,+6%,
827,Wriggling Vessel,0.1,+11%,+6%,
828,Wriggling Thorax,0.236,+12%,,+3%
829,Writhing Blood Pump,0.556,,+10%,+2%
830,Germinated Thorax,0.256,,+7%,+2%
831,Germinated Muscle,0.1,+11%,+6%,
832,Wriggling Muscle,0.056,+11%,,+2%
833,Germinated Ventricle,0.156,,+6%,+2%
834,Writhing Ventricle,0.256,,+7%,+2%
835,Wriggling Trunk Tissue,0.65,+13%,+9%,
836,Growing Trunk Tissue,0.425,+12%,+8%,
837,Germinated Blood Sac,0.403,+12%,,+6%
838,Writhing Chamber,0.156,,+6%,+2%
839,Growing Vessel,0.411,,+8%,+3%
840,Growing Muscle,0.306,+13%,,+2%
841,Wriggling Ventricle,0.056,+11%,,+2%
842,Twitching Chamber,0.45,+13%,+7%,
843,Germinated Heart Lump,0.222,+11%,,+5%
844,Germinated Ventricle,0.181,+12%,,+2%
845,Germinated Blood Sac,0.378,,+6%,+6%
846,Writhing Thorax,0.403,+12%,,+6%
847,Wriggling Ventricle,0.1,+11%,+6%,
848,Wriggling Chamber,0.55,+13%,+8%,
849,Growing Ventricle,0.156,,+6%,+2%
850,Growing Blood Pump,0.8,+15%,+8%,
851,Twitching Muscle,0.458,+12%,,+7%
852,Writhing Ventricle,0.589,,+7%,+8%
853,Germinated Vessel,0.35,+13%,+6%,
854,Growing Heart Lump,0.544,,+6%,+9%
855,Wriggling Trunk Tissue,0.378,,+6%,+6%
856,Twitching Blood Sac,0.356,,+8%,+2%
857,Growing Chamber,0.056,+11%,,+2%
858,Wriggling Muscle,0.1,+11%,+6%,
859,Growing Blood Pump,0.056,+11%,,+2%
860,Wriggling Blood Pump,0.556,,+10%,+2%
861,Twitching Thorax,0.542,+14%,,+4%
862,Wriggling Muscle,0.778,+15%,,+6%
863,Germinated Trunk Tissue,0.2,+11%,+7%,
864,Growing Vessel,0.875,+14%,+10%,
865,Growing Blood Sac,0.575,+14%,+7%,
866,Growing Blood Sac,0.292,+12%,,+4%
867,Wriggling Thorax,0.111,+11%,,+3%
868,Writhing Trunk Tissue,0.456,,+9%,+2%
869,Germinated Aorta,0.411,,+8%,+3%
870,Germinated Blood Sac,0.056,+11%,,+2%
871,Twitching Blood Sac,0.5,+11%,+10%,
872,Wriggling Chamber,0.411,,+8%,+3%
873,Germinated Heart Lump,0.367,,+7%,+4%
874,Wriggling Heart Lump,0.156,,+6%,+2%
875,Writhing Heart Lump,0.8,+15%,+8%,
876,Twitching Vessel,0.556,+15%,,+2%
877,Germinated Vessel,0.575,+14%,+7%,
878,Writhing Blood Pump,0.35,+13%,+6%,
879,Wriggling Blood Sac,0.211,,+6%,+3%
880,Growing Trunk Tissue,0.611,,+10%,+3%
881,Growing Blood Pump,0.1,+11%,+6%,
882,Writhing Vessel,0.689,,+8%,+8%
883,Twitching Trunk Tissue,0.111,+11%,,+3%
884,Germinated Blood Sac,0.181,+12%,,+2%
885,Wriggling Aorta,0.1,+11%,+6%,
886,Wriggling Blood Pump,0.556,+15%,,+2%
887,Twitching Muscle,0.4,+11%,+9%,
888,Twitching Ventricle,0.225,+12%,+6%,
889,Growing Muscle,0.356,,+8%,+2%
890,Writhing Blood Pump,0.306,+13%,,+2%
891,Wriggling Aorta,0.475,+14%,+6%,
892,Growing Chamber,0.211,,+6%,+3%
893,Germinated Blood Sac,0.433,,+6%,+7%
894,Growing Trunk Tissue,0.3,+11%,+8%,
895,Writhing Blood Sac,0.35,+13%,+6%,
896,Wriggling Vessel,0.256,,+7%,+2%
897,Twitching Chamber,0.056,+11%,,+2%
898,Writhing Vessel,0.4,,+9%,+1%
899,Wriggling Muscle,0.35,+13%,+6%,
900,Germinated Chamber,0.475,+14%,+6%,
901,Growing Muscle,0.056,+11%,,+2%
902,Writhing Vessel,0.556,+15%,,+2%
903,Writhing Heart Lump,0.167,+11%,,+4%
904,Writhing Blood Pump,0.45,+13%,+7%,
905,Twitching Ventricle,0.311,,+7%,+3%
906,Writhing Trunk Tissue,0.225,+12%,+6%,
907,Germinated Aorta,0.6,,+6%,+10%
908,Writhing Blood Sac,0.844,,+9%,+9%
909,Twitching Trunk Tissue,0.678,,+9%,+6%
910,Twitching Blood Sac,0.775,+14%,+9%,
911,Twitching Vessel,0.1,+11%,+6%,
912,Writhing Trunk Tissue,0.7,+15%,+7%,
913,Writhing Ventricle,0.181,+12%,,+2%
914,Twitching Muscle,0.744,,+8%,+9%
915,Twitching Thorax,0.1,+11%,+6%,
916,Wriggling Thorax,0.256,,+7%,+2%
917,Writhing Heart Lump,0.417,+13%,,+4%
918,Twitching Aorta,0.1,+11%,+6%,
919,Germinated Vessel,0.156,,+6%,+2%
920,Wriggling Thorax,0.1,+11%,+6%,
921,Twitching Muscle,0.2,+11%,+7%,
922,Wriggling Blood Pump,0.722,,+10%,+5%
923,Twitching Blood Pump,0.225,+12%,+6%,
924,Growing Vessel,0.222,+11%,,+5%
925,Writhing Aorta,0.875,+14%,+10%,
926,Growing Trunk Tissue,0.456,,+9%,+2%
927,Growing Blood Pump,0.1,+11%,+6%,
928,Twitching Trunk Tissue,0.256,,+7%,+2%
929,Twitching Blood Pump,0.356,,+8%,+2%
930,Writhing Ventricle,0.225,+12%,+6%,
931,Germinated Muscle,0.1,+11%,+6%,
932,Germinated Aorta,0.944,+15%,,+9%
933,Twitching Vessel,0.556,,+10%,+2%
934,Wriggling Blood Sac,0.625,+12%,+10%,
935,Germinated Chamber,0.431,+14%,,+2%
936,Writhing Chamber,0.456,,+9%,+2%
937,Wriggling Thorax,0.5,+11%,+10%,
938,Growing Aorta,0.475,+14%,+6%,
939,Wriggling Blood Pump,0.1,+11%,+6%,
940,Wriggling Aorta,0.356,,+8%,+2%
941,Growing Chamber,0.533,,+7%,+7%
942,Growing Thorax,0.1,+11%,+6%,
943,Writhing Chamber,0.456,,+9%,+2%
944,Wriggling Blood Sac,0.156,,+6%,+2%
945,Wriggling Aorta,0.3,+11%,+8%,
946,Twitching Thorax,0.156,,+6%,+2%
947,Wriggling Vessel,0.55,+13%,+8%,
948,Wriggling Thorax,0.306,+13%,,+2%
949,Wriggling Blood Sac,0.667,,+10%,+4%
950,Germinated Heart Lump,0.45,+13%,+7%,
951,Germinated Thorax,0.156,,+6%,+2%
952,Writhing Blood Pump,0.525,+12%,+9%,
953,Writhing Muscle,0.417,+13%,,+4%
954,Germinated Trunk Tissue,0.2,+11%,+7%,
955,Germinated Blood Pump,0.5,+11%,+10%,
956,Wriggling Ventricle,0.675,+14%,+8%,
957,Wriggling Ventricle,0.478,,+7%,+6%
958,Writhing Aorta,0.306,+13%,,+2%
959,Twitching Chamber,0.35,+13%,+6%,
960,Germinated Muscle,0.056,+11%,,+2%
961,Writhing Blood Pump,0.4,+11%,+9%,
962,Twitching Blood Pump,0.306,+13%,,+2%
963,Wriggling Muscle,0.156,,+6%,+2%
964,Germinated Thorax,0.225,+12%,+6%,
965,Twitching Thorax,0.1,+11%,+6%,
966,Growing Vessel,0.225,+12%,+6%,
967,Writhing Ventricle,0.1,+11%,+6%,
968,Germinated Aorta,0.475,+14%,+6%,
969,Twitching Aorta,0.708,+14%,,+7%
970,Twitching Aorta,0.256,,+7%,+2%
971,Growing Chamber,0.361,+13%,,+3%
972,Twitching Thorax,0.225,+12%,+6%,
973,Wriggling Vessel,0.35,+13%,+6%,
974,Germinated Blood Pump,0.375,+14%,,+1%
975,Writhing Heart Lump,0.325,+12%,+7%,
976,Twitching Thorax,0.156,,+6%,+2%
977,Writhing Ventricle,0.056,+11%,,+2%
978,Wriggling Blood Sac,0.0,+11%,,+1%
979,Writhing Muscle,0.425,+12%,+8%,
980,Wriggling Muscle,0.422,,+7%,+5%
981,Writhing Blood Sac,0.431,+14%,,+2%
982,Germinated Thorax,0.156,,+6%,+2%
983,Germinated Aorta,0.75,+13%,+10%,
984,Writhing Muscle,0.2,+11%,+7%,
985,Growing Heart Lump,0.267,,+6%,+4%
986,Wriggling Vessel,0.45,+13%,+7%,
987,Germinated Trunk Tissue,0.356,,+8%,+2%
988,Growing Vessel,0.056,+11%,,+2%
989,Twitching Vessel,0.544,,+6%,+9%
990,Twitching Muscle,0.653,+14%,,+6%
991,Writhing Muscle,0.1,+11%,+6%,
992,Writhing Vessel,0.35,+13%,+6%,
993,Growing Trunk Tissue,0.256,,+7%,+2%
994,Wriggling Chamber,0.156,,+6%,+2%
995,Writhing Ventricle,0.475,+14%,+6%,
996,Growing Blood Pump,0.056,+11%,,+2%
997,Twitching Ventricle,0.236,+12%,,+3%
998,Wriggling Trunk Tissue,0.306,+13%,,+2%
999,Growing Aorta,0.156,,+6%,+2%
1000,Twitching Aorta,0.256,,+7%,+2%
1001,Wriggling Heart Lump,0.056,+11%,,+2%
1002,Growing Muscle,0.456,,+9%,+2%
1003,Wriggling Blood Pump,0.556,+15%,,+2%
1004,Twitching Trunk Tissue,0.111,+11%,,+3%
1005,Germinated Blood Sac,0.306,+13%,,+2%
1006,Germinated Ventricle,0.325,+12%,+7%,
1007,Writhing Blood Sac,0.35,+13%,+6%,
1008,Writhing Vessel,0.1,+11%,+6%,
1009,Wriggling Ventricle,0.475,+14%,+6%,
1010,Twitching Muscle,0.722,,+10%,+5%
1011,Germinated Trunk Tissue,0.056,+11%,,+2%
1012,Growing Vessel,0.306,+13%,,+2%
1013,Twitching Muscle,0.456,,+9%,+2%
1014,Writhing Chamber,0.35,+13%,+6%,
1015,Twitching Muscle,0.056,+11%,,+2%
1016,Twitching Chamber,0.833,,+10%,+7%
1017,Germinated Chamber,0.45,+13%,+7%,
1018,Growing Vessel,0.236,+12%,,+3%
1019,Writhing Heart Lump,0.1,+11%,+6%,
1020,Twitching Thorax,0.1,+11%,+6%,
1021,Germinated Blood Pump,0.569,+12%,,+9%
1022,Writhing Trunk Tissue,0.356,,+8%,+2%
1023,Germinated Thorax,0.181,+12%,,+2%
1024,Twitching Chamber,0.2,+11%,+7%,
1025,Twitching Muscle,0.211,,+6%,+3%
1026,Wriggling Thorax,0.3,,+8%,+1%
1027,Growing Thorax,0.456,,+9%,+2%
1028,Writhing Chamber,0.156,,+6%,+2%
1029,Growing Blood Pump,0.522,,+8%,+5%
1030,Growing Ventricle,0.456,,+9%,+2%
1031,Twitching Blood Sac,0.378,,+6%,+6%
1032,Wriggling Blood Sac,0.156,,+6%,+2%
1033,Writhing Aorta,0.256,,+7%,+2%
1034,Writhing Muscle,0.486,+14%,,+3%
1035,Germinated Blood Sac,0.356,,+8%,+2%
1036,Wriggling Ventricle,0.431,+14%,,+2%
1037,Germinated Vessel,0.556,+15%,,+2%
1038,Twitching Vessel,0.575,+14%,+7%,
1039,Wriggling Aorta,0.056,+11%,,+2%
1040,Writhing Aorta,0.056,+11%,,+2%
1041,Writhing Vessel,0.458,+12%,,+7%
1042,Germinated Blood Sac,0.8,,+8%,+10%
1043,Wriggling Trunk Tissue,0.306,+13%,,+2%
1044,Writhing Muscle,0.417,+13%,,+4%
1045,Twitching Blood Pump,0.3,+11%,+8%,
1046,Growing Chamber,0.667,,+10%,+4%
1047,Growing Ventricle,0.722,+15%,,+5%
1048,Growing Thorax,0.2,+11%,+7%,
1049,Writhing Heart Lump,0.181,+12%,,+2%
1050,Writhing Thorax,0.456,,+9%,+2%
1051,Germinated Aorta,0.675,+14%,+8%,
1052,Twitching Vessel,0.675,+14%,+8%,
1053,Twitching Aorta,0.425,+12%,+8%,
1054,Twitching Blood Pump,0.056,+11%,,+2%
1055,Wriggling Ventricle,0.2,+11%,+7%,
1056,Germinated Blood Pump,0.256,,+7%,+2%
1057,Growing Vessel,0.389,+11%,,+8%
1058,Writhing Thorax,0.2,+11%,+7%,
1059,Germinated Chamber,0.225,+12%,+6%,
1060,Growing Muscle,0.1,+11%,+6%,
1061,Germinated Trunk Tissue,0.3,+11%,+8%,
1062,Writhing Blood Pump,0.431,+14%,,+2%
1063,Wriggling Chamber,0.111,+11%,,+3%
1064,Twitching Chamber,0.225,+12%,+6%,
1065,Writhing Trunk Tissue,0.056,+11%,,+2%
1066,Growing Blood Sac,0.556,+15%,,+2%
1067,Growing Ventricle,0.225,+12%,+6%,
1068,Germinated Vessel,0.3,+11%,+8%,
1069,Germinated Blood Sac,0.556,+15%,,+2%
1070,Germinated Thorax,0.2,+11%,+7%,
1071,Growing Chamber,0.256,,+7%,+2%
1072,Germinated Chamber,0.156,,+6%,+2%
1073,Twitching Aorta,0.4,+11%,+9%,
1074,Growing Muscle,0.156,,+6%,+2%
1075,Writhing Muscle,0.8,+15%,+8%,
1076,Writhing Heart Lump,0.156,,+6%,+2%
1077,Twitching Blood Pump,0.525,+12%,+9%,
1078,Germinated Heart Lump,0.833,,+10%,+7%
1079,Writhing Aorta,0.889,,+10%,+8%
1080,Twitching Thorax,0.411,,+8%,+3%
1081,Germinated Blood Pump,0.311,,+7%,+3%
1082,Wriggling Muscle,0.378,,+6%,+6%
1083,Writhing Muscle,0.2,+11%,+7%,
1084,Growing Trunk Tissue,0.625,+12%,+10%,
1085,Growing Chamber,0.256,,+7%,+2%
1086,Wriggling Ventricle,0.156,,+6%,+2%
1087,Wriggling Aorta,0.256,,+7%,+2%
1088,Twitching Ventricle,0.225,+12%,+6%,
1089,Germinated Muscle,0.544,,+6%,+9%
1090,Twitching Thorax,0.3,+11%,+8%,
1091,Twitching Blood Pump,0.458,+12%,,+7%
1092,Writhing Blood Sac,0.639,+13%,,+8%
1093,Wriggling Vessel,0.411,,+8%,+3%
1094,Twitching Heart Lump,0.356,,+8%,+2%
1095,Twitching Muscle,0.675,+14%,+8%,
1096,Twitching Aorta,0.1,+11%,+6%,
1097,Writhing Trunk Tissue,0.35,+13%,+6%,
1098,Germinated Chamber,0.256,,+7%,+2%
1099,Germinated Ventricle,0.556,,+10%,+2%
1100,Growing Ventricle,0.35,+13%,+6%,
1101,Germinated Aorta,0.4,+11%,+9%,
1102,Writhing Blood Pump,0.1,+11%,+6%,
1103,Growing Heart Lump,0.8,+15%,+8%,
1104,Growing Blood Sac,0.722,,+10%,+5%
1105,Twitching Vessel,0.45,+13%,+7%,
