sep=,
Seed,Name,Perfection,Ship_Weapons_Lasers_HeatTime,Ship_Weapons_Lasers_Damage,Ship_Weapons_ShieldLeech
655,Glassy Retina,0.053,+38%,,
656,Wandering Pupil,0.062,,,+53%
657,Wandering Iris,0.312,,,+65%
658,Focused Reflector,0.0,,+16%,
659,Restless Fluids,0.036,,+16%,+51%
660,Restless Mirror,0.167,,+17%,
661,Glassy Cornea,0.132,+41%,,
662,Focused Cornea,0.281,+48%,,+50%
663,Fixated Iris,0.0,,+16%,
664,Glassy Projector,0.083,,,+54%
665,Wandering Pupil,0.647,,+16%,+68%
666,Restless Fluids,0.5,,+19%,
667,Glassy Iris,0.333,,+18%,
668,Wandering Pupil,0.111,+36%,+18%,
669,Glassy Lens,0.0,,+16%,
670,Wandering Lens,0.0,,,+50%
671,Restless Iris,0.0,,+16%,
672,Fixated Pupil,0.417,,,+70%
673,Fixated Reflector,0.333,,+18%,
674,Glassy Iris,0.125,,,+56%
675,Restless Cornea,0.167,,+17%,
676,Wandering Fluids,0.0,+36%,,
677,Focused Retina,0.333,,,+66%
678,Glassy Pupil,0.0,,+16%,
679,Restless Pupil,0.0,,,+50%
680,Focused Projector,0.0,,+16%,
681,Restless Lens,0.042,,,+52%
682,Glassy Fluids,0.187,+44%,,+50%
683,Wandering Reflector,0.229,,,+61%
684,Focused Aperture,0.271,,,+63%
685,Restless Lens,0.184,+43%,,
686,Fixated Cornea,0.047,+37%,,+51%
687,Fixated Projector,0.0,,+16%,
688,Fixated Projector,0.0,+36%,,
689,Focused Lens,0.0,+36%,,
690,Wandering Iris,0.062,,,+53%
691,Wandering Projector,0.167,,+17%,
692,Restless Reflector,0.0,+36%,,+50%
693,Focused Fluids,0.0,+36%,,+50%
694,Restless Retina,0.175,+40%,+16%,
695,Restless Reflector,0.312,,,+65%
696,Focused Pupil,0.0,+36%,,
697,Fixated Projector,0.167,,+17%,
698,Fixated Cornea,0.351,+44%,+16%,
699,Focused Lens,0.5,,+19%,
700,Restless Mirror,0.158,+42%,,
701,Wandering Reflector,0.447,+53%,,
702,Wandering Pupil,0.167,,+17%,
703,Focused Projector,0.026,+37%,,
704,Glassy Aperture,0.167,,+17%,
705,Restless Cornea,0.0,+36%,,
706,Fixated Iris,0.0,,+16%,
707,Wandering Iris,0.333,,+18%,
708,Wandering Mirror,0.0,,+16%,
709,Fixated Iris,0.0,,+16%,
710,Fixated Fluids,0.421,+52%,,
711,Restless Fluids,0.0,,+16%,
712,Restless Retina,0.312,,,+65%
713,Focused Mirror,0.5,,,+74%
714,Glassy Mirror,0.072,,+16%,+52%
715,Wandering Aperture,0.0,+36%,+16%,
716,Restless Iris,0.104,,,+55%
717,Wandering Fluids,0.0,,,+50%
718,Wandering Fluids,0.0,,+16%,
719,Glassy Pupil,0.162,+36%,,+57%
720,Focused Fluids,0.092,,+18%,+50%
721,Wandering Projector,0.0,,+16%,
722,Wandering Projector,0.503,,+16%,+64%
723,Glassy Cornea,0.333,,+18%,
724,Restless Lens,0.072,,+16%,+52%
725,Focused Pupil,0.676,+54%,,+61%
726,Glassy Iris,0.0,,,+50%
727,Glassy Mirror,0.0,,+16%,
728,Focused Cornea,0.079,+39%,,
729,Wandering Iris,0.438,,,+71%
730,Restless Mirror,0.167,,+17%,
731,Glassy Cornea,0.539,,+16%,+65%
732,Wandering Aperture,0.19,,+17%,+54%
733,Restless Retina,0.375,,,+68%
734,Wandering Iris,0.083,,,+54%
735,Focused Projector,0.0,,+16%,
736,Wandering Aperture,0.526,+48%,+16%,
737,Glassy Mirror,0.083,,,+54%
738,Glassy Mirror,0.042,,,+52%
739,Restless Aperture,0.5,,+19%,
740,Fixated Aperture,0.333,,+18%,
741,Restless Iris,0.333,,+18%,
742,Fixated Pupil,0.396,,,+69%
743,Glassy Reflector,0.0,,+16%,
744,Fixated Fluids,0.125,,,+56%
745,Restless Projector,0.0,+36%,,
746,Focused Pupil,0.558,+45%,,+65%
747,Wandering Iris,0.167,,+17%,
748,Wandering Cornea,0.079,+39%,,
749,Restless Lens,0.0,,+16%,
750,Restless Pupil,0.0,,+16%,
751,Fixated Projector,0.462,+44%,+18%,
752,Focused Aperture,0.0,+36%,,
753,Restless Projector,0.093,+37%,,+53%
754,Focused Retina,0.231,+40%,+17%,
755,Restless Projector,0.333,,+18%,
756,Wandering Lens,0.211,+44%,,
757,Fixated Iris,0.0,+36%,,
758,Fixated Cornea,0.167,,+17%,
759,Restless Lens,0.474,+54%,,
760,Glassy Iris,0.079,+39%,,
761,Glassy Fluids,0.237,+45%,,
762,Wandering Cornea,0.347,+37%,,+64%
763,Wandering Iris,0.132,+41%,,
764,Focused Projector,0.0,,+16%,
765,Glassy Fluids,0.219,+41%,+16%,
766,Restless Retina,0.139,+36%,,+56%
767,Wandering Cornea,0.208,,,+60%
768,Fixated Reflector,0.062,,,+53%
769,Glassy Fluids,0.0,,+16%,
770,Fixated Retina,0.021,,,+51%
771,Glassy Iris,0.167,,+17%,
772,Restless Retina,0.255,+38%,,+59%
773,Focused Lens,0.312,,,+65%
774,Restless Pupil,0.105,+40%,,
775,Glassy Reflector,0.021,,,+51%
776,Fixated Lens,0.5,,+19%,
777,Fixated Fluids,0.333,,+18%,
778,Wandering Retina,0.289,+47%,,
779,Focused Retina,0.0,+36%,,
780,Wandering Mirror,0.083,,,+54%
781,Glassy Iris,0.167,,,+58%
782,Focused Aperture,0.5,,+19%,
783,Fixated Lens,0.167,,+17%,
784,Wandering Pupil,0.108,,+16%,+53%
785,Restless Mirror,0.167,,+17%,
786,Glassy Pupil,0.333,,+18%,
787,Focused Iris,0.026,+37%,,
788,Glassy Pupil,0.053,+38%,,
789,Wandering Fluids,0.444,+54%,,+51%
790,Restless Projector,0.351,+51%,,+50%
791,Fixated Iris,0.333,,+18%,
792,Wandering Reflector,0.0,,,+50%
793,Focused Pupil,0.132,+41%,,
794,Wandering Reflector,0.0,,+16%,
795,Restless Aperture,0.144,,+16%,+54%
796,Glassy Cornea,0.219,+41%,+16%,
797,Wandering Lens,0.323,,+16%,+59%
798,Glassy Retina,0.342,+40%,+19%,
799,Restless Lens,0.188,,,+59%
800,Wandering Pupil,0.312,,,+65%
801,Fixated Fluids,0.062,,,+53%
802,Fixated Cornea,0.292,,,+64%
803,Focused Cornea,0.0,,+16%,
804,Restless Reflector,0.083,,,+54%
805,Glassy Cornea,0.062,,,+53%
806,Restless Iris,0.5,,,+74%
807,Restless Fluids,0.333,,+18%,
808,Glassy Iris,0.0,+36%,,
809,Restless Cornea,0.158,+42%,,
810,Wandering Lens,0.056,+36%,+17%,
811,Restless Cornea,0.575,,+16%,+66%
812,Focused Pupil,0.333,,+18%,
813,Restless Iris,0.0,,,+50%
814,Restless Pupil,0.333,,,+66%
815,Fixated Mirror,0.146,,,+57%
816,Fixated Projector,0.503,,+16%,+64%
817,Glassy Reflector,0.0,+36%,+16%,
818,Fixated Aperture,0.104,,,+55%
819,Glassy Retina,0.458,,,+72%
820,Fixated Fluids,0.184,+43%,,
821,Wandering Lens,0.5,,+19%,
822,Fixated Mirror,0.083,,,+54%
823,Focused Pupil,0.0,+36%,,+50%
824,Restless Cornea,0.271,,,+63%
825,Focused Retina,0.211,+37%,+19%,
826,Wandering Projector,0.053,+38%,,
827,Wandering Iris,0.184,+43%,,
828,Wandering Cornea,0.209,+38%,,+57%
829,Restless Projector,0.0,,+16%,
830,Focused Cornea,0.431,,+16%,+62%
831,Focused Reflector,0.132,+41%,,
832,Wandering Reflector,0.375,,,+68%
833,Focused Mirror,0.208,,,+60%
834,Restless Mirror,0.333,,+18%,
835,Wandering Pupil,0.105,+40%,,
836,Fixated Pupil,0.439,+46%,+16%,
837,Focused Retina,0.49,+50%,,+57%
838,Restless Aperture,0.467,,+16%,+63%
839,Fixated Iris,0.375,,,+68%
840,Fixated Reflector,0.458,,,+72%
841,Wandering Mirror,0.184,+43%,,
842,Glassy Aperture,0.395,+45%,+16%,
843,Focused Lens,0.301,+36%,,+63%
844,Focused Mirror,0.0,+36%,,
845,Focused Retina,0.021,,,+51%
846,Restless Cornea,0.0,,,+50%
847,Wandering Mirror,0.447,+53%,,
848,Wandering Aperture,0.0,,+16%,
849,Fixated Mirror,0.046,,+17%,+50%
850,Fixated Projector,0.167,,+17%,
851,Glassy Reflector,0.28,+44%,,+54%
852,Restless Mirror,0.042,,,+52%
853,Focused Iris,0.099,+37%,+17%,
854,Fixated Lens,0.0,,+16%,
855,Wandering Pupil,0.379,,+18%,+58%
856,Glassy Retina,0.333,,+18%,
857,Fixated Aperture,0.674,+48%,,+67%
858,Wandering Reflector,0.0,,+16%,
859,Fixated Projector,0.184,+43%,,
860,Wandering Projector,0.125,,,+56%
861,Glassy Cornea,0.0,,,+50%
862,Wandering Reflector,0.289,+47%,,
863,Focused Pupil,0.053,+38%,,
864,Fixated Iris,0.167,,+17%,
865,Fixated Retina,0.307,+43%,+16%,
866,Fixated Retina,0.069,+36%,,+53%
867,Wandering Cornea,0.0,,,+50%
868,Restless Pupil,0.682,,+16%,+69%
869,Focused Fluids,0.167,,+17%,
870,Focused Retina,0.371,+37%,,+65%
871,Glassy Retina,0.0,+36%,,
872,Wandering Aperture,0.083,,,+54%
873,Focused Lens,0.167,,+17%,
874,Wandering Lens,0.5,,+19%,
875,Restless Lens,0.0,,+16%,
876,Glassy Iris,0.257,+47%,,+50%
877,Focused Iris,0.0,+36%,,
878,Restless Projector,0.0,+36%,,
879,Wandering Retina,0.0,,+16%,
880,Fixated Pupil,0.79,,+16%,+72%
881,Fixated Projector,0.158,+42%,,
882,Restless Iris,0.333,,+18%,
883,Glassy Pupil,0.395,+51%,,
884,Focused Retina,0.116,+38%,,+53%
885,Wandering Fluids,0.0,,+16%,
886,Wandering Projector,0.0,,,+50%
887,Glassy Reflector,0.237,+45%,,
888,Glassy Mirror,0.5,,+19%,
889,Fixated Reflector,0.0,,+16%,+50%
890,Restless Projector,0.354,,,+67%
891,Wandering Fluids,0.167,+36%,+19%,
892,Fixated Aperture,0.174,,+19%,+51%
893,Focused Retina,0.062,,,+53%
894,Fixated Pupil,0.518,+44%,+19%,
895,Restless Retina,0.5,,+19%,
896,Wandering Iris,0.354,,,+67%
897,Glassy Aperture,0.579,+38%,,+73%
898,Restless Iris,0.333,,+18%,
899,Wandering Reflector,0.099,+37%,+17%,
900,Focused Aperture,0.0,,+16%,
901,Fixated Reflector,0.188,,,+59%
902,Restless Iris,0.209,+40%,,+55%
903,Restless Lens,0.25,,,+62%
904,Restless Projector,0.289,+47%,,
905,Glassy Mirror,0.323,,+16%,+59%
906,Restless Pupil,0.088,+38%,+16%,
907,Focused Fluids,0.0,,+16%,+50%
908,Restless Retina,0.0,,+16%,
909,Glassy Pupil,0.0,,,+50%
910,Glassy Retina,0.0,+36%,+16%,
911,Glassy Iris,0.167,,+17%,
912,Restless Pupil,0.5,,+19%,
913,Restless Mirror,0.438,,,+71%
914,Glassy Reflector,0.677,,+19%,+65%
915,Glassy Cornea,0.0,,+16%,
916,Wandering Cornea,0.0,,+16%,
917,Restless Lens,0.093,+39%,,+51%
918,Glassy Fluids,0.298,+39%,+19%,
919,Focused Iris,0.072,,+16%,+52%
920,Wandering Cornea,0.474,+54%,,
921,Glassy Reflector,0.056,+36%,+17%,
922,Wandering Projector,0.846,,+18%,+71%
923,Glassy Projector,0.582,+48%,+17%,
924,Fixated Iris,0.211,+44%,,
925,Restless Fluids,0.833,+55%,+16%,
926,Fixated Pupil,0.036,,+16%,+51%
927,Fixated Projector,0.0,+36%,,
928,Glassy Pupil,0.167,,+17%,
929,Glassy Projector,0.0,,+16%,
930,Restless Mirror,0.079,+39%,,
931,Focused Reflector,0.769,+51%,+18%,
932,Focused Fluids,0.229,,,+61%
933,Glassy Iris,0.754,,+16%,+71%
934,Wandering Retina,0.0,+36%,,
935,Focused Aperture,0.333,,,+66%
936,Restless Aperture,0.167,,+17%,
937,Wandering Cornea,0.211,+37%,+19%,
938,Fixated Fluids,0.026,+37%,,
939,Wandering Projector,0.187,+39%,+17%,
940,Wandering Fluids,0.042,,,+52%
941,Fixated Aperture,0.188,,,+59%
942,Fixated Cornea,0.026,+37%,,
943,Restless Aperture,0.333,,+18%,
944,Wandering Retina,0.539,,+16%,+65%
945,Wandering Fluids,0.167,,+17%,
946,Glassy Cornea,0.062,,,+53%
947,Wandering Iris,0.333,,+18%,
948,Wandering Cornea,0.116,+39%,,+52%
949,Wandering Retina,0.0,,+16%,
950,Focused Lens,0.0,,+16%,
951,Focused Cornea,0.046,,+17%,+50%
952,Restless Projector,0.167,,+17%,
953,Restless Reflector,0.184,+43%,,
954,Focused Pupil,0.132,+41%,,
955,Focused Projector,0.099,+37%,+17%,
956,Wandering Mirror,0.105,+40%,,
957,Wandering Mirror,0.307,,+18%,+56%
958,Restless Fluids,0.397,+50%,,+53%
959,Glassy Aperture,0.167,,+17%,
960,Focused Reflector,0.158,+42%,,
961,Restless Projector,0.0,+36%,,
962,Glassy Projector,0.438,,,+71%
963,Wandering Reflector,0.0,,,+50%
964,Focused Cornea,0.474,+54%,,
965,Glassy Cornea,0.053,+38%,,
966,Fixated Iris,0.0,+36%,,
967,Restless Mirror,0.155,+37%,+18%,
968,Focused Fluids,0.079,+39%,,
969,Glassy Fluids,0.042,,,+52%
970,Glassy Fluids,0.0,,+16%,
971,Fixated Aperture,0.474,+54%,,
972,Glassy Cornea,0.0,,+16%,
973,Wandering Iris,0.026,+37%,,
974,Focused Projector,0.185,+36%,,+58%
975,Restless Lens,0.175,+40%,+16%,
976,Glassy Cornea,0.323,,+16%,+59%
977,Restless Mirror,0.053,+38%,,
978,Wandering Retina,0.105,+40%,,
979,Restless Reflector,0.342,+49%,,
980,Wandering Reflector,0.021,,,+51%
981,Restless Retina,0.117,+40%,,+51%
982,Focused Cornea,0.0,,+16%,
983,Focused Fluids,0.0,+36%,+16%,
984,Restless Reflector,0.605,+46%,+19%,
985,Fixated Lens,0.146,,,+57%
986,Wandering Iris,0.237,+45%,,
987,Focused Pupil,0.333,,+18%,
988,Fixated Iris,0.125,,,+56%
989,Glassy Iris,0.5,,,+74%
990,Glassy Reflector,0.0,,,+50%
991,Restless Reflector,0.0,+36%,,
992,Restless Iris,0.0,,+16%,
993,Fixated Pupil,0.072,,+16%,+52%
994,Wandering Aperture,0.072,,+16%,+52%
995,Restless Mirror,0.0,,+16%,
996,Fixated Projector,0.021,,,+51%
997,Glassy Mirror,0.021,,,+51%
998,Wandering Pupil,0.237,+45%,,
999,Fixated Fluids,0.092,,+18%,+50%
1000,Glassy Fluids,0.389,,+19%,+57%
1001,Wandering Lens,0.116,+36%,,+55%
1002,Fixated Reflector,0.0,,,+50%
1003,Wandering Projector,0.187,+44%,,+50%
1004,Glassy Pupil,0.211,+44%,,
1005,Focused Retina,0.354,,,+67%
1006,Focused Mirror,0.0,,+16%,
1007,Restless Retina,0.5,,+19%,
1008,Restless Iris,0.474,+54%,,
1009,Wandering Mirror,0.833,+55%,+16%,
1010,Glassy Reflector,0.0,,+16%,
1011,Focused Pupil,0.237,+45%,,
1012,Fixated Iris,0.184,+43%,,
1013,Glassy Reflector,0.167,,+17%,
1014,Restless Aperture,0.333,,+18%,
1015,Glassy Reflector,0.464,+39%,,+67%
1016,Glassy Aperture,0.062,,,+53%
1017,Focused Aperture,0.158,+42%,,
1018,Fixated Iris,0.079,+39%,,
1019,Restless Lens,0.333,,+18%,
1020,Glassy Cornea,0.474,+54%,,
1021,Focused Projector,0.185,+37%,,+57%
1022,Restless Pupil,0.0,,+16%,
1023,Focused Cornea,0.0,,,+50%
1024,Glassy Aperture,0.0,+36%,,
1025,Glassy Reflector,0.872,,+17%,+73%
1026,Wandering Cornea,0.718,,+16%,+70%
1027,Fixated Cornea,0.021,,,+51%
1028,Restless Aperture,0.5,,+19%,
1029,Fixated Projector,0.042,,,+52%
1030,Fixated Mirror,0.0,,,+50%
1031,Glassy Retina,0.0,,+16%,
1032,Wandering Retina,0.167,,+17%,
1033,Restless Fluids,0.0,,+16%,
1034,Restless Reflector,0.25,,,+62%
1035,Focused Retina,0.0,,+16%,
1036,Wandering Mirror,0.342,+49%,,
1037,Focused Iris,0.079,+39%,,
1038,Glassy Iris,0.482,+47%,+16%,
1039,Wandering Fluids,0.0,+36%,,
1040,Restless Fluids,0.14,+41%,,+51%
1041,Restless Iris,0.053,+38%,,
1042,Focused Retina,0.359,,+16%,+60%
1043,Wandering Pupil,0.474,+54%,,
1044,Restless Reflector,0.417,,,+70%
1045,Glassy Projector,0.561,+45%,+19%,
1046,Fixated Aperture,0.0,,+16%,
1047,Fixated Mirror,0.0,+36%,,+50%
1048,Fixated Cornea,0.026,+37%,,
1049,Restless Lens,0.368,+50%,,
1050,Restless Cornea,0.0,,+16%,
1051,Focused Fluids,0.0,+36%,,
1052,Glassy Iris,0.395,+45%,+16%,
1053,Glassy Fluids,0.167,,+17%,
1054,Glassy Projector,0.509,+36%,,+72%
1055,Wandering Mirror,0.333,,+18%,
1056,Focused Projector,0.0,,+16%,
1057,Fixated Iris,0.395,+51%,,
1058,Restless Cornea,0.0,,+16%,
1059,Focused Aperture,0.079,+39%,,
1060,Fixated Reflector,0.0,+36%,,
1061,Focused Pupil,0.538,+47%,+17%,
1062,Restless Projector,0.163,+41%,,+52%
1063,Wandering Aperture,0.146,,,+57%
1064,Glassy Aperture,0.333,,+18%,
1065,Restless Pupil,0.042,,,+52%
1066,Fixated Retina,0.347,+37%,,+64%
1067,Fixated Mirror,0.702,+52%,+16%,
1068,Focused Iris,0.0,+36%,,
1069,Focused Retina,0.132,+41%,,
1070,Focused Cornea,0.0,+36%,,
1071,Fixated Aperture,0.18,,+16%,+55%
1072,Focused Aperture,0.042,,,+52%
1073,Glassy Fluids,0.254,+38%,+19%,
1074,Fixated Reflector,0.333,,+18%,
1075,Restless Reflector,0.0,,+16%,
1076,Restless Lens,0.0,,+16%,
1077,Glassy Projector,0.263,+42%,+16%,
1078,Focused Lens,0.0,,+16%,
1079,Restless Fluids,0.21,,+19%,+52%
1080,Glassy Cornea,0.333,,+18%,
1081,Focused Projector,0.0,,+16%,
1082,Wandering Reflector,0.164,,+18%,+52%
1083,Restless Reflector,0.0,,+16%,
1084,Fixated Pupil,0.956,+54%,+19%,
1085,Fixated Aperture,0.0,,+16%,
1086,Wandering Mirror,0.0,,+16%,
1087,Wandering Fluids,0.0,,+16%,+50%
1088,Glassy Mirror,0.0,+36%,+16%,
1089,Focused Reflector,0.0,,+16%,
1090,Glassy Cornea,0.582,+48%,+17%,
1091,Glassy Projector,0.279,+42%,,+56%
1092,Restless Retina,0.397,+50%,,+53%
1093,Wandering Iris,0.479,,,+73%
1094,Glassy Lens,0.167,,,+58%
1095,Glassy Reflector,0.482,+47%,+16%,
1096,Glassy Fluids,0.0,+36%,,
1097,Restless Pupil,0.0,,+16%,
1098,Focused Aperture,0.25,,,+62%
1099,Focused Mirror,0.0,,+16%,
1100,Fixated Mirror,0.658,+51%,+16%,
1101,Focused Fluids,0.167,,+17%,
1102,Restless Projector,0.363,+43%,+17%,
1103,Fixated Lens,0.439,+46%,+16%,
1104,Fixated Retina,0.0,,+16%,
1105,Glassy Iris,0.0,,+16%,
1106,Glassy Reflector,0.292,,,+64%
1107,Focused Cornea,0.421,+52%,,
1108,Wandering Aperture,0.0,,+16%,
1109,Fixated Pupil,0.333,,,+66%
1110,Fixated Reflector,0.062,,,+53%
1111,Wandering Lens,0.0,,+16%,
1112,Glassy Pupil,0.158,+42%,,
1113,Wandering Mirror,0.0,,+16%,
1114,Focused Iris,0.307,+43%,+16%,
1115,Restless Pupil,0.721,+51%,,+66%
1116,Glassy Lens,0.0,,+16%,
1117,Focused Retina,0.0,,+16%,
1118,Glassy Iris,0.0,,,+50%
1119,Focused Projector,0.053,+38%,,
1120,Glassy Projector,0.053,+38%,,
1121,Wandering Cornea,0.0,,,+50%
1122,Fixated Reflector,0.021,,,+51%
1123,Fixated Aperture,0.718,,+16%,+70%
1124,Focused Reflector,0.0,,+16%,
1125,Glassy Mirror,0.255,+38%,,+59%
1126,Restless Pupil,0.323,,+16%,+59%
1127,Focused Mirror,0.026,+37%,,
1128,Wandering Mirror,0.0,+36%,,
1129,Glassy Projector,0.167,,,+58%
1130,Focused Aperture,0.079,+39%,,
1131,Glassy Projector,0.0,,+16%,
1132,Glassy Reflector,0.301,+37%,,+62%
1133,Wandering Aperture,0.0,+36%,+16%,
1134,Focused Mirror,0.021,,,+51%
1135,Glassy Fluids,0.0,,,+50%
1136,Focused Cornea,0.167,,+17%,
1137,Wandering Fluids,0.042,,,+52%
1138,Fixated Pupil,0.316,+48%,,
1139,Focused Cornea,0.088,+38%,+16%,
1140,Glassy Retina,0.079,+39%,,
1141,Focused Aperture,0.681,+49%,+18%,
1142,Wandering Fluids,0.083,,,+54%
1143,Glassy Reflector,0.438,,,+71%
1144,Focused Aperture,0.5,,+19%,
1145,Fixated Fluids,0.5,,,+74%
1146,Wandering Retina,0.605,+46%,+19%,
1147,Focused Cornea,0.116,+38%,,+53%
1148,Restless Pupil,0.234,+46%,,+50%
1149,Restless Projector,0.418,+42%,,+62%
1150,Restless Pupil,0.351,+44%,+16%,
1151,Focused Cornea,0.0,,+16%,
1152,Wandering Aperture,0.292,,,+64%
1153,Restless Mirror,0.0,,,+50%
1154,Focused Iris,0.229,,,+61%
1155,Restless Cornea,0.042,,,+52%
1156,Wandering Cornea,0.474,+54%,,
1157,Restless Cornea,0.021,,,+51%
1158,Focused Aperture,0.649,+47%,+19%,
1159,Restless Projector,0.021,,,+51%
1160,Restless Retina,0.0,,+16%,
1161,Focused Projector,0.333,,+18%,
1162,Glassy Retina,0.0,+36%,,
1163,Focused Iris,0.0,,,+50%
1164,Restless Lens,0.132,+41%,,
1165,Focused Pupil,0.237,+45%,,
1166,Fixated Retina,0.132,+39%,+16%,
1167,Glassy Pupil,0.5,,+19%,
1168,Wandering Iris,0.083,,,+54%
1169,Focused Aperture,0.083,,,+54%
1170,Wandering Aperture,0.036,,+16%,+51%
1171,Fixated Iris,0.312,,,+65%
1172,Glassy Reflector,0.333,,+18%,
1173,Glassy Lens,0.333,,+18%,
1174,Wandering Reflector,0.167,,+17%,
1175,Wandering Retina,0.0,,,+50%
1176,Wandering Retina,0.0,+36%,,
1177,Restless Mirror,0.5,,+19%,
1178,Restless Reflector,0.167,,+17%,
1179,Wandering Cornea,0.056,+36%,+17%,
1180,Fixated Projector,0.132,+41%,,
1181,Wandering Fluids,0.117,+41%,,+50%
1182,Focused Retina,0.421,+52%,,
1183,Restless Lens,0.0,,+16%,
1184,Fixated Cornea,0.479,,,+73%
1185,Focused Reflector,0.396,,,+69%
1186,Fixated Cornea,0.229,,,+61%
1187,Focused Mirror,0.693,,+17%,+68%
1188,Restless Cornea,0.333,,+18%,
1189,Fixated Retina,0.167,,,+58%
1190,Wandering Cornea,0.5,,+19%,
1191,Focused Lens,0.5,,+19%,
1192,Fixated Reflector,0.0,,+16%,
1193,Glassy Retina,0.333,,+18%,
1194,Focused Reflector,0.395,+44%,,+59%
1195,Glassy Mirror,0.5,,+19%,
1196,Glassy Reflector,0.079,+39%,,
1197,Wandering Projector,0.0,,,+50%
1198,Restless Pupil,0.237,+45%,,
1199,Focused Aperture,0.333,,+18%,
1200,Wandering Reflector,0.354,,,+67%
1201,Restless Pupil,0.026,+37%,,
1202,Glassy Pupil,0.0,+36%,,
1203,Wandering Mirror,0.0,,+16%,
1204,Focused Mirror,0.079,+39%,,
1205,Glassy Lens,0.25,,,+62%
1206,Glassy Projector,0.0,+36%,,
1207,Fixated Iris,0.167,,+17%,
1208,Restless Projector,0.5,+55%,,
1209,Fixated Fluids,0.289,+47%,,
1210,Restless Aperture,0.237,+45%,,
1211,Wandering Fluids,0.318,,+19%,+55%
1212,Glassy Iris,0.535,+48%,,+61%
1213,Glassy Reflector,0.333,,+18%,
1214,Fixated Reflector,0.271,,,+63%
1215,Restless Projector,0.0,,+16%,+50%
1216,Wandering Mirror,0.5,,+19%,
1217,Focused Reflector,0.279,+42%,,+56%
1218,Restless Reflector,0.187,+39%,+17%,
1219,Fixated Cornea,0.167,,,+58%
1220,Focused Mirror,0.158,+42%,,
1221,Wandering Iris,0.105,+40%,,
1222,Glassy Retina,0.509,+36%,,+72%
1223,Focused Lens,0.185,+36%,,+58%
1224,Restless Fluids,0.146,,,+57%
1225,Restless Aperture,0.626,+49%,+17%,
1226,Glassy Projector,0.275,+41%,+17%,
1227,Fixated Retina,0.184,+43%,,
1228,Wandering Pupil,0.021,,,+51%
1229,Focused Fluids,0.0,,+16%,
1230,Wandering Reflector,0.0,,+16%,
1231,Focused Projector,0.0,,,+50%
1232,Wandering Iris,0.105,+40%,,
1233,Glassy Cornea,0.233,+43%,,+53%
1234,Focused Retina,0.421,+53%,,+51%
1235,Wandering Aperture,0.324,+36%,,+64%
1236,Wandering Projector,0.342,+49%,,
1237,Fixated Retina,0.237,+45%,,
1238,Fixated Lens,0.438,,,+71%
1239,Restless Reflector,0.0,,+16%,
1240,Glassy Cornea,0.447,+53%,,
1241,Glassy Fluids,0.167,,,+58%
1242,Wandering Reflector,0.0,,,+50%
1243,Fixated Iris,0.184,+43%,,
1244,Restless Lens,0.208,,,+60%
1245,Focused Retina,0.088,+38%,+16%,
1246,Glassy Fluids,0.0,,+16%,
1247,Fixated Projector,0.044,+37%,+16%,
1248,Focused Mirror,0.5,,,+74%
1249,Fixated Lens,0.062,,,+53%
1250,Fixated Aperture,0.0,,+16%,
1251,Focused Lens,0.083,,,+54%
1252,Glassy Lens,0.289,+47%,,
1253,Fixated Mirror,0.354,,,+67%
1254,Glassy Cornea,0.053,+38%,,
1255,Focused Aperture,0.5,,+19%,
1256,Restless Pupil,0.801,+53%,+17%,
1257,Fixated Fluids,0.053,+38%,,
1258,Restless Lens,0.116,+39%,,+52%
1259,Glassy Aperture,0.0,,+16%,
1260,Glassy Pupil,0.0,,+16%,
1261,Fixated Pupil,0.175,+40%,+16%,
1262,Wandering Projector,0.167,,+17%,
1263,Wandering Pupil,0.5,,+19%,
1264,Focused Retina,0.0,,,+50%
1265,Focused Cornea,0.132,+39%,+16%,
1266,Fixated Iris,0.0,,+16%,
1267,Wandering Mirror,0.021,,,+51%
1268,Restless Lens,0.474,+54%,,
1269,Focused Iris,0.55,+46%,+18%,
1270,Wandering Reflector,0.474,+54%,,
1271,Wandering Pupil,0.0,+36%,,
1272,Focused Cornea,0.047,+38%,,+50%
1273,Fixated Lens,0.042,,,+52%
1274,Glassy Cornea,0.0,,,+50%
1275,Restless Lens,0.229,,,+61%
1276,Restless Cornea,0.463,+38%,,+68%
1277,Wandering Aperture,0.167,,+17%,
1278,Wandering Iris,0.5,,+19%,
1279,Wandering Mirror,0.292,,,+64%
1280,Restless Iris,0.395,+51%,,
1281,Glassy Pupil,0.333,,,+66%
1282,Restless Pupil,0.5,,+19%,
1283,Focused Reflector,0.421,+52%,,
1284,Restless Aperture,0.0,,+16%,
1285,Focused Lens,0.026,+37%,,
1286,Restless Reflector,0.271,,,+63%
1287,Restless Iris,0.0,,+16%,
1288,Glassy Pupil,0.105,+40%,,
1289,Focused Iris,0.0,+36%,+16%,
1290,Restless Retina,0.347,+37%,,+64%
1291,Restless Lens,0.104,,,+55%
1292,Restless Mirror,0.417,+36%,,+68%
1293,Restless Aperture,0.359,,+16%,+60%
1294,Glassy Reflector,0.128,,+18%,+51%
1295,Fixated Cornea,0.026,+37%,,
1296,Glassy Reflector,0.25,,,+62%
1297,Wandering Lens,0.0,,,+50%
1298,Restless Iris,0.287,,+16%,+58%
1299,Focused Pupil,0.0,,+16%,
1300,Fixated Pupil,0.167,,+17%,
1301,Wandering Reflector,0.57,+49%,+16%,
